a_0,a_1,a_2,class
B,AE,NG,K
OW,ER,D,IH
S,IH,M,AH
L,ER,EY,T
S,EH,D,T
AA,L,OW,IH
V,D,AW,N
AA,SH,AH,N
T,R,AH,S
T,UW,K,L
S,M,AH,N
AH,S,F,R
Z,HH,AE,Z
N,T,AH,T
ER,ER,N,IH
Z,F,AO,R
T,IH,L,AH
F,IH,T,S
AH,B,EH,N
AE,N,EH,S
CH,AH,S,T
N,T,P,R
ER,D,F,R
R,IH,Z,AH
DH,AE,T,AH
IH,S,AY,D
SH,AH,N,AH
NG,T,AH,D
T,S,K,AH
R,K,AH,T
M,AA,R,K
AE,D,B,IH
EH,TH,AH,D
AH,N,D,AH
K,R,IY,S
P,R,AH,D
AH,F,EH,K
T,B,AY,T
L,IH,S,T
L,S,OW,S
AH,N,AH,L
AY,ER,AE,T
D,AO,L,S
IH,T,IY,S
UW,N,Y,AH
IH,NG,DH,AH
N,S,AO,R
W,IH,L,R
T,P,EY,D
L,D,DH,AH
S,V,AY,S
EH,R,S,T
AE,N,IH,N
N,IH,N,IH
D,IH,T,K
AH,N,T,S
D,IH,L,IH
DH,AH,K,AH
IH,NG,S,T
IH,K,G,R
K,T,AH,D
K,T,AH,D
B,AO,R,D
HH,OW,T,EH
EH,S,R,EH
D,V,AY,Z
D,AH,D,R
AH,L,AW,Z
D,N,EH,T
K,AH,M,AH
Y,UW,Y,IH
IH,NG,IH,N
K,L,UW,D
S,T,ER,L
T,K,AH,T
AW,N,W,IH
V,R,AH,N
K,AA,N,T
N,EH,N,T
EH,N,T,AH
T,ER,P,R
T,S,EH,D
EH,S,R,IH
ER,Z,AH,N
P,AH,L,AH
AH,P,OW,Z
NG,K,UH,D
N,T,IH,K
M,AH,N,T
D,AH,P,T
EH,R,IY,S
Z,D,IH,T
N,T,S,R
R,AH,JH,EH
AO,R,W,IH
UW,Y,IH,R
M,AH,N,S
IH,T,IH,D
K,EY,SH,AH
R,OW,G,R
S,EY,Z,AH
AA,D,AH,K
M,P,AH,N
ER,EY,T,IH
AH,N,IH,N
K,AA,S,T
SH,UW,D,T
EH,N,SH,AH
K,AE,S,T
N,IY,D,Z
T,K,AA,R
R,AE,N,Z
N,L,OW,N
S,S,T,R
B,AH,L,R
S,T,IH,N
SH,AH,N,IH
AH,N,Y,IH
W,AY,N,Z
IH,F,AY,N
S,EH,D,IH
IY,D,AW,N
CH,W,IH,L
AH,B,IH,D
S,AH,Z,R
R,IY,M,AH
Z,IH,SH,AH
N,T,W,IH
D,DH,AE,T
IH,L,M,R
AH,M,P,AH
Y,UW,AH,L
F,EH,K,T
S,EH,D,AH
T,W,AA,Z
D,Z,AA,R
S,R,IH,Z
P,SH,AH,N
AW,N,G,R
T,L,IH,S
EH,K,T,AH
Y,IH,R,Z
T,EH,S,D
EY,M,AH,N
T,T,UW,EH
IH,Z,IH,N
AH,L,AO,S
Z,S,EH,D
T,IH,N,AH
W,AO,R,T
AA,R,T,N
EH,D,IH,T
EH,N,S,AH
AH,N,T,IH
S,T,DH,AH
DH,AH,Y,EH
AH,T,OW,T
IH,S,T,S
D,AH,Z,N
M,AO,R,S
UW,D,IH,K
ER,JH,EH,N
P,EH,K,T
AA,Z,EH,S
AO,R,S,AH
T,W,AA,Z
AA,SH,AH,N
AO,R,D,IH
N,AE,N,IH
R,AA,S,EH
N,T,EH,N
W,ER,K,IH
AH,W,AH,L
S,EH,L,IH
IH,V,IH,D
T,R,AH,D
N,AH,T,R
UW,T,UW,IH
EH,K,T,IH
ER,IH,JH,AH
N,DH,AH,N
T,IH,S,AH
AE,SH,AH,N
AH,K,AH,N
OW,L,EH,D
Z,V,EH,R
EH,S,T,AH
AE,S,K,T
IY,S,AH,N
K,AA,S,T
Z,AH,N,L
T,R,OW,L
P,IH,NG,T
AH,B,AW,T
N,L,AE,S
P,AH,S,IH
T,B,AY,IH
R,IY,S,IH
DH,AH,S,T
P,M,AH,N
M,AH,N,T
D,M,AE,N
N,DH,AH,S
K,S,R,AH
EH,D,IH,T
AH,N,Z,AH
Z,AH,B,AH
DH,AH,W,AH
S,IH,L,IH
AA,R,K,S
IH,SH,UW,Z
UW,T,S,EH
D,IH,NG,D
AY,K,IH,N
Y,ER,IH,N
L,EY,SH,AH
AH,T,AH,N
EH,D,DH,AH
D,M,EH,N
G,AA,P,T
T,IY,Z,AH
W,AA,N,T
EH,D,D,IH
V,DH,AH,IH
ER,AE,K,S
IY,AH,N,D
N,T,IH,N
S,L,AO,S
HH,OW,L,D
UH,D,AE,K
F,ER,D,T
IH,Z,K,AH
OW,T,AH,L
B,AH,JH,IH
AO,L,R,EH
S,EH,K,AH
T,R,AH,D
T,S,EH,D
M,AH,N,T
W,IH,CH,IH
SH,AH,L,S
Z,DH,AE,T
DH,AH,P,R
L,IH,NG,Z
T,EY,T,K
T,AE,B,L
AH,V,DH,AH
AO,L,AW,T
T,DH,AH,R
AH,D,EH,N
Y,EH,S,T
ER,V,Z,AH
N,D,W,EH
EH,R,D,IH
S,P,AO,R
AE,N,IH,N
S,P,AO,R
T,S,W,IH
D,F,R,AH
T,UW,DH,AH
T,OW,L,D
IY,S,T,R
AH,L,AE,T
B,IH,N,R
T,DH,AH,K
AE,N,D,IH
IY,EH,S,L
K,W,AO,R
T,AH,D,S
F,AO,R,T
W,IH,DH,AH
S,EH,D,IH
HH,AE,D,AH
AE,V,P,R
EH,D,IH,T
OW,L,D,AH
EH,R,IY,K
AA,K,IH,N
L,D,ER,Z
AH,B,AH,L
Z,EH,S,T
P,R,IH,L
N,D,IH,N
S,IY,V,D
N,T,UW,D
K,AO,R,T
AA,F,AH,T
K,S,AA,N
N,R,IH,Z
ER,T,AH,N
AH,T,AE,T
L,IH,S,T
N,IY,S,EH
AY,K,AO,R
DH,AH,K,AH
P,M,EY,K
JH,OY,N,T
AH,N,P,R
B,ER,AH,N
AH,N,IY,Z
CH,IH,N,K
L,F,ER,D
N,T,S,EH
P,ER,EY,T
S,AH,Z,IH
M,AA,R,K
Z,K,ER,AH
NG,F,R,AH
D,IH,T,IH
N,T,W,AH
L,EY,T,S
N,IH,NG,Z
V,ER,M,AH
AH,T,IY,Z
AE,N,AH,L
R,B,IH,L
AW,T,W,AH
HH,AE,F,AH
AE,SH,T,EH
EH,D,DH,AH
UW,N,AH,T
IH,L,R,IH
B,AH,B,L
IH,N,P,R
IH,T,ER,N
IH,NG,W,IH
Y,UH,R,AH
D,IH,NG,Z
L,Y,UW,AH
AY,N,UW,R
EY,S,T,L
V,EH,S,T
K,AH,N,T
P,AH,B,IH
D,IY,EH,R
S,P,EH,N
AH,CH,ER,Z
N,CH,ER,AH
AH,V,EY,L
ER,JH,AH,N
R,SH,IY,AH
B,EY,S,L
AA,R,K,AH
EY,M,D,AH
N,AH,T,EH
D,M,IH,N
AH,L,AW,T
K,EY,P,T
P,R,AY,S
S,IY,V,D
F,AE,SH,AH
AH,M,S,AH
D,AH,G,R
B,AA,N,D
F,AO,R,S
DH,AH,S,EH
P,V,AE,L
IH,Z,EH,S
D,DH,AH,D
T,AH,L,AH
D,ER,EH,K
EH,T,IH,N
SH,AH,N,Z
N,SH,AH,L
K,AE,P,AH
EY,SH,AH,N
R,AA,S,AH
Z,K,L,AH
AH,N,IY,S
AA,R,T,S
AH,P,F,R
SH,EH,R,IH
L,EH,K,T
B,IH,N,R
N,T,IH,K
ER,R,AY,T
P,OW,N,AH
P,EH,N,D
AH,N,IH,N
Z,T,OW,L
AH,K,SH,AH
T,M,EY,D
K,AH,N,S
N,T,S,T
W,IH,L,T
DH,AH,T,EH
AH,V,IH,T
V,IY,EH,S
K,P,IH,R
Z,T,UW,AH
K,AA,S,T
N,K,AA,S
S,AH,L,Z
B,AY,DH,AH
ER,EY,SH,AH
OW,IH,N,T
IH,R,F,R
AH,JH,EH,N
EH,R,IY,S
K,T,DH,AH
K,L,UW,D
K,S,AA,N
DH,AH,AE,D
R,EY,SH,AH
Z,IH,K,S
AA,R,IH,N
T,AA,K,S
TH,IH,NG,K
T,HH,AE,D
AH,N,D,AH
R,M,AH,D
D,AA,N,T
W,EY,IH,K
R,L,AY,N
D,IH,NG,S
AH,B,AH,L
W,AO,R,T
AO,R,T,S
Z,D,DH,AH
DH,AE,T,IH
DH,AH,IH,N
D,W,AH,N
S,IY,V,IH
M,AH,N,D
OW,K,AH,S
P,R,AY,S
IH,S,T,R
UW,B,IH,K
P,EH,K,T
R,IH,Z,AH
T,K,AH,N
EH,D,IY,T
ER,AH,N,S
UW,S,IH,T
L,OY,IY,Z
IY,AH,N,D
D,W,UH,D
W,IH,L,S
N,D,EH,Z
AH,D,AO,R
S,DH,AE,T
N,JH,M,AH
K,SH,AH,N
Y,UW,AH,L
EY,T,S,T
EY,T,IH,D
IY,AA,D,IH
M,EY,N,D
AH,S,DH,IH
M,AA,R,K
IH,NG,K,AH
AH,L,AE,K
EH,P,F,R
P,R,AH,T
EH,K,T,IH
AY,M,EH,R
T,DH,AH,IH
T,IH,K,S
SH,AH,L,Z
AE,F,T,IH
IH,SH,AH,L
W,IH,DH,IH
T,AH,D,T
R,AH,N,T
AW,N,T,S
T,OW,L,D
AE,N,AH,L
R,K,AH,T
ER,ZH,AH,N
Z,EH,N,T
IH,NG,EH,N
T,EH,M,AH
SH,UH,R,AH
P,AO,R,T
OW,L,Z,IH
S,P,AO,R
N,AH,JH,IH
JH,ER,K,AH
AE,D,AH,D
HH,AE,V,K
L,IY,ER,R
IH,N,T,R
T,UW,L,IH
AE,SH,AH,N
T,AH,N,S
T,DH,IH,S
N,Y,UW,AH
IH,V,Z,AH
AO,N,T,IH
P,DH,EH,R
SH,AH,N,Z
P,AH,N,IH
B,R,OW,K
K,AH,S,T
AH,V,DH,AH
AA,F,AH,T
AE,NG,K,S
UW,K,ER,AH
F,EY,S,D
AH,V,D,EH
Z,N,AH,S
K,W,AH,T
L,IY,AE,Z
N,IY,IH,N
T,EY,L,S
N,AE,G,R
Z,B,IY,IH
R,AA,F,AH
AH,V,S,EH
K,W,AO,R
L,S,OW,R
UW,S,T,K
EH,JH,JH,AH
S,T,IH,K
K,S,M,AH
Y,IH,R,AH
K,S,P,EH
L,EH,V,AH
M,Z,AH,N
Z,F,R,AH
Y,UW,Z,D
AO,F,S,EH
IH,ZH,AH,N
AH,M,S,AH
T,UW,R,IH
D,ER,DH,AH
N,AO,M,AH
AH,N,T,IH
T,HH,AE,Z
S,ER,K,AH
B,AH,T,N
R,IY,W,AH
S,W,IH,L
UW,AH,P,AH
N,T,S,T
Z,S,EH,D
AH,N,F,R
S,UW,T,S
AE,NG,K,S
AE,N,CH,AH
T,R,IY,S
D,F,AO,R
R,AH,N,T
AO,R,S,AH
T,IH,NG,S
AH,N,D,D
S,EH,SH,AH
AH,M,IY,IH
ER,IH,K,S
L,AO,S,AH
UW,CH,ER,Z
UH,R,AH,T
EH,N,DH,AH
AH,K,T,S
AA,N,R,EH
AH,N,IY,S
AH,N,T,L
K,S,TH,L
AH,L,AA,R
Z,AO,L,S
AH,V,D,EH
IH,S,T,IH
K,T,AH,D
V,ER,AO,L
ER,N,AY,N
AO,L,IH,N
K,EY,SH,AH
W,AH,N,T
OW,F,AH,N
L,AH,R,IH
K,AH,N,S
IH,F,L,EH
P,ER,SH,EH
IY,P,AO,R
V,IY,EH,S
B,IH,N,IH
S,IH,K,S
ER,EY,T,IH
D,AA,N,T
R,AH,N,IH
T,T,UW,S
AH,N,L,EH
L,D,AH,N
AY,S,AH,Z
T,AA,P,S
AA,T,AW,T
V,IH,N,K
D,IH,N,T
HH,IH,B,AH
M,AH,N,T
N,IY,D,AH
T,L,IY,T
AH,F,AO,R
EH,L,D,K
L,K,AW,N
T,D,IH,S
Z,AH,N,T
AO,R,DH,AH
AY,V,Y,IH
R,D,CH,EH
L,T,ER,D
AH,L,IH,N
S,T,TH,R
EH,G,Z,IH
P,AA,S,AH
T,D,AA,K
DH,AH,W,AH
T,IH,Z,AH
AH,F,AH,N
AE,V,ER,IH
S,EH,N,T
P,T,ER,N
P,T,IH,D
EY,SH,AH,N
EH,R,M,AH
V,DH,AE,T
AH,N,AE,D
M,EY,N,T
AH,V,N,IH
Z,W,UH,D
F,EH,K,T
ER,AH,P,T
IY,N,DH,AH
AY,D,P,R
M,P,AH,N
T,ER,Z,S
W,EH,N,AH
AA,M,AH,N
IH,NG,Z,IH
AO,NG,D,D
K,S,P,EH
T,IH,NG,Z
AA,R,AO,L
IH,NG,IH,Z
F,IH,R,D
P,OY,N,T
R,EY,Z,IH
IH,NG,R,AH
AA,R,T,N
JH,ER,OW,N
ER,DH,AH,N
L,AH,R,AH
N,EY,T,IH
IH,D,IY,EH
AH,D,AH,N
W,AA,Z,S
L,EH,K,S
DH,EY,AA,R
OW,N,P,R
R,EY,SH,AH
W,IH,L,N
AO,R,M,IH
D,S,P,IH
T,R,OW,L
AA,R,T,AH
S,AH,P,AH
Z,EH,N,T
T,ER,M,Z
W,IH,CH,IH
HH,OW,L,D
ER,V,AY,S
R,M,AH,L
NG,EY,JH,AH
N,T,R,AH
IH,L,Y,AH
AW,N,T,IH
AH,N,IH,N
AH,L,T,EH
AO,R,P,R
P,L,AE,N
ER,Z,D,R
F,T,AH,D
M,AE,N,AH
AH,L,AW,T
R,Z,IH,N
K,AH,N,D
SH,AH,N,R
CH,AH,S,AH
IY,P,AO,R
AH,B,AE,R
AE,N,AH,L
IH,DH,DH,AH
R,AY,S,AH
M,AW,N,T
AO,R,N,AH
EH,S,AH,N
M,AH,N,T
G,R,IY,D
D,M,AO,R
R,IH,Z,AH
R,K,AH,N
EH,K,SH,AH
AE,SH,AE,T
S,T,UW,R
R,OW,Z,T
N,AH,F,IH
SH,AH,N,Z
T,EY,K,D
L,IY,B,IH
AA,P,ER,T
AH,D,P,AH
L,IY,IH,K
OW,S,T,IH
L,IY,S,T
R,EY,D,D
P,AH,D,L
T,AA,K,S
EH,Z,AH,L
R,T,AH,N
K,SH,AH,N
F,ER,S,T
AA,R,L,AH
L,AW,DH,AH
R,AH,N,T
IH,TH,AW,T
G,Y,ER,Z
SH,AH,N,Z
AH,S,EY,L
IH,Z,K,L
T,OW,T,AH
M,AH,V,K
N,T,B,R
N,S,IH,K
T,UW,DH,AH
DH,ER,IH,L
AH,M,IH,S
NG,AH,P,L
M,IH,L,D
P,S,B,AH
UW,EY,SH,AH
L,S,T,IH
IY,W,IH,L
AH,S,IY,N
W,AH,T,L
M,Z,S,AH
IH,SH,AH,L
IH,NG,R,IH
M,AH,N,T
W,AO,R,T
AH,V,DH,AH
D,IH,N,K
IH,SH,AH,N
R,JH,EH,N
AY,S,Y,EH
R,M,AE,N
T,EY,K,S
S,IY,M,AH
AA,T,P,R
IH,T,V,EH
S,IH,S,T
AH,N,T,S
L,D,IH,S
T,IH,T,S
R,EH,S,T
IY,IH,K,S
K,AH,M,IH
P,AA,N,S
ER,SH,EH,R
S,IH,N,T
IH,K,S,T
R,Z,AH,N
OY,IY,Z,D
P,EY,D,IH
P,R,IH,N
AH,N,IY,S
P,AH,D,IH
IH,SH,AH,L
IY,K,L,IH
EH,T,ER,N
L,D,DH,EH
IH,D,ER,S
IH,NG,T,R
T,IH,N,S
T,D,IH,L
Z,R,OW,Z
UW,M,ER,L
W,IH,DH,K
T,R,AY,K
R,K,AH,T
T,S,D,IH
N,V,OW,T
R,B,AH,T
AH,S,P,EH
T,S,P,L
T,IH,V,L
AH,P,OW,Z
HH,AE,V,R
N,T,IH,N
T,IY,IH,N
M,AH,N,S
K,T,AH,D
K,T,AH,T
JH,AH,S,T
N,AE,N,S
S,T,AE,N
S,T,M,AH
D,B,IY,S
P,R,AY,S
N,D,EH,S
EH,P,R,AH
JH,AH,N,AH
R,AH,S,T
D,EH,T,AH
IH,N,D,EH
G,EY,SH,AH
EH,JH,UW,L
N,V,EH,S
F,AO,R,AH
M,AH,NG,R
R,EH,D,AH
T,UW,S,EH
L,EY,N,D
M,AA,R,K
P,ER,EY,T
EY,T,ER,T
N,Y,UW,AH
Z,S,K,R
B,AH,T,D
K,ER,AA,N
W,IH,L,IH
P,OW,Z,AH
AY,AH,B,IH
Z,AH,Z,IH
DH,AH,P,R
B,AE,NG,K
N,IH,NG,N
AE,N,B,IH
AH,P,AO,R
IY,EY,B,AH
IY,AH,N,D
T,M,AH,N
T,OW,T,AH
AH,N,T,S
L,OW,Z,D
N,T,R,AH
L,AH,N,D
K,AH,SH,AH
EH,V,AH,N
AA,T,DH,AH
AH,S,AH,Z
AH,L,EH,K
AE,K,T,S
DH,AH,Y,IH
ER,EY,SH,AH
D,AE,N,IH
R,EH,JH,IH
S,OW,B,IH
IH,NG,S,EH
S,AO,R,S
SH,F,AO,R
AO,R,T,S
IH,NG,IH,Z
R,IY,S,T
ER,CH,AH,S
T,AA,R,T
AH,L,AW,T
AO,R,T,S
S,ER,P,R
K,SH,AH,N
P,R,AY,S
EH,S,AH,T
S,ER,Z,T
R,AH,N,S
AA,R,K,AH
AH,P,OW,N
OW,TH,P,R
K,AE,T,AH
AW,N,S,T
M,EY,N,D
D,EH,T,T
N,IH,T,S
AE,N,IH,N
T,F,AO,R
IH,S,K,L
L,AY,D,T
P,AH,T,EH
IY,ER,IH,N
L,IY,S,T
AW,T,DH,AH
L,AH,N,D
F,AO,R,K
EH,D,IH,T
OW,ER,K,AH
IH,S,Y,IH
EY,N,ER,EH
IH,N,D,AH
AH,L,B,IH
T,UW,K,AH
L,OW,D,IH
P,AH,T,AH
OW,T,AH,Z
AW,N,S,T
AE,K,S,IH
AO,S,T,EH
T,R,AY,D
D,HH,IH,Z
D,IY,EH,R
P,OW,K,S
P,ER,CH,AH
IY,SH,AH,N
IY,M,AH,N
UW,P,S,IH
T,UW,W,AH
S,IY,K,IH
M,P,AH,N
S,T,S,S
IH,K,AH,T
AA,Z,AH,K
SH,AH,N,Z
AO,R,DH,AH
AH,N,T,IH
AH,F,ER,D
T,S,EH,D
D,ER,Z,L
AH,Z,AH,N
CH,T,IH,N
T,DH,AE,T
AO,R,AH,N
R,UW,V,D
P,AE,S,AH
M,ER,SH,AH
AY,L,AE,T
T,UW,DH,AH
K,AH,T,IH
N,T,IY,N
IY,AA,R,IH
AO,R,TH,K
D,B,R,IH
S,EH,D,IH
S,AY,N,D
B,AE,NG,K
AO,L,SH,EH
EH,R,AH,N
EY,N,Z,R
IH,Z,AH,L
S,EH,D,IH
W,UH,M,AH
T,DH,AH,AH
IH,N,DH,AH
IY,AH,F,IH
ER,Z,IH,N
T,F,AO,R
V,IH,N,T
IY,S,AH,S
F,AO,R,K
N,S,T,R
EY,HH,AE,D
R,IY,AH,D
OW,IH,NG,T
L,UW,D,IH
DH,AH,D,EH
L,UW,M,IH
ER,Z,IH,N
ER,EH,R,S
IH,V,EH,L
V,ER,TH,R
HH,AE,D,R
IY,L,AH,N
N,K,UH,D
M,P,T,AH
IY,T,S,IH
AE,S,T,S
Z,K,ER,AH
K,SH,AH,N
AH,DH,ER,N
SH,AH,N,Z
K,IH,K,S
AH,N,T,R
Z,AE,Z,T
EY,N,D,K
IH,M,AE,N
AE,N,S,AH
ER,M,AH,N
L,IH,T,AH
AH,W,ER,L
R,K,AH,N
R,AH,N,IH
EH,D,DH,AH
IH,DH,IH,N
HH,AY,ER,K
AA,R,K,AH
IY,AH,L,K
L,K,AH,N
T,F,AH,N
EY,K,AH,N
F,AE,K,T
T,AE,K,S
R,UW,SH,AH
IH,N,DH,AH
IH,L,IH,T
AA,R,K,AH
AH,N,T,D
AH,M,P,AH
F,AO,R,AH
EH,S,B,AH
D,K,AH,N
IH,M,EY,N
AH,N,D,IH
L,Z,D,IH
JH,UH,L,D
L,Y,AH,N
ER,AH,N,S
T,W,IH,L
N,D,EH,K
N,T,IY,Z
R,AH,N,IH
EH,N,T,R
ER,D,P,AH
AH,L,P,L
D,EH,F,AH
D,ER,DH,AH
AH,N,D,AH
F,AE,K,T
D,EY,AO,R
EH,S,M,AH
AH,N,S,IH
W,AO,R,T
AH,F,ER,S
P,R,AY,S
P,L,AE,N
T,S,AH,N
AH,D,UW,S
HH,EH,K,T
N,S,IH,S
IH,N,AH,S
L,AE,S,T
EH,G,Y,AH
D,EY,Z,AH
D,IH,K,S
T,S,G,R
W,AA,Z,IH
S,T,ER,D
ER,EY,T,IH
IH,Z,N,AH
AE,D,AH,D
N,M,AH,N
M,ER,SH,AH
D,UW,S,T
L,T,IH,L
UW,P,IH,N
AA,R,K,AH
P,OY,N,T
AH,R,IY,S
OY,L,AH,N
EY,SH,AH,N
IH,DH,DH,AH
AH,S,IH,K
T,AH,N,Z
L,CH,EY,N
CH,ER,Z,D
EY,Z,AH,N
S,P,R,EH
IH,L,T,L
IY,F,L,AH
Z,DH,AE,T
IY,G,AH,L
D,IY,DH,IH
B,IY,F,R
EH,S,P,L
M,AH,N,S
W,AA,Z,N
T,AH,B,IH
T,P,UH,T
K,AH,N,T
M,P,AO,R
EH,K,S,T
IH,S,T,AH
M,IH,D,IH
ER,AH,N,S
D,EH,L,AH
M,IY,N,Z
AO,R,M,IH
N,T,R,AH
IH,CH,AO,L
R,AH,M,N
T,W,UH,D
IY,AH,B,AH
AH,N,AH,N
S,Y,IH,R
T,IY,IH,Z
EH,K,T,IH
W,EY,JH,K
S,IH,K,S
ER,Z,AH,N
UW,IH,N,S
M,AH,N,T
AA,M,EH,N
R,IY,S,AH
M,IH,N,D
UW,SH,AH,N
P,ER,AH,T
T,W,ER,S
IH,SH,UW,D
R,IY,AH,L
R,AH,D,AH
AH,D,IY,Z
Z,DH,AH,T
K,T,AH,D
K,T,AH,D
ER,AE,T,AH
W,IY,K,AH
ER,Z,AO,L
K,W,AO,R
S,EH,P,T
AH,AE,K,S
L,B,IY,S
N,S,K,AH
S,AH,N,T
IH,L,K,AH
B,AE,L,AH
EY,T,DH,AH
R,Z,S,L
Z,AH,V,S
R,D,K,L
L,AH,N,T
D,AE,L,AH
AH,N,UW,K
IH,S,T,S
AH,V,T,R
L,EY,T,T
P,R,AA,D
S,P,EH,K
ER,Z,AE,N
EY,D,S,EH
AH,R,IH,Z
EH,T,AH,L
T,R,IY,Z
IH,V,IH,D
D,EH,K,S
S,AH,K,S
AA,R,T,IH
AE,N,IH,N
EY,T,IH,T
B,AH,L,T
UW,Y,IH,R
S,V,AH,L
HH,OW,L,D
K,AA,N,T
R,EH,Z,AH
N,B,IH,L
AH,V,P,R
Z,IH,K,S
N,AH,L,S
R,IH,N,T
Y,IH,R,IH
EH,N,D,IH
AO,R,AH,N
R,EY,T,S
EY,SH,AH,N
P,AA,Z,IH
L,Y,AH,N
R,IY,M,AH
EH,V,AH,N
D,R,AH,S
S,IH,K,S
ER,SH,EH,R
SH,EH,R,Z
AH,L,AH,N
R,D,IH,D
Z,AH,N,D
AH,AH,D,IH
R,IH,N,K
EH,R,M,AH
K,R,AY,S
T,DH,AH,D
K,AA,M,AH
AO,R,M,Z
R,T,S,EH
AH,K,SH,AH
W,AA,Z,K
SH,AH,N,Z
W,IH,L,S
UW,N,IY,K
N,T,ER,N
AH,V,IH,T
IH,NG,W,IH
AH,R,AY,T
DH,AH,D,AH
L,D,N,AH
AA,K,S,IH
AH,L,S,EH
JH,AH,W,AH
AY,V,W,IH
AH,S,T,K
P,AA,S,AH
HH,OW,L,D
IY,AA,P,T
AA,T,R,IH
K,EY,D,Z
S,EH,N,T
AH,G,UH,D
UW,N,AH,T
T,AH,B,Z
EH,N,T,T
EH,S,R,IH
G,EY,N,D
OW,JH,EH,T
EY,T,ER,Z
S,P,EY,IH
D,DH,AE,T
G,IH,V,AH
N,T,AH,D
G,UH,D,EH
N,OW,IH,N
AE,V,ER,IH
AH,L,Z,S
V,IY,AH,S
IY,K,EH,N
NG,F,AH,S
AH,D,EH,N
AE,SH,F,L
UW,Z,K,AH
IY,K,AH,N
ER,N,AH,L
AH,F,EH,K
G,R,IY,D
UW,P,R,AH
N,D,AH,S
D,S,EY,L
AH,N,AH,L
T,ER,AA,N
IH,N,T,R
T,DH,AE,T
F,AO,R,AH
IH,D,EH,N
TH,AO,R,AH
UW,M,AH,N
IH,N,S,T
P,AH,B,L
K,S,P,EH
AH,M,DH,AH
L,EY,M,Z
AE,K,SH,AH
K,DH,AH,IH
S,F,AO,R
N,V,EH,S
V,IY,EH,S
D,N,AA,N
AH,B,AE,K
AH,Z,AH,T
N,IH,NG,Z
AA,D,AH,K
R,S,T,R
T,B,IY,S
Z,IH,N,D
N,AH,L,S
EY,T,IH,D
M,AH,N,D
AE,Z,M,AH
M,EY,N,T
AH,N,AE,N
T,AA,N,N
D,IH,S,T
K,AH,JH,K
IH,V,EH,L
IH,L,P,AH
L,EY,S,T
AA,Z,S,EH
IH,NG,AH,K
R,IY,K,AH
AO,R,W,AH
T,AE,K,S
IH,N,K,L
S,ER,P,L
EH,N,S,T
IH,D,IH,N
AH,D,IY,L
P,AH,N,Z
AA,N,T,R
L,Z,P,L
TH,AH,V,S
AH,L,IH,S
T,L,UH,K
B,AE,R,AH
T,UW,S,EH
K,W,AY,R
R,AE,K,T
B,R,AH,T
F,AO,R,K
EY,AH,P,L
AH,R,IY,S
T,UW,S,T
IH,N,S,T
M,EY,IY,Z
ER,IH,NG,K
N,AE,N,IH
M,AA,R,K
AH,L,IH,S
N,T,EH,N
N,AE,SH,AH
D,IY,OW,IH
AH,N,S,T
T,AA,R,R
D,DH,AE,T
EH,S,T,AH
AH,CH,IH,T
IY,P,EY,D
AW,N,T,T
M,EY,K,AH
DH,EY,D,IH
AA,R,K,AH
UW,HH,AE,D
IH,T,IH,D
T,UW,EH,N
AO,R,AH,S
R,OW,TH,K
S,T,R,AH
V,EH,L,AH
AH,N,UW,L
IH,NG,EY,D
N,W,AO,N
IY,W,IH,L
N,ER,AH,L
SH,AH,L,K
ER,Z,D,EH
S,AO,G,R
V,P,AH,Z
F,ER,T,S
AY,L,S,T
R,AH,L,R
AO,R,AH,N
M,IH,N,T
N,EH,K,S
SH,AH,L,K
EH,DH,ER,EH
EH,N,SH,AH
IH,NG,S,AH
B,AE,NG,K
AH,Z,DH,AH
IH,K,K,AH
R,IH,NG,T
R,OW,G,R
R,UW,V,AH
EY,D,IH,D
K,S,T,R
D,EH,T,S
IH,S,K,L
R,AA,F,IH
SH,AH,L,IH
L,IH,M,AH
S,T,UH,D
Z,IH,NG,D
N,T,P,R
Z,T,UW,EH
T,K,AA,N
AA,Z,IH,N
L,D,AA,N
S,ER,T,IH
M,AH,N,T
B,IH,L,Z
N,S,IH,N
P,EY,D,IH
L,AH,B,AH
AW,T,IH,N
EH,K,AH,N
S,T,AO,L
S,IH,S,T
R,IH,Z,EH
T,AH,N,Z
IY,S,EH,D
OW,D,IH,T
EH,JH,IH,S
B,AH,L,L
Z,K,AH,N
AH,N,T,AH
S,F,AO,R
Z,AH,N,EH
AO,R,TH,R
EH,S,IH,K
EY,Z,K,R
N,R,IY,L
DH,EH,R,K
L,K,AH,N
ER,M,AH,N
AO,F,AH,N
EY,L,W,IH
N,IH,N,T
K,AH,T,IH
L,ER,Z,S
D,AH,K,L
AY,N,D,T
B,IH,L,AH
R,EH,D,AH
IH,NG,IH,Z
AH,N,IY,Z
P,R,AY,S
IH,D,AE,T
AE,K,SH,AH
UW,N,AH,T
EH,N,T,IH
DH,EY,AE,D
D,L,AY,IH
DH,AH,P,R
P,R,AH,D
AH,D,UW,S
IY,W,IH,L
AA,N,P,R
W,UH,D,EH
B,AE,NG,K
N,SH,AH,L
N,D,DH,AH
CH,F,AW,N
DH,AH,K,AH
M,EY,N,IH
K,AH,T,IH
T,F,AA,L
S,T,IH,N
ER,Z,F,R
R,Z,IH,Z
N,IH,Z,S
B,AY,ER,Z
N,D,DH,AH
IH,K,S,T
G,R,EY,D
P,R,AA,D
