a_0,a_1,a_2,class
SH,EH,R,Z
N,D,CH,IY
M,EY,K,AH
R,AE,N,S
AE,T,DH,AH
IY,P,EY,D
N,T,IH,N
AH,R,EY,N
P,AA,R,T
AH,N,T,S
R,K,AH,T
AO,R,T,AH
Z,L,AE,S
SH,AH,N,IH
S,AH,T,IY
AH,N,D,IH
M,P,ER,EH
IH,L,Y,AH
R,AH,S,IY
R,UW,L,IH
L,S,OW,AH
K,HH,AO,L
K,S,P,EH
T,IH,T,S
P,IH,NG,D
Z,F,AA,L
AO,R,AH,T
IH,N,IH,N
K,AH,K,AH
EY,N,DH,AH
P,ER,EH,R
M,P,EH,R
HH,OW,L,D
R,IY,AH,L
EH,N,T,AH
S,ER,P,R
P,R,AY,Z
P,IH,R,IY
M,AE,N,AH
UW,P,AO,N
L,S,OW,L
T,DH,IH,S
EH,S,P,L
AH,N,S,IY
L,AY,N,S
ER,Z,IH,N
OW,Z,D,AH
T,M,AH,N
IH,N,D,AH
T,AE,CH,AH
P,AY,R,IH
UW,B,R,IH
N,AH,M,AH
K,AH,M,AH
N,AH,L,IH
AH,K,T,S
R,EH,P,R
R,AY,V,AH
AH,T,AE,K
S,EH,D,IH
IH,D,D,IH
T,AH,N,Z
EH,D,AE,N
AH,L,K,ER
HH,AE,V,N
T,UW,IH,N
IY,R,IH,T
EY,CH,ER,D
Z,N,OW,IH
IH,F,AO,L
IY,N,Z,AH
ER,S,T,ER
S,IH,L,AH
IY,Z,IH,N
AH,N,AE,N
OW,K,EY,T
K,EY,T,AH
AH,DH,ER,K
AO,F,AH,S
K,EY,SH,AH
Z,N,AH,S
L,B,IY,S
ER,AH,N,T
T,ER,M,Z
AE,Z,K,AH
IH,NG,W,EH
S,IY,Z,AH
IY,D,IH,D
R,M,AO,R
L,D,ER,Z
S,IY,V,AH
S,T,IH,N
T,Y,IH,R
T,L,AY,K
M,EY,T,AH
R,OW,L,Z
W,EH,L,K
AO,L,R,EH
NG,N,AH,S
N,T,EY,N
K,AE,SH,S
N,S,ER,T
IH,NG,W,IH
UW,IH,T,S
EY,N,P,R
EH,S,T,AH
T,DH,EY,K
D,K,AH,N
AY,G,AE,N
N,IY,P,IY
K,AE,S,T
UW,AO,L,D
N,T,AO,R
IH,SH,AH,N
AH,M,P,AH
K,R,EH,D
AE,K,T,IH
IY,AH,D,R
R,EY,D,Z
IY,HH,EH,N
AH,M,P,L
AO,R,M,ER
B,IH,D,Z
R,AY,S,AH
L,AH,S,IY
T,UW,S,EH
N,AH,V,AH
V,R,AH,N
IH,R,IY,AH
T,AH,S,AH
N,Z,AH,N
M,AH,JH,AH
AH,S,P,EH
N,AH,D,IH
N,AA,P,AH
Z,T,UW,S
IH,S,AY,D
AH,D,IY,L
AA,R,OW,T
M,EH,N,T
AH,T,IY,AH
AH,V,DH,AH
K,AW,N,T
IH,L,Y,AH
N,T,S,IH
AH,B,L,IH
EY,N,Z,IH
K,AH,S,T
D,IY,EH,R
ER,DH,AH,T
EY,Z,D,IH
AH,V,DH,AH
N,K,ER,IH
N,D,DH,AH
N,D,IH,L
AH,TH,R,IY
NG,T,UW,K
IH,N,S,AH
D,AH,S,T
ER,EY,T,IH
S,EH,P,T
S,T,S,S
IH,R,IY,AH
S,S,EH,D
SH,AH,L,Z
T,UW,S,T
OW,AH,S,T
IH,D,DH,AH
SH,AH,N,S
R,AE,K,T
L,D,K,AH
AE,Z,D,AH
AE,NG,K,ER
M,EY,T,AH
N,T,K,AH
P,EY,D,IH
D,EY,EH,S
D,DH,AH,T
V,IY,HH,IH
S,EH,P,T
T,R,EY,Z
D,M,AE,N
L,OW,N,Z
Z,AH,L,T
IY,AA,P,ER
K,L,UW,D
N,D,IH,D
AE,T,P,R
L,EH,D,AH
EY,S,AH,N
Z,S,T,IH
EH,S,IH,N
IY,ER,F,IH
W,IH,CH,IH
L,AH,M,AH
IH,N,D,IH
AH,M,EH,S
N,S,P,EH
T,S,IH,N
EH,N,S,T
EH,N,D,IH
IY,R,AH,N
AA,L,AH,S
F,AO,R,AH
S,F,ER,S
T,AH,D,R
D,AH,T,IY
Z,W,UH,D
L,Y,AH,N
F,AH,T,IH
L,AH,N,S
AH,N,S,EH
T,AH,AH,K
AH,L,M,EH
IY,D,IY,AH
S,AH,V,N
IH,N,T,ER
D,N,AA,T
R,EY,SH,AH
Z,AA,R,K
N,EY,SH,AH
SH,AH,L,D
L,IH,SH,AH
M,EY,N,IH
ER,N,IH,N
Z,P,AH,T
P,R,AY,S
L,IY,D,ER
AH,N,AH,L
T,ER,M,Z
K,AW,N,T
IY,EH,S,L
T,IH,V,R
Z,S,IY,S
N,AH,T,R
F,AH,L,IH
K,AH,N,T
M,AH,S,AH
AE,Z,M,AH
Y,EH,S,T
D,M,IH,K
F,AO,L,K
R,T,S,AH
DH,AH,B,IH
AH,S,AH,Z
AH,N,Z,R
D,EH,N,D
AH,D,EH,N
IH,K,S,T
M,AH,N,T
R,G,OW,S
K,S,M,AH
K,AH,N,T
K,T,K,AH
S,AH,N,T
V,IH,M,ER
V,IY,EH,S
AO,R,T,IH
EY,W,IH,L
ER,AH,L,IY
D,AH,L,AH
AH,K,T,S
IH,NG,M,AH
P,AO,R,T
V,AH,D,IH
UW,R,EY,Z
L,IY,T,AH
EH,N,CH,AH
SH,AH,N,AH
D,IH,N,D
IH,L,B,IY
DH,AH,G,AH
EH,K,T,AH
TH,S,AE,Z
IY,K,R,IY
W,ER,M,ER
R,D,T,R
D,IH,N,K
R,IH,Z,ER
N,AE,SH,AH
IH,SH,AH,N
EH,D,AE,N
L,IH,S,T
P,L,AE,N
S,OW,N,ER
L,AY,N,AH
IY,S,EH,D
L,Y,AH,N
AA,N,AH,T
AH,M,DH,AH
P,ER,SH,EH
D,T,AH,D
UW,K,AO,R
EY,SH,AH,N
AH,G,R,IY
S,T,AH,N
AA,N,K,AH
EY,L,IY,K
IH,NG,AO,R
B,IY,D,IH
T,AH,M,ER
Z,SH,OW,N
AO,F,ER,D
P,AO,R,T
OW,Z,D,T
N,K,AH,N
T,IH,N,S
AO,R,D,AH
AH,AH,D,IH
L,OY,IY,Z
AH,F,EY,Z
B,AO,R,D
EY,T,IH,D
L,IY,IH,N
IH,G,AA,R
AA,N,T,R
IY,W,AO,R
R,AY,T,IH
D,AH,M,EH
T,L,IY,R
P,AH,N,IY
AA,K,B,R
T,IH,NG,T
P,R,IH,T
N,IY,AE,Z
L,OW,N,Z
D,T,UW,AH
IH,JH,Y,IY
S,T,AE,T
P,EY,D,AH
AY,S,AH,Z
Y,AH,M,AH
T,R,IH,K
NG,AH,V,K
EH,D,IH,T
S,EH,D,IH
M,EY,T,AH
D,UW,S,T
Z,ER,AW,N
M,P,AH,N
R,T,EH,N
AH,P,DH,AH
AH,N,IY,EH
K,L,AY,N
R,AH,F,ER
Y,UW,N,AH
IY,V,Z,AH
AH,N,IH,Z
S,T,UW,T
T,IH,V,S
JH,AH,N,S
IY,P,AO,R
L,AE,S,AH
T,F,AO,R
SH,AH,N,Z
AH,V,K,AH
N,Y,UW,D
F,AO,R,S
N,D,AH,S
ER,D,W,IH
N,S,EH,D
AH,V,S,T
IH,SH,AH,L
F,AO,R,AH
K,W,AO,R
N,AH,F,R
AH,M,EY,T
F,IH,G,Z
K,AE,SH,AH
P,IH,T,AH
L,IH,T,S
V,EH,S,T
AO,R,AE,N
N,R,AH,D
N,T,IH,N
R,T,ER,T
F,AO,R,AH
AA,D,AH,K
R,EH,D,AH
AH,F,AE,K
D,HH,IY,R
Z,S,EH,D
SH,AH,N,IH
IH,N,DH,AH
L,AH,T,IH
AH,P,W,IH
IY,K,AE,N
M,IH,S,IH
L,R,EH,N
R,EH,N,T
AH,N,D,IH
L,Y,AH,N
EH,N,T,ER
P,L,AE,N
R,IH,Z,AH
IH,V,T,R
IH,L,AY,Z
L,Z,IH,N
W,AH,N,T
EY,B,IY,N
JH,UH,R,IY
K,K,AO,L
JH,ER,IH,N
OW,IH,K,S
B,ER,N,IH
K,S,W,ER
AH,D,S,EH
AH,T,IY,IH
Z,ER,V,Z
Y,ER,IH,Z
AH,S,L,EH
K,CH,ER,AH
N,D,IH,S
Z,S,IY,N
S,K,AE,S
IY,EY,SH,AH
AH,N,T,T
DH,B,AE,R
EH,P,T,AH
UW,B,UW,S
S,HH,AE,D
P,EH,K,K
IY,S,IH,N
F,AO,R,AH
Z,AH,V,IH
EY,M,AH,N
ER,M,AH,N
AY,N,W,IH
AH,T,S,R
T,W,IY,K
N,V,EH,S
F,EH,K,T
T,ER,DH,AH
L,EH,K,T
AO,R,T,ER
D,AW,T,AH
L,D,ER,IH
IH,NG,K,AH
F,EH,L,T
N,S,DH,AH
N,S,T,L
T,OW,L,D
L,AE,N,Z
AY,P,AA,R
AH,P,EY,T
L,R,AH,N
V,DH,OW,Z
K,AH,N,S
Z,F,AO,R
AH,V,DH,AH
EY,JH,IH,N
N,S,EH,D
L,IH,V,ER
UH,R,AH,T
AO,NG,Y,EH
N,T,EH,S
DH,AE,T,IH
R,AY,S,AH
AE,T,DH,AH
S,L,IH,D
EH,D,IH,N
L,AA,K,T
D,UW,S,IH
K,L,AY,N
T,L,AE,S
IH,T,AE,D
AH,T,AH,N
D,R,IH,L
K,ER,AH,N
SH,ER,P,L
IH,N,P,R
AO,R,T,ER
UW,D,AH,D
L,ER,IH,Z
AA,R,K,AH
L,AO,NG,AH
T,ER,N,R
N,AE,SH,AH
M,W,AH,T
EH,V,AH,K
N,IY,EH,S
P,AO,R,T
S,EH,N,T
N,DH,AH,N
V,ER,M,AH
L,AH,S,D
T,F,AO,R
AH,CH,UH,R
AH,L,T,IY
S,T,EY,T
IH,T,F,R
EH,N,T,AH
AA,N,K,R
D,AH,N,D
B,OW,TH,S
R,EH,F,ER
L,IH,M,AH
B,IY,AH,N
AA,K,B,R
T,L,IY,K
ER,IH,K,S
N,EH,V,ER
T,IY,Z,IH
UH,D,B,IY
D,AY,Z,S
Z,N,AA,T
IY,Z,AH,N
IH,D,ER,IH
AH,F,IH,S
AO,R,DH,AH
R,T,S,IH
L,Y,EH,N
IH,S,K,AH
G,AH,V,ER
IH,K,T,K
N,D,IH,N
AH,V,D,EH
EY,M,Z,T
IY,Y,IH,R
AH,D,AE,N
R,AY,V,AH
V,IY,AH,S
L,AY,D,T
R,EY,T,K
AH,L,AY,Z
K,L,OW,Z
T,R,IY,T
AH,V,L,IH
N,D,IH,N
DH,AH,P,R
AH,D,EH,D
AH,T,AE,N
IH,S,K,AH
L,Y,AH,N
N,D,EH,N
IH,M,AE,N
IH,NG,AH,N
K,Y,UH,R
S,IH,N,K
Z,S,EH,D
V,ER,N,ER
EY,JH,AH,N
T,UW,S,IY
B,ER,AH,N
S,B,OW,N
R,AH,N,T
R,EY,K,D
AH,N,AH,L
B,AH,L,AH
L,IH,N,D
ER,EH,K,S
UW,P,AE,K
D,V,ER,T
D,EY,T,AH
AA,B,L,AH
W,AA,Z,IY
S,F,R,AH
M,AH,N,AH
N,T,ER,D
F,AH,S,IH
R,Z,AW,T
K,S,T,EH
AH,M,D,IH
DH,AH,R,IH
DH,AH,OY,L
IH,SH,AH,L
R,AO,NG,R
UW,D,Z,AH
S,T,AE,N
AH,M,P,AH
R,IH,T,ER
AA,N,K,R
N,Y,ER,D
R,AA,F,AH
F,EH,D,ER
M,AH,S,T
AH,AO,R,D
F,AA,P,ER
P,R,IH,N
AA,R,T,IH
EH,V,ER,S
AY,N,D,AH
AA,L,AH,D
K,SH,AH,N
L,AH,JH,AH
S,EH,K,S
EY,V,AH,N
Y,IH,R,R
N,IH,NG,AH
AH,M,P,AH
UW,D,AH,D
B,AY,N,D
P,R,AY,S
T,IY,TH,IH
W,IH,CH,IH
M,IY,T,IH
F,IH,SH,AH
AA,Z,P,R
AH,N,D,Z
T,AH,N,S
L,Z,IH,N
IH,K,AO,Z
S,K,Y,AH
EY,T,ER,D
R,T,IH,K
N,Y,UW,N
V,HH,AY,ER
K,F,R,AH
UW,B,AA,R
R,EY,K,D
T,AH,L,L
DH,AH,EH,N
AA,R,OW,ER
D,ER,AH,S
B,EY,S,T
D,IH,NG,K
Z,DH,AH,S
AY,AH,F,EH
D,AH,N,T
R,T,P,IH
T,AH,P,T
AH,V,W,EH
EY,D,Z,T
AA,R,B,IH
R,IH,K,T
IY,Z,R,IY
S,T,AH,N
D,IH,T,IH
EY,N,IY,AH
N,D,G,R
ZH,AH,N,Z
M,P,AH,N
IH,K,M,IY
S,AH,Z,AH
Y,UW,N,AH
AA,R,T,AH
IH,G,Z,IH
EH,D,ER,AH
N,T,EH,N
R,EY,P,S
AE,Z,Y,EH
T,R,UW,L
N,D,ER,R
V,IY,EH,S
P,R,EH,Z
T,AH,N,T
T,AO,K,S
D,AH,G,EH
IY,S,K,EH
S,AH,N,D
N,AH,S,T
EH,N,D,ER
D,F,R,AH
AA,B,L,AH
ER,S,IH,N
T,R,AH,S
N,AH,B,AH
K,S,EH,S
Z,AH,N,D
AA,R,K,AH
N,AH,V,EH
UH,D,B,IY
IY,Z,IY,ER
AH,F,AO,R
R,AH,F,ER
P,M,EY,N
ZH,ER,M,AH
S,B,AO,R
ER,AO,F,ER
AH,L,F,R
AH,D,EY,T
IY,AH,S,L
UW,S,IH,N
R,AA,JH,EH
L,IH,NG,AH
T,P,IY,R
AH,K,T,ER
OW,T,AH,L
T,W,IH,L
R,T,ER,L
T,UW,DH,AH
AO,R,S,AH
ER,Z,K,AH
G,IH,T,S
R,EH,Z,AH
K,W,OW,T
K,S,P,L
OW,CH,EY,N
EH,D,DH,AH
AY,Z,ER,IY
S,AO,R,S
EH,JH,UW,L
NG,DH,AE,T
D,AH,N,D
T,V,EH,N
IH,N,K,R
EH,K,T,IH
T,L,IY,T
S,IY,T,S
T,T,AE,K
M,AH,N,T
S,F,AH,N
IH,R,ER,L
AW,N,T,D
F,IH,SH,AH
S,T,M,AH
T,M,AA,R
EH,N,S,T
L,UW,Z,IH
NG,T,UW,R
S,T,EY,K
S,T,AH,T
ER,P,R,AH
S,UW,M,AH
N,AH,T,R
IH,G,Y,ER
OW,N,IH,N
M,AH,T,IH
IY,AH,L,S
AH,CH,AE,L
B,AE,NG,K
D,B,EH,N
Z,AO,L,S
F,L,OW,T
N,SH,AH,L
Z,AE,S,K
CH,IH,P,S
S,EH,L,IH
M,AH,N,D
R,IY,F,AH
Z,EH,N,D
UH,D,B,IY
K,AH,T,IH
CH,ER,AH,L
N,D,IH,N
B,EY,S,AH
AH,N,AE,Z
S,EH,D,IH
AH,V,IH,T
B,AO,R,D
L,IH,T,IY
AO,S,IH,N
NG,AE,F,T
T,UW,AH,S
T,OW,N,L
EH,F,AH,S
S,T,IH,K
D,AE,K,S
G,R,IY,D
AH,T,L,IY
AY,T,IH,R
IH,S,T,AH
IH,NG,AH,N
AO,R,D,ER
T,S,EH,L
T,M,AH,N
Y,UW,N,AH
IY,AH,M,S
ER,M,AH,N
S,Y,IH,R
S,ER,V,AH
K,L,IY,T
M,P,AH,N
N,IH,K,S
T,IH,D,IH
IH,NG,OY,L
S,F,AO,R
Y,UW,AH,L
EH,D,L,EH
AO,AH,L,R
AH,L,EY,T
L,Y,IH,R
AA,N,DH,AH
ER,JH,AH,N
S,T,EY,T
Z,AH,K,IY
R,OW,L,IH
W,ER,L,D
T,R,EY,D
IH,K,AA,N
IY,S,AH,N
R,EH,SH,ER
K,S,IH,N
P,R,AH,D
K,TH,IH,N
N,D,S,EH
K,S,SH,EH
B,IY,M,IY
AO,R,D,ER
HH,AE,Z,AH
R,IH,D,IH
N,S,AH,L
K,AW,N,T
Z,K,AE,N
M,P,AH,N
ER,SH,EH,R
F,AO,R,AH
L,OW,N,Z
V,Y,UW,AH
N,UW,S,EH
AH,N,Z,AH
UW,N,AH,T
R,IY,AH,D
TH,ER,D,K
D,IH,T,IH
Y,UW,N,AH
AH,B,S,T
T,S,AH,K
R,EH,V,AH
AH,R,IY,L
L,IH,NG,IH
D,S,EH,T
AH,M,P,AH
ER,EY,T,S
AH,N,Z,AH
M,AA,R,K
AH,Z,S,EH
Y,EH,S,T
DH,AE,T,AH
AW,T,S,T
DH,AE,T,T
AH,AA,P,ER
EH,S,T,AH
IH,M,EH,N
AY,D,L,IY
R,EH,T,AH
UH,D,HH,EH
T,IH,N,T
N,AH,L,D
AH,N,IY,Z
AH,K,T,L
AH,V,DH,AH
DH,AH,K,R
R,P,R,AH
SH,AH,N,Z
AA,R,K,AH
AH,N,T,S
IH,M,AA,R
F,ER,AO,R
V,D,IH,K
IH,Z,IH,K
W,AY,P,IH
P,AO,R,T
IH,NG,W,IH
AH,SH,EY,R
L,W,AA,Z
Z,DH,AE,T
IH,DH,S,AH
R,IY,M,AH
AH,D,DH,IH
K,S,T,R
AO,R,W,ER
T,UW,M,AH
N,B,AH,T
D,F,AO,R
K,AA,N,AH
W,EH,L,AH
Y,UW,CH,ER
AE,T,AH,S
N,Z,AW,T
N,T,P,R
IY,T,AH,D
AY,K,L,IY
S,T,AA,K
IH,Z,S,T
DH,AE,T,AH
AE,T,AO,T
ER,Z,AH,N
EY,T,D,IH
AH,N,AE,N
P,EH,N,D
B,IH,K,AH
Z,AH,V,EH
AE,NG,K,S
AH,P,OW,Z
K,L,AY,N
ER,DH,AH,D
UW,AH,V,S
IH,Z,AH,L
EY,N,JH,AH
IH,N,M,EH
N,DH,AH,K
T,UW,OY,L
B,S,IH,D
N,L,EY,T
M,ER,Z,S
IH,D,TH,R
S,W,IY,K
AH,N,Z,IH
P,AA,S,AH
Z,R,EY,Z
B,EY,S,AH
Z,AA,N,K
K,AO,R,N
S,T,IH,K
N,T,R,AH
AH,P,HH,IY
L,D,DH,AH
N,DH,AH,K
S,EH,D,IH
EH,R,AH,N
N,EY,M,AH
V,ER,S,IY
AO,R,DH,AH
R,OW,L,D
DH,AH,D,IH
T,IH,T,S
K,L,AY,N
L,IH,NG,D
IH,Z,AH,L
L,Y,AH,N
M,P,AO,R
AE,K,T,AH
R,OW,L,IY
IH,G,Z,EH
V,IY,Z,AH
M,IH,S,T
NG,AA,N,S
T,R,AH,L
EH,N,AO,L
N,W,AW,N
N,D,AH,S
P,EH,K,T
IH,N,K,L
R,AH,M,AH
K,S,T,EH
IH,NG,AA,N
W,UH,D,AH
S,OW,S,EH
N,T,IH,D
AH,N,AO,R
Z,AA,R,N
N,S,EH,D
EH,M,F,AH
D,AE,K,S
Z,AH,N,D
T,M,AH,N
AH,R,UW,L
IY,V,IY,AH
UW,CH,UW,AH
AE,N,EH,S
EH,N,T,S
AH,T,G,EH
S,EH,D,IH
D,AH,K,T
K,UH,D,IY
DH,AE,P,L
T,D,AH,Z
OW,K,AH,L
K,L,AY,N
R,EY,SH,AH
K,L,IY,T
W,AY,ER,Z
R,EH,D,IY
AE,Z,M,AH
K,S,M,AH
EH,D,AH,T
DH,AH,P,ER
D,P,R,AH
AH,L,Z,IH
L,W,UH,D
N,L,AE,S
D,JH,ER,N
UH,D,Z,AH
S,P,OW,K
N,AE,SH,AH
B,AE,NG,K
AH,N,T,AH
V,DH,AH,S
S,IH,K,S
W,ER,D,T
L,AH,S,T
R,CH,AH,N
F,AO,R,S
N,D,TH,R
T,HH,IY,S
D,K,AO,L
AY,AH,DH,ER
T,AE,T,T
D,EH,S,K
R,AY,S,AH
V,EH,S,T
T,R,EY,D
L,OW,N,Z
ER,AH,V,N
AH,K,EY,T
N,T,AE,T
D,IH,NG,EH
AO,L,R,EH
R,AY,K,IH
AH,S,IH,S
EH,R,OW,K
L,AH,S,IY
V,T,EY,K
T,S,B,AH
AO,R,AH,S
IY,HH,AE,Z
V,DH,AH,K
F,ER,S,T
OW,W,AO,N
IH,NG,AE,L
R,P,L,IY
Z,AH,N,D
R,K,AH,T
K,ER,AH,N
AH,M,AH,N
D,EH,F,AH
F,AO,L,IH
T,AH,CH,T
ER,P,R,EH
L,S,OW,S
AY,Z,D,IH
R,AA,JH,EH
P,EH,N,D
UH,D,B,IY
K,AH,S,AH
P,EY,P,ER
N,AH,TH,IH
AH,L,T,AH
N,IH,K,S
T,R,AH,K
IH,T,S,K
S,AH,B,S
L,S,EH,D
EH,D,DH,AH
S,EH,N,T
NG,HH,OW,L
N,AE,V,ER
AH,N,Z,AH
D,DH,EH,R
L,CH,ER,S
M,AH,N,T
L,AH,S,IH
N,IH,Z,AH
S,IH,N,T
N,F,AO,R
P,SH,AH,N
AW,T,F,L
Z,B,EY,S
AH,N,IY,Z
IH,M,Y,AH
AH,N,AH,L
W,EH,R,AH
AY,K,AA,L
AH,N,D,S
Z,S,T,IH
L,AE,S,T
K,S,EH,L
M,P,EH,R
EH,S,AH,S
AO,R,SH,IY
AH,Z,AH,N
D,B,AY,IH
L,AY,Z,D
M,AE,T,IY
N,AA,M,AH
D,IH,S,IH
W,IH,CH,IH
AE,P,S,IH
V,ER,D,IH
N,D,ER,R
AH,HH,AY,AH
IH,N,D,EH
K,AH,EH,S
S,AH,K,S
IH,N,S,ER
EH,S,T,AH
AE,Z,AO,L
V,ER,M,AH
T,EH,R,IH
S,EH,D,AH
S,IH,N,S
ER,AW,N,D
AH,N,IH,K
T,AH,D,S
Z,AE,V,R
R,AY,S,S
AY,S,S,T
AH,S,EH,R
G,R,IY,D
S,Y,IH,R
AH,AH,F,IH
AO,R,IH,T
M,B,ER,Z
IH,Z,AH,N
T,S,K,AH
SH,AH,N,S
R,W,AO,R
N,D,AH,N
JH,IH,NG,T
K,AH,M,IH
Z,IH,N,S
NG,F,EH,D
IH,L,B,IY
HH,AE,V,T
AA,Z,IH,N
L,AH,G,IH
Z,AH,V,K
R,EY,SH,AH
AH,L,F,R
Z,AH,L,IH
R,AA,F,IH
F,L,AY,T
IH,JH,EH,K
T,M,AH,N
T,Y,IH,R
NG,M,AA,R
T,ER,P,R
T,W,EH,R
P,R,IH,D
D,AH,N,AH
F,AH,D,AH
D,IH,NG,T
AO,R,M,D
EY,SH,AH,N
P,L,AE,N
AH,T,EH,N
AH,N,S,IH
T,S,EH,D
UW,AE,N,AH
ER,DH,ER,IH
SH,AH,N,AH
HH,AO,L,T
D,AH,N,T
ER,M,AH,N
AH,D,IY,Z
S,R,IH,K
UH,K,V,EH
HH,AE,Z,N
K,AH,M,T
AH,N,SH,EH
K,S,IH,N
T,UW,M,EH
D,DH,EY,IH
W,AA,Z,AH
V,EH,R,IY
EH,M,T,R
IH,B,Y,AH
D,DH,AH,D
S,T,AE,N
P,AA,Z,AH
AH,N,Z,K
AH,P,OW,Z
S,IH,NG,L
TH,ER,D,AH
ER,Z,S,EH
K,AH,N,T
T,R,AH,S
L,B,IY,K
AE,N,D,AH
AH,N,IY,S
T,S,P,R
R,UW,HH,IY
UW,DH,AH,R
M,AH,N,T
T,Y,IH,R
ER,D,SH,EH
P,EH,K,T
AE,F,T,ER
AA,F,IH,T
IY,S,T,R
M,EH,ZH,ER
IH,F,IH,K
D,IY,IH,N
IH,Z,DH,AH
EH,M,B,ER
S,IH,D,IY
K,B,AA,N
R,T,UW,S
AO,R,S,AH
AA,T,N,EH
DH,AH,F,EH
N,D,AH,D
AH,M,P,AH
AH,G,R,IY
ER,AH,N,D
AA,R,T,N
IY,V,D,AH
T,DH,AH,K
IH,N,HH,IH
EH,N,T,AH
T,UW,AH,R
Y,IH,R,IH
SH,AH,N,IH
N,R,EY,T
L,D,EH,S
N,L,IY,N
AA,D,AH,K
AA,Z,AH,S
N,IH,N,T
AH,M,P,L
N,K,R,IY
AH,B,EH,N
AH,V,DH,EH
R,IY,AE,K
M,AO,R,AH
EH,K,AH,N
AO,F,ER,D
R,G,AH,N
N,AA,P,ER
AH,Z,W,ER
R,EY,D,ER
OW,L,D,AH
N,IH,N,D
IH,NG,AA,N
R,EY,P,R
R,IH,L,IH
K,AW,N,T
T,UW,S,EH
ER,M,AH,N
T,EH,S,T
Y,UW,Z,K
T,ER,M,Z
N,IH,SH,AH
L,D,P,ER
AO,R,S,IH
N,F,AO,R
L,D,ER,Z
R,S,T,R
AH,V,AY,D
IH,N,K,AH
F,ER,D,S
K,HH,OW,L
HH,AA,R,D
L,B,EH,N
P,IY,T,D
UW,N,D,T
R,K,AH,T
N,ER,Z,AH
AY,ER,D,L
IY,V,D,IH
AH,G,EY,T
IH,S,P,EH
AH,M,IH,S
IY,S,AH,L
N,S,EH,K
K,CH,ER,IH
S,L,AO,S
AA,M,AH,N
EH,R,B,IH
EH,S,T,K
AA,R,HH,EH
EY,SH,AH,N
N,T,S,T
S,G,EY,N
N,T,F,R
IH,M,P,R
B,AA,N,D
B,AA,R,L
EH,T,IH,T
N,AH,N,T
S,IH,K,S
IH,V,IH,N
K,AO,R,T
V,F,AH,N
N,SH,EH,R
AH,V,DH,IY
ER,Z,IH,K
P,R,IH,N
K,T,AH,D
L,IH,S,T
AH,M,B,ER
T,EH,S,AH
ER,M,D,AH
F,AO,R,AH
HH,AE,V,S
D,W,IY,K
P,AH,N,IY
W,IH,CH,D
T,W,IH,L
ZH,AH,N,Z
G,R,AW,N
EH,N,CH,AH
AA,R,JH,AH
N,JH,ER,S
T,DH,AH,K
N,TH,S,AH
S,IH,NG,AH
Y,UW,Z,T
T,IY,IH,N
L,Z,IH,K
W,AO,R,T
AA,N,T,EH
W,AY,ER,Z
K,N,AA,T
AH,N,B,AH
IH,N,AH,L
K,T,ER,AH
EY,T,IH,D
P,SH,AH,N
AH,S,T,S
Y,IH,R,ER
T,IH,V,AH
T,AO,L,D
AH,M,P,EH
S,IH,T,EH
R,IH,Z,ER
AH,N,TH,ER
L,IY,ER,T
ER,L,IY,ER
SH,EH,R,R
AY,N,D,IH
N,K,UH,D
N,T,S,L
N,AH,S,T
AE,T,DH,AH
F,T,ER,IH
T,S,EH,D
AE,T,F,R
K,T,AA,N
AH,K,AO,R
IH,NG,DH,AH
AY,S,AH,Z
S,B,AH,T
V,DH,AH,N
L,AW,D,T
UW,IH,N,T
K,AO,L,D
EY,P,R,AH
Y,IH,R,ER
N,T,UW,L
M,AE,K,S
IH,M,AE,N
M,EH,S,T
K,T,AA,R
AH,P,R,IY
W,ER,K,ER
N,D,TH,R
AW,N,D,Z
AW,N,T,AH
AE,F,T,ER
R,IY,S,IH
AH,W,AH,N
M,AH,N,T
S,ER,AW,N
N,D,AH,N
AE,N,EH,N
K,SH,AH,N
AO,R,W,ER
V,ER,M,AH
AO,R,T,D
AY,V,Y,EH
EY,T,Y,IH
R,AY,Z,IH
N,T,K,AH
AH,CH,UH,R
R,M,AE,N
T,UW,B,IY
AO,R,DH,AH
W,IY,N,T
IH,G,Y,ER
V,AH,T,AH
Z,EH,S,T
UW,M,Y,AH
AH,S,T,R
IH,N,DH,AH
Z,F,AA,L
JH,EH,S,T
UW,D,EY,Z
M,OW,S,T
N,T,S,T
CH,AH,S,AH
K,T,AH,D
P,R,AY,S
B,L,AH,K
B,AH,L,L
NG,T,UW,R
D,AW,N,S
EY,K,AH,N
AH,TH,R,IY
AY,V,AH,T
AY,D,EH,N
AW,N,F,R
K,AA,N,AH
AA,R,K,T
G,AH,V,ER
R,IY,S,K
Z,EY,JH,D
Z,W,EH,L
AA,Z,T,AH
SH,AH,N,Z
IH,D,AE,N
NG,G,AH,L
N,EH,K,S
R,AY,S,AH
S,IH,NG,N
AA,N,P,R
IH,N,S,IY
T,AH,F,R
DH,IY,Z,AH
S,IH,S,T
Z,W,IY,T
AA,S,EH,S
IY,P,AO,R
L,P,R,AH
IH,CH,S,T
IH,N,T,EH
AH,V,AY,D
S,T,R,IY
R,EH,V,AH
AA,F,AH,T
HH,AW,S,R
V,IY,EH,S
M,P,EH,R
L,T,ER,N
JH,AH,Z,IH
V,EH,S,T
V,R,AH,L
EH,N,T,AH
R,AH,N,AH
P,EH,K,T
N,S,ER,IH
