Dataset,Attribute,Criterion,Number of times is statistically better with missing values,Number of times is statistically better without missing values,Number of times has statistically larger number of nodes
KDD98 Multiclass 3,CHILD07,LS Squared Gini,0,0,0
KDD98 Multiclass 3,CHILD07,Twoing,0,0,0
KDD98 Multiclass 3,CHILD12,LS Chi Square,0,0,0
KDD98 Multiclass 3,CHILD12,LS Squared Gini,0,0,0
KDD98 Multiclass 3,CHILD12,Twoing,0,0,0
KDD98 Multiclass 3,CHILD18,LS Chi Square,0,0,0
KDD98 Multiclass 3,CHILD18,LS Squared Gini,0,0,2
KDD98 Multiclass 3,CHILD18,Twoing,0,0,0
KDD98 Multiclass 3,COLLECT1,LS Chi Square,0,0,0
KDD98 Multiclass 3,COLLECT1,LS Squared Gini,0,0,0
KDD98 Multiclass 3,COLLECT1,Twoing,0,0,0
KDD98 Multiclass 3,CRAFTS,LS Chi Square,0,0,0
KDD98 Multiclass 3,CRAFTS,LS Squared Gini,0,0,0
KDD98 Multiclass 3,CRAFTS,Twoing,0,0,0
KDD98 Multiclass 3,DOMAIN,LS Chi Square,0,0,1
KDD98 Multiclass 3,DOMAIN,LS Squared Gini,0,0,2
KDD98 Multiclass 3,DOMAIN,Twoing,0,0,0
KDD98 Multiclass 3,FISHER,LS Chi Square,0,0,0
KDD98 Multiclass 3,FISHER,LS Squared Gini,0,0,0
KDD98 Multiclass 3,FISHER,Twoing,0,0,0
KDD98 Multiclass 3,GARDENIN,LS Chi Square,0,0,0
KDD98 Multiclass 3,GARDENIN,LS Squared Gini,0,0,0
KDD98 Multiclass 3,GARDENIN,Twoing,0,0,0
KDD98 Multiclass 3,GENDER,LS Chi Square,0,0,0
KDD98 Multiclass 3,GENDER,LS Squared Gini,0,0,0
KDD98 Multiclass 3,GENDER,Twoing,0,0,0
KDD98 Multiclass 3,GEOCODE2,LS Chi Square,1,1,0
KDD98 Multiclass 3,GEOCODE2,LS Squared Gini,0,0,2
KDD98 Multiclass 3,GEOCODE2,Twoing,1,1,0
KDD98 Multiclass 3,HOMEE,LS Chi Square,0,0,0
KDD98 Multiclass 3,HOMEE,LS Squared Gini,0,0,0
KDD98 Multiclass 3,HOMEE,Twoing,0,0,0
KDD98 Multiclass 3,HOMEOWNR,LS Chi Square,0,0,0
KDD98 Multiclass 3,HOMEOWNR,LS Squared Gini,0,0,0
KDD98 Multiclass 3,HOMEOWNR,Twoing,0,0,0
KDD98 Multiclass 3,KIDSTUFF,LS Chi Square,0,0,0
KDD98 Multiclass 3,KIDSTUFF,LS Squared Gini,0,0,0
KDD98 Multiclass 3,KIDSTUFF,Twoing,0,0,0
KDD98 Multiclass 3,MAILCODE,LS Chi Square,0,0,0
KDD98 Multiclass 3,MAILCODE,LS Squared Gini,0,0,0
KDD98 Multiclass 3,MAILCODE,Twoing,0,0,0
KDD98 Multiclass 3,OSOURCE,LS Chi Square,1,1,0
KDD98 Multiclass 3,OSOURCE,LS Squared Gini,1,1,0
KDD98 Multiclass 3,OSOURCE,Twoing,0,0,0
KDD98 Multiclass 3,PCOWNERS,LS Chi Square,0,0,0
KDD98 Multiclass 3,PCOWNERS,LS Squared Gini,0,0,0
KDD98 Multiclass 3,PCOWNERS,Twoing,0,0,0
KDD98 Multiclass 3,PEPSTRFL,LS Chi Square,0,0,0
KDD98 Multiclass 3,PEPSTRFL,LS Squared Gini,0,0,0
KDD98 Multiclass 3,PEPSTRFL,Twoing,0,0,0
KDD98 Multiclass 3,PETS,LS Chi Square,0,0,0
KDD98 Multiclass 3,PETS,LS Squared Gini,0,0,0
KDD98 Multiclass 3,PETS,Twoing,0,0,0
KDD98 Multiclass 3,PHOTO,LS Chi Square,0,0,0
KDD98 Multiclass 3,PHOTO,LS Squared Gini,0,0,0
KDD98 Multiclass 3,PHOTO,Twoing,0,0,0
KDD98 Multiclass 3,PLATES,LS Chi Square,0,0,0
KDD98 Multiclass 3,PLATES,LS Squared Gini,0,0,0
KDD98 Multiclass 3,PLATES,Twoing,0,0,0
KDD98 Multiclass 3,PVASTATE,LS Chi Square,0,0,0
KDD98 Multiclass 3,PVASTATE,LS Squared Gini,0,0,0
KDD98 Multiclass 3,PVASTATE,Twoing,0,0,0
KDD98 Multiclass 3,RECINHSE,LS Chi Square,0,0,0
KDD98 Multiclass 3,RECINHSE,LS Squared Gini,0,0,0
KDD98 Multiclass 3,RECINHSE,Twoing,0,0,0
KDD98 Multiclass 3,RECP3,LS Chi Square,0,0,0
KDD98 Multiclass 3,RECP3,LS Squared Gini,0,0,0
KDD98 Multiclass 3,RECP3,Twoing,0,0,0
KDD98 Multiclass 3,RECSWEEP,LS Chi Square,0,0,0
KDD98 Multiclass 3,RECSWEEP,LS Squared Gini,0,0,0
KDD98 Multiclass 3,RECSWEEP,Twoing,0,0,0
KDD98 Multiclass 3,RFA+AF8-10,LS Chi Square,0,0,2
KDD98 Multiclass 3,RFA+AF8-10,LS Squared Gini,2,2,1
KDD98 Multiclass 3,RFA+AF8-10,Twoing,0,0,0
KDD98 Multiclass 3,RFA+AF8-11,LS Chi Square,0,0,0
KDD98 Multiclass 3,RFA+AF8-11,LS Squared Gini,0,0,0
KDD98 Multiclass 3,RFA+AF8-11,Twoing,0,0,2
KDD98 Multiclass 3,RFA+AF8-12,LS Chi Square,0,0,0
KDD98 Multiclass 3,RFA+AF8-12,LS Squared Gini,0,0,0
KDD98 Multiclass 3,RFA+AF8-12,Twoing,0,0,2
KDD98 Multiclass 3,RFA+AF8-13,LS Chi Square,1,1,1
KDD98 Multiclass 3,RFA+AF8-13,LS Squared Gini,2,2,2
KDD98 Multiclass 3,RFA+AF8-13,Twoing,0,0,0
KDD98 Multiclass 3,RFA+AF8-14,LS Chi Square,2,2,0
KDD98 Multiclass 3,RFA+AF8-14,LS Squared Gini,1,1,2
KDD98 Multiclass 3,RFA+AF8-14,Twoing,0,0,0
KDD98 Multiclass 3,RFA+AF8-15,LS Chi Square,0,0,2
KDD98 Multiclass 3,RFA+AF8-15,LS Squared Gini,2,2,0
KDD98 Multiclass 3,RFA+AF8-15,Twoing,1,1,1
KDD98 Multiclass 3,RFA+AF8-16,LS Chi Square,0,0,0
KDD98 Multiclass 3,RFA+AF8-16,LS Squared Gini,1,1,0
KDD98 Multiclass 3,RFA+AF8-16,Twoing,0,0,0
KDD98 Multiclass 3,RFA+AF8-17,LS Chi Square,0,0,0
KDD98 Multiclass 3,RFA+AF8-17,LS Squared Gini,2,2,2
KDD98 Multiclass 3,RFA+AF8-17,Twoing,1,1,0
KDD98 Multiclass 3,RFA+AF8-18,LS Chi Square,1,1,0
KDD98 Multiclass 3,RFA+AF8-18,LS Squared Gini,1,1,2
KDD98 Multiclass 3,RFA+AF8-18,Twoing,0,0,1
KDD98 Multiclass 3,RFA+AF8-19,LS Chi Square,0,1,0
KDD98 Multiclass 3,RFA+AF8-19,LS Squared Gini,1,1,1
KDD98 Multiclass 3,RFA+AF8-19,Twoing,0,0,1
KDD98 Multiclass 3,RFA+AF8-2,LS Chi Square,1,1,0
KDD98 Multiclass 3,RFA+AF8-2,LS Squared Gini,0,0,0
KDD98 Multiclass 3,RFA+AF8-2,Twoing,1,1,0
KDD98 Multiclass 3,RFA+AF8-20,LS Chi Square,0,0,1
KDD98 Multiclass 3,RFA+AF8-20,LS Squared Gini,2,2,0
KDD98 Multiclass 3,RFA+AF8-20,Twoing,0,0,1
KDD98 Multiclass 3,RFA+AF8-21,LS Chi Square,1,1,0
KDD98 Multiclass 3,RFA+AF8-21,LS Squared Gini,1,1,2
KDD98 Multiclass 3,RFA+AF8-21,Twoing,0,0,1
KDD98 Multiclass 3,RFA+AF8-22,LS Chi Square,1,1,0
KDD98 Multiclass 3,RFA+AF8-22,LS Squared Gini,2,2,1
KDD98 Multiclass 3,RFA+AF8-22,Twoing,0,0,1
KDD98 Multiclass 3,RFA+AF8-23,LS Chi Square,1,1,2
KDD98 Multiclass 3,RFA+AF8-23,LS Squared Gini,2,2,0
KDD98 Multiclass 3,RFA+AF8-23,Twoing,0,0,1
KDD98 Multiclass 3,RFA+AF8-24,LS Chi Square,0,0,1
KDD98 Multiclass 3,RFA+AF8-24,LS Squared Gini,0,0,0
KDD98 Multiclass 3,RFA+AF8-24,Twoing,0,0,2
KDD98 Multiclass 3,RFA+AF8-2A,LS Chi Square,0,0,0
KDD98 Multiclass 3,RFA+AF8-2A,LS Squared Gini,0,0,0
KDD98 Multiclass 3,RFA+AF8-2A,Twoing,0,0,0
KDD98 Multiclass 3,RFA+AF8-3,LS Chi Square,2,2,0
KDD98 Multiclass 3,RFA+AF8-3,LS Squared Gini,0,0,0
KDD98 Multiclass 3,RFA+AF8-3,Twoing,1,1,0
KDD98 Multiclass 3,RFA+AF8-4,LS Chi Square,2,2,0
KDD98 Multiclass 3,RFA+AF8-4,LS Squared Gini,0,0,0
KDD98 Multiclass 3,RFA+AF8-4,Twoing,1,1,0
KDD98 Multiclass 3,RFA+AF8-5,LS Chi Square,1,1,0
KDD98 Multiclass 3,RFA+AF8-5,LS Squared Gini,0,0,2
KDD98 Multiclass 3,RFA+AF8-5,Twoing,2,2,0
KDD98 Multiclass 3,RFA+AF8-6,LS Chi Square,1,1,1
KDD98 Multiclass 3,RFA+AF8-6,LS Squared Gini,1,1,0
KDD98 Multiclass 3,RFA+AF8-6,Twoing,0,0,2
KDD98 Multiclass 3,RFA+AF8-7,LS Chi Square,1,1,0
KDD98 Multiclass 3,RFA+AF8-7,LS Squared Gini,0,0,0
KDD98 Multiclass 3,RFA+AF8-7,Twoing,1,1,2
KDD98 Multiclass 3,RFA+AF8-8,LS Chi Square,0,0,0
KDD98 Multiclass 3,RFA+AF8-8,LS Squared Gini,2,2,2
KDD98 Multiclass 3,RFA+AF8-8,Twoing,0,0,0
KDD98 Multiclass 3,RFA+AF8-9,LS Chi Square,2,2,0
KDD98 Multiclass 3,RFA+AF8-9,LS Squared Gini,1,1,0
KDD98 Multiclass 3,RFA+AF8-9,Twoing,0,0,2
KDD98 Multiclass 3,STATE,LS Chi Square,1,1,0
KDD98 Multiclass 3,STATE,LS Squared Gini,0,0,2
KDD98 Multiclass 3,STATE,Twoing,1,1,1
KDD98 Multiclass 3,STEREO,LS Chi Square,0,0,0
KDD98 Multiclass 3,STEREO,LS Squared Gini,0,0,0
KDD98 Multiclass 3,STEREO,Twoing,0,0,0
KDD98 Multiclass 3,VETERANS,LS Chi Square,0,0,0
KDD98 Multiclass 3,VETERANS,LS Squared Gini,0,0,0
KDD98 Multiclass 3,VETERANS,Twoing,0,0,0
KDD98 Multiclass 3,WALKER,LS Chi Square,0,0,0
KDD98 Multiclass 3,WALKER,LS Squared Gini,0,0,0
KDD98 Multiclass 3,WALKER,Twoing,0,0,0
KDD98 Multiclass 5,AGEFLAG,LS Chi Square,1,1,0
KDD98 Multiclass 5,AGEFLAG,LS Squared Gini,0,0,2
KDD98 Multiclass 5,AGEFLAG,Twoing,1,1,0
KDD98 Multiclass 5,BIBLE,LS Chi Square,0,0,0
KDD98 Multiclass 5,BIBLE,LS Squared Gini,0,0,0
KDD98 Multiclass 5,BIBLE,Twoing,0,0,0
KDD98 Multiclass 5,BOATS,LS Chi Square,0,0,0
KDD98 Multiclass 5,BOATS,LS Squared Gini,0,0,0
KDD98 Multiclass 5,BOATS,Twoing,0,0,0
KDD98 Multiclass 5,CARDS,LS Chi Square,0,0,0
KDD98 Multiclass 5,CARDS,LS Squared Gini,0,0,0
KDD98 Multiclass 5,CARDS,Twoing,0,0,0
KDD98 Multiclass 5,CATLG,LS Chi Square,0,0,0
KDD98 Multiclass 5,CATLG,LS Squared Gini,0,0,0
KDD98 Multiclass 5,CATLG,Twoing,0,0,0
KDD98 Multiclass 5,CDPLAY,LS Chi Square,0,0,0
KDD98 Multiclass 5,CDPLAY,LS Squared Gini,0,0,0
KDD98 Multiclass 5,CDPLAY,Twoing,0,0,0
KDD98 Multiclass 5,CHILD03,LS Chi Square,0,0,0
KDD98 Multiclass 5,CHILD03,LS Squared Gini,0,0,0
KDD98 Multiclass 5,CHILD03,Twoing,0,0,0
KDD98 Multiclass 5,CHILD07,LS Chi Square,0,0,0
KDD98 Multiclass 5,CHILD07,LS Squared Gini,0,0,1
KDD98 Multiclass 5,CHILD07,Twoing,0,0,0
KDD98 Multiclass 5,CHILD12,LS Chi Square,1,1,0
KDD98 Multiclass 5,CHILD12,LS Squared Gini,0,0,0
KDD98 Multiclass 5,CHILD12,Twoing,2,2,1
KDD98 Multiclass 5,CHILD18,LS Chi Square,1,1,0
KDD98 Multiclass 5,CHILD18,LS Squared Gini,0,0,2
KDD98 Multiclass 5,CHILD18,Twoing,1,1,0
KDD98 Multiclass 5,COLLECT1,LS Chi Square,0,0,0
KDD98 Multiclass 5,COLLECT1,LS Squared Gini,0,0,0
KDD98 Multiclass 5,COLLECT1,Twoing,0,0,0
KDD98 Multiclass 5,CRAFTS,LS Chi Square,0,0,0
KDD98 Multiclass 5,CRAFTS,LS Squared Gini,0,0,0
KDD98 Multiclass 5,CRAFTS,Twoing,0,0,0
KDD98 Multiclass 5,DOMAIN,LS Chi Square,1,1,1
KDD98 Multiclass 5,DOMAIN,LS Squared Gini,0,0,2
KDD98 Multiclass 5,DOMAIN,Twoing,1,1,0
KDD98 Multiclass 5,FISHER,LS Chi Square,0,0,0
KDD98 Multiclass 5,FISHER,LS Squared Gini,0,0,0
KDD98 Multiclass 5,FISHER,Twoing,0,0,0
KDD98 Multiclass 5,GARDENIN,LS Chi Square,0,0,0
KDD98 Multiclass 5,GARDENIN,LS Squared Gini,0,0,0
KDD98 Multiclass 5,GARDENIN,Twoing,0,0,0
KDD98 Multiclass 5,GENDER,LS Chi Square,0,0,0
KDD98 Multiclass 5,GENDER,LS Squared Gini,0,0,0
KDD98 Multiclass 5,GENDER,Twoing,0,0,0
KDD98 Multiclass 5,GEOCODE2,LS Chi Square,0,0,0
KDD98 Multiclass 5,GEOCODE2,LS Squared Gini,2,2,2
KDD98 Multiclass 5,GEOCODE2,Twoing,0,0,0
KDD98 Multiclass 5,HOMEE,LS Chi Square,0,0,0
KDD98 Multiclass 5,HOMEE,LS Squared Gini,0,0,0
KDD98 Multiclass 5,HOMEE,Twoing,0,0,0
KDD98 Multiclass 5,HOMEOWNR,LS Chi Square,0,0,0
KDD98 Multiclass 5,HOMEOWNR,LS Squared Gini,0,0,0
KDD98 Multiclass 5,HOMEOWNR,Twoing,0,0,0
KDD98 Multiclass 5,KIDSTUFF,LS Chi Square,0,0,0
KDD98 Multiclass 5,KIDSTUFF,LS Squared Gini,0,0,0
KDD98 Multiclass 5,KIDSTUFF,Twoing,0,0,0
KDD98 Multiclass 5,MAILCODE,LS Chi Square,0,0,0
KDD98 Multiclass 5,MAILCODE,LS Squared Gini,0,0,0
KDD98 Multiclass 5,MAILCODE,Twoing,0,0,0
KDD98 Multiclass 5,OSOURCE,LS Chi Square,0,0,0
KDD98 Multiclass 5,OSOURCE,LS Squared Gini,0,0,0
KDD98 Multiclass 5,OSOURCE,Twoing,2,2,0
KDD98 Multiclass 5,PCOWNERS,LS Chi Square,0,0,0
KDD98 Multiclass 5,PCOWNERS,LS Squared Gini,0,0,0
KDD98 Multiclass 5,PCOWNERS,Twoing,0,0,0
KDD98 Multiclass 5,PEPSTRFL,LS Chi Square,0,0,0
KDD98 Multiclass 5,PEPSTRFL,LS Squared Gini,0,0,0
KDD98 Multiclass 5,PEPSTRFL,Twoing,0,0,0
KDD98 Multiclass 5,PETS,LS Chi Square,0,0,0
KDD98 Multiclass 5,PETS,LS Squared Gini,0,0,0
KDD98 Multiclass 5,PETS,Twoing,0,0,0
KDD98 Multiclass 5,PVASTATE,LS Chi Square,0,0,0
KDD98 Multiclass 5,PVASTATE,LS Squared Gini,0,0,0
KDD98 Multiclass 5,PVASTATE,Twoing,0,0,0
KDD98 Multiclass 5,RECINHSE,LS Chi Square,0,0,0
KDD98 Multiclass 5,RECINHSE,LS Squared Gini,0,0,0
KDD98 Multiclass 5,RECINHSE,Twoing,0,0,0
KDD98 Multiclass 5,RECP3,LS Chi Square,0,0,0
KDD98 Multiclass 5,RECP3,LS Squared Gini,0,0,0
KDD98 Multiclass 5,RECP3,Twoing,0,0,0
KDD98 Multiclass 5,RECSWEEP,LS Chi Square,0,0,0
KDD98 Multiclass 5,RECSWEEP,LS Squared Gini,0,0,0
KDD98 Multiclass 5,RECSWEEP,Twoing,0,0,0
KDD98 Multiclass 5,RFA+AF8-10,LS Chi Square,0,0,1
KDD98 Multiclass 5,RFA+AF8-10,LS Squared Gini,1,1,1
KDD98 Multiclass 5,RFA+AF8-10,Twoing,0,0,0
KDD98 Multiclass 5,RFA+AF8-11,LS Chi Square,0,0,0
KDD98 Multiclass 5,RFA+AF8-11,LS Squared Gini,0,0,2
KDD98 Multiclass 5,RFA+AF8-11,Twoing,0,0,0
KDD98 Multiclass 5,RFA+AF8-12,LS Chi Square,1,1,0
KDD98 Multiclass 5,RFA+AF8-12,LS Squared Gini,0,0,2
KDD98 Multiclass 5,RFA+AF8-12,Twoing,0,0,0
KDD98 Multiclass 5,RFA+AF8-13,LS Chi Square,0,0,0
KDD98 Multiclass 5,RFA+AF8-13,LS Squared Gini,2,2,0
KDD98 Multiclass 5,RFA+AF8-13,Twoing,0,0,1
KDD98 Multiclass 5,RFA+AF8-14,LS Chi Square,1,1,1
KDD98 Multiclass 5,RFA+AF8-14,LS Squared Gini,0,0,2
KDD98 Multiclass 5,RFA+AF8-14,Twoing,0,0,0
KDD98 Multiclass 5,RFA+AF8-15,LS Chi Square,0,0,2
KDD98 Multiclass 5,RFA+AF8-15,LS Squared Gini,1,1,0
KDD98 Multiclass 5,RFA+AF8-15,Twoing,0,0,0
KDD98 Multiclass 5,RFA+AF8-16,LS Chi Square,1,1,0
KDD98 Multiclass 5,RFA+AF8-16,LS Squared Gini,1,1,2
KDD98 Multiclass 5,RFA+AF8-16,Twoing,0,0,0
KDD98 Multiclass 5,RFA+AF8-17,LS Chi Square,0,0,0
KDD98 Multiclass 5,RFA+AF8-17,LS Squared Gini,2,2,2
KDD98 Multiclass 5,RFA+AF8-17,Twoing,0,0,0
KDD98 Multiclass 5,RFA+AF8-18,LS Chi Square,1,1,0
KDD98 Multiclass 5,RFA+AF8-18,LS Squared Gini,1,1,2
KDD98 Multiclass 5,RFA+AF8-18,Twoing,0,0,0
KDD98 Multiclass 5,RFA+AF8-19,LS Chi Square,0,0,0
KDD98 Multiclass 5,RFA+AF8-19,LS Squared Gini,1,1,2
KDD98 Multiclass 5,RFA+AF8-19,Twoing,0,0,0
KDD98 Multiclass 5,RFA+AF8-2,LS Chi Square,1,1,1
KDD98 Multiclass 5,RFA+AF8-2,LS Squared Gini,0,0,2
KDD98 Multiclass 5,RFA+AF8-2,Twoing,1,1,0
KDD98 Multiclass 5,RFA+AF8-20,LS Chi Square,1,1,0
KDD98 Multiclass 5,RFA+AF8-20,LS Squared Gini,1,1,2
KDD98 Multiclass 5,RFA+AF8-20,Twoing,0,0,1
KDD98 Multiclass 5,RFA+AF8-21,LS Chi Square,1,1,0
KDD98 Multiclass 5,RFA+AF8-21,LS Squared Gini,1,1,2
KDD98 Multiclass 5,RFA+AF8-21,Twoing,0,0,1
KDD98 Multiclass 5,RFA+AF8-22,LS Chi Square,1,1,0
KDD98 Multiclass 5,RFA+AF8-22,LS Squared Gini,0,0,0
KDD98 Multiclass 5,RFA+AF8-22,Twoing,0,0,0
KDD98 Multiclass 5,RFA+AF8-23,LS Chi Square,1,1,0
KDD98 Multiclass 5,RFA+AF8-23,LS Squared Gini,2,2,0
KDD98 Multiclass 5,RFA+AF8-23,Twoing,0,0,1
KDD98 Multiclass 5,RFA+AF8-24,LS Chi Square,2,2,1
KDD98 Multiclass 5,RFA+AF8-24,LS Squared Gini,0,0,1
KDD98 Multiclass 5,RFA+AF8-24,Twoing,0,0,0
KDD98 Multiclass 5,RFA+AF8-2A,LS Chi Square,0,0,0
KDD98 Multiclass 5,RFA+AF8-2A,LS Squared Gini,0,0,0
KDD98 Multiclass 5,RFA+AF8-2A,Twoing,0,0,0
KDD98 Multiclass 5,RFA+AF8-3,LS Chi Square,1,1,1
KDD98 Multiclass 5,RFA+AF8-3,LS Squared Gini,0,0,2
KDD98 Multiclass 5,RFA+AF8-3,Twoing,1,1,0
KDD98 Multiclass 5,RFA+AF8-4,LS Chi Square,1,1,1
KDD98 Multiclass 5,RFA+AF8-4,LS Squared Gini,0,0,2
KDD98 Multiclass 5,RFA+AF8-4,Twoing,1,1,0
KDD98 Multiclass 5,RFA+AF8-5,LS Chi Square,2,2,2
KDD98 Multiclass 5,RFA+AF8-5,LS Squared Gini,0,0,1
KDD98 Multiclass 5,RFA+AF8-5,Twoing,1,1,0
KDD98 Multiclass 5,RFA+AF8-6,LS Chi Square,2,2,0
KDD98 Multiclass 5,RFA+AF8-6,LS Squared Gini,0,0,2
KDD98 Multiclass 5,RFA+AF8-6,Twoing,0,0,0
KDD98 Multiclass 5,RFA+AF8-7,LS Chi Square,0,0,1
KDD98 Multiclass 5,RFA+AF8-7,LS Squared Gini,1,1,2
KDD98 Multiclass 5,RFA+AF8-7,Twoing,1,1,0
KDD98 Multiclass 5,RFA+AF8-8,LS Chi Square,1,1,1
KDD98 Multiclass 5,RFA+AF8-8,LS Squared Gini,0,0,2
KDD98 Multiclass 5,RFA+AF8-8,Twoing,2,2,0
KDD98 Multiclass 5,RFA+AF8-9,LS Chi Square,0,0,0
KDD98 Multiclass 5,RFA+AF8-9,LS Squared Gini,1,1,2
KDD98 Multiclass 5,RFA+AF8-9,Twoing,1,1,0
KDD98 Multiclass 5,STATE,LS Chi Square,1,1,0
KDD98 Multiclass 5,STATE,LS Squared Gini,0,0,1
KDD98 Multiclass 5,STATE,Twoing,1,1,0
KDD98 Multiclass 5,STEREO,LS Chi Square,0,0,0
KDD98 Multiclass 5,STEREO,LS Squared Gini,0,0,0
KDD98 Multiclass 5,STEREO,Twoing,0,0,0
KDD98 Multiclass 5,VETERANS,LS Chi Square,0,0,0
KDD98 Multiclass 5,VETERANS,LS Squared Gini,0,0,0
KDD98 Multiclass 5,VETERANS,Twoing,0,0,0
KDD98 Multiclass 5,WALKER,LS Chi Square,0,0,0
KDD98 Multiclass 5,WALKER,LS Squared Gini,0,0,0
KDD98 Multiclass 5,WALKER,Twoing,0,0,0
KDD98 Multiclass 9,AGEFLAG,LS Chi Square,0,0,1
KDD98 Multiclass 9,AGEFLAG,LS Squared Gini,0,0,2
KDD98 Multiclass 9,AGEFLAG,Twoing,0,0,0
KDD98 Multiclass 9,BIBLE,LS Chi Square,0,0,0
KDD98 Multiclass 9,BIBLE,LS Squared Gini,0,0,0
KDD98 Multiclass 9,BIBLE,Twoing,0,0,0
KDD98 Multiclass 9,CARDS,LS Chi Square,0,0,0
KDD98 Multiclass 9,CARDS,LS Squared Gini,0,0,0
KDD98 Multiclass 9,CARDS,Twoing,0,0,0
KDD98 Multiclass 9,CATLG,LS Chi Square,0,0,0
KDD98 Multiclass 9,CATLG,LS Squared Gini,0,0,0
KDD98 Multiclass 9,CATLG,Twoing,0,0,0
KDD98 Multiclass 9,CDPLAY,LS Chi Square,0,0,0
KDD98 Multiclass 9,CDPLAY,LS Squared Gini,0,0,0
KDD98 Multiclass 9,CDPLAY,Twoing,0,0,0
KDD98 Multiclass 9,CHILD12,LS Chi Square,1,1,0
KDD98 Multiclass 9,CHILD12,LS Squared Gini,0,0,0
KDD98 Multiclass 9,CHILD12,Twoing,2,2,0
KDD98 Multiclass 9,CHILD18,LS Chi Square,0,0,0
KDD98 Multiclass 9,CHILD18,LS Squared Gini,0,0,2
KDD98 Multiclass 9,CHILD18,Twoing,0,0,0
KDD98 Multiclass 9,COLLECT1,LS Chi Square,0,0,0
KDD98 Multiclass 9,COLLECT1,LS Squared Gini,0,0,0
KDD98 Multiclass 9,COLLECT1,Twoing,0,0,0
KDD98 Multiclass 9,CRAFTS,LS Chi Square,0,0,0
KDD98 Multiclass 9,CRAFTS,LS Squared Gini,0,0,0
KDD98 Multiclass 9,CRAFTS,Twoing,0,0,0
KDD98 Multiclass 9,DOMAIN,LS Chi Square,1,1,0
KDD98 Multiclass 9,DOMAIN,LS Squared Gini,0,0,2
KDD98 Multiclass 9,DOMAIN,Twoing,0,0,0
KDD98 Multiclass 9,FISHER,LS Chi Square,0,0,0
KDD98 Multiclass 9,FISHER,LS Squared Gini,0,0,0
KDD98 Multiclass 9,FISHER,Twoing,0,0,0
KDD98 Multiclass 9,GARDENIN,LS Chi Square,0,0,0
KDD98 Multiclass 9,GARDENIN,LS Squared Gini,0,0,0
KDD98 Multiclass 9,GARDENIN,Twoing,0,0,0
KDD98 Multiclass 9,GENDER,LS Chi Square,0,0,0
KDD98 Multiclass 9,GENDER,LS Squared Gini,1,1,0
KDD98 Multiclass 9,GENDER,Twoing,1,1,1
KDD98 Multiclass 9,GEOCODE2,LS Chi Square,1,1,0
KDD98 Multiclass 9,GEOCODE2,LS Squared Gini,0,0,2
KDD98 Multiclass 9,GEOCODE2,Twoing,1,1,0
KDD98 Multiclass 9,HOMEE,LS Chi Square,0,0,0
KDD98 Multiclass 9,HOMEE,LS Squared Gini,0,0,0
KDD98 Multiclass 9,HOMEE,Twoing,0,0,0
KDD98 Multiclass 9,HOMEOWNR,LS Chi Square,0,0,0
KDD98 Multiclass 9,HOMEOWNR,LS Squared Gini,0,0,0
KDD98 Multiclass 9,HOMEOWNR,Twoing,0,0,0
KDD98 Multiclass 9,KIDSTUFF,LS Chi Square,0,0,0
KDD98 Multiclass 9,KIDSTUFF,LS Squared Gini,0,0,0
KDD98 Multiclass 9,KIDSTUFF,Twoing,0,0,0
KDD98 Multiclass 9,MAILCODE,LS Chi Square,0,0,0
KDD98 Multiclass 9,MAILCODE,LS Squared Gini,0,0,0
KDD98 Multiclass 9,MAILCODE,Twoing,0,0,0
KDD98 Multiclass 9,OSOURCE,LS Chi Square,0,0,0
KDD98 Multiclass 9,OSOURCE,LS Squared Gini,0,0,2
KDD98 Multiclass 9,OSOURCE,Twoing,2,2,1
KDD98 Multiclass 9,PCOWNERS,LS Chi Square,0,0,0
KDD98 Multiclass 9,PCOWNERS,LS Squared Gini,0,0,0
KDD98 Multiclass 9,PCOWNERS,Twoing,0,0,0
KDD98 Multiclass 9,PEPSTRFL,LS Chi Square,0,0,0
KDD98 Multiclass 9,PEPSTRFL,LS Squared Gini,0,0,0
KDD98 Multiclass 9,PEPSTRFL,Twoing,0,0,0
KDD98 Multiclass 9,PETS,LS Chi Square,0,0,0
KDD98 Multiclass 9,PETS,LS Squared Gini,0,0,0
KDD98 Multiclass 9,PETS,Twoing,0,0,0
KDD98 Multiclass 9,PLATES,LS Chi Square,0,0,0
KDD98 Multiclass 9,PLATES,LS Squared Gini,0,0,0
KDD98 Multiclass 9,PLATES,Twoing,0,0,0
KDD98 Multiclass 9,PVASTATE,LS Chi Square,0,0,0
KDD98 Multiclass 9,PVASTATE,LS Squared Gini,0,0,0
KDD98 Multiclass 9,PVASTATE,Twoing,0,0,0
KDD98 Multiclass 9,RECINHSE,LS Chi Square,0,0,0
KDD98 Multiclass 9,RECINHSE,LS Squared Gini,0,0,0
KDD98 Multiclass 9,RECINHSE,Twoing,0,0,0
KDD98 Multiclass 9,RECP3,LS Chi Square,0,0,0
KDD98 Multiclass 9,RECP3,LS Squared Gini,0,0,0
KDD98 Multiclass 9,RECP3,Twoing,0,0,0
KDD98 Multiclass 9,RECSWEEP,LS Chi Square,0,0,0
KDD98 Multiclass 9,RECSWEEP,LS Squared Gini,0,0,0
KDD98 Multiclass 9,RECSWEEP,Twoing,0,0,0
KDD98 Multiclass 9,RFA+AF8-10,LS Chi Square,1,1,0
