a_0,a_1,a_2,class
B,EY,S,T
SH,UW,D,T
D,T,UW,S
T,K,AA,M
AO,R,S,AH
T,R,AH,K
K,AH,N,S
Z,V,AY,AH
EH,M,B,ER
IH,SH,T,D
T,IH,Z,K
S,ER,P,R
AO,R,S,AH
L,EH,V,AH
K,Y,UH,R
IH,T,D,IY
L,EH,N,D
M,AH,N,T
S,IY,S,T
AE,T,IH,T
AO,R,T,T
IH,S,K,AH
T,IH,NG,AH
AH,G,R,IY
B,AH,L,T
AE,S,EH,T
P,AH,N,IY
F,R,AH,M
V,B,IH,N
N,OW,T,AH
D,N,AA,T
AH,TH,IY,AH
S,T,M,IH
EY,JH,AH,N
DH,OW,Z,EH
AH,P,OW,S
IH,T,IY,AH
D,AH,S,T
S,R,AH,K
G,L,AH,T
Z,DH,AE,N
T,S,IH,R
N,K,EY,S
D,K,AH,T
NG,F,AO,R
W,IH,DH,AH
R,EH,L,AH
L,P,R,AH
K,W,AO,R
S,JH,EH,N
P,T,AH,N
AA,M,IH,K
G,R,UW,P
L,K,UH,D
AH,K,AW,N
T,UW,K,AH
IH,S,T,S
IH,T,W,IH
AH,N,D,IH
IY,Z,AE,Z
D,EH,F,AH
IY,T,UW,K
OW,T,AH,L
M,B,ER,AH
IH,V,L,IY
IH,NG,Z,EH
Z,S,EH,D
AO,L,AA,N
EH,T,AH,L
IH,F,EH,K
L,AE,S,T
DH,AH,EH,K
P,OY,N,T
K,AH,T,S
UW,R,OW,S
W,IY,AA,R
EH,D,IH,T
AH,M,P,AH
S,IH,K,S
IH,F,ER,IH
AH,K,AA,M
Z,AH,N,D
T,AA,P,AH
Z,F,R,AH
K,AH,L,K
Z,SH,AO,R
L,IY,K,AH
EY,M,IH,N
B,AA,K,S
SH,AH,N,Z
AE,T,M,IH
S,DH,AH,P
AH,L,AH,N
L,ER,AA,N
ER,F,AO,R
K,T,D,IH
AH,S,AH,Z
IY,S,AH,Z
IH,NG,AE,Z
V,D,EH,D
ER,P,R,EH
IH,NG,DH,AH
P,ER,S,EH
UW,AH,L,R
D,EY,T,AH
AH,F,AO,R
IH,SH,AH,L
S,T,AA,K
IH,L,AH,T
UH,D,B,IY
R,IY,IH,N
IY,V,IY,AH
IH,NG,R,IH
N,SH,AH,L
OW,K,S,M
N,V,AA,L
AH,L,IH,S
EY,IH,K,S
IH,N,K,AH
IY,IH,NG,K
D,AE,Z,P
AE,NG,K,S
S,AH,M,M
T,R,AH,K
N,AW,N,S
N,T,W,IH
N,DH,AH,S
T,IH,N,AH
Z,B,AH,T
N,CH,AH,Z
ER,M,AH,N
T,S,EH,D
N,DH,AH,P
P,S,EH,D
V,D,AH,T
K,R,AH,T
AA,L,AH,S
V,SH,EH,R
L,IH,N,IH
S,AH,Z,T
UW,N,AH,T
T,DH,AH,EH
AH,L,S,EH
F,IH,SH,AH
AH,S,AH,K
AH,JH,AE,D
AE,P,S,N
AE,N,OW,L
OW,V,ER,P
D,IH,S,K
EH,R,IY,Z
R,OW,CH,IH
JH,AH,V,EH
D,AH,N,S
F,IH,K,AH
EY,B,AH,L
UW,CH,AE,L
AH,T,AE,K
T,S,ER,T
Z,M,AH,S
K,ER,B,IH
T,AE,K,S
SH,EH,R,IH
T,R,AE,K
P,AO,R,T
L,IY,M,IH
N,AW,N,S
EH,N,EH,S
NG,K,S,P
IY,D,IH,T
EY,F,AO,R
K,R,IY,S
N,IY,Z,L
D,IH,V,EH
IH,G,Y,ER
D,AH,T,R
S,P,AO,R
AO,S,AH,Z
N,JH,R,IH
N,D,T,R
AO,R,T,ER
EH,N,T,IH
IH,N,K,L
S,P,EH,K
T,R,EY,T
EH,K,S,ER
S,AH,T,IH
IH,NG,K,AH
L,AE,S,T
K,S,M,AH
Z,D,IH,K
EH,D,IY,D
AH,SH,IY,N
F,AH,N,D
T,AE,F,T
P,IY,P,AH
N,T,R,AH
N,DH,AH,S
K,ER,AH,N
T,R,EY,D
AH,P,AW,N
P,L,AY,T
R,AH,N,S
OW,ER,P,R
D,EH,F,AH
OW,T,AH,L
UW,D,OW,Z
NG,K,S,K
AE,NG,K,S
N,T,R,AH
B,AE,NG,K
S,L,AO,S
B,AA,N,D
S,EH,D,IH
V,ER,M,AH
IY,Z,T,R
M,P,IY,P
AE,T,S,P
S,P,OW,K
W,AA,P,S
EY,P,IH,R
AH,N,Z,N
AO,R,T,ER
T,M,AH,N
AH,N,D,IY
N,F,AO,L
AH,V,K,L
Z,W,AH,N
AA,F,IH,T
AA,N,DH,AH
R,AH,AO,R
Z,T,UW,S
N,S,IH,Z
T,IH,N,R
AH,N,S,EH
N,AH,T,S
IH,T,IY,IH
L,DH,AE,T
N,AW,AH,R
AH,N,D,P
D,AH,N,EH
S,CH,EY,N
K,W,AO,R
P,R,AA,S
N,EH,K,S
D,EH,N,D
AH,N,T,T
EH,R,IY,L
EY,K,B,AH
SH,AH,N,Z
AE,N,Y,AH
UH,D,B,IY
V,ER,D,AH
AE,NG,K,S
UW,IH,T,S
P,AH,N,IY
K,S,P,EH
W,IH,L,P
IH,L,Y,AH
AH,N,Z,T
UH,L,W,IH
TH,R,IY,D
M,AY,T,IH
CH,IH,NG,AH
L,D,B,R
R,IY,M,AH
OY,ER,Z,IH
AH,Y,UW,N
F,AH,N,D
T,AA,K,S
AE,Z,K,AH
D,F,AO,R
AO,R,D,AH
AH,N,D,S
S,F,R,AH
V,AY,AH,L
S,L,AO,S
AW,ER,P,L
D,R,AA,P
AH,JH,AH,S
V,IY,EH,S
AH,R,IY,S
T,IY,AO,L
N,IY,AE,K
L,UW,D,S
T,R,EY,D
S,EH,D,IH
IY,T,AE,K
N,AE,F,T
R,G,OW,IH
EH,D,IH,T
AH,N,T,AH
G,R,IY,M
ER,CH,AH,S
B,AH,L,N
G,R,AE,N
T,IH,V,IH
N,T,AE,K
S,IY,N,R
AH,B,IH,L
N,T,AA,N
AH,R,EH,S
IH,R,IY,AH
IH,SH,AH,L
AA,R,IH,K
B,IH,L,IH
EY,JH,AH,N
K,S,K,L
IH,S,M,IH
IY,W,UH,D
W,IH,SH,T
EH,R,AH,N
Z,F,IH,R
SH,AH,N,K
S,AH,JH,EH
G,R,OW,IH
AE,S,EH,T
R,IY,AH,D
AH,N,T,L
IY,L,IH,S
T,M,AH,N
F,ER,M,Z
R,EH,V,AH
K,S,EH,S
S,T,M,AH
SH,EH,R,Z
F,AO,R,K
T,S,S,AH
UW,OW,P,AH
P,OW,S,T
DH,AH,K,AH
F,AH,N,T
Z,R,AH,N
R,AH,L,IY
IH,L,AH,M
AH,T,EH,N
AO,R,P,ER
V,Z,AH,N
AA,P,ER,Z
AH,N,B,IH
K,AH,N,D
W,AO,R,AH
AE,N,AW,N
D,Z,F,R
AH,B,AH,L
Y,AH,L,ER
ER,D,ER,EH
D,ER,EH,K
EH,D,IH,T
AE,N,S,AH
EH,D,DH,AH
ER,M,Z,EH
AH,N,T,IH
F,IY,Z,AH
IH,N,K,L
L,UW,D,AH
L,M,IY,T
T,IH,S,AH
AA,ZH,ER,S
Z,DH,AH,IH
S,W,IH,L
T,UW,S,AH
P,R,AH,D
AH,V,AH,T
IH,S,M,EH
T,EH,L,AH
IY,B,EY,S
S,P,R,EH
R,EH,Z,AH
D,AO,R,IY
T,R,IH,K
M,Z,IH,N
S,L,AO,S
D,R,IH,L
P,T,DH,AH
D,SH,EH,R
T,AH,B,AH
UH,K,DH,AH
N,S,T,T
AH,D,UW,S
P,OW,Z,AH
IH,NG,K,AH
IY,D,IH,D
D,EY,IH,T
AH,L,T,IH
SH,AH,L,K
N,IY,AA,N
M,P,AE,K
V,DH,AH,IH
HH,AE,D,D
IH,S,AY,D
EY,M,P,IH
F,R,AH,M
AY,R,AH,S
S,OW,B,IH
T,DH,AH,R
ER,F,AO,R
R,AH,S,EH
L,UW,D,IH
N,IH,S,T
AH,Z,AH,D
S,EH,N,S
IY,P,ER,M
UW,P,EH,R
N,D,AH,S
AE,T,DH,AH
N,W,ER,P
R,IH,Z,EH
EY,K,ER,Z
EH,T,S,AH
AW,ER,Z,N
D,IY,AH,T
P,S,F,L
T,Y,IH,R
N,SH,AH,L
AH,F,AY,S
M,AH,N,T
AO,R,S,P
N,Z,IH,M
EY,SH,AH,N
R,AH,S,EH
T,UW,AH,T
T,IY,N,EH
T,IY,AH,N
EY,D,DH,AH
L,AH,P,IH
K,AA,Z,D
T,R,EY,N
EH,K,SH,AH
IY,S,EH,D
T,IY,IH,N
T,UW,T,EH
HH,IY,S,EH
P,AA,R,T
IH,T,S,N
IY,IH,N,T
Z,SH,UH,D
AO,R,K,AH
R,AH,D,IH
UW,L,AY,T
AH,T,IY,Z
S,T,K,AH
G,R,IY,D
T,Y,IH,R
M,IH,T,IY
AH,N,D,L
IH,K,S,P
IH,D,F,ER
K,Y,AH,T
IH,L,Y,AH
N,D,L,EH
S,W,EH,R
T,AH,D,T
V,ER,D,IH
OY,N,T,L
AH,N,T,R
AE,T,D,IH
AO,R,IH,N
IH,L,Y,AH
D,EY,T,S
R,Z,IH,N
S,AH,N,S
T,OW,T,AH
K,W,IY,Z
P,OW,Z,AH
IH,M,P,R
AH,V,K,AH
L,Y,ER,AH
T,AW,T,P
S,P,EH,K
Z,AE,M,P
N,OW,S,P
N,D,W,AH
S,F,R,AH
EH,SH,L,IY
Z,G,EY,N
Y,AH,N,IH
EH,V,AH,L
T,R,IH,K
EH,P,T,IH
OW,K,S,M
W,ER,D,IH
AH,L,Z,T
L,IH,M,AH
EY,S,T,IH
CH,AH,N,Z
N,D,IH,N
UW,S,T,K
OW,D,AW,N
DH,AH,K,ER
ER,OW,V,ER
UH,D,AO,L
R,AY,Z,IH
AO,R,T,AH
T,B,AH,T
AH,D,EH,S
SH,AH,N,AH
R,F,AO,R
IY,AE,D,AH
D,W,UH,D
AO,L,M,EH
G,R,IY,M
AH,K,T,S
EY,SH,AH,N
Z,S,ER,K
IY,K,S,AH
W,AA,CH,ER
D,DH,AE,T
AO,R,T,AH
R,IY,M,AH
R,EH,P,R
D,AW,T,S
L,AH,V,AH
UW,P,AA,R
Z,B,IH,T
EY,M,F,R
T,EY,L,ER
UW,SH,EH,R
K,AA,R,Z
OW,F,AH,N
T,AH,V,AH
AH,P,F,R
K,L,AY,N
N,SH,AH,L
V,IY,EH,S
AY,P,AH,T
DH,AH,K,AH
NG,D,IH,P
SH,AH,N,IH
S,IH,N,D
UH,D,IH,N
S,EH,D,AH
N,DH,EH,R
R,P,R,EH
D,L,OW,N
S,IH,K,S
K,AH,N,S
HH,ER,P,IY
D,K,AH,M
AO,R,N,IH
IH,L,AO,L
AH,V,K,AH
T,L,IY,AH
HH,OW,L,D
EY,L,Z,AH
AH,S,EY,L
N,T,IH,D
N,EY,T,IH
V,W,UH,D
IH,NG,IH,K
OW,V,ER,IH
T,AH,N,T
DH,AH,F,IH
CH,AH,S,AH
N,T,W,IH
L,M,AE,N
P,EH,SH,AH
AH,M,P,AH
IH,T,M,AH
AH,M,AH,M
S,K,AH,N
T,IH,D,AH
P,AH,T,AH
N,EY,SH,AH
AA,F,AH,T
IH,NG,HH,IH
M,AW,N,T
S,P,EH,K
ER,S,L,AH
L,EY,T,ER
AO,R,AH,N
L,IY,V,IH
T,UW,B,IY
L,S,OW,S
S,EH,D,IH
W,IH,L,S
UW,M,EY,K
IH,F,IH,T
S,EH,D,D
L,UW,ZH,AH
EH,S,M,IY
ER,AH,N,T
AE,K,SH,AH
AO,L,R,EH
DH,AH,K,ER
K,AH,N,S
AH,L,OW,ER
D,K,OY,N
B,AY,M,EH
EH,R,IH,Z
S,IH,K,S
R,D,AE,Z
M,L,EH,N
AY,IH,T,S
T,IY,IH,Z
AH,M,DH,AH
T,R,OW,L
ER,AH,P,T
AY,N,D,T
P,Y,UW,T
P,AO,R,T
P,AA,N,S
N,T,UW,K
AH,N,P,L
DH,AH,AH,N
S,ER,V,IH
R,M,ER,EH
D,R,IH,Z
N,D,F,R
UW,AE,N,AH
IH,Z,G,R
AH,T,OW,T
R,AY,S,P
L,Z,AH,N
R,AW,T,AH
EH,N,D,AH
AH,N,D,ER
R,EH,V,AH
V,W,AH,N
EH,N,ER,AH
AH,M,IH,T
K,UH,D,D
T,P,EY,M
EH,K,S,T
IH,F,HH,IH
V,ER,S,R
EY,SH,AH,N
AH,S,W,IH
Z,W,EH,L
Z,DH,AE,T
M,ER,T,IH
S,IH,T,S
K,AH,M,P
S,T,V,EH
EH,SH,AH,N
OW,P,S,T
AH,S,T,M
T,V,AE,L
AE,T,DH,AH
P,R,EH,Z
M,AH,N,T
AO,S,UW,T
AA,N,B,EH
V,ER,ZH,AH
Z,AO,R,EH
K,S,P,L
S,ER,P,L
R,IY,Z,AH
P,EH,SH,L
M,W,IY,L
HH,AE,Z,N
Z,B,IH,N
AH,P,AO,R
ER,Z,W,ER
K,AH,V,ER
AO,R,T,S
IH,T,S,R
T,UW,AH,N
AH,P,IH,R
AO,R,D,D
F,Y,UW,AH
D,ER,Z,P
D,AO,R,D
L,UW,S,IH
T,UW,IH,T
OW,S,T,IH
B,AH,T,IH
Z,L,AE,S
AH,N,S,L
S,T,UW,D
D,V,AE,N
UW,DH,AH,EH
IH,K,S,T
M,R,IY,S
AH,N,IY,S
R,AO,NG,IH
AE,N,AH,L
AH,M,ER,R
DH,AH,R,AH
D,V,AY,S
R,OW,K,ER
AH,L,Z,P
IH,N,R,IY
AH,K,AH,T
S,EH,T,IH
IH,DH,K,R
L,IY,N,IY
NG,D,AW,N
V,ER,IY,T
D,B,IY,K
AA,K,S,AH
R,JH,IH,N
R,M,AH,N
AH,D,F,EH
K,SH,AH,N
IH,K,AO,Z
AH,N,T,R
T,L,IY,L
AE,K,CH,ER
L,AY,N,IH
G,R,OW,S
EH,N,S,T
T,R,AE,K
DH,AH,P,EH
IY,AH,F,IH
IH,K,S,T
P,R,AY,S
K,AE,R,IY
R,AH,L,P
AH,S,EY,L
IH,Z,OW,N
R,OW,V,ER
CH,W,IH,L
R,D,ER,T
AE,Z,IH,T
ER,K,AH,T
T,AE,N,AH
R,G,AH,T
D,DH,AH,S
IH,N,IH,N
UH,D,B,IY
V,K,AH,N
AY,V,M,AH
OW,IH,N,K
SH,AH,N,EH
IY,AH,V,S
L,EH,N,Z
UW,B,IY,AH
AH,B,AO,R
AH,Z,IH,N
K,W,AO,R
IY,M,EY,D
AH,N,T,L
DH,AE,T,K
AY,S,P,IY
AH,B,IH,L
AH,M,P,AH
IH,L,AA,N
L,AE,S,T
T,IH,K,S
N,D,UW,T
IY,R,IY,P
AH,V,DH,AH
AE,T,DH,AH
IH,S,AY,D
ER,AH,L,D
S,T,AA,R
ER,IH,NG,IH
IH,N,S,L
AH,T,EH,M
B,IY,K,AH
IY,N,AH,N
R,P,L,IY
N,T,S,EH
IY,IH,T,EH
AH,P,AH,T
AH,L,EH,K
T,M,AH,N
AE,N,SH,AH
UW,DH,AH,P
T,TH,R,IY
UW,AE,S,K
D,AH,D,T
T,EY,SH,AH
S,EY,L,Z
W,IH,P,M
AE,S,T,M
AE,B,R,AH
IY,K,AH,N
T,DH,AH,S
N,T,IH,L
AH,K,T,S
F,IY,SH,IH
ER,IH,NG,M
T,DH,AH,P
AE,K,T,T
R,AE,NG,K
T,B,EY,S
L,P,EY,M
AH,N,T,S
L,HH,OW,L
AH,T,IH,N
IH,L,D,IH
P,AA,R,T
Z,W,ER,AH
T,UW,DH,AH
AH,N,S,IH
T,M,AH,N
DH,AH,D,AH
R,M,AA,R
T,DH,AH,L
R,IY,S,IH
D,AH,DH,ER
S,CH,EY,N
K,S,AA,P
T,UW,DH,AH
ER,SH,IH,P
R,IH,N,AH
UW,S,EH,D
N,Y,EH,N
B,AO,R,D
P,ER,CH,AH
EY,T,S,ER
L,F,AH,Z
AO,NG,AE,Z
W,UH,D,P
AH,T,S,EH
M,K,R,EH
R,K,AH,T
K,T,IH,D
AA,R,G,IH
IY,B,AY,P
T,AH,N,D
JH,S,EH,D
R,AO,AH,L
B,AH,L,AH
K,AH,M,P
N,T,ER,N
AH,M,L,EH
OW,R,IH,S
N,T,S,T
N,D,Z,AH
AH,S,T,AH
S,EH,K,AH
AO,R,AH,N
AH,N,IY,S
B,AE,NG,K
N,DH,AH,AH
AH,N,T,D
N,AH,DH,ER
D,IH,NG,AH
AH,N,D,ER
K,AH,M,AH
K,S,P,EH
G,EH,N,S
IH,TH,AW,T
ER,HH,AE,D
N,D,AE,D
AH,G,R,IY
DH,EH,N,IH
JH,AH,N,AH
N,EY,SH,AH
AA,K,Y,AH
R,L,OW,N
AH,G,R,IY
AO,R,D,AH
UW,S,IH,Z
D,ER,L,IY
AH,B,AH,L
NG,D,EY,Z
IY,K,EH,N
IH,L,OW,IH
AY,S,AH,Z
D,DH,AE,T
D,UW,S,T
AH,N,D,EH
IH,S,T,AH
K,W,AA,L
N,AA,T,R
L,IY,B,IH
IY,K,AH,R
DH,EY,W,ER
IH,D,DH,AH
HH,EH,D,K
IH,N,K,R
R,IY,JH,AH
AH,K,CH,ER
N,EY,T,IH
T,ER,Z,L
IH,N,Y,AH
B,M,IH,T
AE,L,AH,T
R,IY,CH,T
Z,N,AH,S
T,EY,K,AH
ER,JH,IY,M
F,AA,R,M
EH,D,B,R
AE,K,SH,AH
N,D,P,AH
P,B,IY,R
T,IH,V,P
S,P,EY,S
SH,EH,R,Z
DH,AH,K,AH
AY,N,Z,AH
IY,L,IY,IH
AH,P,AH,T
IH,F,IH,T
N,AH,L,IH
S,T,AO,R
CH,AH,S,P
R,EH,Z,AH
D,DH,AH,P
IY,W,AA,Z
P,AH,T,IH
T,R,AH,K
AH,SH,EH,L
AH,V,DH,AH
AH,V,DH,AH
M,P,AE,K
AO,R,TH,R
NG,K,S,IH
ER,IH,N,D
ER,IH,N,T
D,AH,B,EH
IH,NG,S,K
AH,P,R,IY
IY,Z,IH,Z
L,G,UH,D
N,T,TH,R
K,S,IH,K
S,AH,Z,R
R,JH,EH,T
R,EY,T,S
S,ER,P,R
P,AH,L,P
NG,K,TH,AH
AA,B,L,AH
IY,JH,AH,N
T,IH,N,K
IY,CH,SH,EH
IH,K,F,IH
L,S,OW,S
N,D,AE,Z
K,UH,D,N
R,T,ER,AH
IH,T,IH,D
D,IH,N,S
D,DH,AH,R
F,IH,N,K
T,M,AH,N
EH,K,T,AH
T,AE,T,L
AH,M,EH,S
M,AH,N,T
IH,S,EH,M
S,EH,D,IH
EH,K,SH,AH
D,N,AA,T
AO,NG,T,ER
D,AE,Z,AH
SH,ER,AA,N
IH,L,Y,AH
AH,L,OW,N
AH,M,P,AH
NG,TH,IY,T
HH,IY,IH,N
AE,K,T,IH
V,T,AH,D
AE,D,AO,L
R,AH,N,D
AH,W,EY,IH
EH,S,DH,AH
S,M,AH,S
ER,AA,B,L
AH,Y,IH,R
T,AH,L,T
AA,P,SH,AH
S,T,R,IY
OW,T,IH,D
T,R,IY,IH
AY,K,S,K
AH,M,P,AH
IY,AE,K,S
L,K,ER,AH
R,IY,V,IY
N,D,S,EH
P,AE,S,T
S,T,R,IY
D,Z,W,ER
AE,K,T,R
K,T,R,AH
AH,HH,OW,L
AO,L,R,EH
IH,P,L,AH
T,B,AY,AH
N,DH,AH,M
N,T,AO,R
F,AO,R,K
AH,Y,IH,R
F,AH,P,R
OW,AO,R,D
M,B,AH,L
UW,AO,F,ER
P,AH,D,IH
AE,T,IH,N
T,R,IY,R
AE,T,AE,Z
P,T,UW,S
AH,L,W,IH
R,EY,D,AH
K,AH,L,T
SH,AH,L,S
S,IY,V,AH
ER,M,EH,K
IH,N,P,R
R,W,ER,D
P,R,EH,Z
P,AA,R,T
N,D,AH,S
HH,EH,L,D
Z,S,EH,D
R,AH,V,IH
B,L,AE,K
ER,L,D,M
OW,T,AH,Z
S,Y,IH,R
K,R,AA,P
K,T,AH,D
L,Y,AH,N
M,AH,N,T
S,F,AH,N
AH,D,AA,L
P,AH,N,IY
K,AO,R,D
N,Y,UW,AH
DH,AH,K,L
T,UW,SH,AH
T,R,EY,D
G,OW,SH,IY
K,W,IH,P
L,IH,NG,AH
Y,IH,R,IH
D,K,AH,N
L,T,IH,L
AO,R,W,IH
M,P,AH,N
N,AH,V,AH
IH,T,P,L
R,P,OW,S
UW,D,OY,L
EH,K,S,P
T,UW,D,IH
AH,N,D,T
IH,M,AE,N
R,AY,S,AH
T,AO,K,S
L,IH,T,S
K,T,IH,D
K,R,IY,S
Z,DH,AE,T
D,UH,R,IH
T,R,AE,K
T,M,AH,N
M,AH,T,AH
Z,F,AO,R
DH,AH,IH,K
T,AA,K,IH
IH,D,DH,EH
HH,UW,L,IY
AA,P,AH,S
T,R,AH,L
AA,L,V,IH
T,S,CH,IY
AH,B,IH,D
V,DH,AH,N
F,AH,L,IY
L,IY,W,EH
R,IH,JH,EH
T,IH,D,AH
AH,N,D,L
AE,V,B,IH
T,IY,IH,Z
T,K,AA,Z
M,P,AH,N
AH,N,UW,Z
F,AO,R,IY
AH,D,IH,N
P,AH,N,D
AH,M,V,EH
V,EH,S,T
R,S,AH,Z
W,AH,N,T
K,L,UW,D
AA,N,AH,M
T,HH,AE,Z
IH,M,AE,N
AH,N,T,IH
T,DH,AH,EH
IY,AH,S,L
EH,N,T,R
IH,V,AE,L
AE,K,S,K
DH,AH,K,AH
L,IY,DH,EH
AH,V,DH,AH
B,AH,L,K
T,T,UW,AH
K,S,R,IH
AE,N,AH,M
Y,IH,R,K
T,AE,K,S
AH,N,DH,AH
L,B,IY,L
CH,ER,Z,D
OW,N,D,D
OW,AH,G,R
S,IH,D,ER
SH,AH,N,T
AH,V,IH,T
K,W,EH,S
AH,G,EY,T
AH,N,AH,L
N,P,AO,R
AE,Z,B,IH
N,DH,EH,R
IH,P,IH,Z
NG,K,S,AH
M,AA,R,K
AO,R,M,AH
OW,B,AA,D
AO,L,R,EH
F,AH,B,R
UW,CH,AE,N
T,AH,G,EH
OY,L,Z,AH
OW,N,OY,L
F,R,IY,T
IH,NG,R,IY
M,IH,S,T
S,EH,D,IH
R,SH,IH,P
D,AH,V,D
T,W,IH,L
K,AH,T,T
S,IY,EY,T
AH,N,D,Z
ER,CH,AH,N
S,M,AO,R
S,T,R,IH
EH,S,F,AH
M,ER,L,IY
Z,AO,L,R
AY,R,M,AH
N,T,R,AH
S,EH,D,IH
AH,K,AH,M
IH,NG,AA,P
N,AH,JH,ER
IY,K,HH,IY
NG,K,AH,N
AE,Z,IH,T
N,D,AH,D
AH,F,ER,S
N,UW,K,AH
V,EH,L,AH
AH,S,T,P
UW,W,ER,K
D,S,T,IH
P,EH,K,T
AH,D,AH,K
S,EY,W,IY
IH,L,B,IY
IH,K,B,IH
N,AH,JH,D
T,IY,SH,EH
G,OW,SH,IY
SH,AH,L,P
AH,N,IY,R
IH,S,K,AH
B,IY,R,EH
L,AH,T,IY
M,AE,Z,IH
V,AW,T,S
S,K,AE,L
D,S,T,R
UW,N,AE,N
T,UW,P,R
ER,IH,JH,AH
EH,N,D,IH
AH,N,V,EH
OY,D,S,EH
F,R,AH,M
M,IH,Z,AH
IH,N,W,ER
K,AH,V,R
T,R,EY,D
S,F,AO,L
T,IH,L,N
DH,AH,F,ER
IY,S,EH,D
AH,S,IH,S
N,S,P,EH
S,ER,T,AH
AE,K,W,IH
T,T,UW,R
AH,M,AH,N
M,AH,T,S
S,EH,D,IH
ER,ZH,AH,N
IH,K,S,P
UW,B,IY,IH
T,IH,F,EH
ER,M,AH,N
V,T,R,EH
AH,T,L,IY
G,R,EH,S
Z,AH,D,EH
K,AH,N,D
IY,P,AO,R
T,S,K,ER
T,UW,B,IY
AA,Z,AE,N
S,L,AO,S
AH,N,IY,EH
EH,K,SH,AH
ER,T,EY,K
L,AO,NG,D
S,T,AH,N
Z,N,OW,S
S,T,R,AH
S,K,AO,L
Z,F,AO,R
IY,EY,B,AH
T,AH,L,IH
W,IH,CH,AH
AH,N,D,K
EH,DH,ER,T
AH,P,OW,Z
AH,TH,AO,R
G,Y,AH,L
V,ER,M,AH
S,F,R,AH
T,UW,B,IY
S,AY,D,IH
M,AH,N,S
UW,F,AO,R
M,AA,R,K
AY,D,P,AH
N,SH,AH,L
N,B,IH,L
M,AO,R,AH
AA,K,S,T
S,T,IH,N
T,AH,N,Z
OY,D,AH,N
D,DH,AH,AH
N,AA,L,AH
DH,AH,D,IH
K,AH,M,IH
L,Z,IH,N
D,DH,AH,S
AH,S,EH,K
AE,P,L,AH
SH,AH,N,Z
R,UW,L,D
AA,K,S,EH
AH,B,AO,R
G,R,AW,N
Y,UW,Z,D
Z,P,AA,R
R,AH,F,S
AH,M,IH,T
M,AY,N,D
AE,T,AO,L
G,AH,V,ER
HH,EH,L,D
AA,B,L,AH
T,R,EY,D
Z,IH,NG,T
D,DH,AE,T
W,IH,L,R
S,EH,D,T
AH,S,IH,N
IY,S,EH,D
IH,N,K,AH
P,AH,T,EH
F,EY,L,IH
R,DH,AE,N
K,AH,M,AH
V,IY,EH,S
W,UH,D,AH
B,AE,NG,K
N,Y,UW,AH
D,UH,R,IH
EH,T,S,AH
R,IY,AH,L
AH,N,IY,EH
R,AA,F,AH
P,R,AA,S
IH,JH,AH,N
HH,AE,V,S
L,B,IY,R
T,R,EH,S
D,EH,N,T
AA,R,M,AH
OW,L,D,Z
HH,OW,P,T
AH,D,EH,T
Z,D,S,IH
M,IH,N,AH
Z,AH,N,D
L,OW,ER,EH
M,IH,N,AH
AH,R,IH,Z
R,JH,AH,S
T,AA,R,T
D,IH,D,N
N,Y,UW,AH
K,Y,AH,T
EY,K,AE,N
L,AH,S,IY
Y,ER,IH,N
N,F,AO,R
D,AA,L,ER
D,EH,T,K
ER,W,UH,D
G,Y,ER,AH
W,IH,K,L
ER,D,IH,T
AH,N,V,ER
R,EH,B,AH
N,T,S,EH
N,Z,W,IH
T,L,IY,AH
R,UW,V,D
IH,R,IY,Z
UW,DH,AH,K
IY,AH,M,IH
P,L,AE,N
D,HH,IY,D
IH,L,K,L
AH,N,S,IH
T,AH,L,D
D,F,AA,R
EY,JH,ER,P
L,G,AE,S
AH,V,G,R
IY,Y,IY,L
V,AH,L,P
L,AE,S,T
EH,N,K,ER
K,S,EH,D
T,IH,T,S
F,IH,SH,AH
G,AH,V,ER
P,R,AY,S
T,M,AH,N
OW,N,D,K
AH,K,EY,T
K,AH,V,ER
N,Z,W,IH
D,Z,IH,N
L,Z,M,AH
AH,JH,M,AH
AH,N,T,R
AH,N,T,IH
T,EY,T,S
N,AA,T,AH
G,IH,N,IH
IY,AH,N,D
W,AA,Z,R
JH,AH,S,T
AH,N,TH,S
V,IH,ZH,AH
L,AE,S,T
N,D,AH,L
M,EH,M,ER
NG,AH,D,EH
AE,N,EH,N
T,UW,R,IY
L,R,IY,K
M,AH,N,T
S,IH,S,T
Z,W,ER,IH
N,R,IY,P
M,M,EY,K
M,ER,SH,AH
AH,B,IH,L
R,AH,S,T
EY,Z,IH,N
UW,CH,EY,N
UW,W,AH,L
L,EH,V,AH
Z,L,AY,K
NG,T,R,EH
EH,K,T,AH
D,T,UW,T
Z,P,R,EH
SH,AH,L,AH
S,EH,D,IH
AH,K,AH,M
IH,S,K,L
V,F,AO,R
D,EY,EH,S
M,AH,N,T
L,AY,T,L
N,S,AH,M
JH,K,AA,P
T,UW,R,AH
F,ER,AH,N
D,EH,K,S
B,AE,NG,K
W,EH,R,R
ER,EY,SH,AH
F,AA,L,IH
T,AH,N,D
F,AY,V,T
N,IH,Z,S
EH,D,IH,T
IY,EH,S,L
IH,K,S,K
ER,S,AH,S
DH,AH,IH,K
K,L,UW,D
B,AH,L,IH
EH,D,DH,AH
AH,TH,ER,D
L,AY,N,D
AH,N,D,S
M,IH,N,AH
AH,B,AH,L
G,R,EH,S
S,AH,B,IH
