a_0,a_1,a_2,class
S,IY,S,T
AH,N,Z,IH
IH,N,DH,AH
K,SH,AH,N
T,UW,B,IY
M,AH,N,T
S,IH,ZH,AH
T,M,AH,N
N,T,AH,T
T,L,IY,S
N,S,UW,M
N,T,AH,N
IH,SH,AH,L
P,EH,T,R
IH,NG,HH,IY
SH,AH,N,Z
D,IH,SH,AH
W,UH,D,S
L,UW,D,IH
T,AH,G,R
D,DH,EH,R
N,D,L,EH
K,W,OW,T
AH,M,IH,S
B,AE,NG,K
OY,L,W,ER
ER,M,AH,N
UW,W,ER,K
T,F,AO,R
L,IY,B,IH
IH,Z,P,R
P,AH,B,L
AH,S,IH,R
S,IH,K,S
Z,S,ER,K
AH,N,S,IY
V,T,UW,S
T,N,EY,M
N,AH,DH,ER
S,JH,AH,M
AY,DH,AH,K
IY,K,W,AH
W,IH,DH,IH
AH,V,ER,M
K,R,IY,S
T,UW,R,IY
T,F,AO,R
M,AH,N,T
S,AH,M,T
IH,K,AO,Z
UH,D,B,IY
AH,N,T,R
IH,SH,AH,L
G,EY,T,S
UH,L,D,T
EH,S,B,AH
R,IY,P,R
AH,K,AH,L
S,T,D,IH
OW,Z,AH,L
OW,N,L,IY
N,S,W,IH
R,JH,AH,S
M,AH,N,D
L,AE,K,AH
EH,T,R,IY
R,IY,S,T
IH,K,S,S
IH,N,D,AH
AA,R,G,AH
T,S,AE,Z
N,D,AH,S
W,IH,L,M
D,IH,NG,IH
AA,M,IH,K
M,B,AH,N
AH,N,UW,L
IY,EY,T,T
L,AY,T,L
EH,F,ER,T
DH,AH,S,T
T,IY,K,AH
P,L,AE,N
L,P,DH,AH
K,AA,Z,D
IH,SH,AH,L
JH,IH,S,T
IY,W,IH,L
EY,JH,ER,S
DH,AH,K,ER
M,L,AE,S
N,S,UW,M
Z,AO,L,S
NG,K,ER,Z
T,S,ER,IH
Z,S,EH,D
R,UW,V,D
S,T,R,IY
AH,V,ER,M
Z,P,AW,ER
K,AW,N,T
K,AW,N,T
S,K,ER,AH
ER,AH,N,T
IH,K,S,T
S,IY,L,IH
R,S,K,R
S,EH,R,AH
N,IH,K,S
D,AH,N,D
F,ER,S,T
IH,V,AY,Z
ER,M,AH,N
IY,S,AO,R
EH,S,R,EH
T,R,AE,K
EY,N,UW,N
D,EH,L,T
ER,D,IY,L
CH,UH,R,AH
AH,Z,AE,D
AH,K,EY,T
AE,NG,K,S
AA,R,AH,N
Z,B,IH,N
R,AH,N,K
T,AA,N,K
R,AH,T,IY
S,T,IH,K
AE,T,DH,AH
S,AO,R,S
N,S,SH,IY
R,EY,T,IH
S,IH,N,S
L,T,ER,N
T,AH,F,R
IH,K,AA,N
AH,D,AA,L
V,K,AE,M
AH,M,DH,AH
JH,IH,NG,R
UW,T,UW,D
Z,W,IH,L
IH,N,F,IH
S,P,AY,T
AH,S,T,R
G,R,OW,ER
L,AE,S,T
DH,IH,S,K
Z,S,T,IH
AH,M,EH,S
AH,N,S,EH
T,EY,T,R
IH,L,Y,AH
K,AH,M,AH
M,AH,N,T
F,UH,L,IY
AH,L,L,IY
UW,AE,N,EH
AH,V,ER,M
IH,NG,P,L
EY,D,IH,D
Z,AE,F,T
L,OW,Z,R
M,OW,M,EH
B,AA,T,AH
S,P,AH,Z
AE,K,T,AH
D,IH,T,D
L,IY,AE,N
IH,V,AH,T
ER,M,EH,S
R,SH,EH,R
D,K,AA,M
UW,IH,NG,AH
T,S,ER,T
IH,M,Y,AH
IH,R,IY,Z
S,AH,V,K
UH,K,DH,AH
N,D,AH,K
Z,AA,R,N
UW,AH,N,T
R,AH,S,T
V,B,EH,S
S,T,B,IH
P,R,AY,S
ER,B,UH,K
W,IH,L,K
NG,L,IH,S
R,AH,S,T
D,IH,N,AH
OW,N,DH,AH
IH,P,AA,R
AH,G,OW,L
Z,EY,SH,AH
EH,D,DH,AH
T,UW,M,IH
L,AY,N,D
AE,N,AE,N
W,AA,Z,N
S,EH,D,AH
T,AA,P,T
AH,Z,B,AH
AH,K,EY,T
N,OW,T,S
AE,NG,K,S
K,T,AA,N
IY,Y,UW,Z
S,AW,T,S
R,AY,ER,M
V,ER,DH,AH
F,ER,M,ER
F,R,AH,M
ER,Z,W,IH
L,AH,G,EH
D,B,IY,K
P,R,EH,S
SH,AH,L,Z
EH,M,B,ER
K,OW,IH,N
M,AH,N,T
ER,AW,N,D
ER,F,AA,L
AH,M,IH,L
S,SH,IY,T
L,Y,UW,D
AH,HH,OW,T
R,AA,P,IH
Z,IH,SH,AH
ER,AH,N,S
AH,N,S,IY
IH,N,W,ER
AH,L,Z,IH
D,EH,F,AH
T,AH,N,S
L,IH,T,IY
B,AE,NG,K
IH,N,D,AH
K,AA,N,AH
EY,N,JH,IH
P,EH,N,D
NG,DH,AH,IH
T,UW,AH,D
AH,D,HH,IH
K,AO,L,D
S,S,T,AH
T,IY,HH,IY
R,AH,D,AH
IH,Z,UW,M
CH,ER,IH,N
B,AE,S,AH
S,CH,EY,N
Z,AH,N,R
N,EH,K,S
S,T,AY,L
N,T,R,AH
Z,AH,DH,ER
AO,TH,ER,AH
M,AH,N,T
AH,B,JH,EH
P,OW,Z,D
T,S,S,EH
AH,N,AH,M
N,AH,S,K
IY,AO,L,S
S,EY,V,IH
ER,P,L,AH
N,EH,K,S
K,L,IY,T
AH,N,AE,N
AA,JH,EH,K
IH,D,AH,T
B,AE,NG,K
S,IH,N,T
R,IH,NG,Z
T,UW,R,IH
R,AE,T,L
R,R,IY,N
T,UW,R,IH
B,EY,S,AH
T,AA,K,S
T,AH,N,D
T,AY,M,T
T,IH,L,AH
CH,DH,AE,T
P,EH,K,T
D,EH,T,IH
K,T,W,AH
W,OW,T,IH
EH,S,T,M
L,OW,F,R
IH,Z,AH,N
S,IY,K,AH
ER,S,T,T
K,AH,T,IH
T,AY,M,AH
EH,N,T,R
IH,M,AH,T
P,AH,Z,IH
R,AH,S,IY
IY,Z,S,IY
N,S,AH,K
AH,T,AY,M
L,N,UW,Z
L,IY,AA,K
AH,N,F,L
L,Z,IH,N
UH,R,AH,T
AO,R,T,IH
IY,G,UH,D
S,P,EY,ER
N,EH,G,AH
N,AH,N,D
L,Z,HH,IY
CH,W,IH,L
L,P,T,AH
S,EH,D,IH
EH,R,R,IH
EH,D,DH,AH
Z,F,AO,R
AH,M,P,EH
IY,T,UW,L
N,M,AA,R
IH,T,AE,L
AH,N,T,R
D,S,EH,D
EY,D,P,R
V,AA,P,ER
F,EH,K,T
R,IY,IH,N
AH,V,DH,AH
DH,AH,K,AH
T,EH,P,T
L,AH,B,AH
L,K,AA,N
UW,S,ER,Z
S,IY,W,AH
T,UW,K,AH
W,IY,T,IH
S,IH,Z,AH
P,AH,N,T
F,L,EH,K
Z,AH,N,D
S,F,AO,R
HH,AE,Z,D
T,IH,L,EH
IH,N,IH,S
D,AH,K,T
Z,R,AH,D
EH,K,AH,M
T,L,IY,N
S,EY,M,EH
AH,S,L,IY
AO,R,S,IH
R,IY,AH,L
IY,Z,IH,N
S,T,AH,M
K,AA,N,T
DH,AH,D,IH
ER,Z,K,L
K,AA,M,EH
ER,IH,JH,AH
OW,ER,D,T
T,M,AH,N
ER,D,IH,Z
T,R,IY,S
T,R,IH,K
EH,K,N,IH
AH,M,AW,N
T,T,ER,M
W,IH,CH,N
T,UW,W,IY
R,AE,K,T
M,AA,R,K
IH,R,B,IH
K,AA,N,T
SH,AH,N,AH
EH,F,AH,S
R,EY,T,IH
AE,L,AH,S
Y,UW,T,ER
SH,AH,N,AH
EH,R,AE,N
F,AO,R,M
T,UW,AH,K
JH,EH,K,T
N,K,R,IY
N,S,EH,D
P,L,IH,T
AH,K,AO,R
AH,N,D,IH
M,P,AH,N
S,T,K,AH
K,AA,N,AH
D,Z,D,IH
DH,IH,N,AH
AA,F,AH,T
N,T,ER,M
P,L,AE,N
AH,N,EH,S
AH,N,T,R
P,AH,N,IY
IY,M,AY,T
AH,K,T,S
AE,N,AH,N
M,ER,SH,AH
G,Y,UW,IH
Y,IH,R,EH
AH,K,AH,M
M,P,AH,N
K,B,AH,T
IH,K,AH,L
NG,K,L,IH
L,OW,N,L
P,AO,R,T
EH,V,AH,L
JH,AH,N,AH
Z,T,UW,L
IY,IH,Z,T
R,G,AH,T
D,W,AA,Z
P,R,AH,M
K,IH,N,T
T,W,UH,D
AH,T,R,AH
IH,V,AH,L
S,AH,CH,AH
S,SH,UH,D
S,T,S,AH
P,IY,CH,L
T,AH,N,D
N,V,ER,T
CH,ER,Z,M
EH,D,D,EH
T,AH,B,AH
EH,S,S,EH
L,N,AA,T
P,R,AH,D
T,S,EH,D
S,D,EH,T
NG,S,IY,M
M,IH,N,AH
AH,M,P,AH
T,UW,P,R
OW,L,D,R
P,IY,P,AH
AO,R,DH,AH
L,AE,N,T
D,IH,D,EH
EH,R,AE,Z
AH,N,D,ER
AE,K,T,S
UW,Z,P,R
P,ER,SH,EH
IH,Z,AH,L
P,ER,CH,AH
AY,AH,S,AH
S,IH,S,T
N,T,S,AH
T,IY,AA,N
D,IH,N,T
R,T,N,ER
IH,L,Y,AH
DH,AE,T,IH
M,AH,N,T
AH,N,D,ER
T,IH,S,IH
AH,N,AA,M
EH,R,Z,T
T,B,AE,K
EH,D,AA,N
P,AE,K,T
EH,D,Z,AH
AA,L,AH,S
AH,L,K,AH
AH,D,IY,Z
D,IY,EH,R
K,W,AH,Z
EH,K,T,R
N,Y,UW,D
T,EY,T,M
N,T,W,IH
AH,N,S,IH
V,IY,AH,S
W,AH,T,IY
OW,L,D,AH
EY,Z,F,R
S,T,R,AH
IY,K,L,IY
AH,N,R,IY
UH,SH,AH,L
ER,SH,EH,R
T,DH,EH,R
AH,N,Z,IH
EH,D,DH,AH
T,AH,D,S
W,IY,K,EH
AA,T,W,IH
M,AH,T,S
AA,M,IH,K
AH,L,K,AH
L,Z,F,R
D,F,R,IY
IH,N,D,AH
Z,D,AH,M
IH,L,OW,K
R,EY,D,S
R,EY,D,ER
IY,R,IY,T
N,AH,V,AH
N,IH,S,T
S,AH,JH,IH
N,D,AH,N
R,AY,T,ER
DH,AH,EH,K
M,AH,N,T
AH,V,ER,M
T,EH,L,AH
R,AH,M,D
N,Y,IH,R
N,IY,S,EH
JH,UW,L,D
HH,OW,L,D
L,AE,S,AH
IH,SH,UW,D
EY,JH,AH,N
DH,AH,K,AH
M,ER,P,R
N,Z,AA,N
EH,JH,AH,S
Z,P,AA,R
ER,V,AH,S
M,M,AO,R
B,IH,Z,N
AE,N,DH,AH
IH,DH,DH,AH
OW,AH,DH,ER
P,L,AE,N
AO,R,AH,N
N,AE,SH,AH
B,L,IH,K
UW,L,Z,R
R,B,IH,T
CH,W,AA,Z
AH,P,EY,T
S,K,IY,M
AH,P,OW,Z
F,R,AO,D
W,IH,CH,K
N,D,ER,IH
M,AH,N,T
S,IY,V,D
T,T,UW,S
V,AH,G,R
EH,N,D,IH
M,AE,N,AH
T,EH,P,AH
N,D,AH,S
IH,K,W,AH
ZH,AH,N,Z
L,EY,T,IH
AA,F,AH,T
T,UW,S,AH
AE,V,IH,T
R,AH,V,IH
AY,D,IH,D
R,V,AY,AH
DH,AH,P,R
D,IH,N,IH
D,EH,K,S
AH,HH,EH,D
AW,N,G,R
N,T,R,AH
SH,AH,N,AH
ER,V,AY,S
S,T,UW,IH
SH,AO,R,T
D,DH,AH,AH
AA,P,SH,AH
D,L,AY,S
K,L,UW,D
V,AH,S,AH
DH,AE,N,IH
L,Y,AH,N
P,AO,R,T
L,IH,P,AH
D,P,AA,L
S,W,IY,K
IY,EH,S,L
AH,HH,IY,R
EH,D,IH,T
P,AE,N,D
Y,UW,AH,L
T,R,AE,N
S,OW,S,EH
R,AH,V,IH
D,B,IY,IH
IH,M,AH,N
Z,AH,V,IH
R,IH,N,T
T,ER,IH,K
T,OW,T,AH
IH,L,Y,AH
R,K,AH,T
N,D,AH,K
AE,T,DH,AH
IH,N,P,R
S,T,AH,M
D,AE,P,L
T,IY,F,IY
N,T,AO,R
N,AW,N,S
EH,R,IY,S
N,D,DH,AH
AH,P,R,IY
AH,B,EH,N
T,HH,AY,ER
ER,P,IH,R
W,AH,Z,IH
EH,K,SH,AH
L,IH,JH,D
P,AH,N,IY
T,F,AY,L
IH,NG,S,K
AA,R,T,IH
AH,L,B,IH
T,S,T,IH
L,Y,AH,N
ER,F,AO,R
B,AE,K,M
ER,EY,T,IH
T,EY,L,M
P,EH,K,T
IY,Z,S,IY
IY,K,AA,M
EY,JH,IH,N
T,IH,V,EH
AY,Z,D,AH
NG,K,IH,T
AH,N,D,IH
F,IH,T,AH
OW,S,T,EH
EH,N,D,AH
R,AO,R,AH
F,R,AH,M
AH,T,IY,Z
EH,K,T,S
IY,IH,K,S
IY,EH,S,N
F,AY,W,EH
W,IH,TH,D
UW,V,D,AH
T,UW,AH,R
AH,N,EH,S
B,IH,Z,N
AH,B,S,IH
S,OW,D,IH
V,Z,AO,L
DH,AH,IH,N
N,D,Z,T
M,OW,M,AH
AH,T,EH,M
IY,M,AH,N
N,AH,G,R
IH,V,ER,D
IH,T,S,M
G,EH,N,AH
EH,L,D,K
M,P,AH,N
M,AH,T,IH
IY,P,AH,N
D,EH,K,AH
AE,T,DH,AH
N,Y,UW,T
D,AH,L,AH
L,EH,N,D
AY,L,D,R
Z,R,EH,K
AH,P,R,AH
AA,R,M,ER
AH,S,T,S
Z,IH,SH,AH
AA,R,K,AH
S,P,AO,R
P,AO,R,T
SH,AH,N,Z
Y,AH,N,AH
Z,T,AE,K
IY,EH,K,AH
IY,S,IH,M
IH,L,Y,AH
EH,K,T,S
IH,R,ER,L
N,S,T,R
IH,SH,AH,L
B,AH,L,R
F,IH,SH,AH
D,AH,F,IH
Z,IH,N,IH
AH,N,S,IY
N,T,L,IY
UW,T,EY,K
AE,F,T,ER
UW,B,IY,AH
AA,M,AH,N
NG,F,R,AH
N,T,AH,L
DH,AH,F,ER
T,UW,T,EH
L,F,IH,N
IH,N,T,R
N,AW,N,IH
AA,M,IH,K
Z,IH,SH,AH
V,S,EH,N
N,T,R,AH
Z,W,ER,K
OW,ER,EH,N
EH,N,T,S
T,UW,S,ER
HH,IY,IH,K
F,AO,R,AH
UW,K,AH,T
IH,G,Y,ER
AH,T,AW,ER
S,W,AY,D
T,W,UH,D
W,EH,R,N
L,K,ER,AH
M,P,AH,N
AH,N,TH,S
AH,M,DH,AH
T,DH,AH,K
S,T,AH,M
K,L,OW,S
DH,AH,K,AH
N,EH,N,T
AH,F,AH,K
ER,IH,JH,D
Z,F,EY,S
IH,K,S,T
AH,AW,T,ER
F,AH,N,D
L,Y,AH,N
ER,IY,P,R
IH,R,Z,AH
D,DH,AH,T
S,AY,D,Z
R,UW,V,R
R,AA,JH,EH
S,EH,D,IH
D,IH,NG,L
T,AO,L,D
AE,T,IH,S
IH,T,IY,S
AA,R,K,AH
AH,V,ER,M
B,AY,DH,AH
P,R,AH,D
ER,M,Z,T
G,OW,DH,AH
AO,R,S,M
R,Z,IH,N
V,R,IY,S
AH,R,AH,K
S,R,AH,K
Y,EH,T,IH
AY,S,AH,Z
ER,M,AH,N
K,T,P,R
AH,V,ER,M
R,AA,S,EH
AH,V,OY,D
R,AY,S,T
T,R,AH,D
AH,N,AH,N
AH,L,G,AH
D,P,AW,ER
IY,EY,SH,AH
OW,S,T,AH
D,AH,N,D
N,CH,T,AH
V,EH,S,T
AE,L,AH,N
N,W,AH,N
AO,L,R,EH
DH,AH,Y,EH
SH,AH,N,T
T,TH,R,IY
R,IY,AH,D
L,AH,B,AH
AH,N,AH,L
OW,IH,T,S
F,AO,R,AH
M,Z,B,IH
UW,R,IH,S
EY,SH,AH,N
K,AE,S,T
G,AH,V,ER
AH,N,Z,AH
P,SH,AH,N
M,D,AE,T
CH,AH,S,AH
D,UW,S,AH
K,W,AH,L
K,AH,N,S
Z,AH,R,IH
L,R,IY,S
V,EH,S,T
S,F,AO,R
T,IH,F,IH
T,AH,N,D
IH,L,Y,AH
AH,K,AW,N
S,T,AA,L
AH,M,Z,AH
Z,N,OW,D
Y,UW,AH,L
IY,M,AH,N
EY,T,AH,D
T,R,AY,T
N,D,AE,N
DH,AH,G,AH
JH,UW,L,IH
IH,N,T,ER
R,AE,F,T
AH,K,AO,R
S,T,AE,N
Z,F,IY,L
D,B,AY,AH
IH,L,B,IY
D,AE,N,IH
UW,D,OY,L
IH,N,DH,AH
IY,JH,AH,N
W,ER,IH,N
W,IY,K,IH
S,AH,N,D
S,K,AE,N
UW,V,M,AH
CH,K,UH,D
M,AA,R,K
S,EH,V,R
M,AH,N,T
N,DH,AH,S
AA,N,DH,AH
T,DH,AH,S
HH,IY,S,EH
AH,T,ER,Z
D,DH,AH,S
AH,NG,G,AH
R,AH,D,AH
AH,M,DH,AH
T,L,AO,S
S,F,AH,N
AH,N,T,AH
G,AH,L,AH
K,AA,S,T
L,OW,V,ER
L,IH,T,IY
T,S,P,EH
IH,K,T,AH
SH,AH,N,AH
T,F,AO,R
D,B,UH,L
L,IH,S,T
AO,R,R,IY
IH,T,S,T
HH,AY,N,D
T,F,AO,R
T,S,AH,N
G,R,EY,T
SH,EH,R,Z
DH,AH,K,ER
EY,K,IH,N
D,R,IY,S
D,Z,F,R
S,F,ER,M
Z,DH,AE,T
M,P,AH,L
K,S,P,L
B,AE,NG,K
OW,V,ER,R
AH,F,AO,R
IY,AH,N,D
AO,S,S,T
T,R,IH,K
L,AY,N,IH
R,M,AO,R
NG,DH,AE,T
S,AH,B,S
AH,V,HH,IH
D,ER,EH,K
M,AH,N,T
D,P,AY,L
IH,SH,AH,L
T,W,IH,L
W,IH,CH,S
AA,R,T,S
N,D,AH,D
AH,B,R,IY
AH,K,T,L
N,IH,Z,S
AH,Y,IH,R
N,AH,JH,M
T,UW,B,IH
AE,K,S,K
R,Y,UW,R
M,AH,N,T
AH,N,AH,T
OW,IH,NG,K
R,D,IH,L
JH,AH,S,T
HH,OW,L,D
Z,AH,N,D
DH,DH,AH,R
AH,L,T,R
AH,V,S,IH
N,V,EH,S
N,T,K,AH
AH,M,R,IH
F,AO,R,AH
DH,AH,D,IH
AH,S,IH,S
L,P,T,AH
N,AH,DH,ER
N,D,AH,D
AY,S,AH,Z
D,IH,V,EH
F,AE,T,S
T,DH,AE,T
T,W,IY,K
D,M,IH,N
W,IH,DH,R
M,AH,T,IH
N,T,UW,AH
K,S,T,EH
N,T,IH,N
P,M,AH,N
T,B,AY,M
G,R,IY,M
AH,S,T,R
T,IH,Z,EH
IH,K,IH,N
K,SH,AH,N
N,P,R,AH
Z,HH,AA,R
EH,S,T,ER
AH,N,Z,S
UW,IH,K,S
T,UW,D,IH
G,AH,T,R
R,EH,V,AH
AH,B,L,IH
DH,AH,ER,L
R,S,P,EH
L,S,ER,IY
IH,S,T,R
AH,S,EY,M
AH,T,R,IH
N,L,IY,AH
ER,S,AY,Z
G,M,AH,N
SH,AH,N,T
IH,N,IH,N
AH,F,ER,S
M,ER,R,IY
S,P,OW,K
EH,N,S,T
S,T,EY,T
S,W,ER,S
V,EH,S,T
HH,AE,D,R
SH,AH,N,AH
G,IH,V,AH
W,IY,W,IH
IY,JH,IH,K
D,DH,AH,M
OW,K,AO,L
T,K,L,IH
K,T,DH,AH
L,D,IH,T
R,AH,G,R
ER,DH,AH,L
IH,N,AW,ER
AW,N,D,Z
N,SH,AO,R
JH,D,W,EH
K,IH,NG,T
EY,D,IH,N
EH,N,SH,AH
T,AH,Z,IH
EY,SH,AH,N
L,Y,UW,M
R,OW,G,R
L,IY,IH,M
Z,F,AH,N
IY,AH,N,D
D,HH,AE,D
T,R,EY,D
S,T,IH,N
S,P,AO,R
AO,SH,AH,S
EH,M,AH,K
NG,AA,N,T
P,IY,D,AH
B,AH,B,L
L,OW,N,Z
M,L,OW,N
M,AH,N,T
V,M,EY,D
N,D,IH,N
AH,N,D,AH
K,OY,L,L
D,IH,NG,T
T,DH,AH,IH
AH,D,AH,K
N,V,EH,S
T,AY,M,Z
P,AH,N,IY
D,AH,N,EH
S,T,Y,IH
P,L,AH,K
R,EY,T,D
AH,N,IH,K
ER,M,AH,N
IH,D,AE,T
IH,S,T,AH
SH,IY,EY,T
L,AH,G,EH
IY,W,UH,D
Z,N,AA,T
AH,P,ER,T
AO,R,IH,N
S,EH,N,T
L,F,AH,N
N,D,ER,EH
T,EH,N,D
K,SH,AH,N
IH,L,Y,AH
AH,N,IY,M
T,D,AW,N
S,M,AO,L
UH,D,HH,EH
S,T,AA,K
SH,AH,N,T
IH,M,EY,N
AW,IH,K,S
AH,DH,ER,IH
B,IY,R,IY
R,G,AH,N
V,ER,M,AH
Z,S,AH,L
IY,EH,K,S
D,AA,L,ER
IH,T,S,R
AH,P,T,K
EH,K,T,IH
S,IY,V,D
AH,N,T,AH
AH,L,AY,S
AH,K,AH,M
AA,K,P,R
S,T,AO,R
EH,N,SH,AH
EH,R,AH,L
B,AO,R,D
P,IY,P,AH
T,L,AY,N
S,F,AO,R
AH,M,IH,D
G,AE,S,L
R,IH,D,IY
B,AH,L,IH
P,L,IH,N
S,AE,N,T
IH,N,W,ER
UW,N,Y,AH
N,ER,IY,AH
T,ER,M,R
D,Z,HH,IY
ER,IY,D,EH
IY,AA,D,IH
UW,N,D,EH
IH,L,B,IY
AA,JH,EH,K
N,D,IH,K
N,AH,S,T
D,W,EY,T
EH,D,AH,T
AH,N,TH,S
ER,L,IY,ER
IY,D,Z,AH
AH,L,IH,K
S,IH,S,T
UW,AO,F,ER
UW,W,EH,R
AH,K,AH,L
N,DH,IH,S
M,EH,ZH,ER
S,EH,D,IH
R,EY,K,D
S,OY,L,M
NG,EH,JH,AH
R,EY,Z,IH
DH,ER,Z,S
L,EH,R,AH
OW,F,AO,R
V,EY,L,AH
T,ER,Z,IH
K,R,IY,S
UW,JH,EH,N
NG,K,R,AH
IH,K,W,EH
DH,AH,D,AH
ER,B,IH,M
K,EY,SH,AH
R,T,S,EH
AH,D,UW,S
Z,AO,L,S
IY,IH,G,Z
IY,W,AO,R
OY,L,P,R
K,W,AY,ER
AH,N,AH,L
T,EY,T,S
N,T,ER,M
OW,L,D,ER
HH,OW,L,D
L,AO,S,AH
S,OY,L,M
L,M,IH,N
IH,NG,IH,N
IY,AH,D,T
IY,T,AW,ER
AH,L,UW,M
D,IH,N,IH
AH,N,IY,T
T,UW,DH,AH
AE,T,W,IY
D,AH,N,D
ER,L,IY,IH
AH,L,AE,N
R,IH,NG,M
IY,W,AA,Z
IY,S,EH,D
R,OW,D,S
DH,ER,R,IH
EY,T,IH,D
IY,S,EH,K
W,IH,CH,T
AE,N,AE,N
K,AH,N,T
F,AO,R,D
OW,L,D,ER
K,AE,S,T
L,Y,AH,N
JH,EH,N,ER
M,EH,T,AH
AH,N,D,AH
N,OW,P,L
UH,R,AH,T
UW,K,AH,M
IY,L,AE,S
T,M,AA,R
R,EY,SH,AH
IY,AH,S,IH
AE,Z,AE,N
R,ER,L,IY
JH,AH,V,AH
F,ER,M,IH
EH,JH,AH,D
AA,P,SH,AH
AH,N,D,IH
S,P,IH,N
AH,P,OW,Z
IH,CH,IH,T
R,IH,Z,ER
D,AH,S,T
L,OW,AH,N
N,D,AA,N
L,AW,T,S
UW,N,AH,T
AA,R,G,AH
W,IH,DH,AH
D,AO,L,S
P,EH,R,D
L,IH,T,IY
T,S,W,ER
K,EH,P,T
D,D,EY,R
AA,F,AH,T
AE,K,S,AH
IY,JH,ER,Z
AH,N,AH,L
EH,N,SH,AH
S,EH,D,IH
T,DH,AE,T
AH,P,AO,R
DH,AH,R,IH
AH,D,IY,Z
AH,JH,IH,Z
K,AH,N,S
UW,D,Z,T
T,M,AH,N
N,T,S,EH
UW,AO,F,S
AA,N,DH,AH
T,HH,AW,M
Z,M,EY,D
B,IY,N,EH
OW,S,T,D
B,IH,L,Z
IH,L,Z,T
AH,T,IY,AH
AE,K,S,EH
AH,L,T,S
V,IY,EH,S
IH,T,S,EH
K,S,M,AH
K,R,AH,T
D,IH,T,D
F,ER,S,T
T,UW,P,R
AO,F,ER,EH
M,EH,S,AH
IH,V,AY,Z
S,IH,K,S
T,AH,D,IH
T,UW,B,IY
AW,N,T,ER
P,ER,M,AH
B,AH,T,K
S,V,AY,R
N,D,DH,AH
DH,AH,HH,IY
EH,D,DH,AH
AH,T,OW,T
NG,F,ER,M
Z,AH,D,EH
S,OW,AH,T
T,EH,N,D
L,IH,T,AH
AH,F,ER,S
IY,M,AH,T
AO,R,DH,AH
UW,P,R,AH
EH,R,IY,AH
W,IH,L,K
IH,P,EH,N
OW,N,L,IY
G,Z,EH,K
IH,M,EY,N
T,AH,V,D
AH,P,T,IH
T,ER,T,R
AH,S,T,EH
IY,HH,OW,L
N,T,R,AH
R,IY,S,AH
ER,S,EH,D
L,B,AH,T
AH,M,P,AH
Z,IH,N,D
IY,S,AO,R
OW,ZH,ER,N
JH,P,OY,N
T,M,AH,N
N,L,EH,N
Z,B,IH,N
R,DH,AH,L
IY,D,DH,AH
Z,AE,Z,L
N,AA,T,IH
UH,D,AE,D
R,AE,V,AH
DH,EY,AA,R
AH,JH,ER,AH
N,B,AA,N
N,AE,N,S
S,AH,N,T
Z,K,AA,N
AH,T,IY,Z
UW,OW,V,ER
EH,K,T,AH
W,AA,Z,IH
N,D,AH,N
S,T,ER,L
IH,K,S,T
AH,N,T,M
T,N,IY,D
L,F,AO,R
N,DH,AH,M
AH,M,P,AH
M,EH,N,T
DH,AH,P,ER
K,T,F,R
S,EH,T,AH
AO,R,S,ER
OW,K,AH,L
N,V,EH,S
K,CH,ER,AH
AH,L,K,AH
N,D,W,AH
AH,F,UH,L
R,AY,S,AH
D,N,AA,T
K,AH,N,T
K,AA,N,AH
W,IH,L,AH
IH,T,S,T
IH,N,DH,AH
IH,L,B,IY
UW,D,IH,N
SH,EH,R,Z
IH,DH,IH,N
K,S,IH,N
Y,UW,AH,L
EH,M,B,ER
AH,N,AA,M
N,JH,ER,AH
D,IH,V,EH
T,W,IY,N
EH,K,S,T
S,T,S,AH
P,L,AH,M
AH,N,D,L
CH,IH,Z,IH
DH,ER,D,IH
AH,V,ER,M
AA,N,DH,AH
AA,R,D,Z
R,IH,T,ER
IY,AH,W,ER
M,T,AH,D
AY,T,AH,D
AH,V,EH,K
AH,N,D,M
EH,D,IH,T
R,Z,B,IY
AA,P,T,AH
D,EH,L,T
IY,P,AO,R
N,S,T,AH
T,F,IH,S
R,IH,K,S
DH,AH,K,IY
AH,S,AH,T
AH,S,AH,D
P,HH,EH,D
EY,T,S,S
ER,T,AH,Z
T,AH,Z,M
V,D,ER,EH
EH,K,T,D
AO,F,ER,D
IY,OW,S,T
IH,NG,S,AH
D,IH,N,S
AY,K,B,AH
AH,K,AO,R
AH,M,P,AH
S,T,S,T
EY,K,AH,K
D,ER,Z,T
P,R,IH,N
S,R,IH,K
AA,T,IH,K
N,S,AH,L
D,DH,AE,T
D,S,IH,N
L,AY,G,R
R,G,AH,T
T,L,IH,K
K,W,IH,D
N,AH,M,AH
D,Z,AH,M
ER,M,AH,N
AH,N,T,R
M,AH,N,D
IY,AH,V,AH
L,AE,N,T
T,AE,K,S
IH,L,Y,AH
DH,EY,S,EH
CH,EY,N,AH
AE,F,T,ER
IH,F,DH,AH
D,AH,M,EH
AY,N,AH,S
K,W,AH,L
R,IH,N,S
OY,N,T,S
T,R,EY,N
EH,N,D,IH
Z,F,R,AH
T,K,ER,AH
K,W,AO,R
R,T,ER,Z
M,P,EH,R
AH,Y,IH,R
AH,N,F,R
D,K,AH,N
R,B,IH,T
AA,R,IH,N
N,R,IY,Z
Z,AH,B,AH
B,AH,L,IH
K,F,AO,R
AH,N,D,N
EH,S,AH,K
R,AH,T,IY
P,R,AA,K
AE,S,T,S
