a_0,a_1,a_2,class
K,SH,AH,N
DH,AH,SH,EH
ER,ZH,AH,N
F,EH,K,T
IY,IH,Z,S
S,IH,T,IY
EH,S,S,T
D,IH,T,IH
L,EH,N,D
EH,N,D,IH
K,W,OW,T
L,IH,S,T
CH,S,P,R
DH,AH,L,EH
UH,SH,AH,L
IY,AH,N,D
T,R,AH,S
W,UH,D,R
AA,R,K,T
R,Y,IY,L
K,ER,W,IH
IH,S,K,AH
K,AW,N,S
N,AH,L,IY
AH,N,AE,N
S,IH,N,S
T,K,AE,N
B,IH,K,AH
L,AH,K,AH
B,IY,R,IY
F,AO,R,D
Y,IH,R,Z
AY,S,AH,N
N,AA,S,T
IH,T,W,IH
W,AA,Z,IH
D,IY,EH,R
M,P,AH,N
IY,AH,S,EH
K,AO,R,T
AH,F,AY,D
AA,M,AH,N
AA,R,DH,IH
AH,V,DH,AH
EH,D,IH,N
AY,Z,D,K
B,IY,G,EH
L,EH,K,T
IY,F,AO,R
IY,IH,Z,AH
T,AE,N,D
IH,Z,N,AH
P,R,AH,D
AW,N,JH,EH
AY,N,ER,Z
L,EH,D,D
EH,N,D,AH
N,D,D,AH
ER,R,IH,T
B,AY,DH,AH
V,IH,T,S
S,EH,D,IH
D,IY,Z,AH
AH,L,AW,AH
P,AH,B,L
Z,T,UW,AH
EY,SH,AH,N
EY,D,AA,N
AH,N,IY,S
CH,AY,Z,D
M,AH,N,T
AH,M,IH,S
D,N,OW,L
K,L,EH,R
D,AH,S,T
K,T,AH,D
EH,D,IH,T
EH,S,S,T
G,R,EY,N
V,IH,JH,AH
AH,G,EH,N
S,M,AH,N
AH,V,DH,AH
T,AH,M,AH
AH,M,AH,T
R,IY,T,EH
IH,T,S,N
ER,AH,N,T
DH,OW,Z,N
N,AH,JH,IH
Z,F,AO,R
P,OW,K,AH
AO,R,M,AH
T,UW,DH,AH
R,AH,JH,EH
ER,T,AH,N
P,L,AE,T
P,AO,R,T
N,D,IH,N
L,AE,N,D
IY,V,AA,L
N,AH,N,T
EY,D,IH,N
N,AW,N,S
T,S,AA,R
N,AH,M,IY
N,T,IH,N
K,Y,AH,T
IH,T,F,IY
IH,T,DH,AH
AH,B,AH,L
UH,D,B,IY
N,S,EH,D
EY,T,AA,N
SH,EH,R,Z
DH,AE,T,IH
N,AH,B,AH
T,S,EH,K
T,W,UH,D
AH,R,EY,L
R,AH,S,T
N,S,AA,L
IY,AH,S,L
N,AW,N,S
DH,AE,T,IH
TH,IY,AH,T
ER,Y,UW,N
L,IY,S,IH
UW,T,EY,K
W,IH,DH,R
R,AA,V,AH
HH,AE,Z,R
IH,NG,AO,L
IY,HH,OW,L
AH,M,IH,T
NG,K,AE,D
N,UW,K,AH
M,AH,N,T
T,W,UH,D
K,T,DH,AH
P,R,AA,S
AH,N,TH,L
T,AH,T,IH
K,V,AY,AH
D,AH,N,T
L,IH,S,T
D,IH,P,EH
P,R,AE,K
AW,D,DH,AH
S,IH,N,D
AO,R,IY,Z
IH,R,EH,N
S,T,T,AH
AE,N,Y,EH
D,R,IY,K
NG,JH,OY,N
T,W,IH,L
AE,Z,B,IH
IH,K,SH,AH
M,P,R,IY
P,Y,AH,L
AH,N,D,IH
AH,N,T,L
HH,IY,W,IH
SH,AH,N,Z
AH,Y,IH,R
R,D,W,IH
T,AE,K,S
L,OW,K,AH
ER,D,AO,L
AA,N,D,Z
IH,L,B,IY
IY,D,IH,K
IH,T,EY,L
EH,K,T,AH
S,F,AO,R
IY,AH,M,AH
AH,S,AH,N
D,F,AO,R
OW,EH,L,S
T,R,EH,S
F,ER,S,T
IH,K,W,AH
V,ER,DH,AH
N,D,R,IY
T,HH,AE,Z
UW,P,AO,N
N,Y,IH,R
N,AE,N,EH
IY,OW,IH,Z
IH,L,EH,K
G,EH,R,AH
S,AH,V,K
K,F,UH,L
R,UW,P,AH
R,T,S,AH
DH,AH,K,R
L,IH,NG,K
F,AO,R,N
W,AA,Z,S
N,T,S,AH
T,R,EY,T
T,T,UW,T
IH,S,K,AH
AH,D,AE,S
V,F,AH,N
F,AO,R,IH
AH,P,R,IY
AH,N,S,IH
N,DH,OW,IH
V,EY,SH,AH
NG,W,EH,L
AA,M,IH,K
W,UH,D,S
D,M,AY,T
AH,T,S,IH
EH,F,AH,S
B,AE,NG,K
N,AE,N,S
R,IH,Z,AH
AH,V,B,IH
S,T,M,AH
K,EY,SH,AH
M,AH,N,IY
N,S,T,R
UW,EH,N,D
N,D,IH,N
AE,R,AH,L
JH,D,DH,AH
K,OW,S,T
IH,N,S,T
EH,R,IY,R
AH,N,D,S
EH,N,D,IH
K,S,P,EH
N,P,R,IY
N,T,R,AH
W,EY,S,IH
T,ER,M,AH
R,EH,S,T
L,AH,F,EH
UW,P,UH,T
S,P,L,IH
UW,K,R,AH
S,T,IH,D
S,IH,NG,T
Z,W,IH,L
AH,N,S,IH
IY,M,AH,N
EY,SH,AH,N
Z,P,R,AH
T,AH,D,IH
S,R,IH,Z
S,W,UH,D
R,Y,EH,N
OW,S,D,AH
IH,N,T,S
L,AE,S,T
UW,EY,SH,AH
T,IH,N,T
K,AH,N,S
B,IY,IH,N
N,S,DH,AH
D,IH,V,IH
P,L,AE,N
AY,M,EH,R
L,IH,M,AH
AH,M,P,AH
AH,M,P,R
V,IY,EH,S
AH,D,IY,L
IH,HH,AY,N
R,IY,S,T
M,AH,N,T
OW,V,ER,AH
L,IY,OW,N
N,K,ER,IH
IH,K,S,IH
UW,ER,AW,N
EH,N,S,T
JH,AH,N,AH
F,EH,K,T
AA,N,EH,N
M,P,T,IH
T,ER,AH,N
N,T,ER,IY
IH,Z,AY,N
IH,F,T,IH
N,D,AE,N
IH,T,EH,S
AH,N,AE,N
D,IH,T,S
AH,M,IH,S
AH,T,IY,AH
S,EH,D,IH
AH,S,AH,Z
P,ER,CH,AH
K,S,M,AH
AE,NG,K,D
AH,W,AY,N
AH,N,D,S
NG,EH,N,IY
EH,N,DH,AH
D,IH,V,IH
DH,V,EH,R
IH,NG,W,IH
S,SH,IY,T
IH,L,R,IH
AH,K,ER,D
M,AH,N,T
K,L,IY,IH
S,AY,AH,T
AA,M,P,AH
IH,R,L,IY
F,IH,SH,AH
D,IH,T,S
N,T,DH,AH
L,Y,IH,R
IH,T,IH,Z
D,HH,IY,S
D,IH,S,T
P,L,IH,T
Z,W,IH,L
B,IH,Z,N
R,IY,M,AH
N,T,ER,N
EH,D,G,R
UW,AH,L,IY
UW,T,EY,K
IH,NG,R,IH
IH,NG,G,R
T,R,AA,N
IH,S,T,AH
S,AH,N,D
AH,N,S,T
T,UW,R,IY
AH,G,R,IY
N,AH,S,EH
IH,Z,JH,AH
DH,AH,L,IH
AE,NG,K,S
N,K,AA,N
DH,AH,M,AH
ER,AH,N,T
EY,K,IH,N
T,UW,B,IY
M,AH,N,AH
IY,S,AH,N
AH,JH,IH,N
CH,T,DH,AH
AO,R,D,S
Z,HH,AE,D
D,P,AH,T
AE,N,AE,N
IY,M,AH,N
N,IH,T,S
D,DH,AH,D
T,ER,N,D
N,AE,SH,AH
R,IY,AH,N
AA,T,IH,K
S,R,IH,Z
T,ER,S,EH
F,EH,N,D
N,IH,F,IH
L,EH,K,T
IY,D,Z,AH
ER,T,AH,N
AO,R,TH,K
G,EY,N,AH
AH,N,SH,EH
P,AH,N,IY
EH,D,DH,AH
K,EY,SH,AH
CH,ER,Z,AH
IY,K,R,EH
AA,R,B,IH
AH,W,AH,L
R,IH,D,IY
IY,AA,D,IH
EH,D,DH,AH
AH,N,S,T
AA,M,AH,N
D,AH,V,IH
N,T,IH,N
M,K,AH,N
HH,OW,M,L
AH,N,T,R
AH,P,R,AH
AH,N,P,R
EH,K,S,T
ER,M,IY,N
AH,S,AH,K
K,AO,L,D
S,T,AA,K
EH,N,T,D
N,S,EH,N
R,Z,W,IH
OY,N,T,S
HH,IY,S,EH
ER,IH,NG,AH
K,AE,R,IY
IY,ER,R,IY
R,IY,AH,S
T,IH,V,Z
N,S,AH,S
D,DH,AH,S
M,AH,N,T
AH,T,S,EH
R,D,EH,K
UW,DH,AH,IH
ER,S,T,AH
AA,K,P,R
DH,AH,ER,IH
AY,V,Y,IH
AE,N,OW,N
AO,R,D,AH
K,W,AO,R
AH,N,T,L
R,AY,S,T
P,R,EY,Z
AH,V,IH,T
V,OW,T,IH
N,T,R,IY
N,T,R,IY
AE,D,D,IH
AH,P,OW,Z
L,Z,IH,T
T,DH,AH,S
ER,F,EY,L
D,IH,NG,K
IY,K,W,IH
W,AH,N,S
AH,K,AO,R
R,K,AH,T
ER,AW,N,D
T,AO,R,IY
R,M,AH,N
IH,R,AH,S
IH,CH,B,IH
AE,N,D,AH
AH,G,R,IY
R,AH,S,IY
T,S,EH,D
S,IY,Z,T
S,P,AO,R
IY,B,IY,D
IY,Y,AA,L
F,ER,S,T
SH,AH,N,AH
CH,IY,P,D
K,T,W,IH
EY,T,S,AH
AH,G,EH,N
AH,P,OW,Z
D,EH,T,T
R,EH,V,AH
K,B,IH,L
B,AE,NG,K
EH,N,IY,AH
M,EY,K,IH
S,T,K,AH
IH,S,Y,IH
L,AH,V,IH
F,ER,IH,Z
AH,M,AH,T
V,L,IH,K
F,AO,R,S
AH,V,TH,R
R,K,AH,T
B,IY,B,AH
R,IY,M,AH
B,AE,NG,K
ER,DH,IH,S
Z,DH,AE,T
UH,D,B,IY
M,AY,IH,K
HH,AY,L,IY
L,T,UW,EH
NG,DH,AH,IH
S,M,AY,T
AE,NG,K,S
L,AH,T,S
S,T,IH,T
IH,G,Z,IH
AH,K,W,AH
T,DH,AH,EH
R,IH,K,T
UW,N,AH,T
EH,S,P,R
AH,F,AO,L
N,T,L,IY
P,ER,EH,R
AH,V,AY,D
UW,AH,CH,IY
DH,AH,K,AH
D,AH,D,T
IH,T,IY,K
EY,S,EH,D
IY,N,OW,N
AH,F,ER,S
T,ER,DH,AH
IH,N,K,R
T,K,UH,D
EY,Z,P,R
IY,DH,AE,T
DH,AH,G,AH
AH,B,L,IY
R,IY,S,AH
N,ER,SH,IH
S,T,R,IY
R,AE,K,T
AA,N,T,R
AA,R,K,AH
IH,T,S,K
F,IH,K,S
L,S,EH,L
AE,D,D,R
V,AH,L,IY
R,HH,OW,L
AW,N,F,R
N,IH,T,S
V,IY,EH,S
ER,F,AO,R
T,AH,N,S
S,R,AY,T
AH,N,TH,S
R,IY,M,AH
R,AE,K,T
SH,EH,R,Z
N,AA,N,K
EH,D,IH,T
B,AH,L,K
P,R,IH,Z
DH,AH,ER,N
AH,K,AO,R
DH,AE,N,T
EH,R,Z,IH
W,AY,L,R
DH,AH,IH,N
G,AH,Z,IY
Z,AO,L,S
T,AA,K,IH
SH,AH,N,Z
EY,N,IH,N
AA,N,T,R
AA,K,B,R
AO,R,AH,N
T,UW,M,EH
T,AO,K,S
D,IH,SH,AH
IH,NG,B,AH
IH,SH,T,AH
L,IY,DH,AH
UW,IH,N,T
S,T,S,S
L,IY,T,IH
L,AE,S,T
AH,T,EH,S
S,IY,EH,S
Z,F,R,AH
N,T,IH,N
AH,S,S,T
N,AH,T,EH
M,AH,N,S
F,AO,R,AH
T,W,EH,L
AH,T,EH,N
D,IH,F,IH
T,IY,S,T
AE,N,SH,AH
EY,T,S,AH
N,D,B,L
AH,S,IH,K
ER,EY,SH,AH
Z,AH,V,IH
JH,D,DH,AH
ER,IH,T,S
R,IH,Z,EH
L,IH,T,AH
IH,NG,K,IH
F,EH,K,T
T,S,JH,AH
IY,V,AA,L
IH,N,V,EH
R,AA,F,AH
N,D,R,AH
N,W,AA,Z
B,AH,L,L
AY,R,IH,Z
V,EH,S,T
D,M,OW,S
D,S,AO,T
B,IH,N,S
L,M,IY,T
OW,P,R,IY
T,L,AY,N
AO,S,AH,Z
IH,T,S,AH
EH,F,ER,AH
L,EH,K,S
HH,AW,M,EH
K,AO,R,D
IH,F,AH,K
UW,Z,D,T
D,ER,DH,AH
K,S,IH,N
M,F,AH,N
IH,SH,AH,N
T,AO,R,D
UH,D,B,IY
V,N,OW,R
AA,R,T,IH
AH,N,IH,N
S,G,AY,Z
ER,Z,W,IH
AA,S,AH,K
D,F,AO,R
DH,AH,K,AH
T,AH,V,D
L,AO,S,AH
OW,S,P,EH
K,W,IH,L
T,UW,AH,N
R,AH,M,AH
IH,SH,AH,N
N,T,S,IH
OW,N,K,AH
N,K,AH,S
Z,D,EH,T
AE,S,AH,N
M,AH,N,IY
T,UW,D,IH
UW,S,EH,L
AH,D,AH,Z
D,B,IY,L
K,AA,N,T
AH,V,EH,N
DH,AE,T,IH
L,S,EH,D
EH,N,SH,AH
EY,HH,AE,D
ER,AH,N,T
L,W,AA,Z
N,EH,K,S
S,P,EH,N
IY,S,EH,D
K,L,UW,D
IH,V,ER,IY
IH,S,IH,T
T,R,IY,Z
TH,IH,NG,T
AY,Y,IY,L
IH,TH,AW,T
AA,R,K,AH
S,T,IH,D
ER,K,ER,Z
HH,AA,G,Z
N,D,AH,K
T,L,IY,IH
L,OW,ER,IH
R,T,S,T
EH,S,AW,T
N,AA,N,L
T,UW,P,R
N,S,B,IH
N,SH,UH,R
UH,R,AH,N
G,Y,AH,L
AH,N,T,AH
IY,K,S,T
Z,K,AH,N
ER,D,Y,IH
AH,F,ER,D
EH,K,T,IH
IY,K,N,AH
EH,L,D,AH
N,D,AH,D
R,AY,S,T
K,S,AA,R
OW,Z,AH,L
T,DH,AE,T
EY,S,AH,Z
OW,N,L,IY
N,OW,P,AH
D,JH,OY,N
OW,Z,D,T
N,AH,S,T
S,T,T,R
EY,S,DH,AH
W,IH,CH,AH
JH,AH,Z,L
UW,CH,ER,IH
JH,ER,IH,N
D,AE,K,T
D,EH,K,S
G,ER,P,R
ER,AH,L,EH
AA,V,AH,N
AW,T,IH,N
B,IY,W,IH
N,OW,T,S
N,CH,EY,N
N,T,R,IY
DH,EY,IH,K
AY,T,T,R
S,OW,EH,N
ER,S,AY,Z
HH,OW,L,D
S,IY,Z,K
N,T,S,IH
AA,N,IH,K
L,AE,N,Z
D,IY,AH,T
Y,EH,S,T
T,W,EH,N
IH,S,EH,K
T,UW,G,IH
V,ER,T,AH
K,L,OW,Z
IH,NG,K,IH
V,DH,AH,N
S,T,S,T
IY,Z,IH,N
NG,K,T,T
TH,M,EH,T
NG,L,AE,S
IH,NG,EH,R
Z,F,R,AH
UW,P,AO,N
T,R,AH,S
P,T,DH,AH
F,ER,M,EH
AO,R,M,AH
AE,Z,IH,N
R,IY,V,IY
IY,EH,S,R
AE,D,B,IH
AH,B,AO,R
R,AA,F,AH
L,AE,S,T
AH,N,IY,Z
N,T,EH,S
IH,T,IY,R
V,AY,D,AH
AH,N,T,D
V,L,AE,S
JH,IH,T,D
S,Y,IH,R
IH,DH,S,T
N,IH,R,D
AY,ER,D,T
JH,M,AH,N
K,AA,N,AH
EY,N,B,IH
M,AH,L,L
N,AH,N,D
AH,T,AE,D
DH,IH,N,K
R,EH,S,N
AO,R,M,IY
D,ER,K,R
AH,L,AW,L
T,UW,D,IH
D,IH,S,K
AH,N,W,IH
AH,L,M,AH
AH,K,AO,R
R,AH,T,IY
UH,D,B,IY
AH,N,EH,R
M,P,L,IY
N,Z,B,IY
IH,V,DH,AH
S,AH,B,IH
EH,T,IH,N
T,R,AH,S
N,EH,K,S
N,ER,AH,L
AE,Z,EH,S
Z,D,W,AH
L,T,IH,D
P,AO,R,T
AH,V,TH,R
AH,T,AH,L
IH,G,Z,EH
V,ER,T,T
IH,S,P,EH
AH,V,DH,AH
IH,N,R,IH
P,EY,M,AH
K,AE,SH,IH
N,UW,L,IY
R,AH,N,AH
IH,K,AH,N
AH,N,S,EH
AH,N,D,IH
T,UW,K,AH
T,M,AH,N
R,OW,TH,AH
AA,R,JH,AH
HH,EH,L,D
Z,N,AH,S
Z,IH,T,S
K,AH,N,D
IY,T,Y,EH
AH,AH,JH,AH
P,R,AY,S
D,P,R,IH
S,EH,D,IH
AO,R,D,AH
DH,AH,K,AH
AH,HH,EH,L
M,K,R,EH
M,EH,N,T
N,OW,T,AH
DH,AO,R,D
SH,IY,EY,T
AH,N,S,AH
R,F,R,IY
IH,T,IH,D
Z,AH,N,D
UW,L,EH,N
AH,S,AO,R
IH,NG,R,IY
N,ER,AH,L
M,F,AO,R
N,T,IH,K
T,AE,K,S
HH,AY,ER,T
JH,IH,T,K
AH,V,IH,T
K,AH,S,IY
IH,N,D,AH
F,EH,K,T
N,S,IH,D
M,R,IY,T
V,D,IH,S
IH,T,IH,D
N,IH,SH,AH
M,AH,N,T
T,R,AE,T
ER,D,DH,AH
R,S,K,IH
N,D,IH,D
R,IY,S,T
L,S,OW,S
ER,S,IH,N
S,F,EH,L
IY,B,IH,L
L,S,EH,D
N,TH,L,IY
EY,N,JH,D
AH,M,P,L
P,AH,N,IY
S,M,AH,N
Z,AA,R,N
T,DH,AE,T
M,AA,D,AH
D,AE,F,T
AH,N,AE,N
AH,M,AH,N
AH,M,W,IH
R,EY,T,S
L,N,EH,K
V,DH,AH,K
AO,R,P,R
CH,ER,IH,T
DH,EH,R,S
V,S,IH,K
L,OW,ER,IH
T,S,P,R
D,IH,L,IH
B,AY,N,D
AH,D,UW,S
K,S,IH,N
AA,N,S,T
R,AE,N,Z
N,D,S,EH
T,F,AO,R
V,IH,T,S
IY,S,EH,D
M,AA,R,K
S,T,AO,L
T,HH,AE,Z
D,EH,T,AH
NG,IH,N,K
R,IY,S,AH
AO,R,G,R
L,K,AO,R
P,AO,R,T
ER,Z,AH,N
L,V,D,AH
EY,K,AH,D
W,AA,N,T
N,AH,S,T
L,AH,T,IH
AH,B,EH,N
P,AH,T,EH
T,IH,NG,T
Z,F,AO,R
P,R,AA,S
P,K,AO,R
AY,D,W,IH
V,IY,EH,S
N,T,UW,K
M,AE,N,T
N,CH,ER,Z
AH,N,D,L
S,EH,D,AH
AH,D,EH,N
W,IH,L,R
L,EH,D,AH
K,L,OW,S
D,K,ER,AH
AH,B,AW,T
ER,V,IY,N
AH,M,AA,R
F,IH,T,S
EH,S,CH,IY
S,AH,B,AH
Z,AH,N,D
N,DH,AH,R
Z,L,IH,T
AO,R,DH,AH
AH,N,AW,N
IH,T,AH,N
IH,SH,AH,N
V,ER,M,AH
R,AH,S,T
ER,M,AH,N
V,B,IH,D
R,M,AO,R
T,R,AE,N
JH,AA,N,S
T,R,AH,S
SH,AH,N,S
IY,AH,S,L
N,T,IY,Z
AH,N,T,S
AH,OW,P,AH
L,P,R,AH
D,EH,T,T
K,ER,Z,S
T,UW,R,IH
D,DH,AH,S
SH,AH,L,IY
K,AH,N,T
AY,V,AH,T
K,ER,D,EH
R,DH,AH,AH
R,AY,S,AH
P,EH,SH,L
T,IH,NG,T
M,EH,T,IH
W,IH,CH,AH
Z,T,UW,IH
P,IH,R,D
Y,UW,Z,D
AY,K,S,K
R,EY,D,T
N,JH,D,IH
K,AE,N,D
T,AH,D,T
EY,D,ER,Z
B,AH,T,S
P,R,AA,D
N,AH,S,T
V,AH,P,R
EY,SH,AH,N
IY,AH,N,D
T,AO,R,D
T,S,EH,D
Y,UW,D,T
S,AH,M,K
AY,Z,EH,N
IH,ZH,AH,N
R,T,S,T
AH,N,S,AH
T,F,AO,R
L,D,AA,N
EH,D,IY,T
D,IH,L,IH
N,D,IH,K
EH,L,P,T
G,Y,ER,Z
K,ER,AH,N
S,T,ER,D
F,AO,R,AH
T,AH,N,Z
AE,NG,K,K
AH,L,EY,T
IH,JH,AH,N
NG,K,ER,Z
S,T,AO,K
EH,S,D,IH
K,ER,D,IH
Z,AH,N,T
IH,S,W,IY
S,EH,T,R
T,W,UH,D
N,DH,AH,N
M,EH,K,AH
F,AH,N,D
S,IY,K,L
AH,K,ER,D
P,AH,L,IY
N,IY,AH,N
EH,D,AA,N
AH,S,AO,R
TH,AO,R,AH
Z,S,EH,D
ER,T,AH,N
M,AA,R,K
L,W,EH,N
D,IY,V,IH
L,OW,K,AH
SH,UH,R,AH
S,EH,K,AH
AH,T,AE,N
S,AH,JH,EH
AH,S,EH,K
EY,N,JH,D
S,T,EY,T
M,EY,K,IH
D,DH,IH,S
AH,S,IH,S
IH,N,AH,K
D,DH,EY,IH
SH,AH,N,Z
AH,B,L,IH
DH,IY,Z,K
AY,L,B,L
K,AH,L,IH
F,M,AA,R
S,T,M,AH
V,HH,EH,L
IH,L,B,IY
AH,S,AW,N
AH,F,AO,L
L,ER,Z,IH
S,T,AH,D
UH,T,AE,T
AH,T,AH,D
V,AH,N,S
AY,Z,AH,K
N,IY,Z,IH
EY,L,Z,IH
S,EH,N,T
Z,W,IH,L
Z,AH,V,S
Z,S,K,EH
HH,AE,V,AH
T,P,R,AH
S,IH,K,S
N,F,R,AH
Z,AH,N,D
N,EH,R,IY
Z,EH,S,T
EH,D,W,IH
P,OW,S,T
N,ER,AW,N
M,F,AO,R
L,AH,S,IY
T,EY,T,S
AH,Z,W,IH
IY,L,AH,L
ER,V,Z,N
AH,Y,IH,R
AO,R,S,AH
AE,SH,AH,N
IH,NG,SH,EH
AA,R,M,S
D,B,IH,L
IH,N,IH,S
L,AH,S,IH
B,IH,L,IH
N,AH,L,IH
T,ER,V,IY
IH,NG,M,IY
DH,AH,S,EH
AH,AH,F,IH
T,K,AH,N
Z,R,AH,S
T,K,AH,N
L,OW,S,T
D,B,IY,S
T,AE,Z,IH
CH,W,UH,D
ER,AH,T,IH
EH,D,IH,T
AH,T,ER,Z
AH,N,T,AH
UW,Z,ER,Z
AE,Z,AH,S
SH,EH,R,Z
ER,D,IH,T
L,EY,SH,AH
M,N,AA,N
B,AH,L,IH
EH,K,AH,N
AH,V,DH,AH
T,SH,EH,R
OW,P,S,N
R,AA,F,AH
S,P,AE,N
N,Z,R,EH
R,OW,L,IY
L,S,OW,S
AE,K,SH,AH
V,K,AA,Z
AH,L,W,IH
IY,AE,N,AH
AW,T,S,T
B,IH,G,IH
IH,K,L,IY
R,AA,F,AH
D,T,UW,S
IY,M,AH,N
AH,N,IY,S
Z,S,AH,K
R,AE,K,T
N,W,UH,D
N,D,F,IH
D,IH,T,N
AH,T,IY,IH
R,EH,D,IY
IY,AH,S,EH
B,AH,T,AH
AH,D,S,T
AE,Z,K,AH
D,F,AO,R
AH,V,AY,D
G,EH,N,S
IH,N,S,K
T,AA,R,T
R,M,AH,L
R,AH,T,EH
K,AE,T,AH
S,EH,D,IH
AH,HH,AY,AH
K,Y,UW,T
K,S,T,R
W,AH,T,IH
S,DH,AE,T
M,P,EH,T
NG,AA,N,IH
G,Y,ER,Z
S,IH,T,IY
S,DH,AH,S
AO,R,S,AH
P,OY,N,T
R,EY,SH,AH
AH,D,UW,S
V,DH,AH,K
IH,L,T,EH
R,AH,N,D
V,OW,T,IH
AH,N,D,AH
S,EY,L,Z
F,ER,T,S
Z,AE,Z,AH
HH,IY,S,EH
AH,N,IH,N
AE,N,AA,T
V,Y,IH,R
DH,AH,S,T
V,IY,EH,S
P,IH,R,IY
AA,S,T,S
AH,N,T,S
UH,D,B,IY
V,AH,T,S
T,AA,K,IH
Z,V,IY,EH
R,DH,AE,T
D,AH,W,EH
K,W,EH,N
D,DH,AE,T
K,T,R,AH
P,ER,EY,T
S,T,M,AH
AE,D,M,IH
T,R,AH,S
S,EH,N,T
AA,N,S,AH
P,R,EH,D
AH,V,AE,L
S,AH,S,AH
IH,D,AH,N
EH,K,T,AH
B,L,AH,D
JH,AH,W,AH
M,EY,K,N
IH,NG,M,IH
AE,M,IH,N
AO,R,D,AH
T,AH,T,IH
R,AO,D,K
HH,IY,IH,Z
AO,F,AH,N
N,IH,S,T
EH,K,AH,N
V,AW,ER,K
AH,B,IH,L
R,IY,CH,T
N,JH,AH,N
ER,P,R,EH
EH,CH,UW,AH
S,IY,N,T
AH,S,T,S
T,R,EH,S
AW,F,OW,K
JH,IH,K,D
IH,N,AE,K
Z,AH,B,IH
N,CH,ER,IH
HH,AE,Z,AH
Z,DH,AH,D
SH,OW,IH,T
T,ER,D,IH
K,AH,N,S
ER,ZH,AH,N
D,AH,B,EH
G,R,EY,T
AH,Z,S,AH
AA,N,IH,T
R,AH,M,IH
R,OW,G,R
K,W,AO,R
N,EH,T,IH
AY,M,D,IH
D,IH,T,S
AE,N,AH,L
P,OW,K,S
D,DH,AE,T
R,AH,S,IY
IH,DH,D,R
F,AH,N,D
UW,IH,T,S
G,Z,IH,S
T,AH,JH,AH
IH,D,AA,N
S,AH,B,S
ER,DH,AH,N
IH,NG,D,AH
T,L,UH,K
AO,R,F,AH
Z,AH,N,D
CH,IH,Z,S
D,Z,AH,N
M,B,IH,L
IH,N,D,AH
S,IH,G,N
EY,SH,AH,N
S,CH,EY,N
IH,L,V,IY
S,ER,JH,D
K,S,OW,L
EH,D,IH,T
AA,Z,S,IH
OW,S,EH,D
Z,D,AE,Z
AH,L,IH,S
D,DH,AH,R
K,AH,L,Z
P,ER,S,EH
EH,L,M,EH
AE,S,K,T
AE,N,Z,L
P,AO,R,T
D,F,R,AH
IY,S,IH,Z
ER,DH,IH,S
IH,S,W,IY
K,AA,M,AH
AE,T,DH,AH
IY,S,EH,D
OW,T,AH,L
AH,S,T,R
T,IY,F,IY
Z,IH,Z,IH
L,IY,AH,N
M,AH,R,IY
K,ER,W,IH
M,P,AH,N
IH,Z,DH,AH
JH,AH,N,T
P,EH,N,S
S,AY,Z,D
S,K,AA,S
V,IY,EH,S
IH,L,Y,AH
D,S,IH,K
B,S,IH,D
AH,V,DH,AH
M,AH,N,T
P,L,EY,S
S,AH,B,S
AE,T,W,IH
AH,L,Z,T
AA,M,AH,N
L,Y,AH,N
AE,Z,K,AH
S,K,AW,N
EH,T,S,EH
S,K,AH,L
DH,ER,D,IY
S,AH,CH,D
UW,V,M,AH
R,IY,S,T
DH,AH,P,R
P,L,AO,R
DH,AE,N,EH
M,AH,N,T
AH,T,P,R
OW,S,IH,N
W,IH,CH,IH
V,IH,ZH,AH
AH,D,UW,S
B,S,K,R
AH,M,EH,S
K,AW,N,T
S,W,AA,Z
IH,NG,S,T
IH,NG,T,AH
HH,OW,P,T
AA,T,EH,S
V,IH,K,S
AE,S,AH,T
SH,AH,L,IY
Z,TH,R,IY
AH,V,W,AH
N,OW,T,S
AH,L,AH,N
IH,L,B,IY
AH,N,T,AH
IH,F,T,IH
F,EH,K,T
N,ER,AH,L
R,T,S,T
R,AH,N,D
S,ER,P,L
N,AH,N,AH
N,F,IH,S
TH,AO,R,AH
AH,K,EY,S
S,T,M,AH
IH,ZH,AH,N
DH,AE,N,IH
T,AH,S,T
T,S,EH,K
OW,N,L,IY
T,R,EY,D
S,T,DH,AH
S,ER,AW,N
M,AE,N,D
DH,EH,M,L
K,AH,N,T
S,L,AY,T
UH,D,S,T
NG,S,IH,N
T,DH,AH,S
AH,S,AH,N
AE,NG,K,AH
EH,R,IY,IH
T,IH,K,AH
P,AO,R,T
S,EH,K,T
HH,AY,L,EH
ER,S,T,K
NG,T,AE,K
AH,B,AW,T
L,Y,UW,S
NG,Z,F,R
AA,N,T,EH
AH,N,B,AH
EY,T,M,AH
EY,N,HH,IY
N,Z,AH,N
K,S,M,AH
EY,D,AW,N
EH,K,T,T
S,M,AH,N
EH,R,D,T
SH,AH,N,D
R,AA,B,L
AH,D,EY,EH
N,D,DH,IH
L,OW,ER,R
AW,N,G,R
AO,R,D,IH
R,IY,Y,IH
B,AE,NG,K
K,AH,N,T
N,T,UW,N
V,IY,EH,S
AH,M,P,AH
AA,G,W,IY
DH,AE,T,S
G,AH,L,D
D,AA,P,T
Z,B,EY,S
B,AY,DH,AH
AO,R,M,R
S,P,EH,K
T,W,AA,Z
N,F,EH,R
AY,D,EY,D
IH,T,S,T
L,EY,S,L
AO,F,AH,S
T,ER,K,L
AH,N,T,S
AH,L,IY,AH
