parents,has+AF8-nurs,form,children,housing,finance,social,health,NewAttrib1,NewAttrib2,NewAttrib3,class
usual,less+AF8-proper,incomplete,+AF8-2,convenient,convenient,problematic,priority,usualless+AF8-proper,incomplete2convenientconvenient,problematicpriority,priority
usual,less+AF8-proper,incomplete,+AF8-2,convenient,convenient,problematic,not+AF8-recom,usualless+AF8-proper,incomplete2convenientconvenient,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-2,convenient,inconv,nonprob,recommended,usualless+AF8-proper,incomplete2convenientinconv,nonprobrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-2,convenient,inconv,nonprob,priority,usualless+AF8-proper,incomplete2convenientinconv,nonprobpriority,priority
usual,less+AF8-proper,incomplete,+AF8-2,convenient,inconv,nonprob,not+AF8-recom,usualless+AF8-proper,incomplete2convenientinconv,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-2,convenient,inconv,slightly+AF8-prob,recommended,usualless+AF8-proper,incomplete2convenientinconv,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-2,convenient,inconv,slightly+AF8-prob,priority,usualless+AF8-proper,incomplete2convenientinconv,slightly+AF8-probpriority,priority
usual,less+AF8-proper,incomplete,+AF8-2,convenient,inconv,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,incomplete2convenientinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-2,convenient,inconv,problematic,recommended,usualless+AF8-proper,incomplete2convenientinconv,problematicrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-2,convenient,inconv,problematic,priority,usualless+AF8-proper,incomplete2convenientinconv,problematicpriority,priority
usual,less+AF8-proper,incomplete,+AF8-2,convenient,inconv,problematic,not+AF8-recom,usualless+AF8-proper,incomplete2convenientinconv,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-2,less+AF8-conv,convenient,nonprob,recommended,usualless+AF8-proper,incomplete2less+AF8-convconvenient,nonprobrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-2,less+AF8-conv,convenient,nonprob,priority,usualless+AF8-proper,incomplete2less+AF8-convconvenient,nonprobpriority,priority
usual,less+AF8-proper,incomplete,+AF8-2,less+AF8-conv,convenient,nonprob,not+AF8-recom,usualless+AF8-proper,incomplete2less+AF8-convconvenient,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-2,less+AF8-conv,convenient,slightly+AF8-prob,recommended,usualless+AF8-proper,incomplete2less+AF8-convconvenient,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-2,less+AF8-conv,convenient,slightly+AF8-prob,priority,usualless+AF8-proper,incomplete2less+AF8-convconvenient,slightly+AF8-probpriority,priority
usual,less+AF8-proper,incomplete,+AF8-2,less+AF8-conv,convenient,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,incomplete2less+AF8-convconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-2,less+AF8-conv,convenient,problematic,recommended,usualless+AF8-proper,incomplete2less+AF8-convconvenient,problematicrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-2,less+AF8-conv,convenient,problematic,priority,usualless+AF8-proper,incomplete2less+AF8-convconvenient,problematicpriority,priority
usual,less+AF8-proper,incomplete,+AF8-2,less+AF8-conv,convenient,problematic,not+AF8-recom,usualless+AF8-proper,incomplete2less+AF8-convconvenient,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-2,less+AF8-conv,inconv,nonprob,recommended,usualless+AF8-proper,incomplete2less+AF8-convinconv,nonprobrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-2,less+AF8-conv,inconv,nonprob,priority,usualless+AF8-proper,incomplete2less+AF8-convinconv,nonprobpriority,priority
usual,less+AF8-proper,incomplete,+AF8-2,less+AF8-conv,inconv,nonprob,not+AF8-recom,usualless+AF8-proper,incomplete2less+AF8-convinconv,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-2,less+AF8-conv,inconv,slightly+AF8-prob,recommended,usualless+AF8-proper,incomplete2less+AF8-convinconv,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-2,less+AF8-conv,inconv,slightly+AF8-prob,priority,usualless+AF8-proper,incomplete2less+AF8-convinconv,slightly+AF8-probpriority,priority
usual,less+AF8-proper,incomplete,+AF8-2,less+AF8-conv,inconv,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,incomplete2less+AF8-convinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-2,less+AF8-conv,inconv,problematic,recommended,usualless+AF8-proper,incomplete2less+AF8-convinconv,problematicrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-2,less+AF8-conv,inconv,problematic,priority,usualless+AF8-proper,incomplete2less+AF8-convinconv,problematicpriority,priority
usual,less+AF8-proper,incomplete,+AF8-2,less+AF8-conv,inconv,problematic,not+AF8-recom,usualless+AF8-proper,incomplete2less+AF8-convinconv,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-2,critical,convenient,nonprob,recommended,usualless+AF8-proper,incomplete2criticalconvenient,nonprobrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-2,critical,convenient,nonprob,priority,usualless+AF8-proper,incomplete2criticalconvenient,nonprobpriority,priority
usual,less+AF8-proper,incomplete,+AF8-2,critical,convenient,nonprob,not+AF8-recom,usualless+AF8-proper,incomplete2criticalconvenient,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-2,critical,convenient,slightly+AF8-prob,recommended,usualless+AF8-proper,incomplete2criticalconvenient,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-2,critical,convenient,slightly+AF8-prob,priority,usualless+AF8-proper,incomplete2criticalconvenient,slightly+AF8-probpriority,priority
usual,less+AF8-proper,incomplete,+AF8-2,critical,convenient,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,incomplete2criticalconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-2,critical,convenient,problematic,recommended,usualless+AF8-proper,incomplete2criticalconvenient,problematicrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-2,critical,convenient,problematic,priority,usualless+AF8-proper,incomplete2criticalconvenient,problematicpriority,priority
usual,less+AF8-proper,incomplete,+AF8-2,critical,convenient,problematic,not+AF8-recom,usualless+AF8-proper,incomplete2criticalconvenient,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-2,critical,inconv,nonprob,recommended,usualless+AF8-proper,incomplete2criticalinconv,nonprobrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-2,critical,inconv,nonprob,priority,usualless+AF8-proper,incomplete2criticalinconv,nonprobpriority,priority
usual,less+AF8-proper,incomplete,+AF8-2,critical,inconv,nonprob,not+AF8-recom,usualless+AF8-proper,incomplete2criticalinconv,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-2,critical,inconv,slightly+AF8-prob,recommended,usualless+AF8-proper,incomplete2criticalinconv,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-2,critical,inconv,slightly+AF8-prob,priority,usualless+AF8-proper,incomplete2criticalinconv,slightly+AF8-probpriority,priority
usual,less+AF8-proper,incomplete,+AF8-2,critical,inconv,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,incomplete2criticalinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-2,critical,inconv,problematic,recommended,usualless+AF8-proper,incomplete2criticalinconv,problematicrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-2,critical,inconv,problematic,priority,usualless+AF8-proper,incomplete2criticalinconv,problematicpriority,priority
usual,less+AF8-proper,incomplete,+AF8-2,critical,inconv,problematic,not+AF8-recom,usualless+AF8-proper,incomplete2criticalinconv,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-3,convenient,convenient,nonprob,recommended,usualless+AF8-proper,incomplete3convenientconvenient,nonprobrecommended,very+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-3,convenient,convenient,nonprob,priority,usualless+AF8-proper,incomplete3convenientconvenient,nonprobpriority,priority
usual,less+AF8-proper,incomplete,+AF8-3,convenient,convenient,nonprob,not+AF8-recom,usualless+AF8-proper,incomplete3convenientconvenient,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-3,convenient,convenient,slightly+AF8-prob,recommended,usualless+AF8-proper,incomplete3convenientconvenient,slightly+AF8-probrecommended,very+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-3,convenient,convenient,slightly+AF8-prob,priority,usualless+AF8-proper,incomplete3convenientconvenient,slightly+AF8-probpriority,priority
usual,less+AF8-proper,incomplete,+AF8-3,convenient,convenient,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,incomplete3convenientconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-3,convenient,convenient,problematic,recommended,usualless+AF8-proper,incomplete3convenientconvenient,problematicrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-3,convenient,convenient,problematic,priority,usualless+AF8-proper,incomplete3convenientconvenient,problematicpriority,priority
usual,less+AF8-proper,incomplete,+AF8-3,convenient,convenient,problematic,not+AF8-recom,usualless+AF8-proper,incomplete3convenientconvenient,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-3,convenient,inconv,nonprob,recommended,usualless+AF8-proper,incomplete3convenientinconv,nonprobrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-3,convenient,inconv,nonprob,priority,usualless+AF8-proper,incomplete3convenientinconv,nonprobpriority,priority
usual,less+AF8-proper,incomplete,+AF8-3,convenient,inconv,nonprob,not+AF8-recom,usualless+AF8-proper,incomplete3convenientinconv,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-3,convenient,inconv,slightly+AF8-prob,recommended,usualless+AF8-proper,incomplete3convenientinconv,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-3,convenient,inconv,slightly+AF8-prob,priority,usualless+AF8-proper,incomplete3convenientinconv,slightly+AF8-probpriority,priority
usual,less+AF8-proper,incomplete,+AF8-3,convenient,inconv,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,incomplete3convenientinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-3,convenient,inconv,problematic,recommended,usualless+AF8-proper,incomplete3convenientinconv,problematicrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-3,convenient,inconv,problematic,priority,usualless+AF8-proper,incomplete3convenientinconv,problematicpriority,priority
usual,less+AF8-proper,incomplete,+AF8-3,convenient,inconv,problematic,not+AF8-recom,usualless+AF8-proper,incomplete3convenientinconv,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-3,less+AF8-conv,convenient,nonprob,recommended,usualless+AF8-proper,incomplete3less+AF8-convconvenient,nonprobrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-3,less+AF8-conv,convenient,nonprob,priority,usualless+AF8-proper,incomplete3less+AF8-convconvenient,nonprobpriority,priority
usual,less+AF8-proper,incomplete,+AF8-3,less+AF8-conv,convenient,nonprob,not+AF8-recom,usualless+AF8-proper,incomplete3less+AF8-convconvenient,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-3,less+AF8-conv,convenient,slightly+AF8-prob,recommended,usualless+AF8-proper,incomplete3less+AF8-convconvenient,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-3,less+AF8-conv,convenient,slightly+AF8-prob,priority,usualless+AF8-proper,incomplete3less+AF8-convconvenient,slightly+AF8-probpriority,priority
usual,less+AF8-proper,incomplete,+AF8-3,less+AF8-conv,convenient,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,incomplete3less+AF8-convconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-3,less+AF8-conv,convenient,problematic,recommended,usualless+AF8-proper,incomplete3less+AF8-convconvenient,problematicrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-3,less+AF8-conv,convenient,problematic,priority,usualless+AF8-proper,incomplete3less+AF8-convconvenient,problematicpriority,priority
usual,less+AF8-proper,incomplete,+AF8-3,less+AF8-conv,convenient,problematic,not+AF8-recom,usualless+AF8-proper,incomplete3less+AF8-convconvenient,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-3,less+AF8-conv,inconv,nonprob,recommended,usualless+AF8-proper,incomplete3less+AF8-convinconv,nonprobrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-3,less+AF8-conv,inconv,nonprob,priority,usualless+AF8-proper,incomplete3less+AF8-convinconv,nonprobpriority,priority
usual,less+AF8-proper,incomplete,+AF8-3,less+AF8-conv,inconv,nonprob,not+AF8-recom,usualless+AF8-proper,incomplete3less+AF8-convinconv,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-3,less+AF8-conv,inconv,slightly+AF8-prob,recommended,usualless+AF8-proper,incomplete3less+AF8-convinconv,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-3,less+AF8-conv,inconv,slightly+AF8-prob,priority,usualless+AF8-proper,incomplete3less+AF8-convinconv,slightly+AF8-probpriority,priority
usual,less+AF8-proper,incomplete,+AF8-3,less+AF8-conv,inconv,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,incomplete3less+AF8-convinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-3,less+AF8-conv,inconv,problematic,recommended,usualless+AF8-proper,incomplete3less+AF8-convinconv,problematicrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-3,less+AF8-conv,inconv,problematic,priority,usualless+AF8-proper,incomplete3less+AF8-convinconv,problematicpriority,priority
usual,less+AF8-proper,incomplete,+AF8-3,less+AF8-conv,inconv,problematic,not+AF8-recom,usualless+AF8-proper,incomplete3less+AF8-convinconv,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-3,critical,convenient,nonprob,recommended,usualless+AF8-proper,incomplete3criticalconvenient,nonprobrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-3,critical,convenient,nonprob,priority,usualless+AF8-proper,incomplete3criticalconvenient,nonprobpriority,priority
usual,less+AF8-proper,incomplete,+AF8-3,critical,convenient,nonprob,not+AF8-recom,usualless+AF8-proper,incomplete3criticalconvenient,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-3,critical,convenient,slightly+AF8-prob,recommended,usualless+AF8-proper,incomplete3criticalconvenient,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-3,critical,convenient,slightly+AF8-prob,priority,usualless+AF8-proper,incomplete3criticalconvenient,slightly+AF8-probpriority,priority
usual,less+AF8-proper,incomplete,+AF8-3,critical,convenient,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,incomplete3criticalconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-3,critical,convenient,problematic,recommended,usualless+AF8-proper,incomplete3criticalconvenient,problematicrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-3,critical,convenient,problematic,priority,usualless+AF8-proper,incomplete3criticalconvenient,problematicpriority,priority
usual,less+AF8-proper,incomplete,+AF8-3,critical,convenient,problematic,not+AF8-recom,usualless+AF8-proper,incomplete3criticalconvenient,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-3,critical,inconv,nonprob,recommended,usualless+AF8-proper,incomplete3criticalinconv,nonprobrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-3,critical,inconv,nonprob,priority,usualless+AF8-proper,incomplete3criticalinconv,nonprobpriority,priority
usual,less+AF8-proper,incomplete,+AF8-3,critical,inconv,nonprob,not+AF8-recom,usualless+AF8-proper,incomplete3criticalinconv,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-3,critical,inconv,slightly+AF8-prob,recommended,usualless+AF8-proper,incomplete3criticalinconv,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-3,critical,inconv,slightly+AF8-prob,priority,usualless+AF8-proper,incomplete3criticalinconv,slightly+AF8-probpriority,priority
usual,less+AF8-proper,incomplete,+AF8-3,critical,inconv,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,incomplete3criticalinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,+AF8-3,critical,inconv,problematic,recommended,usualless+AF8-proper,incomplete3criticalinconv,problematicrecommended,priority
usual,less+AF8-proper,incomplete,+AF8-3,critical,inconv,problematic,priority,usualless+AF8-proper,incomplete3criticalinconv,problematicpriority,priority
usual,less+AF8-proper,incomplete,+AF8-3,critical,inconv,problematic,not+AF8-recom,usualless+AF8-proper,incomplete3criticalinconv,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,more,convenient,convenient,nonprob,recommended,usualless+AF8-proper,incompletemoreconvenientconvenient,nonprobrecommended,very+AF8-recom
usual,less+AF8-proper,incomplete,more,convenient,convenient,nonprob,priority,usualless+AF8-proper,incompletemoreconvenientconvenient,nonprobpriority,priority
usual,less+AF8-proper,incomplete,more,convenient,convenient,nonprob,not+AF8-recom,usualless+AF8-proper,incompletemoreconvenientconvenient,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,more,convenient,convenient,slightly+AF8-prob,recommended,usualless+AF8-proper,incompletemoreconvenientconvenient,slightly+AF8-probrecommended,very+AF8-recom
usual,less+AF8-proper,incomplete,more,convenient,convenient,slightly+AF8-prob,priority,usualless+AF8-proper,incompletemoreconvenientconvenient,slightly+AF8-probpriority,priority
usual,less+AF8-proper,incomplete,more,convenient,convenient,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,incompletemoreconvenientconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,more,convenient,convenient,problematic,recommended,usualless+AF8-proper,incompletemoreconvenientconvenient,problematicrecommended,priority
usual,less+AF8-proper,incomplete,more,convenient,convenient,problematic,priority,usualless+AF8-proper,incompletemoreconvenientconvenient,problematicpriority,priority
usual,less+AF8-proper,incomplete,more,convenient,convenient,problematic,not+AF8-recom,usualless+AF8-proper,incompletemoreconvenientconvenient,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,more,convenient,inconv,nonprob,recommended,usualless+AF8-proper,incompletemoreconvenientinconv,nonprobrecommended,priority
usual,less+AF8-proper,incomplete,more,convenient,inconv,nonprob,priority,usualless+AF8-proper,incompletemoreconvenientinconv,nonprobpriority,priority
usual,less+AF8-proper,incomplete,more,convenient,inconv,nonprob,not+AF8-recom,usualless+AF8-proper,incompletemoreconvenientinconv,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,more,convenient,inconv,slightly+AF8-prob,recommended,usualless+AF8-proper,incompletemoreconvenientinconv,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,incomplete,more,convenient,inconv,slightly+AF8-prob,priority,usualless+AF8-proper,incompletemoreconvenientinconv,slightly+AF8-probpriority,priority
usual,less+AF8-proper,incomplete,more,convenient,inconv,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,incompletemoreconvenientinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,more,convenient,inconv,problematic,recommended,usualless+AF8-proper,incompletemoreconvenientinconv,problematicrecommended,priority
usual,less+AF8-proper,incomplete,more,convenient,inconv,problematic,priority,usualless+AF8-proper,incompletemoreconvenientinconv,problematicpriority,priority
usual,less+AF8-proper,incomplete,more,convenient,inconv,problematic,not+AF8-recom,usualless+AF8-proper,incompletemoreconvenientinconv,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,more,less+AF8-conv,convenient,nonprob,recommended,usualless+AF8-proper,incompletemoreless+AF8-convconvenient,nonprobrecommended,priority
usual,less+AF8-proper,incomplete,more,less+AF8-conv,convenient,nonprob,priority,usualless+AF8-proper,incompletemoreless+AF8-convconvenient,nonprobpriority,priority
usual,less+AF8-proper,incomplete,more,less+AF8-conv,convenient,nonprob,not+AF8-recom,usualless+AF8-proper,incompletemoreless+AF8-convconvenient,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,more,less+AF8-conv,convenient,slightly+AF8-prob,recommended,usualless+AF8-proper,incompletemoreless+AF8-convconvenient,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,incomplete,more,less+AF8-conv,convenient,slightly+AF8-prob,priority,usualless+AF8-proper,incompletemoreless+AF8-convconvenient,slightly+AF8-probpriority,priority
usual,less+AF8-proper,incomplete,more,less+AF8-conv,convenient,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,incompletemoreless+AF8-convconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,more,less+AF8-conv,convenient,problematic,recommended,usualless+AF8-proper,incompletemoreless+AF8-convconvenient,problematicrecommended,priority
usual,less+AF8-proper,incomplete,more,less+AF8-conv,convenient,problematic,priority,usualless+AF8-proper,incompletemoreless+AF8-convconvenient,problematicpriority,priority
usual,less+AF8-proper,incomplete,more,less+AF8-conv,convenient,problematic,not+AF8-recom,usualless+AF8-proper,incompletemoreless+AF8-convconvenient,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,more,less+AF8-conv,inconv,nonprob,recommended,usualless+AF8-proper,incompletemoreless+AF8-convinconv,nonprobrecommended,priority
usual,less+AF8-proper,incomplete,more,less+AF8-conv,inconv,nonprob,priority,usualless+AF8-proper,incompletemoreless+AF8-convinconv,nonprobpriority,priority
usual,less+AF8-proper,incomplete,more,less+AF8-conv,inconv,nonprob,not+AF8-recom,usualless+AF8-proper,incompletemoreless+AF8-convinconv,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,more,less+AF8-conv,inconv,slightly+AF8-prob,recommended,usualless+AF8-proper,incompletemoreless+AF8-convinconv,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,incomplete,more,less+AF8-conv,inconv,slightly+AF8-prob,priority,usualless+AF8-proper,incompletemoreless+AF8-convinconv,slightly+AF8-probpriority,priority
usual,less+AF8-proper,incomplete,more,less+AF8-conv,inconv,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,incompletemoreless+AF8-convinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,more,less+AF8-conv,inconv,problematic,recommended,usualless+AF8-proper,incompletemoreless+AF8-convinconv,problematicrecommended,priority
usual,less+AF8-proper,incomplete,more,less+AF8-conv,inconv,problematic,priority,usualless+AF8-proper,incompletemoreless+AF8-convinconv,problematicpriority,priority
usual,less+AF8-proper,incomplete,more,less+AF8-conv,inconv,problematic,not+AF8-recom,usualless+AF8-proper,incompletemoreless+AF8-convinconv,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,more,critical,convenient,nonprob,recommended,usualless+AF8-proper,incompletemorecriticalconvenient,nonprobrecommended,priority
usual,less+AF8-proper,incomplete,more,critical,convenient,nonprob,priority,usualless+AF8-proper,incompletemorecriticalconvenient,nonprobpriority,priority
usual,less+AF8-proper,incomplete,more,critical,convenient,nonprob,not+AF8-recom,usualless+AF8-proper,incompletemorecriticalconvenient,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,more,critical,convenient,slightly+AF8-prob,recommended,usualless+AF8-proper,incompletemorecriticalconvenient,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,incomplete,more,critical,convenient,slightly+AF8-prob,priority,usualless+AF8-proper,incompletemorecriticalconvenient,slightly+AF8-probpriority,priority
usual,less+AF8-proper,incomplete,more,critical,convenient,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,incompletemorecriticalconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,more,critical,convenient,problematic,recommended,usualless+AF8-proper,incompletemorecriticalconvenient,problematicrecommended,priority
usual,less+AF8-proper,incomplete,more,critical,convenient,problematic,priority,usualless+AF8-proper,incompletemorecriticalconvenient,problematicpriority,priority
usual,less+AF8-proper,incomplete,more,critical,convenient,problematic,not+AF8-recom,usualless+AF8-proper,incompletemorecriticalconvenient,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,more,critical,inconv,nonprob,recommended,usualless+AF8-proper,incompletemorecriticalinconv,nonprobrecommended,priority
usual,less+AF8-proper,incomplete,more,critical,inconv,nonprob,priority,usualless+AF8-proper,incompletemorecriticalinconv,nonprobpriority,priority
usual,less+AF8-proper,incomplete,more,critical,inconv,nonprob,not+AF8-recom,usualless+AF8-proper,incompletemorecriticalinconv,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,more,critical,inconv,slightly+AF8-prob,recommended,usualless+AF8-proper,incompletemorecriticalinconv,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,incomplete,more,critical,inconv,slightly+AF8-prob,priority,usualless+AF8-proper,incompletemorecriticalinconv,slightly+AF8-probpriority,priority
usual,less+AF8-proper,incomplete,more,critical,inconv,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,incompletemorecriticalinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,incomplete,more,critical,inconv,problematic,recommended,usualless+AF8-proper,incompletemorecriticalinconv,problematicrecommended,priority
usual,less+AF8-proper,incomplete,more,critical,inconv,problematic,priority,usualless+AF8-proper,incompletemorecriticalinconv,problematicpriority,priority
usual,less+AF8-proper,incomplete,more,critical,inconv,problematic,not+AF8-recom,usualless+AF8-proper,incompletemorecriticalinconv,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-1,convenient,convenient,nonprob,recommended,usualless+AF8-proper,foster1convenientconvenient,nonprobrecommended,very+AF8-recom
usual,less+AF8-proper,foster,+AF8-1,convenient,convenient,nonprob,priority,usualless+AF8-proper,foster1convenientconvenient,nonprobpriority,priority
usual,less+AF8-proper,foster,+AF8-1,convenient,convenient,nonprob,not+AF8-recom,usualless+AF8-proper,foster1convenientconvenient,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-1,convenient,convenient,slightly+AF8-prob,recommended,usualless+AF8-proper,foster1convenientconvenient,slightly+AF8-probrecommended,very+AF8-recom
usual,less+AF8-proper,foster,+AF8-1,convenient,convenient,slightly+AF8-prob,priority,usualless+AF8-proper,foster1convenientconvenient,slightly+AF8-probpriority,priority
usual,less+AF8-proper,foster,+AF8-1,convenient,convenient,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,foster1convenientconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-1,convenient,convenient,problematic,recommended,usualless+AF8-proper,foster1convenientconvenient,problematicrecommended,priority
usual,less+AF8-proper,foster,+AF8-1,convenient,convenient,problematic,priority,usualless+AF8-proper,foster1convenientconvenient,problematicpriority,priority
