Dataset,Attribute,Criterion,Number of times is statistically better with missing values,Number of times is statistically better without missing values,Number of times has statistically larger number of nodes
KDD98 Multiclass 5,RFA_14,GW Chi Square,1,1,0
KDD98 Multiclass 5,RFA_14,GW Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_14,LS Chi Square,3,3,0
KDD98 Multiclass 5,RFA_14,LS Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_14,Twoing,1,1,0
KDD98 Multiclass 5,RFA_15,GW Chi Square,3,3,2
KDD98 Multiclass 5,RFA_15,GW Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_15,LS Chi Square,3,3,2
KDD98 Multiclass 5,RFA_15,LS Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_15,Twoing,2,2,2
KDD98 Multiclass 5,RFA_16,GW Chi Square,3,3,0
KDD98 Multiclass 5,RFA_16,GW Squared Gini,1,1,0
KDD98 Multiclass 5,RFA_16,LS Chi Square,3,3,0
KDD98 Multiclass 5,RFA_16,LS Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_16,Twoing,2,2,0
KDD98 Multiclass 5,RFA_17,GW Chi Square,2,2,0
KDD98 Multiclass 5,RFA_17,GW Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_17,LS Chi Square,3,3,0
KDD98 Multiclass 5,RFA_17,LS Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_17,Twoing,2,2,0
KDD98 Multiclass 5,RFA_18,GW Chi Square,2,2,0
KDD98 Multiclass 5,RFA_18,GW Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_18,LS Chi Square,2,2,0
KDD98 Multiclass 5,RFA_18,LS Squared Gini,1,1,0
KDD98 Multiclass 5,RFA_18,Twoing,2,2,0
KDD98 Multiclass 5,RFA_19,GW Chi Square,2,2,0
KDD98 Multiclass 5,RFA_19,GW Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_19,LS Chi Square,4,4,0
KDD98 Multiclass 5,RFA_19,LS Squared Gini,1,1,0
KDD98 Multiclass 5,RFA_19,Twoing,2,2,0
KDD98 Multiclass 5,RFA_2,GW Chi Square,1,1,0
KDD98 Multiclass 5,RFA_2,GW Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_2,LS Chi Square,1,1,0
KDD98 Multiclass 5,RFA_2,LS Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_2,Twoing,1,1,0
KDD98 Multiclass 5,RFA_20,GW Chi Square,2,2,0
KDD98 Multiclass 5,RFA_20,GW Squared Gini,1,1,0
KDD98 Multiclass 5,RFA_20,LS Chi Square,2,2,0
KDD98 Multiclass 5,RFA_20,LS Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_20,Twoing,4,4,0
KDD98 Multiclass 5,RFA_21,GW Chi Square,2,2,0
KDD98 Multiclass 5,RFA_21,GW Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_21,LS Chi Square,2,2,0
KDD98 Multiclass 5,RFA_21,LS Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_21,Twoing,4,4,0
KDD98 Multiclass 5,RFA_22,GW Chi Square,1,1,0
KDD98 Multiclass 5,RFA_22,GW Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_22,LS Chi Square,4,4,0
KDD98 Multiclass 5,RFA_22,LS Squared Gini,1,1,0
KDD98 Multiclass 5,RFA_22,Twoing,3,3,0
KDD98 Multiclass 5,RFA_23,GW Chi Square,2,2,2
KDD98 Multiclass 5,RFA_23,GW Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_23,LS Chi Square,3,3,2
KDD98 Multiclass 5,RFA_23,LS Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_23,Twoing,2,2,2
KDD98 Multiclass 5,RFA_24,GW Chi Square,2,2,0
KDD98 Multiclass 5,RFA_24,GW Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_24,LS Chi Square,3,3,0
KDD98 Multiclass 5,RFA_24,LS Squared Gini,1,1,0
KDD98 Multiclass 5,RFA_24,Twoing,3,3,0
KDD98 Multiclass 5,RFA_2A,GW Chi Square,1,1,0
KDD98 Multiclass 5,RFA_2A,GW Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_2A,LS Chi Square,1,1,0
KDD98 Multiclass 5,RFA_2A,LS Squared Gini,1,1,0
KDD98 Multiclass 5,RFA_2A,Twoing,1,1,0
KDD98 Multiclass 5,RFA_3,GW Chi Square,2,2,0
KDD98 Multiclass 5,RFA_3,GW Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_3,LS Chi Square,3,3,0
KDD98 Multiclass 5,RFA_3,LS Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_3,Twoing,2,2,0
KDD98 Multiclass 5,RFA_4,GW Chi Square,2,2,0
KDD98 Multiclass 5,RFA_4,GW Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_4,LS Chi Square,3,3,0
KDD98 Multiclass 5,RFA_4,LS Squared Gini,1,1,0
KDD98 Multiclass 5,RFA_4,Twoing,2,2,0
KDD98 Multiclass 5,RFA_5,GW Chi Square,0,0,0
KDD98 Multiclass 5,RFA_5,GW Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_5,LS Chi Square,3,3,0
KDD98 Multiclass 5,RFA_5,LS Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_5,Twoing,3,3,0
KDD98 Multiclass 5,RFA_6,GW Chi Square,0,0,0
KDD98 Multiclass 5,RFA_6,GW Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_6,LS Chi Square,0,0,0
KDD98 Multiclass 5,RFA_6,LS Squared Gini,1,1,0
KDD98 Multiclass 5,RFA_6,Twoing,1,1,0
KDD98 Multiclass 5,RFA_7,GW Chi Square,0,0,0
KDD98 Multiclass 5,RFA_7,GW Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_7,LS Chi Square,2,2,0
KDD98 Multiclass 5,RFA_7,LS Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_7,Twoing,0,0,0
KDD98 Multiclass 5,RFA_8,GW Chi Square,0,0,0
KDD98 Multiclass 5,RFA_8,GW Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_8,LS Chi Square,2,2,0
KDD98 Multiclass 5,RFA_8,LS Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_8,Twoing,3,3,0
KDD98 Multiclass 5,RFA_9,GW Chi Square,1,1,0
KDD98 Multiclass 5,RFA_9,GW Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_9,LS Chi Square,2,2,0
KDD98 Multiclass 5,RFA_9,LS Squared Gini,0,0,0
KDD98 Multiclass 5,RFA_9,Twoing,0,0,0
KDD98 Multiclass 5,STATE,GW Chi Square,0,0,0
KDD98 Multiclass 5,STATE,GW Squared Gini,0,0,0
KDD98 Multiclass 5,STATE,LS Chi Square,0,0,0
KDD98 Multiclass 5,STATE,LS Squared Gini,1,1,0
KDD98 Multiclass 5,STATE,Twoing,1,1,0
KDD98 Multiclass 5,STEREO,GW Chi Square,0,0,0
KDD98 Multiclass 5,STEREO,GW Squared Gini,0,0,0
KDD98 Multiclass 5,STEREO,LS Chi Square,0,0,0
KDD98 Multiclass 5,STEREO,LS Squared Gini,0,0,0
KDD98 Multiclass 5,STEREO,Twoing,0,0,0
KDD98 Multiclass 5,VETERANS,GW Chi Square,0,0,0
KDD98 Multiclass 5,VETERANS,GW Squared Gini,0,0,0
KDD98 Multiclass 5,VETERANS,LS Chi Square,0,0,0
KDD98 Multiclass 5,VETERANS,LS Squared Gini,0,0,0
KDD98 Multiclass 5,VETERANS,Twoing,0,0,0
KDD98 Multiclass 5,WALKER,GW Chi Square,0,0,0
KDD98 Multiclass 5,WALKER,GW Squared Gini,0,0,0
KDD98 Multiclass 5,WALKER,LS Chi Square,0,0,0
KDD98 Multiclass 5,WALKER,LS Squared Gini,0,0,0
KDD98 Multiclass 5,WALKER,Twoing,0,0,0
KDD98 Multiclass 9,AGEFLAG,GW Chi Square,0,0,0
KDD98 Multiclass 9,AGEFLAG,GW Squared Gini,0,0,0
KDD98 Multiclass 9,AGEFLAG,LS Chi Square,0,0,0
KDD98 Multiclass 9,AGEFLAG,LS Squared Gini,0,0,0
KDD98 Multiclass 9,AGEFLAG,Twoing,0,0,0
KDD98 Multiclass 9,BIBLE,GW Chi Square,0,0,0
KDD98 Multiclass 9,BIBLE,GW Squared Gini,0,0,0
KDD98 Multiclass 9,BIBLE,LS Chi Square,0,0,0
KDD98 Multiclass 9,BIBLE,LS Squared Gini,0,0,0
KDD98 Multiclass 9,BIBLE,Twoing,0,0,0
KDD98 Multiclass 9,CATLG,GW Chi Square,0,0,0
KDD98 Multiclass 9,CATLG,GW Squared Gini,0,0,0
KDD98 Multiclass 9,CATLG,LS Chi Square,0,0,0
KDD98 Multiclass 9,CATLG,LS Squared Gini,0,0,0
KDD98 Multiclass 9,CATLG,Twoing,0,0,0
KDD98 Multiclass 9,CDPLAY,GW Chi Square,0,0,0
KDD98 Multiclass 9,CDPLAY,GW Squared Gini,0,0,0
KDD98 Multiclass 9,CDPLAY,LS Chi Square,0,0,0
KDD98 Multiclass 9,CDPLAY,LS Squared Gini,0,0,0
KDD98 Multiclass 9,CDPLAY,Twoing,0,0,0
KDD98 Multiclass 9,COLLECT1,GW Chi Square,0,0,0
KDD98 Multiclass 9,COLLECT1,GW Squared Gini,0,0,0
KDD98 Multiclass 9,COLLECT1,LS Chi Square,0,0,0
KDD98 Multiclass 9,COLLECT1,LS Squared Gini,0,0,0
KDD98 Multiclass 9,COLLECT1,Twoing,0,0,0
KDD98 Multiclass 9,CRAFTS,GW Chi Square,0,0,0
KDD98 Multiclass 9,CRAFTS,GW Squared Gini,0,0,0
KDD98 Multiclass 9,CRAFTS,LS Chi Square,0,0,0
KDD98 Multiclass 9,CRAFTS,LS Squared Gini,0,0,0
KDD98 Multiclass 9,CRAFTS,Twoing,0,0,0
KDD98 Multiclass 9,DOMAIN,GW Chi Square,0,0,0
KDD98 Multiclass 9,DOMAIN,GW Squared Gini,0,0,0
KDD98 Multiclass 9,DOMAIN,LS Chi Square,1,1,0
KDD98 Multiclass 9,DOMAIN,LS Squared Gini,2,2,0
KDD98 Multiclass 9,DOMAIN,Twoing,0,0,0
KDD98 Multiclass 9,FISHER,GW Chi Square,0,0,0
KDD98 Multiclass 9,FISHER,GW Squared Gini,0,0,0
KDD98 Multiclass 9,FISHER,LS Chi Square,0,0,0
KDD98 Multiclass 9,FISHER,LS Squared Gini,0,0,0
KDD98 Multiclass 9,FISHER,Twoing,0,0,0
KDD98 Multiclass 9,GARDENIN,GW Chi Square,0,0,0
KDD98 Multiclass 9,GARDENIN,GW Squared Gini,0,0,0
KDD98 Multiclass 9,GARDENIN,LS Chi Square,0,0,0
KDD98 Multiclass 9,GARDENIN,LS Squared Gini,0,0,0
KDD98 Multiclass 9,GARDENIN,Twoing,0,0,0
KDD98 Multiclass 9,GENDER,GW Chi Square,0,0,0
KDD98 Multiclass 9,GENDER,GW Squared Gini,0,0,0
KDD98 Multiclass 9,GENDER,LS Chi Square,0,0,0
KDD98 Multiclass 9,GENDER,LS Squared Gini,0,0,0
KDD98 Multiclass 9,GENDER,Twoing,0,0,0
KDD98 Multiclass 9,GEOCODE2,GW Chi Square,2,2,2
KDD98 Multiclass 9,GEOCODE2,GW Squared Gini,1,1,1
KDD98 Multiclass 9,GEOCODE2,LS Chi Square,2,2,2
KDD98 Multiclass 9,GEOCODE2,LS Squared Gini,0,0,0
KDD98 Multiclass 9,GEOCODE2,Twoing,2,2,2
KDD98 Multiclass 9,OSOURCE,GW Chi Square,0,0,0
KDD98 Multiclass 9,OSOURCE,GW Squared Gini,0,0,0
KDD98 Multiclass 9,OSOURCE,LS Chi Square,0,0,0
KDD98 Multiclass 9,OSOURCE,LS Squared Gini,2,2,0
KDD98 Multiclass 9,OSOURCE,Twoing,4,4,0
KDD98 Multiclass 9,PCOWNERS,GW Chi Square,0,0,0
KDD98 Multiclass 9,PCOWNERS,GW Squared Gini,0,0,0
KDD98 Multiclass 9,PCOWNERS,LS Chi Square,0,0,0
KDD98 Multiclass 9,PCOWNERS,LS Squared Gini,0,0,0
KDD98 Multiclass 9,PCOWNERS,Twoing,0,0,0
KDD98 Multiclass 9,PEPSTRFL,GW Chi Square,0,0,0
KDD98 Multiclass 9,PEPSTRFL,GW Squared Gini,0,0,0
KDD98 Multiclass 9,PEPSTRFL,LS Chi Square,0,0,0
KDD98 Multiclass 9,PEPSTRFL,LS Squared Gini,0,0,0
KDD98 Multiclass 9,PEPSTRFL,Twoing,0,0,0
KDD98 Multiclass 9,PETS,GW Chi Square,0,0,0
KDD98 Multiclass 9,PETS,GW Squared Gini,0,0,0
KDD98 Multiclass 9,PETS,LS Chi Square,0,0,0
KDD98 Multiclass 9,PETS,LS Squared Gini,0,0,0
KDD98 Multiclass 9,PETS,Twoing,0,0,0
KDD98 Multiclass 9,RECINHSE,GW Chi Square,0,0,0
KDD98 Multiclass 9,RECINHSE,GW Squared Gini,0,0,0
KDD98 Multiclass 9,RECINHSE,LS Chi Square,0,0,0
KDD98 Multiclass 9,RECINHSE,LS Squared Gini,0,0,0
KDD98 Multiclass 9,RECINHSE,Twoing,0,0,0
KDD98 Multiclass 9,RECP3,GW Chi Square,0,0,0
KDD98 Multiclass 9,RECP3,GW Squared Gini,0,0,0
KDD98 Multiclass 9,RECP3,LS Chi Square,0,0,0
KDD98 Multiclass 9,RECP3,LS Squared Gini,0,0,0
KDD98 Multiclass 9,RECP3,Twoing,0,0,0
KDD98 Multiclass 9,RFA_10,GW Chi Square,0,0,0
KDD98 Multiclass 9,RFA_10,GW Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_10,LS Chi Square,3,3,0
KDD98 Multiclass 9,RFA_10,LS Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_10,Twoing,0,0,0
KDD98 Multiclass 9,RFA_11,GW Chi Square,0,0,0
KDD98 Multiclass 9,RFA_11,GW Squared Gini,3,3,0
KDD98 Multiclass 9,RFA_11,LS Chi Square,0,0,0
KDD98 Multiclass 9,RFA_11,LS Squared Gini,3,3,0
KDD98 Multiclass 9,RFA_11,Twoing,0,0,0
KDD98 Multiclass 9,RFA_12,GW Chi Square,0,0,0
KDD98 Multiclass 9,RFA_12,GW Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_12,LS Chi Square,0,0,0
KDD98 Multiclass 9,RFA_12,LS Squared Gini,3,3,0
KDD98 Multiclass 9,RFA_12,Twoing,0,0,0
KDD98 Multiclass 9,RFA_13,GW Chi Square,3,3,0
KDD98 Multiclass 9,RFA_13,GW Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_13,LS Chi Square,3,3,0
KDD98 Multiclass 9,RFA_13,LS Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_13,Twoing,2,2,0
KDD98 Multiclass 9,RFA_14,GW Chi Square,1,1,0
KDD98 Multiclass 9,RFA_14,GW Squared Gini,1,1,0
KDD98 Multiclass 9,RFA_14,LS Chi Square,1,1,0
KDD98 Multiclass 9,RFA_14,LS Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_14,Twoing,0,0,0
KDD98 Multiclass 9,RFA_15,GW Chi Square,2,2,2
KDD98 Multiclass 9,RFA_15,GW Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_15,LS Chi Square,3,3,2
KDD98 Multiclass 9,RFA_15,LS Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_15,Twoing,2,2,2
KDD98 Multiclass 9,RFA_16,GW Chi Square,1,1,0
KDD98 Multiclass 9,RFA_16,GW Squared Gini,1,1,0
KDD98 Multiclass 9,RFA_16,LS Chi Square,1,1,0
KDD98 Multiclass 9,RFA_16,LS Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_16,Twoing,1,1,0
KDD98 Multiclass 9,RFA_17,GW Chi Square,0,0,0
KDD98 Multiclass 9,RFA_17,GW Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_17,LS Chi Square,2,2,0
KDD98 Multiclass 9,RFA_17,LS Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_17,Twoing,0,0,0
KDD98 Multiclass 9,RFA_18,GW Chi Square,2,2,0
KDD98 Multiclass 9,RFA_18,GW Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_18,LS Chi Square,2,2,0
KDD98 Multiclass 9,RFA_18,LS Squared Gini,2,2,0
KDD98 Multiclass 9,RFA_18,Twoing,0,0,0
KDD98 Multiclass 9,RFA_19,GW Chi Square,0,0,0
KDD98 Multiclass 9,RFA_19,GW Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_19,LS Chi Square,0,0,0
KDD98 Multiclass 9,RFA_19,LS Squared Gini,4,4,0
KDD98 Multiclass 9,RFA_19,Twoing,0,0,0
KDD98 Multiclass 9,RFA_2,GW Chi Square,2,2,0
KDD98 Multiclass 9,RFA_2,GW Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_2,LS Chi Square,0,0,0
KDD98 Multiclass 9,RFA_2,LS Squared Gini,3,3,0
KDD98 Multiclass 9,RFA_2,Twoing,0,0,0
KDD98 Multiclass 9,RFA_20,GW Chi Square,2,2,0
KDD98 Multiclass 9,RFA_20,GW Squared Gini,1,1,0
KDD98 Multiclass 9,RFA_20,LS Chi Square,2,2,0
KDD98 Multiclass 9,RFA_20,LS Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_20,Twoing,2,2,0
KDD98 Multiclass 9,RFA_21,GW Chi Square,1,1,0
KDD98 Multiclass 9,RFA_21,GW Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_21,LS Chi Square,1,1,0
KDD98 Multiclass 9,RFA_21,LS Squared Gini,1,1,0
KDD98 Multiclass 9,RFA_21,Twoing,1,1,0
KDD98 Multiclass 9,RFA_22,GW Chi Square,1,1,0
KDD98 Multiclass 9,RFA_22,GW Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_22,LS Chi Square,1,1,0
KDD98 Multiclass 9,RFA_22,LS Squared Gini,1,1,0
KDD98 Multiclass 9,RFA_22,Twoing,1,1,0
KDD98 Multiclass 9,RFA_23,GW Chi Square,3,3,0
KDD98 Multiclass 9,RFA_23,GW Squared Gini,1,1,0
KDD98 Multiclass 9,RFA_23,LS Chi Square,3,3,0
KDD98 Multiclass 9,RFA_23,LS Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_23,Twoing,2,2,0
KDD98 Multiclass 9,RFA_24,GW Chi Square,0,0,0
KDD98 Multiclass 9,RFA_24,GW Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_24,LS Chi Square,2,2,0
KDD98 Multiclass 9,RFA_24,LS Squared Gini,2,2,0
KDD98 Multiclass 9,RFA_24,Twoing,2,2,0
KDD98 Multiclass 9,RFA_2A,GW Chi Square,1,1,0
KDD98 Multiclass 9,RFA_2A,GW Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_2A,LS Chi Square,1,1,0
KDD98 Multiclass 9,RFA_2A,LS Squared Gini,1,1,0
KDD98 Multiclass 9,RFA_2A,Twoing,1,1,0
KDD98 Multiclass 9,RFA_3,GW Chi Square,2,2,0
KDD98 Multiclass 9,RFA_3,GW Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_3,LS Chi Square,2,2,0
KDD98 Multiclass 9,RFA_3,LS Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_3,Twoing,0,0,0
KDD98 Multiclass 9,RFA_4,GW Chi Square,0,0,0
KDD98 Multiclass 9,RFA_4,GW Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_4,LS Chi Square,1,1,0
KDD98 Multiclass 9,RFA_4,LS Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_4,Twoing,0,0,0
KDD98 Multiclass 9,RFA_5,GW Chi Square,1,1,0
KDD98 Multiclass 9,RFA_5,GW Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_5,LS Chi Square,2,2,0
KDD98 Multiclass 9,RFA_5,LS Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_5,Twoing,3,3,0
KDD98 Multiclass 9,RFA_6,GW Chi Square,0,0,0
KDD98 Multiclass 9,RFA_6,GW Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_6,LS Chi Square,0,0,0
KDD98 Multiclass 9,RFA_6,LS Squared Gini,0,0,0
KDD98 Multiclass 9,RFA_6,Twoing,3,3,0
KDD98 Multiclass 9,RFA_7,GW Chi Square,0,0,0
KDD98 Multiclass 9,RFA_7,GW Squared Gini,1,1,0
KDD98 Multiclass 9,RFA_7,LS Chi Square,0,0,0
KDD98 Multiclass 9,RFA_7,LS Squared Gini,2,2,0
KDD98 Multiclass 9,RFA_7,Twoing,3,3,0
KDD98 Multiclass 9,RFA_8,GW Chi Square,0,0,0
KDD98 Multiclass 9,RFA_8,GW Squared Gini,2,2,0
KDD98 Multiclass 9,RFA_8,LS Chi Square,0,0,0
KDD98 Multiclass 9,RFA_8,LS Squared Gini,3,3,0
KDD98 Multiclass 9,RFA_8,Twoing,2,2,0
KDD98 Multiclass 9,RFA_9,GW Chi Square,0,0,0
KDD98 Multiclass 9,RFA_9,GW Squared Gini,3,3,0
KDD98 Multiclass 9,RFA_9,LS Chi Square,0,0,0
KDD98 Multiclass 9,RFA_9,LS Squared Gini,3,3,0
KDD98 Multiclass 9,RFA_9,Twoing,2,2,0
KDD98 Multiclass 9,STATE,GW Chi Square,0,0,0
KDD98 Multiclass 9,STATE,GW Squared Gini,0,0,0
KDD98 Multiclass 9,STATE,LS Chi Square,0,0,0
KDD98 Multiclass 9,STATE,LS Squared Gini,0,0,0
KDD98 Multiclass 9,STATE,Twoing,0,0,0
KDD98 Multiclass 9,STEREO,GW Chi Square,0,0,0
KDD98 Multiclass 9,STEREO,GW Squared Gini,0,0,0
KDD98 Multiclass 9,STEREO,LS Chi Square,0,0,0
KDD98 Multiclass 9,STEREO,LS Squared Gini,0,0,0
KDD98 Multiclass 9,STEREO,Twoing,0,0,0
KDD98 Multiclass 9,VETERANS,GW Chi Square,0,0,0
KDD98 Multiclass 9,VETERANS,GW Squared Gini,0,0,0
KDD98 Multiclass 9,VETERANS,LS Chi Square,0,0,0
KDD98 Multiclass 9,VETERANS,LS Squared Gini,0,0,0
KDD98 Multiclass 9,VETERANS,Twoing,0,0,0
KDD98 Multiclass 9,WALKER,GW Chi Square,0,0,0
KDD98 Multiclass 9,WALKER,GW Squared Gini,0,0,0
KDD98 Multiclass 9,WALKER,LS Chi Square,0,0,0
KDD98 Multiclass 9,WALKER,LS Squared Gini,0,0,0
KDD98 Multiclass 9,WALKER,Twoing,0,0,0
Mushroom,bruises?,GW Chi Square,0,0,0
Mushroom,bruises?,GW Squared Gini,0,0,0
Mushroom,bruises?,LS Chi Square,0,0,0
Mushroom,bruises?,LS Squared Gini,0,0,0
Mushroom,bruises?,Twoing,0,0,0
Mushroom,cap-color,GW Chi Square,1,1,0
Mushroom,cap-color,GW Squared Gini,3,3,0
Mushroom,cap-color,LS Chi Square,1,1,0
Mushroom,cap-color,LS Squared Gini,4,4,0
Mushroom,cap-color,Twoing,0,0,0
Mushroom,cap-shape,GW Chi Square,0,0,0
Mushroom,cap-shape,GW Squared Gini,0,0,0
Mushroom,cap-shape,LS Chi Square,0,0,0
Mushroom,cap-shape,LS Squared Gini,0,0,0
Mushroom,cap-shape,Twoing,0,0,0
Mushroom,cap-surface,GW Chi Square,0,0,0
Mushroom,cap-surface,GW Squared Gini,0,0,0
Mushroom,cap-surface,LS Chi Square,0,0,0
Mushroom,cap-surface,LS Squared Gini,0,0,0
Mushroom,cap-surface,Twoing,0,0,0
Mushroom,gill-color,GW Chi Square,0,0,0
Mushroom,gill-color,GW Squared Gini,0,0,0
Mushroom,gill-color,LS Chi Square,0,0,0
Mushroom,gill-color,LS Squared Gini,0,0,0
Mushroom,gill-color,Twoing,4,4,0
Mushroom,gill-size,GW Chi Square,0,0,0
Mushroom,gill-size,GW Squared Gini,0,0,0
Mushroom,gill-size,LS Chi Square,0,0,0
Mushroom,gill-size,LS Squared Gini,0,0,0
Mushroom,gill-size,Twoing,0,0,0
Mushroom,gill-spacing,GW Chi Square,0,0,0
Mushroom,gill-spacing,GW Squared Gini,0,0,0
Mushroom,gill-spacing,LS Chi Square,0,0,0
Mushroom,gill-spacing,LS Squared Gini,0,0,0
Mushroom,gill-spacing,Twoing,0,0,0
Mushroom,habitat,GW Chi Square,2,2,2
Mushroom,habitat,GW Squared Gini,0,0,0
Mushroom,habitat,LS Chi Square,2,2,2
Mushroom,habitat,LS Squared Gini,0,0,0
Mushroom,habitat,Twoing,2,2,2
Mushroom,odor,GW Chi Square,0,0,0
Mushroom,odor,GW Squared Gini,0,0,0
Mushroom,odor,LS Chi Square,0,0,0
Mushroom,odor,LS Squared Gini,0,0,0
Mushroom,odor,Twoing,0,0,0
Mushroom,population,GW Chi Square,1,1,0
Mushroom,population,GW Squared Gini,1,1,2
Mushroom,population,LS Chi Square,1,1,0
Mushroom,population,LS Squared Gini,0,0,4
Mushroom,population,Twoing,1,1,0
Mushroom,ring-number,GW Chi Square,0,0,0
Mushroom,ring-number,GW Squared Gini,3,3,0
Mushroom,ring-number,LS Chi Square,0,0,0
Mushroom,ring-number,LS Squared Gini,3,3,0
Mushroom,ring-number,Twoing,0,0,0
Mushroom,ring-type,GW Chi Square,0,0,0
Mushroom,ring-type,GW Squared Gini,0,0,0
Mushroom,ring-type,LS Chi Square,0,0,0
Mushroom,ring-type,LS Squared Gini,0,0,0
Mushroom,ring-type,Twoing,0,0,0
Mushroom,spore-print-color,GW Chi Square,2,2,0
Mushroom,spore-print-color,GW Squared Gini,0,0,0
Mushroom,spore-print-color,LS Chi Square,2,2,0
Mushroom,spore-print-color,LS Squared Gini,0,0,0
Mushroom,spore-print-color,Twoing,2,2,0
Mushroom,stalk-color-above-ring,GW Chi Square,2,2,0
Mushroom,stalk-color-above-ring,GW Squared Gini,0,0,0
Mushroom,stalk-color-above-ring,LS Chi Square,2,2,0
Mushroom,stalk-color-above-ring,LS Squared Gini,0,0,0
Mushroom,stalk-color-above-ring,Twoing,2,2,0
Mushroom,stalk-color-below-ring,GW Chi Square,2,2,0
Mushroom,stalk-color-below-ring,GW Squared Gini,0,0,0
Mushroom,stalk-color-below-ring,LS Chi Square,2,2,0
Mushroom,stalk-color-below-ring,LS Squared Gini,0,0,0
Mushroom,stalk-color-below-ring,Twoing,2,2,0
Mushroom,stalk-root,GW Chi Square,0,0,0
Mushroom,stalk-root,GW Squared Gini,0,0,0
Mushroom,stalk-root,LS Chi Square,0,0,0
Mushroom,stalk-root,LS Squared Gini,0,0,0
Mushroom,stalk-root,Twoing,0,0,0
Mushroom,stalk-shape,GW Chi Square,0,0,0
Mushroom,stalk-shape,GW Squared Gini,0,0,0
Mushroom,stalk-shape,LS Chi Square,0,0,0
Mushroom,stalk-shape,LS Squared Gini,0,0,0
Mushroom,stalk-shape,Twoing,0,0,0
Mushroom,stalk-surface-above-ring,GW Chi Square,2,2,0
Mushroom,stalk-surface-above-ring,GW Squared Gini,0,0,0
Mushroom,stalk-surface-above-ring,LS Chi Square,2,2,0
Mushroom,stalk-surface-above-ring,LS Squared Gini,0,0,0
Mushroom,stalk-surface-above-ring,Twoing,2,2,0
Mushroom,stalk-surface-below-ring,GW Chi Square,2,2,0
Mushroom,stalk-surface-below-ring,GW Squared Gini,0,0,0
Mushroom,stalk-surface-below-ring,LS Chi Square,2,2,0
Mushroom,stalk-surface-below-ring,LS Squared Gini,0,0,0
Mushroom,stalk-surface-below-ring,Twoing,2,2,0
Nursery with Aggreg,NewAttrib1,GW Chi Square,0,0,0
Nursery with Aggreg,NewAttrib1,GW Squared Gini,2,2,0
Nursery with Aggreg,NewAttrib1,LS Chi Square,0,0,0
