a_0,a_1,a_2,class
S,T,EH,D
D,K,AH,N
P,L,AE,N
N,DH,AH,K
IH,M,EY,N
AH,N,D,IH
L,Z,D,IH
JH,UH,L,D
AH,K,AO,R
N,AA,M,IH
ER,V,Z,T
L,Y,AH,N
ER,AH,N,S
IY,M,AH,N
IH,NG,IH,N
R,UW,P,S
T,W,IH,L
N,D,EH,K
EH,K,S,AH
L,IH,K,S
N,T,IY,Z
K,ER,AH,N
ER,S,EH,D
R,AH,N,IH
EH,N,T,R
ER,D,P,AH
K,AA,N,T
V,D,UW,IH
P,ER,R,IH
CH,UH,R,AH
AH,L,P,L
EY,SH,AH,N
AH,N,T,S
NG,B,IH,T
K,EY,SH,AH
D,EH,F,AH
AH,Y,UW,S
D,ER,DH,AH
AH,N,D,AH
AO,R,AH,D
F,AE,K,T
D,IH,S,K
AH,L,AH,S
D,EY,AO,R
EH,S,M,AH
AH,N,S,IH
N,S,IH,S
W,AO,R,T
S,F,AO,R
AO,L,S,EH
AH,F,ER,S
P,R,AY,S
P,L,AE,N
AE,N,T,IH
T,S,AH,N
AH,D,UW,S
HH,EH,K,T
N,S,IH,S
S,AY,N,D
IH,N,AH,S
L,AE,S,T
EH,G,Y,AH
K,S,T,R
N,IH,K,S
UW,S,T,AH
D,EY,Z,AH
M,AH,N,T
D,IH,K,S
R,P,ER,AH
N,SH,EH,R
R,IY,S,IH
T,S,G,R
IH,L,Y,AH
AH,T,IH,N
W,AA,Z,IH
B,R,UW,IH
S,T,ER,D
S,T,S,T
EY,N,JH,AH
ER,EY,T,IH
T,IH,NG,IH
IH,Z,N,AH
IH,NG,S,EH
AE,D,AH,D
NG,K,SH,AH
S,AH,P,AH
N,M,AH,N
AY,D,IH,D
AH,L,F,AH
V,EH,S,T
M,ER,SH,AH
T,Y,IH,R
SH,EH,R,Z
D,UW,S,T
N,D,R,AH
L,T,IH,L
S,AH,V,D
UW,P,IH,N
AA,R,K,AH
N,AH,M,AH
AH,P,AE,S
AH,S,K,R
P,OY,N,T
S,EH,T,S
R,EY,T,N
AH,R,IY,S
NG,L,AO,S
OY,L,AH,N
EY,SH,AH,N
IH,DH,DH,AH
IY,S,T,AH
AH,S,IH,K
T,AH,N,Z
L,CH,EY,N
N,T,R,AH
IH,N,D,AH
EY,M,AH,N
CH,ER,Z,D
EY,Z,AH,N
L,IH,L,EH
S,P,R,EH
IH,L,T,L
IY,F,L,AH
S,IY,AH,T
Z,DH,AE,T
Z,AH,V,AH
IY,G,AH,L
D,AH,V,AH
D,IY,DH,IH
B,IY,F,R
P,AH,L,Z
AH,N,T,S
S,P,AO,R
EH,S,P,L
S,IH,L,IH
S,T,M,AH
AH,D,AA,L
M,AH,N,S
EY,B,AH,L
W,AA,Z,N
T,AH,B,IH
T,P,UH,T
AO,R,S,L
T,K,AH,N
K,AH,N,T
M,P,AO,R
F,T,ER,AH
EH,K,S,T
T,AH,G,R
IH,S,T,AH
P,AO,R,T
M,IH,D,IH
T,AO,K,S
AH,N,D,AH
ER,AH,N,S
D,EH,L,AH
N,AH,N,S
M,IY,N,Z
AO,R,M,IH
UW,S,T,AH
IY,EH,S,IH
IH,Z,N,AH
K,AH,N,S
EH,N,IH,T
N,T,R,AH
IH,CH,AO,L
R,AH,M,N
S,AH,B,S
OW,Z,R,AH
T,W,UH,D
AH,M,AA,R
V,AY,Z,D
IY,AH,B,AH
R,D,IH,Z
AH,N,IY,S
AH,N,AH,N
R,D,D,IH
S,Y,IH,R
EY,B,ER,L
D,AH,N,T
T,IY,IH,Z
HH,AE,V,AH
R,IH,N,S
EH,K,T,IH
W,EY,JH,K
S,IH,K,S
V,IH,T,S
N,D,AO,R
T,ER,IH,N
P,EH,N,S
ER,EY,T,IH
ER,Z,AH,N
UW,IH,N,S
DH,AH,P,R
M,UW,V,D
M,AH,N,T
AA,M,EH,N
R,IY,S,AH
M,IH,N,D
AA,N,D,T
UW,SH,AH,N
T,UW,D,IH
P,ER,AH,T
R,AA,F,AH
AA,R,K,T
T,W,ER,S
IH,SH,UW,D
R,IY,AH,L
M,OW,S,T
T,Y,IH,R
R,AH,D,AH
R,AH,N,D
JH,IY,S,EH
AH,D,IY,Z
Z,DH,AH,T
K,T,AH,D
K,T,AH,D
K,W,ER,K
ER,AE,T,AH
W,IY,K,AH
SH,AH,N,K
AH,K,AO,R
ER,Z,AO,L
EH,Z,IH,D
K,W,AO,R
AO,S,F,R
S,EH,P,T
AH,AE,K,S
L,B,IY,S
N,S,K,AH
S,AH,N,T
IY,W,ER,D
IH,L,K,AH
Z,K,ER,AH
IH,N,JH,EH
B,AE,L,AH
AH,N,D,T
EY,T,DH,AH
R,Z,S,L
N,F,AO,R
K,S,IH,N
T,AE,K,S
Z,AH,V,S
R,D,K,L
L,AH,N,T
AH,N,AW,N
AO,F,IH,S
D,AE,L,AH
AH,N,UW,K
IH,S,T,S
AH,V,T,R
L,EY,T,T
P,R,AA,D
S,P,EH,K
R,HH,AE,D
Z,W,ER,D
EY,SH,AH,N
ER,Z,AE,N
EY,D,S,EH
NG,B,AY,IH
V,EH,S,T
AH,R,IH,Z
EH,T,AH,L
IY,L,IH,S
AO,R,DH,AH
AH,M,P,L
SH,AH,N,Z
T,R,IY,Z
B,OW,N,AH
IH,V,IH,D
D,IH,NG,T
D,EH,K,S
IH,L,EH,K
SH,EH,R,Z
T,F,AH,S
S,AH,K,S
AA,R,T,IH
K,R,IY,S
L,EY,SH,AH
AE,N,IH,N
EY,T,IH,T
W,IH,L,S
IY,Z,DH,IH
AH,JH,EH,S
N,AA,T,S
B,AH,L,T
D,AH,N,IH
UW,Y,IH,R
AA,N,AH,T
S,V,AH,L
HH,OW,L,D
K,AA,N,T
R,EH,Z,AH
IH,Z,AY,N
N,B,IH,L
T,IH,K,S
AH,V,P,R
Z,IH,K,S
N,AH,L,S
G,EY,N,R
R,IH,N,T
UW,R,AH,S
L,EY,M,IH
L,AH,V,IH
D,AH,Z,N
R,IY,M,AH
Y,IH,R,IH
B,AO,R,D
EH,ZH,ER,Z
F,AH,N,D
EY,HH,AE,D
EH,N,D,IH
S,AA,N,N
AO,R,AH,N
R,EY,T,S
EY,SH,AH,N
P,AH,T,IH
NG,P,AH,Z
R,EH,N,D
P,AA,Z,IH
K,AA,N,T
AH,D,D,EH
L,Y,AH,N
IY,M,AH,N
R,IY,M,AH
EH,V,AH,N
N,D,IH,S
D,R,AH,S
S,IH,K,S
ER,SH,EH,R
SH,EH,R,Z
IH,T,IH,D
AH,L,AH,N
R,D,IH,D
Z,AH,N,D
AH,AH,D,IH
K,W,AH,T
M,R,EY,T
R,IH,N,K
EH,R,M,AH
AH,K,T,S
K,R,AY,S
SH,ER,F,R
M,AH,N,T
T,DH,AH,D
V,T,UW,IH
AH,F,AO,L
K,AA,M,AH
AO,R,M,Z
R,T,S,EH
AH,K,SH,AH
W,AA,Z,K
V,IY,EH,S
W,OW,T,AH
SH,AH,N,Z
W,IH,L,S
T,P,AH,L
NG,K,S,AH
B,AH,JH,IH
UW,N,IY,K
AH,T,R,AH
AH,B,AW,T
N,T,ER,N
AH,V,IH,T
IH,NG,W,IH
N,IY,S,EH
AH,F,AO,R
AH,R,AY,T
DH,AH,D,AH
AH,R,EH,S
ER,AA,N,T
L,M,AA,R
AY,M,EH,R
NG,IY,Z,D
L,D,N,AH
AE,T,DH,AH
AA,K,S,IH
T,UW,L,IH
N,Y,UW,IH
M,IY,T,IH
AH,L,T,R
AH,L,S,EH
L,Z,DH,AH
JH,AH,W,AH
AY,V,W,IH
AO,L,V,IH
AH,S,T,K
P,AA,S,AH
EH,R,IY,K
T,EY,N,AH
L,M,IY,T
AH,V,DH,IH
AH,B,AW,T
V,IY,EH,S
AA,R,AA,R
HH,OW,L,D
N,AA,T,S
IY,AA,P,T
Z,AH,F,L
AA,T,R,IH
K,B,UW,S
K,EY,D,Z
S,EH,N,T
T,R,EY,D
AH,N,T,IH
AH,G,UH,D
UW,N,AH,T
T,AH,B,Z
EH,N,T,T
EH,S,R,IH
G,EY,N,D
N,D,L,IH
EH,S,S,T
OW,JH,EH,T
AA,N,DH,AH
EY,T,ER,Z
S,P,EY,IH
D,DH,AE,T
G,IH,V,AH
Z,P,AE,N
D,W,AH,N
N,T,AH,D
G,UH,D,EH
R,EY,D,IH
S,OW,S,EH
HH,IH,Z,R
N,OW,IH,N
AE,V,ER,IH
AE,V,ER,IH
AH,L,Z,S
AE,P,L,IH
V,IY,AH,S
S,EH,T,S
IY,K,EH,N
EH,N,T,AH
EY,T,S,R
AE,Z,DH,AH
NG,F,AH,S
P,AA,L,AH
IH,N,DH,AH
D,DH,AH,IH
AH,D,EH,N
D,AH,B,EH
AE,SH,F,L
UW,Z,K,AH
IY,K,AH,N
ER,N,AH,L
T,M,AH,N
AH,F,EH,K
AO,N,IH,N
Z,T,UW,AH
IH,Z,N,AH
D,EY,P,R
G,R,IY,D
L,IH,K,S
D,B,IH,L
W,EY,V,EH
AH,B,K,AH
UW,P,R,AH
N,D,AH,S
F,AO,R,AH
D,S,EY,L
AH,N,AH,L
EH,D,DH,AH
T,ER,AA,N
IH,N,T,R
T,DH,AE,T
F,AO,R,AH
S,L,AO,S
IY,ER,T,AH
B,IH,K,AH
L,S,OW,S
IH,D,EH,N
TH,AO,R,AH
UW,M,AH,N
IH,N,S,T
T,S,S,EH
P,AH,B,L
T,M,AH,N
K,S,P,EH
B,R,OW,K
AH,M,DH,AH
L,EY,M,Z
AE,K,SH,AH
AH,JH,D,IH
P,ER,SH,EH
CH,SH,EH,R
AH,V,DH,AH
V,IY,EH,S
V,ER,DH,AH
AH,L,IY,D
B,EY,S,T
IY,AA,P,T
K,DH,AH,IH
D,AW,N,T
ER,S,AO,R
S,F,AO,R
K,T,EH,S
N,V,EH,S
R,AA,F,AH
V,IY,EH,S
D,N,AA,N
AH,B,AE,K
AH,Z,AH,T
AH,G,OW,L
EY,SH,AH,N
N,IH,NG,Z
AA,D,AH,K
R,S,T,R
T,B,IY,S
Z,IH,N,D
IH,N,D,AH
UW,F,AO,R
UW,K,AA,N
N,AH,L,S
AH,M,AW,N
EY,T,IH,D
AH,B,EH,N
M,AH,N,D
AH,T,S,AH
AE,Z,M,AH
B,AA,N,D
N,SH,AH,L
M,EY,N,T
AH,N,AE,N
D,F,AO,R
AY,F,L,AH
EY,SH,AH,N
DH,IH,N,AH
T,AA,N,N
EY,SH,AH,N
AH,N,Z,K
D,IH,S,T
K,AH,JH,K
IH,V,EH,L
IH,L,P,AH
ER,DH,AH,EH
L,EY,S,T
M,Z,P,L
AA,Z,S,EH
T,IH,T,S
IH,NG,AH,K
R,IY,K,AH
R,IY,D,T
AO,R,W,AH
T,AE,K,S
IH,N,K,L
IH,NG,AH,S
IY,R,EH,K
S,ER,P,L
EH,N,S,T
P,R,AY,S
AY,Z,IH,N
S,T,R,AH
HH,AE,Z,S
IH,D,IH,N
AH,D,IY,L
DH,AH,K,AH
P,AH,N,Z
AA,N,T,R
R,DH,AE,N
M,P,AH,N
L,Z,P,L
N,K,AO,R
TH,AH,V,S
AH,L,IH,S
T,L,UH,K
B,AE,R,AH
T,UW,S,EH
K,W,AY,R
Z,AH,V,S
AH,T,DH,IH
ER,AH,N,T
L,F,IH,L
R,AE,K,T
T,S,IH,N
K,T,S,T
IY,AO,L,S
B,R,AH,T
F,AO,R,K
EY,AH,P,L
AH,R,IY,S
T,UW,S,T
IH,N,S,T
M,EY,IY,Z
ER,IH,NG,K
N,AE,N,IH
M,AA,R,K
IH,S,Y,IH
N,DH,AH,S
V,D,V,EH
AH,L,IH,S
T,ER,Z,R
N,T,EH,N
N,AE,SH,AH
D,IY,OW,IH
AH,N,S,T
T,AA,R,R
D,DH,AE,T
N,Y,UW,Z
IY,B,IY,IH
EH,S,T,AH
NG,L,AY,N
T,S,OY,L
T,ER,D,AH
CH,ER,AH,L
AH,CH,IH,T
R,IH,Z,AH
IY,P,EY,D
AW,N,T,T
M,EY,K,AH
DH,EY,D,IH
AA,R,K,AH
UW,HH,AE,D
AY,M,EH,R
M,AH,N,T
IH,NG,IH,N
IH,T,IH,D
T,UW,EH,N
AO,R,AH,S
R,OW,TH,K
S,T,R,AH
V,EH,L,AH
AH,N,UW,L
IH,NG,EY,D
N,W,AO,N
IY,W,IH,L
N,IY,S,EH
AO,R,T,S
N,ER,AH,L
K,AE,P,AH
SH,AH,L,K
S,F,ER,Z
ER,Z,D,EH
D,AH,K,T
S,AO,G,R
K,R,IY,S
V,P,AH,Z
P,EH,K,T
M,AH,N,T
F,ER,T,S
V,L,OW,N
AY,L,S,T
R,AH,L,R
AO,R,AH,N
M,IH,N,T
Z,S,AY,N
N,EH,K,S
AH,S,AO,R
SH,AH,L,K
D,AH,D,T
EH,DH,ER,EH
EH,K,T,IH
AH,D,AA,L
AH,R,IH,Z
EH,N,SH,AH
D,W,EH,L
EH,L,K,AH
IH,NG,S,AH
DH,AE,T,IH
B,AE,NG,K
AH,Z,DH,AH
DH,AH,D,EH
V,ER,T,R
OW,T,AH,Z
S,T,S,S
IH,K,K,AH
AH,B,AW,T
IH,K,Y,AH
R,IH,NG,T
R,OW,G,R
R,AA,B,L
R,UW,V,AH
AH,V,DH,AH
EY,D,IH,D
EH,D,IH,T
K,S,T,R
D,EH,T,S
IH,S,K,L
R,AA,F,IH
AH,N,D,R
SH,AH,L,IH
N,D,AH,S
B,IY,P,R
AH,P,AA,Z
L,IH,M,AH
S,T,UH,D
IH,K,M,AH
N,AE,T,K
Z,IH,NG,D
N,T,P,R
Z,T,UW,EH
R,AH,L,IH
EH,D,DH,AH
UW,D,IH,S
W,ER,S,T
T,K,AA,N
N,T,AH,N
F,IH,SH,AH
M,AO,R,K
AA,Z,IH,N
IH,L,S,EH
L,D,AA,N
S,T,DH,AH
S,ER,T,IH
T,UW,K,R
ER,V,EH,N
DH,AH,D,AH
P,AH,B,L
L,R,AH,S
M,AH,N,T
B,IH,L,Z
N,IH,Z,IH
ER,R,AY,T
N,S,IH,N
P,EY,D,IH
L,AH,B,AH
N,D,B,IH
AW,T,IH,N
T,OW,L,D
EH,K,AH,N
AE,P,AH,N
UW,W,IH,N
L,AH,P,T
S,T,AO,L
N,P,AA,R
S,IH,S,T
R,S,T,T
R,IH,Z,EH
T,AH,N,Z
IY,S,EH,D
IH,K,W,IH
D,AH,S,T
OW,D,IH,T
EH,JH,IH,S
B,AH,L,L
Z,K,AH,N
D,EH,F,AH
AH,N,T,AH
S,F,AO,R
K,AW,N,T
Z,AH,N,EH
S,L,AE,S
AO,R,TH,R
V,L,AE,S
EH,S,IH,K
IY,Z,AA,R
D,SH,AO,R
EY,Z,K,R
L,M,AE,N
N,R,IY,L
DH,EH,R,K
L,K,AH,N
ZH,AH,N,Z
ER,M,AH,N
M,AH,N,T
V,IY,IH,K
AO,F,AH,N
SH,AH,N,AH
AO,R,K,AH
EY,L,W,IH
D,EY,T,IH
N,IH,N,T
N,AH,N,T
K,AH,T,IH
M,AH,N,T
L,ER,Z,S
AH,V,DH,AH
N,SH,AH,L
R,IY,D,AH
D,AH,K,L
L,IH,N,T
AY,N,D,T
V,AE,N,AH
B,IH,L,AH
R,EH,D,AH
EH,M,W,IH
IH,NG,IH,Z
Z,AE,T,IH
AH,N,IY,Z
Z,IH,T,S
P,R,AY,S
IH,D,AE,T
AE,K,SH,AH
F,AY,N,AH
L,AA,T,AH
UW,N,AH,T
D,AH,N,D
EH,N,T,IH
Z,AH,N,T
DH,EY,AE,D
D,L,AY,IH
S,EH,K,S
OW,IH,NG,T
DH,AH,P,R
EH,S,T,AH
S,F,AO,R
IY,Z,AH,N
P,R,AH,D
AH,D,UW,S
SH,AH,N,Z
AH,N,Z,T
OW,Z,IH,Z
S,T,AE,T
IY,W,IH,L
AA,R,AH,N
AA,N,P,R
R,P,ER,AH
EH,K,N,IH
W,UH,D,EH
B,AE,NG,K
K,SH,AH,N
N,SH,AH,L
N,D,DH,AH
CH,F,AW,N
D,UH,R,IH
AO,R,S,EH
AO,R,W,AH
DH,AH,K,AH
M,EY,N,IH
K,AH,T,IH
T,M,AA,R
T,F,AA,L
P,EH,K,T
AY,ER,D,K
S,T,IH,N
AH,F,AO,R
ER,Z,F,R
R,K,AH,T
K,SH,AH,N
R,Z,IH,Z
T,Y,EH,T
T,AH,N,EH
N,IH,Z,S
N,DH,AH,R
R,EY,N,Z
B,AY,ER,Z
N,D,DH,AH
IH,K,S,T
AH,T,K,AH
G,R,EY,D
P,R,AA,D
Z,AH,V,R
K,W,AO,R
OW,M,AA,R
AH,N,S,AH
UW,D,AH,S
IH,N,IH,S
AH,N,AE,N
ER,T,AY,Z
EH,D,ER,AH
D,AE,T,N
R,IH,S,K
EY,SH,AH,N
F,IY,T,T
AO,R,M,R
R,IH,NG,Z
N,V,AA,L
D,IH,T,S
V,IY,EH,S
L,UW,D,Z
Y,UW,Z,D
D,F,AO,R
B,IH,G,IH
D,IH,N,AH
T,UW,HH,IH
DH,AH,IH,N
UW,B,IH,L
D,B,IH,L
ER,CH,IH,N
IH,R,IY,AH
L,G,EY,N
IY,S,EH,T
EY,SH,AH,N
P,ER,CH,AH
F,AW,N,D
IH,K,S,K
IH,T,S,N
S,P,AO,R
N,D,M,IH
ER,S,IH,K
P,L,IY,T
T,S,EY,L
AH,V,AE,N
IY,S,K,R
Z,K,L,IH
V,OY,L,S
T,B,IH,L
T,W,AA,Z
T,S,S,T
D,DH,AE,T
R,AH,N,IH
Z,AH,N,D
IH,ZH,AH,N
N,AH,N,D
EH,N,SH,AH
T,DH,AH,S
T,ER,D,R
NG,G,W,IH
IH,ZH,AH,N
Z,AH,N,D
D,AH,B,AH
ER,AY,Z,D
L,IH,SH,AH
S,W,EH,N
EH,N,DH,AH
R,T,S,T
UW,V,M,AH
P,ER,EH,R
T,T,UW,K
ER,V,AH,S
AA,R,JH,AH
EY,N,AE,T
UW,B,R,IH
AH,L,OW,N
IH,Z,AY,N
D,R,EH,S
AH,M,DH,AH
AH,Y,IH,R
S,AW,T,S
AH,K,CH,AH
R,IY,Z,AH
AY,L,UW,T
IH,V,Z,S
AH,L,B,AH
JH,IH,T,T
EH,N,S,T
V,EH,L,AH
AH,M,P,AH
AH,Y,IH,R
ER,W,UH,D
IY,W,IH,L
AH,D,EY,R
HH,IY,S,EH
ER,AH,N,T
R,OW,L,Z
R,L,AY,K
P,OY,N,T
AH,T,S,EH
K,AH,T,IH
S,HH,AE,D
N,V,EH,S
SH,EH,R,Z
DH,AH,K,AH
IY,D,R,AH
AH,N,EY,D
IY,AA,N,L
L,IH,L,EH
R,IY,AH,L
Z,B,AA,T
S,P,EH,K
EH,Z,AH,N
IH,N,DH,AH
T,S,D,EH
N,SH,AH,L
IH,D,IY,EH
NG,T,UW,K
S,R,IH,Z
S,T,R,EH
ER,HH,ER,T
IH,CH,AA,R
AH,L,IH,T
EH,S,T,IH
AH,T,AE,K
D,IH,T,IH
AE,CH,ER,AH
D,UH,R,IH
K,T,AH,D
UW,K,AH,N
ER,JH,IY,AH
T,AH,T,IH
OW,S,T,AH
AA,N,S,T
R,D,DH,AH
AH,F,ER,S
DH,AE,T,N
L,AH,DH,AH
AE,P,AH,T
T,W,ER,N
L,Y,AH,N
R,AA,F,AH
TH,IY,S,T
IH,R,IY,AH
SH,UH,R,T
N,IH,Z,L
IH,R,EH,S
T,AE,P,IH
AE,K,S,K
R,EY,IH,L
EH,N,ER,AH
R,IH,Z,EH
R,IY,M,AH
R,AA,S,EH
AH,T,IH,T
IH,N,DH,AH
AH,P,OW,Z
M,Z,AO,R
L,AY,Z,IH
K,R,IY,S
IH,T,S,EH
N,S,IY,S
R,UW,D,AH
K,AH,T,IH
N,D,IH,N
SH,AH,N,AH
L,D,B,IH
AO,R,T,AH
L,T,IH,N
D,N,AA,T
D,AE,D,IH
NG,IH,K,S
M,AE,N,D
IH,M,P,R
K,T,ER,AH
R,M,AH,S
AH,S,T,R
EH,R,IY,K
EY,SH,AH,N
AH,B,AH,S
AH,S,T,R
T,AA,K,S
AH,N,IY,S
D,IY,D,IH
T,AE,K,S
T,SH,OW,Z
D,R,AY,Z
UW,M,IY,T
IH,K,SH,AH
AO,R,D,AH
IY,Z,IH,N
W,EY,K,D
HH,AW,DH,AH
Z,T,UW,T
ER,P,AA,R
IH,P,M,AH
T,IH,N,AH
AH,S,T,S
AE,V,AE,T
S,IY,Z,AH
V,OW,T,IH
UW,K,ER,EH
IH,NG,DH,AH
T,K,AH,T
S,IH,N,S
L,IY,S,AH
OW,IH,NG,T
K,EY,T,S
P,AO,R,T
L,P,IH,K
AE,D,AH,L
M,P,EH,R
W,IH,DH,D
AH,F,ER,S
R,AA,M,AH
L,Y,IH,R
N,T,IH,K
F,AO,R,K
IH,T,S,IH
UW,T,IH,L
N,Z,F,R
Z,AE,F,T
R,D,DH,AH
R,AA,V,AH
AA,V,AH,N
IH,K,S,T
EY,M,AH,N
L,AH,JH,AH
JH,AH,B,AH
ER,N,EH,R
K,AH,N,S
F,UW,D,K
IH,DH,DH,AH
M,AH,N,T
IH,V,N,IH
AH,L,OW,AH
T,R,AH,K
AW,N,S,T
AH,N,G,R
IY,AH,L,R
L,F,UW,D
AH,L,AW,T
JH,ER,EH,N
V,DH,EH,R
SH,EH,R,AH
AH,N,D,IH
Z,AH,N,D
EY,L,Z,AH
T,AE,N,D
AH,M,D,IH
L,IY,S,T
IH,K,W,IH
IH,S,K,AH
AH,V,F,EH
IH,T,R,EH
Z,W,ER,K
R,IY,K,L
L,IY,W,IH
AA,R,K,AH
IH,Z,AH,L
L,IY,S,T
R,AY,S,AH
B,IY,IH,K
AH,N,D,IH
ER,Z,AO,R
UW,V,M,AH
UW,T,IH,L
AH,G,EH,N
M,EY,N,D
M,AH,N,T
S,M,AA,R
EH,N,D,IH
R,M,P,R
AH,V,EY,L
AH,N,W,IH
R,AH,S,T
K,AA,S,T
Z,AA,R,AH
T,B,AA,R
N,G,R,EH
T,IH,NG,K
AH,N,IH,N
DH,AH,K,AH
F,AO,R,N
M,AE,N,D
EH,N,D,Z
Z,SH,EH,R
SH,AH,N,Z
AH,K,AH,N
IH,L,Y,AH
IY,EH,S,L
S,W,IY,K
AH,L,Z,T
EH,SH,AH,N
AH,N,Z,AH
IY,EH,S,L
EH,K,S,T
AE,K,T,IH
S,EH,S,IH
N,Y,UW,N
F,AW,N,D
B,AH,N,AH
T,K,AW,N
EH,N,T,AH
Z,AH,V,R
T,AA,K,IH
AA,K,IH,K
EH,K,T,IH
L,AW,D,IH
IH,NG,SH,EH
K,AA,M,AH
V,D,DH,AH
EH,S,D,EH
R,AO,NG,D
D,AH,K,T
DH,EH,R,EH
AO,R,G,R
S,T,V,IH
AH,F,AE,K
S,AH,T,IH
P,R,AY,S
IY,P,AH,L
UH,SH,IH,N
L,S,EH,D
UW,D,DH,IH
IY,S,OW,L
IY,Z,AA,L
UW,N,AH,T
AH,F,AO,R
S,V,IY,EH
UH,K,S,K
K,R,AE,K
AH,P,T,IH
N,P,AH,L
R,T,S,T
R,T,IH,D
UW,Z,D,T
UW,IH,K,S
IH,Z,N,AH
OW,N,AH,N
NG,AH,N,IH
R,IY,S,T
EY,SH,AH,N
D,DH,EH,R
IY,D,IH,N
AH,M,P,AH
AH,S,T,R
T,M,AH,N
P,UW,R,EH
IY,D,AH,D
AO,R,W,AH
M,AE,CH,AH
R,HH,AY,AH
P,AH,Z,IH
V,IY,EH,S
Z,P,AO,R
EH,N,ER,AH
EY,M,AH,N
T,IH,NG,Z
S,IH,S,T
Z,R,IY,IH
K,W,OW,T
IH,M,EY,N
S,IH,K,S
JH,OY,N,T
AA,Z,S,EH
G,OW,B,AH
K,AH,N,D
S,HH,AE,D
JH,IH,NG,D
Y,EH,N,D
B,AA,N,D
UW,D,IH,N
R,M,AE,N
B,S,IH,D
P,ER,AA,R
AH,K,AA,R
T,W,IY,K
AH,N,T,IH
M,EY,N,IH
F,AO,R,AH
IH,L,IH,T
EY,SH,AH,N
IY,T,R,AH
K,SH,AH,N
K,T,AH,D
AH,S,T,S
D,W,AO,R
AH,N,T,R
IH,F,AH,K
Y,IH,R,AH
S,ER,V,AH
T,S,S,EH
AA,P,AH,Z
R,M,AA,R
T,F,AO,R
D,HH,IY,S
S,AO,R,S
N,AH,L,IH
R,AH,M,AH
L,EY,S,T
V,F,AO,R
N,D,B,R
IH,S,T,AH
T,IH,N,AH
K,S,F,R
Z,IH,K,S
S,R,AY,T
D,IH,T,IH
L,AY,S,AH
T,UW,IH,N
N,D,IH,T
SH,AH,N,Z
N,S,IH,Z
L,S,OW,S
K,SH,AH,N
SH,AH,L,Z
EH,K,S,T
R,W,AH,N
K,S,P,EH
AH,S,AH,N
UH,D,IH,N
N,K,AH,N
IH,S,T,AH
S,S,EH,D
UW,W,AH,L
AH,SH,AA,R
AH,M,IY,D
IH,DH,DH,AH
S,P,EH,K
EH,L,S,T
AH,N,T,AH
IH,NG,D,IH
EH,D,AH,D
EH,D,P,R
M,AH,N,T
T,R,AE,K
AH,CH,AE,Z
AY,DH,AH,AH
L,V,D,IH
N,IH,T,S
R,AY,S,AH
UW,D,EY,T
R,S,AH,N
IY,Z,S,AH
S,IH,N,AH
R,UW,M,IH
S,P,OW,K
HH,IY,S,EH
T,S,P,EH
S,IH,N,D
EH,P,R,AH
IY,P,ER,S
EH,D,IH,N
S,K,EH,R
AE,NG,K,S
T,W,AA,Z
S,IH,NG,AH
AE,N,D,AH
UW,SH,EH,R
AW,EH,S,T
V,D,DH,AH
D,AH,S,T
T,K,UH,D
AH,N,D,T
AH,N,T,AH
ER,P,L,AH
AH,T,AH,L
N,SH,AH,N
K,T,R,EH
T,W,AA,Z
AA,T,IH,N
T,AH,M,IH
AH,N,T,R
AH,D,IH,S
ER,AH,S,K
Z,M,EY,D
AH,M,ER,EH
T,D,AH,Z
D,R,IH,Z
AE,Z,B,IH
IH,N,T,R
S,S,EY,L
EH,S,T,AH
HH,AE,D,IH
UW,EH,N,D
D,EY,EH,S
T,R,AE,K
F,AO,R,K
F,IY,D,L
K,S,P,EH
R,T,S,AH
T,AH,L,IH
L,B,IH,K
EH,N,ER,AH
D,W,IH,N
IY,EY,SH,AH
P,R,EH,Z
K,AH,M,EH
T,R,AE,K
P,AH,B,L
R,AE,T,AH
W,OW,T,IH
K,L,AO,S
AH,R,IH,L
UW,P,OY,N
P,OY,N,T
K,AW,T,AH
F,AE,S,T
CH,W,AA,Z
F,ER,S,T
T,AA,K,R
AY,DH,AH,K
EH,L,TH,K
R,AY,T,T
IH,N,K,L
EH,T,IH,N
IH,R,EH,N
SH,AH,N,AH
P,OW,K,S
AE,N,IH,K
F,AO,R,N
AE,N,S,AH
NG,K,W,IH
AH,N,T,AH
M,IH,N,T
Z,P,EY,AH
P,M,AH,N
P,AA,R,T
AH,L,Y,IH
F,IH,N,AH
AH,P,AE,S
AE,SH,T,AH
D,AH,S,T
Y,AA,R,D
D,IH,NG,T
P,B,IH,L
IY,R,IH,Z
AH,M,W,AH
IH,SH,UW,IH
T,OW,T,AH
ER,AH,N,D
S,P,IH,T
EH,T,AE,Z
P,L,EH,K
T,AH,R,EH
CH,W,AA,Z
AH,S,AH,T
D,AH,S,T
IY,EY,T,IH
D,W,AA,Z
EH,Z,AH,N
AH,S,T,R
SH,AH,N,T
IH,K,IH,N
D,IH,D,N
HH,EH,L,D
EH,JH,AH,S
Z,AH,P,R
S,T,IH,D
AO,R,T,L
AE,M,AH,N
L,Y,AH,N
IH,SH,AH,N
AH,T,S,S
V,AY,Z,D
F,ER,D,D
AH,S,EH,K
UW,D,Z,N
AA,M,IH,K
S,ER,P,L
S,K,AH,N
AH,D,UW,S
N,AH,HH,EH
Z,IH,K,S
T,Y,IH,R
OY,L,IH,N
