a_0,a_1,a_2,class
AH,T,AO,R
V,EH,N,T
L,OW,Z,D
R,UW,L,IH
SH,AH,L,Z
T,M,EY,K
IH,NG,P,AH
S,M,AH,N
M,AH,N,T
IY,P,EH,R
Z,S,IY,K
Z,AH,V,S
N,IH,F,EH
IY,F,R,AH
DH,AH,K,AH
F,IH,S,K
K,T,S,T
T,R,IH,Z
EH,N,CH,AH
R,IY,JH,AH
IH,T,AH,K
AO,R,DH,AH
T,R,AE,N
V,EH,S,T
T,UW,IH,N
T,W,IY,K
L,AH,R,IH
B,AH,L,T
CH,AH,S,AH
S,T,R,AH
AH,P,AH,L
T,UW,R,IH
P,AH,N,IY
AH,M,P,AH
IH,D,M,ER
AE,K,SH,AH
R,K,AH,T
AH,L,AW,IH
IH,NG,DH,AH
S,T,ER,Z
IH,K,AH,L
IH,ZH,AH,N
AH,R,IY,Z
IH,P,M,AH
UH,T,IH,N
NG,F,IY,L
T,S,W,ER
S,OW,B,IH
S,T,UH,D
IH,CH,B,R
S,OW,HH,EH
AA,N,D,IH
UH,G,ER,D
HH,AE,Z,T
T,AH,B,AH
R,AH,L,IY
AH,S,IH,L
ER,M,W,EH
P,OW,Z,D
IH,SH,UW,AH
EH,K,AH,N
DH,P,R,AH
IY,D,UW,T
ER,DH,IH,S
P,ER,SH,EH
AH,V,DH,AH
S,M,AH,N
D,AE,N,AH
AH,V,K,ER
AH,N,S,AH
T,IY,Z,L
Z,AA,N,IY
AE,N,SH,AH
EY,T,F,EH
N,D,K,ER
IH,Z,S,T
P,IH,G,K
R,IY,S,AH
M,IH,N,T
K,AH,N,S
NG,IH,G,Z
R,SH,IY,AH
AH,S,EY,L
S,P,EY,S
IY,N,OW,T
EY,N,D,AH
AY,R,IH,K
AE,N,S,IH
M,EH,D,AH
S,EH,D,IH
D,W,IH,L
DH,AH,P,R
T,UW,W,ER
AA,Z,D,L
EH,V,AH,L
P,AO,R,T
D,AE,N,IH
EH,N,S,T
Z,HH,IY,S
D,EH,R,IY
AH,M,AH,N
N,SH,AH,L
T,ER,IH,N
JH,AH,S,T
P,SH,AH,N
IH,SH,UW,Z
V,ER,M,AH
AH,N,K,AH
AH,JH,M,AH
T,K,UH,D
AE,B,S,AH
F,DH,AH,IH
V,IH,D,IY
Y,ER,B,IH
AH,M,OW,S
V,D,IH,S
T,AH,Y,IH
AH,K,AA,M
N,K,AA,N
OW,T,S,AH
K,S,P,EH
ER,CH,AH,S
IY,EH,S,IH
B,AE,NG,K
AH,P,OW,Z
S,S,EH,D
IH,N,K,R
R,IY,CH,T
S,EH,S,IH
AE,D,AH,S
N,AE,N,S
S,T,AA,K
D,T,UW,T
AA,Z,EH,N
AH,N,S,IH
K,AH,N,T
UW,P,HH,EH
IH,T,IH,Z
ER,AH,N,D
TH,AO,R,AH
R,IY,AH,L
T,AH,L,AH
EY,N,JH,IH
Z,N,AA,T
P,L,EY,N
AH,N,V,ER
ER,S,IH,S
IY,EY,SH,AH
N,D,P,R
AO,R,EH,K
AE,D,AH,D
R,AH,K,S
V,AH,JH,EH
UW,W,AO,T
T,UW,F,IH
N,AH,M,AH
EY,T,IH,D
AH,M,ER,IY
IH,NG,P,R
T,R,AH,N
DH,EH,R,IH
N,V,IH,Z
T,AH,L,T
IH,F,EH,N
P,L,AE,N
AA,N,F,AH
F,R,AH,M
L,P,R,AH
K,Y,AH,L
N,D,Z,D
T,S,AE,T
OW,P,AH,N
AE,T,ER,AH
IH,T,EH,N
NG,F,AO,R
F,ER,M,D
N,S,EH,D
ER,EH,K,AH
IH,N,S,EH
N,K,R,IY
N,D,DH,AH
IH,N,K,R
ER,S,T,AH
P,AH,Z,IH
S,AH,M,AH
N,OW,P,AH
R,AH,D,AH
R,IH,N,K
OY,L,K,AH
DH,AH,S,T
T,ER,Z,S
EH,D,B,IH
AH,V,AE,L
Z,ER,V,Z
AH,N,T,T
S,EH,D,IH
S,T,F,IH
D,F,AO,R
JH,EH,N,ER
M,AE,N,AH
IH,JH,AH,N
UW,HH,AY,ER
ER,DH,ER,S
D,AH,N,D
L,N,UW,Z
ER,T,OW,L
P,IY,P,AH
T,D,UH,R
AH,AY,D,IY
Z,F,AO,R
AE,T,ER,N
IY,K,AO,L
AH,K,T,AH
IH,L,AH,K
P,EY,M,AH
L,IY,AH,K
Y,IY,L,D
AA,F,AH,T
Z,F,R,AH
N,Y,UW,D
IH,F,AO,R
R,UW,L,IH
Y,EH,N,AH
S,T,AA,K
AE,N,AA,R
T,UW,IH,T
AE,V,AE,S
Z,IH,T,IH
AO,R,T,IH
K,EH,R,S
NG,T,AH,D
R,OW,L,AH
IH,N,DH,AH
EH,S,T,IH
M,UW,V,AH
T,V,AE,L
OY,L,F,IY
M,AH,N,T
N,Z,IH,N
AH,P,EH,R
Z,AH,L,T
P,AA,S,AH
AH,N,AE,N
N,F,ER,AH
NG,AH,P,R
M,AH,N,D
T,S,AH,N
P,AE,K,T
R,EH,Z,AH
D,IH,F,EH
EH,D,V,ER
P,R,AY,S
D,EY,T,AH
AH,K,T,S
K,AA,P,ER
EH,S,AH,N
AH,N,TH,AH
IY,EY,T,AH
D,IH,N,D
IH,F,ER,AH
R,AH,S,EH
R,IY,Z,AH
DH,ER,IH,N
G,AH,V,ER
SH,AH,N,AH
ER,D,S,T
DH,AE,T,N
IY,V,AA,L
EH,TH,AH,D
W,EH,R,IY
L,Z,W,ER
AH,T,W,AH
AH,V,IH,N
Y,UW,N,AH
AE,D,AH,D
M,EY,SH,AH
Z,AH,N,D
R,AH,N,N
P,F,AA,L
B,AE,NG,K
AA,M,AH,N
L,IH,S,T
AO,R,D,S
V,N,AA,T
AH,N,IY,S
DH,AH,EH,R
AH,N,D,ER
N,IY,Z,AH
AH,N,D,K
NG,G,AH,L
T,UW,AH,S
T,IY,Z,AH
NG,V,AY,S
AH,M,P,AH
N,D,D,IH
AH,M,P,AH
AH,HH,AO,R
AA,Z,K,IY
AH,M,P,L
TH,AH,V,IH
AE,K,S,K
AH,N,D,ER
D,HH,IY,S
R,D,AH,N
AH,D,AH,N
M,AE,N,AH
P,R,IH,Z
IH,NG,G,R
EH,K,T,IH
D,DH,AE,T
K,T,AE,Z
AH,N,D,K
B,AH,L,IH
IY,K,B,IH
IH,Z,S,AH
R,AA,P,ER
AH,N,D,M
T,Y,IH,R
AH,N,W,IH
AH,K,AA,N
AH,T,AE,K
IH,L,EH,K
B,EY,S,AH
AE,N,SH,AH
R,G,AH,T
IH,SH,AH,N
AH,M,AH,T
IH,DH,DH,AH
HH,UW,AE,S
EH,N,D,Z
P,AO,R,T
T,HH,AH,N
T,IH,N,K
Z,AY,N,D
S,L,IY,D
N,EH,N,IY
AH,D,UW,S
N,T,IH,N
D,EH,D,L
T,W,AA,Z
T,UW,B,IY
N,AH,L,S
L,AH,P,M
S,IH,N,M
AE,N,D,T
R,EY,T,IH
AH,AO,R,AH
IH,N,K,R
Z,N,IH,S
AH,L,AH,N
AH,S,T,IH
AH,N,SH,EH
D,B,IY,EH
B,AH,F,T
S,EH,D,IH
EH,N,T,IH
EH,D,AH,N
T,S,IH,N
R,EH,S,IH
N,AH,N,T
N,IY,EH,S
P,ER,EY,T
EH,N,JH,AH
P,L,EY,N
AH,M,IH,T
K,AH,N,T
IY,Z,IH,N
K,F,AO,R
N,IH,T,S
EH,N,S,T
R,AE,K,IH
F,AO,R,K
AA,N,S,AH
K,AH,N,T
UW,V,AH,L
F,AO,R,D
HH,EH,L,IH
T,ER,AH,N
F,L,AW,ER
AH,N,T,IH
L,D,S,T
P,AA,R,T
R,AA,P,IH
S,R,EH,K
K,S,T,EH
AH,DH,ER,S
R,T,IH,K
T,AH,L,D
IY,S,EH,L
AA,S,T,S
M,AO,R,R
N,T,P,AH
T,AH,L,AH
B,IH,T,R
S,P,EH,K
IH,Z,R,IH
AH,B,AW,T
G,AE,DH,ER
Z,S,EH,N
N,T,IH,N
AH,G,EH,N
AA,R,K,AH
N,T,B,AH
UW,M,AH,T
AA,L,AH,S
D,R,EH,S
AH,JH,AH,S
G,AH,V,ER
EH,K,T,IH
IH,V,IH,D
Z,F,EH,L
AE,T,Y,IH
L,T,UW,Z
L,Y,AH,N
TH,AH,N,D
IH,S,T,S
IY,AE,D,AH
K,AH,N,T
TH,S,EH,D
IY,T,UW,R
EH,N,IY,D
T,UW,IH,K
AH,M,EY,T
M,EY,N,D
AA,N,T,R
N,V,IY,N
IH,N,IH,T
ER,P,L,AH
K,SH,AH,N
P,EH,N,D
T,S,IH,T
S,D,AH,Z
P,EH,K,T
EH,S,P,AH
B,AH,T,IH
IH,N,DH,AH
P,L,AE,N
F,AO,R,M
T,UW,D,IH
AA,R,V,AH
P,AH,Z,IH
R,AY,V,AH
N,ER,AH,L
F,R,IY,K
D,EY,AA,N
EH,L,P,L
R,EH,D,IH
AA,Z,JH,EH
B,AH,T,S
D,IH,N,K
S,T,T,R
EH,N,D,AH
IY,W,AY,L
S,IH,D,ER
D,AH,T,IY
IH,N,T,R
AH,IH,K,S
N,S,EH,D
N,SH,AH,N
IY,B,IH,L
S,EH,V,R
S,W,IH,L
IH,D,IY,EH
G,R,IY,D
JH,AH,N,AH
D,IH,P,EH
L,EY,SH,AH
K,D,IH,D
G,R,OW,IH
N,T,F,AH
AH,B,AW,T
T,R,IY,EH
R,S,EH,D
AE,T,L,IY
DH,AH,T,R
N,OW,P,AH
V,EH,R,IY
N,M,EY,D
S,SH,OW,IH
T,DH,AH,R
AY,L,SH,IH
AH,G,EH,N
W,IY,K,IH
T,R,EY,T
W,IH,L,K
AH,D,AH,N
IH,N,DH,AH
HH,EH,JH,IH
EH,L,D,IH
UW,M,EY,K
F,AH,N,AH
R,EH,V,AH
IY,HH,AE,Z
T,S,S,EH
AA,M,IH,K
EH,R,P,ER
AH,N,T,AH
EH,S,T,IH
K,T,HH,ER
AE,D,B,IH
D,DH,AH,M
K,R,UW,D
R,IY,AH,S
T,ER,N,T
IY,AE,L,AH
AH,N,T,IY
UW,S,EH,T
HH,AE,V,S
AH,V,IH,T
K,L,OW,Z
K,W,OW,T
S,EH,SH,AH
M,K,AH,N
S,IH,F,EH
M,Y,UW,N
T,UW,P,ER
S,EH,K,AH
W,AA,Z,IH
EH,Z,M,AH
AH,L,Z,AH
K,Y,AH,T
S,IY,EH,S
N,D,UW,T
R,EH,Z,AH
S,DH,AH,S
NG,R,IY,S
T,S,DH,AH
K,S,AH,N
NG,AH,V,T
EY,SH,AH,N
Z,AH,V,IH
Z,IH,SH,AH
AH,N,Z,S
EY,SH,AH,N
N,S,IY,EH
T,UW,DH,AH
N,T,UW,AH
L,UW,D,IH
SH,EH,R,Z
F,AO,R,M
D,DH,IH,S
AH,M,R,IY
AH,L,P,R
R,T,ER,AH
D,N,OW,D
AO,R,DH,AH
EH,S,CH,EH
DH,AH,D,IY
K,AA,M,AH
AW,HH,AE,Z
L,AH,N,T
M,AY,N,AH
S,K,AH,L
K,S,M,AH
N,AH,L,K
N,D,EH,T
V,IH,T,S
AA,L,AH,S
AH,N,OY,L
AO,F,IH,S
K,AH,N,T
ER,G,AO,N
R,D,M,IY
T,K,AH,N
AA,R,K,AH
R,D,HH,IH
SH,AH,N,AH
V,EH,S,T
D,P,R,IH
P,AO,R,T
W,IY,T,S
L,IH,T,AH
D,B,AY,S
N,T,UW,T
AO,F,AO,L
R,HH,OW,L
L,D,ER,Z
L,AO,S,AH
IH,N,DH,AH
N,AH,N,D
IY,TH,AO,T
AY,K,L,IY
K,W,AY,ER
ER,Z,B,IY
D,M,OW,S
K,S,B,AH
AH,S,IH,S
Z,AH,M,T
T,M,AH,N
R,AH,K,EH
N,JH,AH,N
SH,AH,N,Z
AH,B,AO,R
N,F,R,AH
EY,T,AH,D
N,T,L,IY
K,IH,N,L
T,EH,N,S
L,D,AH,T
K,AH,T,IH
P,ER,S,IH
K,AH,T,AH
L,UW,D,IH
AH,B,EH,N
M,AH,N,IY
S,IY,V,D
L,D,IH,N
AW,N,T,AH
M,IH,K,EH
V,IH,NG,IH
NG,Y,IH,R
AH,N,D,R
IH,ZH,AH,N
D,IH,V,IH
B,IH,D,ER
AA,R,B,IH
N,Z,AE,K
V,ER,IY,D
R,AH,N,S
F,AY,D,T
Z,EH,N,T
M,AH,S,K
D,T,AH,D
D,AH,L,D
UW,V,IH,N
CH,IH,Z,K
R,M,AH,S
Z,AH,D,EH
L,IY,S,AH
F,R,AH,M
M,AY,L,Z
ER,D,P,L
UW,D,IH,S
AH,N,T,R
K,AH,T,S
M,P,AO,R
N,D,S,T
N,T,UW,T
M,P,AH,N
EH,S,T,AH
IY,K,AH,N
AE,G,R,AH
L,IY,AH,N
DH,IH,S,L
JH,AH,N,AH
D,SH,EH,R
UH,D,V,EH
F,R,AH,M
B,AY,DH,AH
N,IH,S,T
AH,V,R,IH
R,DH,AH,IH
AO,R,Z,AH
M,Y,AH,L
M,AA,D,ER
R,T,IH,D
W,IH,L,N
S,L,AO,S
AH,K,AA,N
IH,T,W,IH
NG,S,IH,S
F,EH,D,ER
Z,IH,T,S
P,IH,R,IY
EH,D,D,IH
T,AH,F,AH
N,AH,T,R
AH,N,D,R
B,R,AO,D
T,AE,N,AH
DH,AH,AY,D
N,AH,N,T
T,P,R,AH
T,UW,P,AH
AA,S,EH,S
AE,Z,R,IH
R,AH,N,S
EY,K,AW,T
P,AO,R,T
AY,N,K,AH
F,EH,K,T
B,AE,NG,K
EH,D,DH,AH
AH,S,IY,M
DH,ER,K,AH
R,IY,JH,AH
N,AH,S,IH
P,AH,N,IY
N,K,R,IY
T,IH,NG,S
L,IH,NG,K
AA,T,R,IY
L,S,IH,M
AO,Z,DH,EH
R,EH,K,AH
F,AH,S,AH
ER,D,IH,K
V,N,AA,T
S,AE,T,M
N,T,IH,L
F,AH,L,IY
IH,NG,OY,L
K,AE,S,T
T,R,EY,D
V,M,AH,N
JH,Y,IY,L
S,T,R,IH
R,D,Z,K
AH,L,Z,S
S,F,IH,S
AH,B,AW,T
N,JH,EH,K
EY,D,D,EH
F,AO,R,M
Y,IH,R,AH
EY,AA,P,AH
HH,EH,K,T
DH,AE,T,S
R,OW,B,AH
EH,S,T,ER
D,HH,IH,M
P,EY,T,IH
ER,AH,L,AH
IH,N,K,R
IH,N,AO,M
V,AO,L,S
UW,IH,K,S
K,T,S,AH
AE,F,T,ER
G,Z,EH,K
L,Y,AH,N
R,UW,V,D
AY,T,DH,AH
AH,N,UW,K
IH,N,K,R
EH,S,S,EH
AH,G,EH,N
IH,G,Z,EH
AH,P,AE,S
S,T,AO,R
N,F,UW,D
AA,N,D,IH
ER,F,AO,R
S,AH,Z,S
M,IH,T,IY
IH,F,EH,K
AO,P,AE,S
IY,M,AA,R
S,T,S,IH
N,F,UH,L
AE,K,S,IH
AE,V,AH,M
S,K,AH,T
N,ER,AH,L
AY,K,L,IY
EH,P,R,AH
R,EY,SH,AH
V,L,EH,S
L,M,AH,N
N,Y,UW,AH
T,G,UH,D
AA,P,ER,AH
S,AH,B,AH
R,B,AA,N
P,R,AA,S
T,W,IH,L
EH,S,B,IH
V,IH,T,S
D,S,EH,D
S,P,EH,K
JH,EH,K,T
AA,F,AH,T
SH,EH,R,AH
R,IH,D,AH
L,OY,ER,Z
AY,T,AE,T
D,IH,N,D
T,M,AH,N
N,F,AO,R
AO,S,AH,Z
AA,N,AH,M
S,T,S,S
N,D,DH,AH
T,W,AA,Z
P,EH,K,T
W,IY,K,ER
N,IY,S,EH
P,SH,AH,N
HH,AE,D,N
D,N,IH,R
R,T,T,ER
AA,N,DH,AH
IH,L,B,IY
K,S,P,EH
M,P,AH,N
S,EH,L,IH
HH,IH,S,T
T,S,W,IH
D,EH,N,T
EH,T,AH,L
IH,CH,AO,L
K,S,EH,S
EH,N,CH,ER
L,AE,T,AH
AH,N,D,ER
AH,V,K,AH
D,ER,S,T
IH,V,L,IY
AE,SH,AH,N
B,AE,NG,K
S,T,EY,T
ER,P,R,AH
AO,R,M,D
P,R,EH,Z
K,S,IH,K
N,S,IH,D
Y,EH,S,T
IH,L,D,R
TH,HH,AO,R
EH,D,IH,T
AH,V,DH,EH
L,IH,S,T
IH,T,IH,N
DH,AH,K,AH
AH,N,T,R
SH,AH,N,AH
Z,AH,N,EH
UW,P,AO,N
K,AO,L,AH
D,S,T,R
OW,N,L,IY
JH,AA,B,L
R,IY,ER,AH
L,HH,IY,T
AH,S,AY,D
T,ER,M,D
ER,AH,G,R
ER,D,S,T
AA,T,G,IH
R,T,ER,N
T,DH,IH,S
AH,L,AH,T
AE,P,IH,T
N,Y,UW,D
S,EH,D,IH
D,EY,L,IY
JH,IH,T,K
R,AO,NG,R
IH,NG,K,AH
M,P,AH,N
Z,AH,T,IH
IH,N,AO,T
N,DH,AH,EH
T,P,UH,T
R,IY,Z,R
DH,AH,S,AH
D,F,AO,L
D,IH,NG,S
N,EY,B,AH
AE,Z,IH,K
IY,AH,Z,AH
P,ER,SH,EH
S,S,T,R
NG,D,IH,L
L,AH,S,IY
AH,N,D,IH
R,IH,F,ER
AH,V,P,ER
S,P,R,EH
SH,AH,N,AH
AE,S,AH,T
IH,S,T,AH
B,AE,R,AH
M,AA,R,K
D,IH,N,K
IY,S,T,T
ER,Z,AH,N
D,R,IY,S
Z,AH,Z,IH
IH,N,K,R
EY,D,AH,N
EY,B,AH,L
T,ER,D,IH
IH,NG,S,EH
ER,F,AO,R
R,IY,L,IH
T,D,IY,L
S,T,AA,K
AO,R,DH,AH
ER,L,IY,ER
R,T,T,ER
L,AE,T,ER
AH,S,P,R
CH,AH,S,T
S,IY,B,AH
D,IH,D,T
Z,AH,L,T
S,T,AH,N
T,EH,N,D
AE,M,W,IH
AY,N,D,AH
AH,D,DH,AH
N,K,AH,M
L,T,AH,N
AH,T,W,IH
S,AA,P,ER
V,IY,EH,S
AH,N,V,IY
S,OW,B,EH
IY,T,AA,L
UW,M,AO,R
P,R,IY,M
EH,S,B,IH
M,AA,R,K
AH,T,W,IH
P,R,AY,ER
T,R,EY,D
R,T,IH,N
K,Y,UW,M
ER,S,AH,S
V,ER,DH,AH
UW,SH,AH,N
F,AO,R,AH
AH,N,K,AH
N,D,AH,D
ER,EH,N,D
V,EY,SH,AH
SH,IY,S,EH
IH,S,W,IY
R,AE,M,D
DH,AH,R,IY
AA,P,AH,L
Z,T,UW,L
ER,B,AO,R
AY,V,AH,T
DH,AH,K,AH
M,AY,N,D
P,OW,Z,D
AE,NG,K,ER
D,AH,Z,AH
IH,L,Y,AH
IH,N,S,T
AO,R,T,R
ER,ZH,AH,N
AA,N,N,AH
CH,IH,K,S
AH,N,Z,IH
IH,N,DH,AH
K,SH,AH,N
S,IH,ZH,AH
T,M,AH,N
IH,SH,AH,L
D,IH,SH,AH
T,AH,G,R
N,D,L,EH
K,W,OW,T
AH,M,IH,S
B,AE,NG,K
ER,M,AH,N
L,IY,B,IH
S,IH,K,S
Z,S,ER,K
AH,N,S,IY
V,T,UW,S
T,N,EY,M
N,AH,DH,ER
S,JH,AH,M
IY,K,W,AH
W,IH,DH,IH
T,F,AO,R
S,AH,M,T
IH,K,AO,Z
UH,D,B,IY
IH,SH,AH,L
G,EY,T,S
UH,L,D,T
S,T,D,IH
OW,N,L,IY
N,S,W,IH
R,JH,AH,S
M,AH,N,D
L,AE,K,AH
EH,T,R,IY
IH,N,D,AH
AA,R,G,AH
N,D,AH,S
W,IH,L,M
D,IH,NG,IH
AA,M,IH,K
AH,N,UW,L
IY,EY,T,T
DH,AH,S,T
L,P,DH,AH
K,AA,Z,D
IH,SH,AH,L
IY,W,IH,L
EY,JH,ER,S
DH,AH,K,ER
M,L,AE,S
N,S,UW,M
NG,K,ER,Z
Z,S,EH,D
S,T,R,IY
K,AW,N,T
IH,K,S,T
R,S,K,R
S,EH,R,AH
IH,V,AY,Z
EH,S,R,EH
T,R,AE,K
D,EH,L,T
CH,UH,R,AH
AH,K,EY,T
AE,NG,K,S
Z,B,IH,N
T,AA,N,K
S,T,IH,K
AE,T,DH,AH
R,EY,T,IH
S,IH,N,S
L,T,ER,N
V,K,AE,M
Z,W,IH,L
S,P,AY,T
G,R,OW,ER
T,EY,T,R
M,AH,N,T
F,UH,L,IY
AH,L,L,IY
AH,V,ER,M
B,AA,T,AH
AE,K,T,AH
L,IY,AE,N
IH,V,AH,T
ER,M,EH,S
T,S,ER,T
IH,M,Y,AH
IH,R,IY,Z
UH,K,DH,AH
N,D,AH,K
UW,AH,N,T
V,B,EH,S
NG,L,IH,S
R,AH,S,T
D,IH,N,AH
OW,N,DH,AH
AH,G,OW,L
EH,D,DH,AH
AE,N,AE,N
S,EH,D,AH
AH,Z,B,AH
AE,NG,K,S
IY,Y,UW,Z
R,AY,ER,M
V,ER,DH,AH
F,ER,M,ER
ER,Z,W,IH
D,B,IY,K
P,R,EH,S
SH,AH,L,Z
K,OW,IH,N
M,AH,N,T
ER,F,AA,L
AH,M,IH,L
ER,AH,N,S
AH,N,S,IY
T,AH,N,S
L,IH,T,IY
K,AA,N,AH
NG,DH,AH,IH
AH,D,HH,IH
R,AH,D,AH
IH,Z,UW,M
CH,ER,IH,N
S,CH,EY,N
S,T,AY,L
N,T,R,AH
AO,TH,ER,AH
P,OW,Z,D
N,AH,S,K
IY,AO,L,S
S,EY,V,IH
N,EH,K,S
K,L,IY,T
B,AE,NG,K
R,AE,T,L
R,R,IY,N
T,UW,R,IH
B,EY,S,AH
T,AH,N,D
P,EH,K,T
K,T,W,AH
L,OW,F,R
ER,S,T,T
IH,M,AH,T
R,AH,S,IY
AH,T,AY,M
L,IY,AA,K
AH,N,F,L
L,Z,IH,N
S,P,EY,ER
N,EH,G,AH
L,Z,HH,IY
L,P,T,AH
S,EH,D,IH
Z,F,AO,R
AH,M,P,EH
IY,T,UW,L
N,M,AA,R
D,S,EH,D
F,EH,K,T
AH,V,DH,AH
DH,AH,K,AH
T,EH,P,T
L,AH,B,AH
UW,S,ER,Z
T,UW,K,AH
W,IY,T,IH
S,IH,Z,AH
F,L,EH,K
Z,AH,N,D
T,IH,L,EH
IH,N,IH,S
EH,K,AH,M
T,L,IY,N
S,EY,M,EH
AH,S,L,IY
K,AA,N,T
K,AA,M,EH
ER,IH,JH,AH
T,M,AH,N
ER,D,IH,Z
T,R,IY,S
T,R,IH,K
AH,M,AW,N
T,T,ER,M
W,IH,CH,N
K,AA,N,T
EH,F,AH,S
R,EY,T,IH
AE,L,AH,S
SH,AH,N,AH
T,UW,AH,K
P,L,IH,T
AH,N,D,IH
D,Z,D,IH
P,L,AE,N
P,AH,N,IY
AH,K,T,S
Y,IH,R,EH
K,B,AH,T
NG,K,L,IH
JH,AH,N,AH
Z,T,UW,L
T,W,UH,D
AH,T,R,AH
IH,V,AH,L
P,IY,CH,L
CH,ER,Z,M
T,AH,B,AH
L,N,AA,T
S,D,EH,T
NG,S,IY,M
T,UW,P,R
AO,R,DH,AH
L,AE,N,T
D,IH,D,EH
EH,R,AE,Z
AH,N,D,ER
UW,Z,P,R
T,IY,AA,N
D,IH,N,T
R,T,N,ER
IH,L,Y,AH
AH,N,AA,M
EH,R,Z,T
T,B,AE,K
EH,D,AA,N
EH,D,Z,AH
K,W,AH,Z
EH,K,T,R
T,EY,T,M
N,T,W,IH
V,IY,AH,S
W,AH,T,IY
OW,L,D,AH
EY,Z,F,R
IY,K,L,IY
AH,N,R,IY
UH,SH,AH,L
ER,SH,EH,R
EH,D,DH,AH
AA,M,IH,K
L,Z,F,R
D,F,R,IY
R,EY,D,S
R,EY,D,ER
IY,R,IY,T
N,D,AH,N
R,AY,T,ER
T,EH,L,AH
N,Y,IH,R
L,AE,S,AH
IH,SH,UW,D
EY,JH,AH,N
DH,AH,K,AH
M,ER,P,R
EH,JH,AH,S
Z,P,AA,R
ER,V,AH,S
M,M,AO,R
B,IH,Z,N
AE,N,DH,AH
P,L,AE,N
N,AE,SH,AH
UW,L,Z,R
R,B,IH,T
CH,W,AA,Z
N,D,ER,IH
M,AH,N,T
V,AH,G,R
M,AE,N,AH
T,EH,P,AH
N,D,AH,S
IH,K,W,AH
ZH,AH,N,Z
AA,F,AH,T
T,UW,S,AH
AE,V,IH,T
AY,D,IH,D
R,V,AY,AH
DH,AH,P,R
D,IH,N,IH
AH,HH,EH,D
N,T,R,AH
S,T,UW,IH
AA,P,SH,AH
D,L,AY,S
K,L,UW,D
DH,AE,N,IH
L,Y,AH,N
P,AO,R,T
L,IH,P,AH
S,W,IY,K
IY,EH,S,L
EH,D,IH,T
Y,UW,AH,L
T,R,AE,N
S,OW,S,EH
R,AH,V,IH
Z,AH,V,IH
R,IH,N,T
T,OW,T,AH
AE,T,DH,AH
AH,B,EH,N
T,HH,AY,ER
ER,P,IH,R
EH,K,SH,AH
L,IH,JH,D
P,AH,N,IY
T,F,AY,L
IH,NG,S,K
AA,R,T,IH
T,S,T,IH
ER,F,AO,R
T,EY,L,M
P,EH,K,T
IY,Z,S,IY
IY,K,AA,M
EY,JH,IH,N
EH,N,D,AH
R,AO,R,AH
IY,IH,K,S
IY,EH,S,N
F,AY,W,EH
AH,N,EH,S
B,IH,Z,N
S,OW,D,IH
V,Z,AO,L
N,AH,G,R
IH,V,ER,D
IH,T,S,M
G,EH,N,AH
EH,L,D,K
IY,P,AH,N
D,EH,K,AH
N,Y,UW,T
AH,S,T,S
P,AO,R,T
Y,AH,N,AH
IY,EH,K,AH
IY,S,IH,M
EH,K,T,S
IH,SH,AH,L
F,IH,SH,AH
D,AH,F,IH
Z,IH,N,IH
AH,N,S,IY
AE,F,T,ER
AA,M,AH,N
DH,AH,F,ER
L,F,IH,N
V,S,EH,N
N,T,R,AH
T,UW,S,ER
HH,IY,IH,K
UW,K,AH,T
IH,G,Y,ER
AH,T,AW,ER
W,EH,R,N
T,DH,AH,K
N,EH,N,T
AH,F,AH,K
ER,IH,JH,D
Z,F,EY,S
F,AH,N,D
IH,R,Z,AH
R,UW,V,R
R,AA,JH,EH
T,AO,L,D
AE,T,IH,S
ER,M,Z,T
G,OW,DH,AH
AO,R,S,M
R,Z,IH,N
AY,S,AH,Z
ER,M,AH,N
K,T,P,R
AH,V,OY,D
R,AY,S,T
AH,L,G,AH
OW,S,T,AH
N,CH,T,AH
V,EH,S,T
AE,L,AH,N
N,W,AH,N
AO,L,R,EH
SH,AH,N,T
L,AH,B,AH
AH,N,AH,L
F,AO,R,AH
M,Z,B,IH
UW,R,IH,S
EY,SH,AH,N
M,D,AE,T
D,UW,S,AH
K,AH,N,S
Z,AH,R,IH
L,R,IY,S
S,F,AO,R
T,AH,N,D
IH,L,Y,AH
Z,N,OW,D
T,R,AY,T
N,D,AE,N
IH,N,T,ER
R,AE,F,T
AH,K,AO,R
D,B,AY,AH
IH,L,B,IY
D,AE,N,IH
UW,D,OY,L
IH,N,DH,AH
IY,JH,AH,N
W,IY,K,IH
S,AH,N,D
S,K,AE,N
CH,K,UH,D
M,AH,N,T
HH,IY,S,EH
AH,T,ER,Z
D,DH,AH,S
R,AH,D,AH
T,L,AO,S
AH,N,T,AH
G,AH,L,AH
K,AA,S,T
L,IH,T,IY
IH,K,T,AH
SH,AH,N,AH
AO,R,R,IY
T,F,AO,R
T,S,AH,N
G,R,EY,T
DH,AH,K,ER
D,R,IY,S
S,F,ER,M
Z,DH,AE,T
M,P,AH,L
B,AE,NG,K
AO,S,S,T
T,R,IH,K
R,M,AO,R
S,AH,B,S
D,ER,EH,K
W,IH,CH,S
AA,R,T,S
AH,B,R,IY
N,IH,Z,S
AH,Y,IH,R
M,AH,N,T
R,D,IH,L
JH,AH,S,T
Z,AH,N,D
DH,DH,AH,R
AH,V,S,IH
N,V,EH,S
N,T,K,AH
AH,M,R,IH
F,AO,R,AH
DH,AH,D,IH
AH,S,IH,S
N,AH,DH,ER
