Dataset,Attribute,Criterion,Number of times is statistically better with missing values,Number of times is statistically better without missing values,Number of times has statistically larger number of nodes,Number of times is statistically worse with missing values,Number of times is statistically worse without missing values,Number of times has statistically smaller number of nodes
KDD98 Multiclass 2,RFA_10,GW Chi Square,2,2,0,1,1,0
KDD98 Multiclass 2,RFA_10,GW Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 2,RFA_10,LS Chi Square,2,2,0,1,1,0
KDD98 Multiclass 2,RFA_10,LS Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 2,RFA_10,Twoing,4,4,0,0,0,0
KDD98 Multiclass 2,RFA_11,GW Chi Square,0,0,0,1,1,0
KDD98 Multiclass 2,RFA_11,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,RFA_11,LS Chi Square,0,0,0,1,1,0
KDD98 Multiclass 2,RFA_11,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,RFA_11,Twoing,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_12,GW Chi Square,0,0,0,3,3,0
KDD98 Multiclass 2,RFA_12,GW Squared Gini,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_12,LS Chi Square,0,0,0,3,3,0
KDD98 Multiclass 2,RFA_12,LS Squared Gini,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_12,Twoing,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_13,GW Chi Square,3,3,0,0,0,0
KDD98 Multiclass 2,RFA_13,GW Squared Gini,0,0,0,4,4,0
KDD98 Multiclass 2,RFA_13,LS Chi Square,3,3,0,0,0,0
KDD98 Multiclass 2,RFA_13,LS Squared Gini,1,1,0,3,3,0
KDD98 Multiclass 2,RFA_13,Twoing,2,2,0,2,2,0
KDD98 Multiclass 2,RFA_14,GW Chi Square,0,0,0,3,3,0
KDD98 Multiclass 2,RFA_14,GW Squared Gini,3,3,0,0,0,0
KDD98 Multiclass 2,RFA_14,LS Chi Square,2,2,0,2,2,0
KDD98 Multiclass 2,RFA_14,LS Squared Gini,3,3,0,0,0,0
KDD98 Multiclass 2,RFA_14,Twoing,0,0,0,3,3,0
KDD98 Multiclass 2,RFA_15,GW Chi Square,2,2,0,1,1,0
KDD98 Multiclass 2,RFA_15,GW Squared Gini,1,1,0,3,3,0
KDD98 Multiclass 2,RFA_15,LS Chi Square,2,2,0,1,1,0
KDD98 Multiclass 2,RFA_15,LS Squared Gini,0,0,0,4,4,0
KDD98 Multiclass 2,RFA_15,Twoing,4,4,0,0,0,0
KDD98 Multiclass 2,RFA_16,GW Chi Square,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_16,GW Squared Gini,0,0,0,4,4,0
KDD98 Multiclass 2,RFA_16,LS Chi Square,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_16,LS Squared Gini,1,1,0,3,3,0
KDD98 Multiclass 2,RFA_16,Twoing,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_17,GW Chi Square,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_17,GW Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 2,RFA_17,LS Chi Square,3,3,0,0,0,0
KDD98 Multiclass 2,RFA_17,LS Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 2,RFA_17,Twoing,2,2,0,1,1,0
KDD98 Multiclass 2,RFA_18,GW Chi Square,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_18,GW Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 2,RFA_18,LS Chi Square,3,3,0,0,0,0
KDD98 Multiclass 2,RFA_18,LS Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 2,RFA_18,Twoing,2,2,0,1,1,0
KDD98 Multiclass 2,RFA_19,GW Chi Square,3,3,0,0,0,0
KDD98 Multiclass 2,RFA_19,GW Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 2,RFA_19,LS Chi Square,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_19,LS Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 2,RFA_19,Twoing,2,2,0,1,1,0
KDD98 Multiclass 2,RFA_2,GW Chi Square,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_2,GW Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 2,RFA_2,LS Chi Square,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_2,LS Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 2,RFA_2,Twoing,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_20,GW Chi Square,3,3,1,0,0,0
KDD98 Multiclass 2,RFA_20,GW Squared Gini,1,1,1,3,3,0
KDD98 Multiclass 2,RFA_20,LS Chi Square,3,3,1,0,0,0
KDD98 Multiclass 2,RFA_20,LS Squared Gini,0,0,0,4,4,4
KDD98 Multiclass 2,RFA_20,Twoing,2,2,1,2,2,0
KDD98 Multiclass 2,RFA_21,GW Chi Square,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_21,GW Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 2,RFA_21,LS Chi Square,3,3,0,0,0,0
KDD98 Multiclass 2,RFA_21,LS Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 2,RFA_21,Twoing,2,2,0,1,1,0
KDD98 Multiclass 2,RFA_22,GW Chi Square,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_22,GW Squared Gini,0,0,0,4,4,0
KDD98 Multiclass 2,RFA_22,LS Chi Square,3,3,0,0,0,0
KDD98 Multiclass 2,RFA_22,LS Squared Gini,1,1,0,3,3,0
KDD98 Multiclass 2,RFA_22,Twoing,2,2,0,1,1,0
KDD98 Multiclass 2,RFA_23,GW Chi Square,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_23,GW Squared Gini,1,1,0,3,3,0
KDD98 Multiclass 2,RFA_23,LS Chi Square,3,3,0,0,0,0
KDD98 Multiclass 2,RFA_23,LS Squared Gini,0,0,0,4,4,0
KDD98 Multiclass 2,RFA_23,Twoing,2,2,0,1,1,0
KDD98 Multiclass 2,RFA_24,GW Chi Square,3,3,0,0,0,0
KDD98 Multiclass 2,RFA_24,GW Squared Gini,0,0,0,4,4,0
KDD98 Multiclass 2,RFA_24,LS Chi Square,3,3,0,0,0,0
KDD98 Multiclass 2,RFA_24,LS Squared Gini,1,1,0,3,3,0
KDD98 Multiclass 2,RFA_24,Twoing,2,2,0,2,2,0
KDD98 Multiclass 2,RFA_2A,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,RFA_2A,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,RFA_2A,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,RFA_2A,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,RFA_2A,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,RFA_3,GW Chi Square,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_3,GW Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 2,RFA_3,LS Chi Square,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_3,LS Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 2,RFA_3,Twoing,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_4,GW Chi Square,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_4,GW Squared Gini,0,0,0,4,4,0
KDD98 Multiclass 2,RFA_4,LS Chi Square,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_4,LS Squared Gini,1,1,0,3,3,0
KDD98 Multiclass 2,RFA_4,Twoing,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_5,GW Chi Square,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_5,GW Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 2,RFA_5,LS Chi Square,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_5,LS Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 2,RFA_5,Twoing,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_6,GW Chi Square,0,0,0,1,1,0
KDD98 Multiclass 2,RFA_6,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,RFA_6,LS Chi Square,0,0,0,1,1,0
KDD98 Multiclass 2,RFA_6,LS Squared Gini,3,3,0,0,0,0
KDD98 Multiclass 2,RFA_6,Twoing,0,0,0,1,1,0
KDD98 Multiclass 2,RFA_7,GW Chi Square,1,1,0,1,1,0
KDD98 Multiclass 2,RFA_7,GW Squared Gini,1,1,0,0,0,0
KDD98 Multiclass 2,RFA_7,LS Chi Square,1,1,0,1,1,0
KDD98 Multiclass 2,RFA_7,LS Squared Gini,3,3,0,0,0,0
KDD98 Multiclass 2,RFA_7,Twoing,0,0,0,4,4,0
KDD98 Multiclass 2,RFA_8,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,RFA_8,GW Squared Gini,2,2,0,0,0,0
KDD98 Multiclass 2,RFA_8,LS Chi Square,0,0,0,1,1,0
KDD98 Multiclass 2,RFA_8,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,RFA_8,Twoing,0,0,0,1,1,0
KDD98 Multiclass 2,RFA_9,GW Chi Square,1,1,0,1,1,0
KDD98 Multiclass 2,RFA_9,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,RFA_9,LS Chi Square,1,1,0,1,1,0
KDD98 Multiclass 2,RFA_9,LS Squared Gini,3,3,0,0,0,0
KDD98 Multiclass 2,RFA_9,Twoing,0,0,0,3,3,0
KDD98 Multiclass 2,STATE,GW Chi Square,0,0,0,1,1,0
KDD98 Multiclass 2,STATE,GW Squared Gini,2,2,0,0,0,0
KDD98 Multiclass 2,STATE,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,STATE,LS Squared Gini,1,1,0,0,0,0
KDD98 Multiclass 2,STATE,Twoing,0,0,0,2,2,0
KDD98 Multiclass 2,VETERANS,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,VETERANS,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,VETERANS,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,VETERANS,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,VETERANS,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,WALKER,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,WALKER,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,WALKER,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,WALKER,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,WALKER,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,AGEFLAG,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,AGEFLAG,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,AGEFLAG,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,AGEFLAG,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,AGEFLAG,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,BIBLE,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,BIBLE,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,BIBLE,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,BIBLE,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,BIBLE,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,CARDS,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,CARDS,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,CARDS,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,CARDS,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,CARDS,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,CDPLAY,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,CDPLAY,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,CDPLAY,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,CDPLAY,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,CDPLAY,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,CHILD07,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,CHILD07,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,CHILD07,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,CHILD07,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,CHILD07,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,CHILD12,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,CHILD12,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,CHILD12,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,CHILD12,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,CHILD12,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,CHILD18,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,CHILD18,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,CHILD18,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,CHILD18,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,CHILD18,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,COLLECT1,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,COLLECT1,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,COLLECT1,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,COLLECT1,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,COLLECT1,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,CRAFTS,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,CRAFTS,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,CRAFTS,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,CRAFTS,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,CRAFTS,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,DOMAIN,GW Chi Square,2,2,1,2,2,0
KDD98 Multiclass 3,DOMAIN,GW Squared Gini,0,0,0,3,3,3
KDD98 Multiclass 3,DOMAIN,LS Chi Square,3,3,2,0,0,0
KDD98 Multiclass 3,DOMAIN,LS Squared Gini,0,0,0,3,3,2
KDD98 Multiclass 3,DOMAIN,Twoing,3,3,2,0,0,0
KDD98 Multiclass 3,FISHER,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,FISHER,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,FISHER,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,FISHER,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,FISHER,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,GARDENIN,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,GARDENIN,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,GARDENIN,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,GARDENIN,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,GARDENIN,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,GENDER,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,GENDER,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,GENDER,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,GENDER,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,GENDER,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,GEOCODE2,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,GEOCODE2,GW Squared Gini,0,0,1,1,1,0
KDD98 Multiclass 3,GEOCODE2,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,GEOCODE2,LS Squared Gini,1,1,0,0,0,1
KDD98 Multiclass 3,GEOCODE2,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,HOMEE,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,HOMEE,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,HOMEE,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,HOMEE,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,HOMEE,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,HOMEOWNR,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,HOMEOWNR,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,HOMEOWNR,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,HOMEOWNR,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,HOMEOWNR,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,KIDSTUFF,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,KIDSTUFF,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,KIDSTUFF,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,KIDSTUFF,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,KIDSTUFF,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,MAILCODE,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,MAILCODE,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,MAILCODE,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,MAILCODE,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,MAILCODE,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,OSOURCE,GW Chi Square,0,0,0,2,2,0
KDD98 Multiclass 3,OSOURCE,GW Squared Gini,1,1,0,0,0,0
KDD98 Multiclass 3,OSOURCE,LS Chi Square,2,2,0,0,0,0
KDD98 Multiclass 3,OSOURCE,LS Squared Gini,2,2,0,0,0,0
KDD98 Multiclass 3,OSOURCE,Twoing,0,0,0,3,3,0
KDD98 Multiclass 3,PCOWNERS,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,PCOWNERS,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,PCOWNERS,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,PCOWNERS,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,PCOWNERS,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,PEPSTRFL,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,PEPSTRFL,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,PEPSTRFL,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,PEPSTRFL,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,PEPSTRFL,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,PETS,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,PETS,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,PETS,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,PETS,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,PETS,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,PLATES,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,PLATES,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,PLATES,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,PLATES,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,PLATES,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,PVASTATE,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,PVASTATE,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,PVASTATE,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,PVASTATE,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,PVASTATE,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,RECINHSE,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,RECINHSE,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,RECINHSE,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,RECINHSE,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,RECINHSE,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,RECSWEEP,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,RECSWEEP,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,RECSWEEP,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,RECSWEEP,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,RECSWEEP,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,RFA_10,GW Chi Square,2,2,0,1,1,0
KDD98 Multiclass 3,RFA_10,GW Squared Gini,0,0,0,1,1,0
KDD98 Multiclass 3,RFA_10,LS Chi Square,4,4,0,0,0,0
KDD98 Multiclass 3,RFA_10,LS Squared Gini,0,0,0,2,2,0
KDD98 Multiclass 3,RFA_10,Twoing,0,0,0,2,2,0
KDD98 Multiclass 3,RFA_11,GW Chi Square,1,1,0,1,1,0
KDD98 Multiclass 3,RFA_11,GW Squared Gini,1,1,0,1,1,0
KDD98 Multiclass 3,RFA_11,LS Chi Square,1,1,0,1,1,0
KDD98 Multiclass 3,RFA_11,LS Squared Gini,4,4,0,0,0,0
KDD98 Multiclass 3,RFA_11,Twoing,0,0,0,4,4,0
KDD98 Multiclass 3,RFA_12,GW Chi Square,1,1,0,3,3,0
KDD98 Multiclass 3,RFA_12,GW Squared Gini,2,2,0,0,0,0
KDD98 Multiclass 3,RFA_12,LS Chi Square,2,2,0,0,0,0
KDD98 Multiclass 3,RFA_12,LS Squared Gini,2,2,0,0,0,0
KDD98 Multiclass 3,RFA_12,Twoing,0,0,0,4,4,0
KDD98 Multiclass 3,RFA_13,GW Chi Square,3,2,1,1,1,0
KDD98 Multiclass 3,RFA_13,GW Squared Gini,0,0,0,2,2,4
KDD98 Multiclass 3,RFA_13,LS Chi Square,4,3,1,0,0,0
KDD98 Multiclass 3,RFA_13,LS Squared Gini,0,0,1,3,0,0
KDD98 Multiclass 3,RFA_13,Twoing,1,0,1,2,2,0
KDD98 Multiclass 3,RFA_14,GW Chi Square,1,1,0,1,1,0
KDD98 Multiclass 3,RFA_14,GW Squared Gini,1,1,0,1,1,0
KDD98 Multiclass 3,RFA_14,LS Chi Square,1,1,0,1,1,0
KDD98 Multiclass 3,RFA_14,LS Squared Gini,4,4,0,0,0,0
KDD98 Multiclass 3,RFA_14,Twoing,0,0,0,4,4,0
KDD98 Multiclass 3,RFA_15,GW Chi Square,3,3,2,0,0,0
KDD98 Multiclass 3,RFA_15,GW Squared Gini,0,0,0,3,3,3
KDD98 Multiclass 3,RFA_15,LS Chi Square,3,3,2,0,0,0
KDD98 Multiclass 3,RFA_15,LS Squared Gini,0,0,0,3,3,3
KDD98 Multiclass 3,RFA_15,Twoing,2,2,2,2,2,0
KDD98 Multiclass 3,RFA_16,GW Chi Square,1,1,0,2,2,0
KDD98 Multiclass 3,RFA_16,GW Squared Gini,3,3,0,1,1,0
KDD98 Multiclass 3,RFA_16,LS Chi Square,1,1,0,2,2,0
KDD98 Multiclass 3,RFA_16,LS Squared Gini,4,4,0,0,0,0
KDD98 Multiclass 3,RFA_16,Twoing,0,0,0,4,4,0
KDD98 Multiclass 3,RFA_17,GW Chi Square,1,1,0,0,0,0
KDD98 Multiclass 3,RFA_17,GW Squared Gini,1,1,0,0,0,0
KDD98 Multiclass 3,RFA_17,LS Chi Square,2,2,0,0,0,0
KDD98 Multiclass 3,RFA_17,LS Squared Gini,1,1,0,1,1,0
KDD98 Multiclass 3,RFA_17,Twoing,0,0,0,4,4,0
KDD98 Multiclass 3,RFA_18,GW Chi Square,3,3,0,0,0,0
KDD98 Multiclass 3,RFA_18,GW Squared Gini,2,2,0,2,2,0
KDD98 Multiclass 3,RFA_18,LS Chi Square,3,3,0,0,0,0
KDD98 Multiclass 3,RFA_18,LS Squared Gini,0,0,0,4,4,0
KDD98 Multiclass 3,RFA_18,Twoing,1,1,0,3,3,0
KDD98 Multiclass 3,RFA_19,GW Chi Square,1,1,0,1,1,0
KDD98 Multiclass 3,RFA_19,GW Squared Gini,4,4,0,0,0,0
KDD98 Multiclass 3,RFA_19,LS Chi Square,1,1,0,1,1,0
KDD98 Multiclass 3,RFA_19,LS Squared Gini,1,1,0,1,1,0
KDD98 Multiclass 3,RFA_19,Twoing,0,0,0,4,4,0
KDD98 Multiclass 3,RFA_2,GW Chi Square,1,1,0,0,0,0
KDD98 Multiclass 3,RFA_2,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,RFA_2,LS Chi Square,1,1,0,0,0,0
KDD98 Multiclass 3,RFA_2,LS Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 3,RFA_2,Twoing,1,1,0,0,0,0
KDD98 Multiclass 3,RFA_20,GW Chi Square,3,3,2,0,0,0
KDD98 Multiclass 3,RFA_20,GW Squared Gini,1,1,1,3,3,3
KDD98 Multiclass 3,RFA_20,LS Chi Square,3,3,2,0,0,0
KDD98 Multiclass 3,RFA_20,LS Squared Gini,0,0,0,4,4,4
KDD98 Multiclass 3,RFA_20,Twoing,2,2,2,2,2,0
KDD98 Multiclass 3,RFA_21,GW Chi Square,3,3,1,0,0,0
KDD98 Multiclass 3,RFA_21,GW Squared Gini,0,0,0,2,2,4
KDD98 Multiclass 3,RFA_21,LS Chi Square,3,3,1,0,0,0
KDD98 Multiclass 3,RFA_21,LS Squared Gini,0,0,1,2,2,0
KDD98 Multiclass 3,RFA_21,Twoing,0,0,1,2,2,0
KDD98 Multiclass 3,RFA_22,GW Chi Square,3,3,0,0,0,0
KDD98 Multiclass 3,RFA_22,GW Squared Gini,1,1,0,3,3,0
KDD98 Multiclass 3,RFA_22,LS Chi Square,2,2,0,2,2,0
KDD98 Multiclass 3,RFA_22,LS Squared Gini,3,3,0,0,0,0
KDD98 Multiclass 3,RFA_22,Twoing,0,0,0,4,4,0
KDD98 Multiclass 3,RFA_23,GW Chi Square,4,4,2,0,0,0
KDD98 Multiclass 3,RFA_23,GW Squared Gini,0,0,0,3,3,3
KDD98 Multiclass 3,RFA_23,LS Chi Square,3,3,2,1,1,0
KDD98 Multiclass 3,RFA_23,LS Squared Gini,0,0,0,3,3,3
KDD98 Multiclass 3,RFA_23,Twoing,2,2,2,2,2,0
KDD98 Multiclass 3,RFA_24,GW Chi Square,3,3,0,0,0,0
KDD98 Multiclass 3,RFA_24,GW Squared Gini,0,0,0,2,2,0
KDD98 Multiclass 3,RFA_24,LS Chi Square,3,3,0,0,0,0
KDD98 Multiclass 3,RFA_24,LS Squared Gini,1,1,0,2,2,0
KDD98 Multiclass 3,RFA_24,Twoing,0,0,0,3,3,0
KDD98 Multiclass 3,RFA_2A,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,RFA_2A,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,RFA_2A,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,RFA_2A,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,RFA_2A,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,RFA_3,GW Chi Square,1,1,0,0,0,0
KDD98 Multiclass 3,RFA_3,GW Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 3,RFA_3,LS Chi Square,2,2,0,1,1,0
KDD98 Multiclass 3,RFA_3,LS Squared Gini,0,0,0,2,2,0
KDD98 Multiclass 3,RFA_3,Twoing,3,3,0,0,0,0
