a_0,a_1,a_2,class
V,EH,S,T
R,JH,AH,S
T,R,EY,D
IH,NG,AH,S
L,OW,N,Z
ER,AH,V,N
N,D,AH,S
D,UH,R,IH
AH,K,EY,T
N,T,AE,T
D,IH,NG,EH
AO,L,R,EH
R,AY,K,IH
AH,S,IH,S
Y,IH,R,Z
N,F,AO,L
EH,R,OW,K
T,S,W,ER
L,AH,S,IY
V,T,EY,K
T,S,B,AH
AO,R,AH,S
IH,NG,EH,S
IY,HH,AE,Z
V,DH,AH,K
K,AH,M,IH
HH,OW,L,D
D,DH,AE,T
F,ER,S,T
OW,W,AO,N
R,DH,AH,AH
IH,NG,AE,L
D,T,UW,S
R,P,L,IY
S,T,EH,K
Z,AH,N,D
S,OW,V,ER
N,F,ER,AH
T,AH,B,R
R,K,AH,T
IH,K,B,AH
R,IY,EH,S
Z,F,AO,R
K,ER,AH,N
N,AH,M,IH
AH,M,AH,N
D,EH,F,AH
F,AO,L,IH
T,AH,CH,T
N,T,UW,D
ER,P,R,EH
L,EH,D,T
M,AA,D,AH
Z,S,EH,D
L,S,OW,S
AH,S,IH,Z
D,DH,AH,S
AH,D,AH,K
AY,Z,D,IH
R,AA,JH,EH
AH,N,AE,N
P,EH,N,D
UH,D,B,IY
T,ER,M,EH
K,AH,S,AH
AH,P,AA,S
P,EY,P,ER
N,AH,TH,IH
R,M,EY,D
Z,AA,N,AH
AH,L,T,AH
N,IH,K,S
T,R,AH,K
IH,T,S,K
V,M,AA,R
S,AH,B,S
IY,S,EH,D
L,S,EH,D
L,Y,AH,N
EH,D,DH,AH
S,EH,N,T
NG,HH,OW,L
V,AH,L,AH
L,P,R,AH
N,Z,HH,IY
D,DH,IH,S
K,N,IY,K
SH,AH,N,S
IY,L,EH,K
SH,UH,G,ER
N,Z,W,IH
N,AE,V,ER
AO,R,S,AH
AH,N,Z,AH
V,D,Y,IY
D,DH,EH,R
P,ER,T,S
L,CH,ER,S
M,AH,N,T
N,SH,AH,L
IH,N,K,AH
L,AH,S,IH
N,IH,Z,AH
S,IH,N,T
N,F,AO,R
P,SH,AH,N
SH,AH,N,Z
T,IY,B,IH
AW,T,F,L
T,AH,S,IH
IH,JH,IH,N
M,AE,N,AH
Z,B,EY,S
AH,N,IY,Z
AA,T,AH,L
IH,M,Y,AH
AH,N,AH,L
AH,N,D,K
T,S,IH,N
T,F,AO,R
Z,D,AE,Z
W,EH,R,AH
D,AH,M,S
AY,K,AA,L
AH,N,D,S
Z,S,T,IH
L,AE,S,T
K,S,EH,L
N,D,V,EH
M,P,EH,R
R,IY,IH,N
EH,S,AH,S
AO,R,SH,IY
P,R,AY,S
AH,Z,AH,N
D,B,AY,IH
L,AY,Z,D
R,OW,V,ER
AO,R,AH,N
M,AE,T,IY
N,AA,M,AH
T,IH,NG,AH
B,AE,NG,K
R,EY,L,R
EH,T,D,IH
D,IH,S,IH
ZH,AH,N,AH
S,AA,N,D
P,R,AY,S
W,IH,CH,IH
EY,S,IH,K
D,AH,S,T
AE,P,S,IH
D,IH,NG,D
V,ER,D,IH
N,D,ER,R
AH,HH,AY,AH
IH,N,D,EH
L,AE,Z,R
K,AH,EH,S
IH,S,T,S
OW,Z,N,IH
N,AH,N,D
S,AH,K,S
AW,N,S,T
B,EY,S,T
AE,K,S,R
IH,N,S,ER
EH,S,T,AH
AE,Z,AO,L
V,ER,M,AH
T,EH,R,IH
S,EH,D,AH
S,IH,N,S
K,AH,N,D
ER,AW,N,D
AH,N,IH,K
HH,AE,V,AH
AH,R,IY,S
D,IH,T,S
T,AH,D,S
R,AH,D,AH
Z,AE,V,R
R,AY,S,S
AY,S,S,T
AH,S,EH,R
G,R,IY,D
S,Y,IH,R
N,IY,TH,IH
AH,AH,F,IH
AW,ER,Z,AH
AH,B,AH,L
G,L,AE,S
AO,R,IH,T
DH,IH,T,S
M,B,ER,Z
IH,Z,AH,N
T,S,K,AH
SH,AH,N,S
R,W,AO,R
N,D,AH,N
NG,F,AO,R
DH,AH,D,IH
JH,IH,NG,T
K,AH,M,IH
N,T,D,ER
Z,IH,N,S
NG,F,EH,D
IH,L,B,IY
HH,AE,V,T
IH,L,IH,T
AA,Z,IH,N
L,AH,G,IH
N,K,UH,D
EY,B,AH,L
Z,AH,V,K
M,IH,N,AH
R,SH,EH,R
F,ER,P,R
R,EY,SH,AH
R,IY,P,EH
AH,L,F,R
D,AA,L,ER
Z,AH,L,IH
EH,T,S,T
R,AA,F,IH
F,L,AY,T
IH,JH,EH,K
T,M,AH,N
T,Y,IH,R
IH,K,S,T
NG,M,AA,R
UW,Y,UW,S
T,ER,P,R
V,IH,T,S
T,W,EH,R
P,Y,UW,T
N,IH,T,S
T,AH,D,IH
P,R,IH,D
L,AE,S,T
T,W,IY,K
D,AH,N,AH
V,EH,S,T
F,AH,D,AH
D,IH,NG,T
V,IY,EH,S
R,T,DH,AH
N,AH,L,IH
AO,R,M,D
N,AH,M,IH
N,EH,R,IY
EY,SH,AH,N
P,L,AE,N
R,IY,L,IH
AH,T,EH,N
IH,N,DH,AH
AH,N,S,IH
AH,N,D,ER
T,S,EH,D
UW,AE,N,AH
JH,AO,R,AH
ER,DH,ER,IH
P,AH,T,R
SH,AH,N,AH
S,UW,T,IH
HH,AO,L,T
D,AH,N,T
R,AH,T,IY
AH,B,S,AH
ER,M,AH,N
AH,D,IY,Z
S,R,IH,K
L,Z,IH,N
AH,F,AH,S
S,K,OW,D
UH,K,V,EH
Z,P,R,IY
AH,N,DH,IH
N,Z,W,IH
HH,AE,Z,N
IY,AH,P,R
K,AH,M,T
AH,T,K,AH
AH,N,SH,EH
UW,T,AO,K
L,IY,L,EH
Y,UW,CH,ER
IH,D,IY,EH
N,D,AH,N
K,S,IH,N
AW,N,S,T
K,R,EH,D
N,EY,T,IH
T,UW,M,EH
D,DH,EY,IH
W,AA,Z,AH
TH,IH,NG,K
V,EH,R,IY
R,EY,SH,AH
EH,M,T,R
S,AH,B,K
IY,W,EH,N
S,AH,B,S
IH,B,Y,AH
IH,S,AH,S
D,DH,AH,D
T,M,AH,N
S,T,AE,N
P,AA,Z,AH
AH,N,Z,K
AH,D,UW,S
AH,D,R,EH
T,S,F,R
AH,P,OW,Z
S,IH,NG,L
TH,ER,D,AH
Z,P,R,AH
ER,Z,S,EH
K,AH,N,T
R,AH,N,IH
T,R,AH,S
S,M,AH,N
L,B,IY,K
K,AE,R,IY
AA,N,T,R
EH,K,T,S
T,IY,P,ER
AE,N,D,AH
AH,N,IY,S
T,S,P,R
R,UW,HH,IY
AO,R,HH,IY
UW,DH,AH,R
IY,R,EY,T
M,AH,N,T
W,AH,N,IH
D,AH,S,T
T,Y,IH,R
K,AA,T,AH
ER,D,SH,EH
V,DH,AH,R
P,EH,K,T
EH,N,T,AH
AH,N,D,AH
T,AH,T,IH
AE,F,T,ER
P,R,IY,EH
AA,F,IH,T
IY,S,T,R
IY,S,T,R
M,EH,ZH,ER
IH,F,IH,K
EH,S,T,IH
D,IY,IH,N
AO,R,AH,N
IH,Z,DH,AH
EH,M,B,ER
S,IH,D,IY
D,IH,T,S
K,B,AA,N
R,T,UW,S
EH,K,T,IH
AO,R,S,AH
AA,T,N,EH
UW,L,AW,T
S,SH,EH,R
DH,AH,F,EH
S,IH,L,IH
S,IH,S,T
EH,DH,ER,IH
N,D,AH,D
AH,M,P,AH
M,IY,T,IH
AE,SH,AH,N
W,ER,K,IH
AH,G,R,IY
ER,AH,N,D
AH,F,ER,D
F,AO,L,AH
AA,R,T,N
UW,OW,N,L
R,IY,T,R
IY,V,D,AH
S,T,DH,AH
T,DH,AH,K
UH,R,L,IY
NG,W,ER,L
IH,N,AH,N
IH,N,HH,IH
EH,N,T,AH
T,UW,AH,R
S,EY,V,IH
Y,IH,R,IH
R,OW,G,R
T,UW,B,IY
SH,AH,N,IH
N,R,EY,T
IH,L,Y,AH
L,D,EH,S
EH,R,AH,IH
L,IY,AH,N
N,L,IY,N
AE,G,Z,K
D,B,IH,T
AA,D,AH,K
AA,Z,AH,S
N,IH,N,T
AE,S,EH,T
AH,M,P,L
N,K,R,IY
R,AH,S,T
D,K,AH,T
EH,R,AO,R
AH,B,EH,N
Y,UW,Z,D
N,UW,HH,EH
R,DH,AH,D
AH,V,DH,EH
R,IY,AE,K
M,AO,R,AH
EH,K,AH,N
IH,M,AH,T
N,DH,AH,K
IY,N,Z,T
AO,F,ER,D
N,D,D,IH
R,AH,T,EH
N,AW,W,IY
R,G,AH,N
L,ER,Z,S
N,AA,P,ER
IH,Z,W,ER
R,AH,S,T
EY,F,R,AH
AH,Z,W,ER
N,OW,T,AH
AH,V,P,ER
R,EY,D,ER
S,T,IH,L
P,L,IY,T
N,R,IY,T
OW,L,D,AH
AA,D,AH,K
AH,N,AH,L
N,IH,N,D
AH,P,R,IY
B,UH,SH,AH
IH,NG,AA,N
AH,K,AO,R
R,EY,P,R
R,IH,L,IH
IH,NG,AE,K
K,AW,N,T
K,T,AH,D
IH,D,R,IY
N,L,EY,T
T,UW,S,EH
ER,M,AH,N
D,AE,N,AH
T,EH,S,T
R,AA,P,ER
Y,UW,Z,K
T,ER,M,Z
N,D,P,AH
D,P,AH,L
N,IH,SH,AH
L,D,P,ER
AO,R,S,IH
N,F,AO,R
L,D,ER,Z
P,R,AH,T
AW,T,AH,K
R,S,T,R
AH,V,AY,D
R,IY,V,IY
IH,N,K,AH
EH,R,AA,N
F,ER,D,S
K,HH,OW,L
HH,AA,R,D
L,B,EH,N
AH,N,AE,N
ER,Z,IH,N
P,IY,T,D
T,EH,D,AH
UW,N,D,T
R,K,AH,T
N,AH,V,N
N,ER,Z,AH
DH,ER,D,IH
HH,OW,L,D
AY,ER,D,L
IY,V,D,IH
S,EY,L,Z
AH,F,ER,S
AH,G,EY,T
IH,S,P,EH
K,AH,M,D
AH,M,IH,S
IY,S,AH,L
N,S,EH,K
K,CH,ER,IH
S,L,AO,S
OY,B,IY,N
N,EY,D,T
AA,N,K,L
T,IH,N,S
IH,S,T,R
AA,M,AH,N
N,D,EH,K
T,S,EH,L
S,IH,K,S
EH,R,B,IH
EH,S,T,K
F,AY,N,D
AA,R,HH,EH
EY,SH,AH,N
N,T,S,T
S,G,EY,N
AE,N,T,IH
N,T,F,R
IH,M,P,R
B,AA,N,D
SH,P,AH,Z
S,T,EY,T
AH,V,ER,AH
B,IY,EH,L
IH,V,ER,Z
B,AA,R,L
IH,SH,AH,L
EH,T,IH,T
N,AH,N,T
S,IH,K,S
SH,AH,L,IY
T,IH,V,AH
IH,V,IH,N
IH,NG,S,EH
N,D,IH,S
K,AO,R,T
N,AA,T,T
AY,DH,AH,IH
L,OW,Z,D
V,F,AH,N
EH,D,DH,AH
S,EH,V,R
N,SH,EH,R
T,EY,K,AH
AH,M,CH,EH
P,SH,AH,N
F,AH,S,AH
AH,V,DH,IY
R,IH,K,S
UW,P,R,AH
AY,P,R,AH
ER,Z,IH,K
EH,S,T,IH
T,UW,B,IY
P,R,IH,N
AH,R,AY,Z
K,T,AH,D
AH,N,HH,IY
S,T,Y,IH
IH,S,T,S
L,IH,S,T
IH,NG,AH,N
AH,M,B,ER
T,EH,S,AH
S,ER,P,L
ER,M,D,AH
L,Y,AH,N
T,ER,IY,Z
D,AH,S,T
F,AO,R,AH
HH,AE,V,S
DH,AH,S,IH
OW,L,D,ER
D,W,IY,K
M,P,AH,N
S,T,IH,K
P,AH,N,IY
W,IH,CH,D
T,W,IH,L
D,IH,T,S
AO,R,S,IH
N,SH,EH,R
ZH,AH,N,Z
IH,NG,W,IH
AH,V,EH,N
G,R,AW,N
N,AH,W,EH
EH,N,CH,AH
EH,K,T,IH
AA,R,JH,AH
AH,S,T,IH
K,AO,F,ER
N,JH,ER,S
R,IY,EH,S
T,DH,AH,K
M,P,AH,N
D,IH,NG,IH
N,TH,S,AH
S,EH,D,IH
D,AH,V,EH
S,IH,NG,AH
AH,M,Z,IH
Y,UW,Z,T
T,IY,IH,N
L,Z,IH,K
W,AO,R,T
S,EH,S,T
AA,N,T,EH
K,L,AE,S
R,IY,M,AH
V,Z,AH,K
EY,SH,AH,N
AY,M,AO,R
M,AH,N,T
W,AY,ER,Z
K,N,AA,T
AH,N,B,AH
IH,N,AH,L
L,AH,G,R
S,T,AA,K
R,AH,S,T
AA,M,IH,K
K,T,ER,AH
EY,T,IH,D
P,SH,AH,N
AH,S,T,S
AH,N,K,L
Y,IH,R,ER
R,OW,Z,T
N,EH,T,IH
AH,L,T,R
L,AH,N,S
F,AH,S,AH
T,IH,V,AH
T,AO,L,D
Z,M,EH,N
AH,M,P,EH
S,IH,T,EH
AE,T,EH,N
R,IH,Z,ER
AH,N,TH,ER
L,IY,ER,T
ER,L,IY,ER
AH,T,S,AH
SH,EH,R,R
AY,N,D,IH
N,K,UH,D
N,T,S,L
IH,DH,DH,AH
P,AE,K,AH
N,AH,S,T
T,UW,IH,T
P,AO,R,T
K,AO,R,D
R,L,OW,K
AH,N,T,IH
AE,T,DH,AH
OW,W,AH,N
F,T,ER,IH
T,S,EH,D
K,R,IY,S
AE,T,F,R
EH,K,T,IH
K,T,AA,N
AH,K,AO,R
IH,NG,DH,AH
S,F,AO,R
Y,UW,AH,L
SH,AH,N,Z
AY,S,AH,Z
S,B,AH,T
OW,P,AH,N
V,DH,AH,N
S,EH,SH,AH
L,AW,D,T
D,AH,N,D
UW,IH,N,T
IH,N,T,R
L,Y,AH,N
S,T,IH,N
AH,K,ER,AH
K,AO,L,D
EY,P,R,AH
Y,IH,R,ER
N,T,UW,L
M,AE,K,S
AA,R,V,AH
IH,M,AE,N
M,EH,S,T
K,T,AA,R
AH,P,R,IY
W,ER,K,ER
N,D,TH,R
AH,N,T,AH
V,S,AY,AH
EY,D,AH,N
AW,N,D,Z
T,M,AH,N
AW,N,T,AH
N,T,AH,N
AE,F,T,ER
R,IY,S,IH
AH,W,AH,N
T,IH,K,D
T,R,EY,D
SH,AO,R,T
EH,N,D,IH
P,IH,R,IY
M,AH,N,T
S,ER,AW,N
W,IH,L,N
AH,S,AO,R
N,D,AH,N
AH,M,AW,N
AE,N,EH,N
K,SH,AH,N
AO,R,W,ER
V,ER,M,AH
AO,R,T,D
M,P,AO,R
F,IH,K,AH
AY,V,Y,EH
EY,T,Y,IH
R,AY,Z,IH
ER,K,ER,AH
N,T,K,AH
AH,CH,UH,R
R,M,AE,N
T,UW,B,IY
AO,R,N,D
AO,R,DH,AH
AH,P,AE,T
W,IY,N,T
AH,P,AH,L
AH,W,AH,L
IH,G,Y,ER
B,AH,L,IH
L,T,UW,K
V,AH,T,AH
Z,EH,S,T
UW,M,Y,AH
K,S,P,EH
AH,S,T,R
AE,K,CH,ER
IH,N,DH,AH
Z,F,AA,L
JH,EH,S,T
S,EH,K,T
ER,R,IY,S
UW,D,EY,Z
M,OW,S,T
EH,N,S,IH
N,T,S,T
M,AH,L,R
CH,AH,S,AH
K,T,AH,D
P,R,AY,S
B,L,AH,K
M,EY,JH,ER
T,EH,P,S
B,AH,L,L
NG,T,UW,R
EH,L,D,AH
D,AW,N,S
R,AH,S,T
V,AY,Z,IH
IH,N,S,T
EY,K,AH,N
F,AO,R,AH
IH,L,Y,AH
G,Y,AH,L
M,AH,L,IY
N,IH,N,EH
T,ER,Z,T
T,UW,G,R
AA,R,IH,K
V,V,AY,S
AH,TH,R,IY
AY,V,AH,T
IH,N,DH,AH
AY,D,EH,N
F,T,ER,T
AW,N,F,R
K,AA,N,AH
AA,R,K,T
G,AH,V,ER
R,IY,S,K
Z,EY,JH,D
HH,IY,AE,D
Z,W,EH,L
T,S,S,EH
AA,Z,T,AH
M,IH,S,T
JH,AH,S,T
SH,AH,N,Z
IH,D,AE,N
NG,G,AH,L
N,EH,K,S
R,AY,S,AH
AY,T,S,AH
P,AH,T,EH
W,AH,N,S
N,T,L,EH
S,IY,IH,T
AO,R,T,T
S,IH,NG,N
AA,N,P,R
AE,NG,K,S
IY,AH,S,AH
P,AH,L,K
IH,N,S,IY
T,AH,F,R
DH,IY,Z,AH
S,IH,S,T
AH,B,AE,N
L,AE,K,L
Z,W,IY,T
AA,S,EH,S
AE,T,AH,L
IY,P,AO,R
L,P,R,AH
IH,N,T,EH
N,AH,N,D
Z,B,AY,IH
L,OW,Z,D
L,AY,T,S
EH,R,T,R
IH,CH,S,T
IH,N,T,EH
AH,V,AY,D
S,T,R,IY
R,EH,V,AH
AO,R,D,IH
N,D,ER,S
AA,F,AH,T
HH,AW,S,R
S,EH,R,IY
V,IY,EH,S
IY,EH,S,L
IH,D,IY,EH
IH,SH,AH,N
T,AH,B,R
AH,L,AE,T
K,W,AO,R
M,P,EH,R
P,ER,CH,AH
AA,F,IH,T
IH,F,EH,K
L,T,ER,N
JH,AH,Z,IH
V,EH,S,T
AO,R,DH,AH
V,R,AH,L
EH,N,T,AH
K,R,AY,S
R,AH,N,AH
ER,AW,N,D
IH,SH,AH,N
P,EH,K,T
AH,M,AW,N
OW,P,L,EH
N,S,ER,IH
N,M,EY,K
AH,P,AA,N
B,AE,K,L
N,S,EY,L
IH,N,DH,AH
AH,N,AH,L
P,ER,T,AH
AH,V,ER,N
R,AY,T,S
AH,R,UW,L
L,IH,S,T
R,IH,T,AH
S,UW,P,IH
M,AH,N,T
IY,N,UW,N
UW,R,IY,Z
AH,V,DH,AH
R,K,R,EH
R,AH,F,IH
Z,F,AA,L
NG,HH,IY,R
AH,L,Z,AH
M,ER,SH,AH
L,S,OW,S
EH,R,AH,N
L,EY,SH,AH
V,IY,EH,S
F,L,IY,AH
IH,N,K,R
W,UH,D,S
D,IH,NG,S
CH,UW,Z,T
L,AH,T,IY
AA,M,P,ER
NG,G,ER,N
AH,N,V,ER
IY,Y,UW,Z
F,AO,R,S
CH,HH,AE,Z
R,IY,B,IH
S,AH,N,D
Z,DH,AE,T
ER,IH,NG,IH
AA,R,IH,N
AH,P,AH,N
Z,F,AE,K
S,T,AA,K
L,EH,T,ER
V,EH,S,T
IY,S,AH,N
T,AH,D,T
L,IH,S,AH
R,G,AH,T
T,AH,N,D
T,R,AE,N
AH,N,T,L
UW,AE,N,AH
Z,W,ER,T
M,ER,JH,ER
Z,F,AO,R
V,IY,EH,S
AH,D,UW,S
DH,IH,S,R
M,P,AE,K
SH,T,P,R
Z,DH,AE,T
EH,JH,AH,S
P,AO,R,T
AE,K,T,IH
IH,R,IY,AH
N,AH,DH,ER
JH,EH,K,T
NG,AH,N,D
V,DH,AH,K
IH,T,W,IH
UW,T,AH,D
IY,G,UH,D
T,AH,N,D
AH,P,OW,Z
L,IY,AE,S
T,AE,K,S
P,R,AH,D
P,L,EY,S
AO,R,DH,AH
SH,EH,R,Z
N,AH,S,T
F,AY,D,IH
P,L,AE,N
V,IH,T,S
N,SH,EH,R
IH,SH,AH,N
K,AH,N,S
AE,S,EH,T
IH,S,T,R
P,OW,Z,AH
UH,SH,AH,L
W,UH,D,S
EY,K,ER,Z
N,S,AE,T
V,IY,EH,S
AH,CH,AE,Z
N,F,AH,D
S,T,G,IH
AH,N,AA,N
K,T,W,IH
B,IH,L,IH
B,AE,L,AH
M,P,L,AH
AH,P,M,AH
EY,T,AH,D
EH,V,R,AH
EY,SH,AH,N
M,EY,K,AH
IH,R,EH,N
S,F,ER,S
JH,ER,N,AH
M,AH,N,S
K,R,IY,S
AE,D,AO,L
AH,JH,IH,T
D,T,UW,AH
N,T,AH,D
K,AH,N,T
IH,N,DH,AH
M,S,EY,L
S,T,IH,D
N,T,R,AH
K,CH,ER,IH
T,S,P,AH
V,ER,M,AH
L,IH,NG,K
K,L,UW,D
D,IH,V,IH
N,AH,N,D
F,ER,DH,ER
AH,N,AH,N
F,AO,R,IH
SH,AH,N,T
F,UH,L,IY
K,AH,N,T
N,B,IY,IH
IH,N,K,AH
UH,D,R,IY
N,AH,L,D
L,EY,M,Z
R,EH,K,AH
W,ER,R,IH
M,AE,N,AH
N,AH,M,IY
AO,R,DH,ER
R,IH,S,IH
IY,S,EH,D
M,IH,K,AH
S,EH,D,IH
IH,SH,UW,D
ER,T,IH,D
R,T,F,IY
AH,N,Z,AH
L,AY,N,Z
Y,UW,Z,IH
Z,HH,UW,IH
NG,W,ER,K
D,W,IY,T
DH,AH,TH,IH
AH,M,AE,K
UW,B,IH,Z
AA,M,AH,N
V,AH,L,T
AH,N,S,IY
K,T,S,IH
AH,L,TH,R
T,Y,IH,R
N,S,ER,N
AA,P,AH,Z
AA,F,AH,T
R,M,AO,R
AA,D,ER,AH
L,IY,AE,D
Z,AE,N,T
AH,M,IH,T
AH,N,IY,S
R,JH,ER,K
K,AH,T,T
IY,P,AA,L
K,AE,S,T
S,CH,EH,R
N,IY,T,R
K,T,IH,D
DH,AH,K,AH
AH,L,EY,T
T,B,IY,K
IY,K,AH,N
N,EH,K,S
D,Z,S,EH
AY,V,ER,S
EH,K,S,T
AE,K,S,K
R,IH,F,ER
N,D,AH,N
AH,K,T,S
AH,K,T,R
D,F,R,AH
AH,V,DH,AH
AH,T,IH,Z
UW,M,HH,IY
Z,AA,P,T
T,V,AY,AH
L,AH,N,T
AO,R,G,R
M,P,AH,N
S,EY,SH,AH
EH,P,Y,AH
IH,K,R,IY
AA,Z,SH,AH
EH,L,T,ER
CH,OW,Z,AH
AH,N,UW,Z
JH,EH,K,T
V,ER,M,AH
DH,AH,F,IH
D,T,UW,T
IH,SH,AH,L
F,AY,N,ER
M,P,ER,S
L,F,AO,L
K,AH,M,Z
IH,SH,AH,N
S,IY,M,T
AO,R,T,ER
HH,UW,AA,R
P,AH,T,EH
IH,N,DH,AH
IY,W,IH,L
N,S,IH,N
DH,AH,K,ER
AY,N,Z,S
W,ER,D,Z
Y,UH,R,AH
T,IH,NG,K
V,IH,L,EH
AH,D,IY,L
T,DH,AE,T
Z,AY,N,D
AH,N,S,EH
K,F,AA,R
S,T,ER,AH
F,ER,S,T
IH,DH,IH,N
K,Y,AH,T
N,D,S,ER
N,T,IH,N
K,IH,NG,AH
S,T,IH,D
S,T,DH,AH
ER,EH,S,T
R,UW,P,IH
V,IH,S,S
IY,S,EH,D
UW,T,AH,D
P,HH,AE,D
S,EH,T,AH
AH,D,EH,N
T,W,IY,N
G,AH,V,ER
IY,P,R,AH
M,EY,N,D
R,IY,S,ER
N,S,IY,S
N,T,AA,N
B,AA,N,D
F,L,EH,K
K,W,AO,R
P,R,AY,S
L,AW,D,IH
EY,T,IH,D
AH,N,P,R
AH,V,DH,AH
R,AY,T,IH
AA,M,AH,N
N,IH,G,Z
N,S,P,EH
IH,F,IH,K
P,S,DH,AH
S,ER,N,D
D,IH,N,T
W,UH,D,K
P,AO,R,T
T,S,EH,D
NG,K,S,K
DH,AE,T,D
AO,R,S,AH
D,DH,AE,T
EH,T,AH,T
S,T,R,IY
T,IH,T,S
IH,N,IH,T
T,IY,AH,D
AH,V,P,IH
IY,L,UH,K
EY,AE,N,T
L,B,IY,S
IY,T,DH,AH
AH,M,P,EH
T,IY,AH,N
Y,IH,R,D
EH,S,P,R
P,R,AY,ER
R,IY,L,AH
K,EH,M,AH
F,IH,SH,AH
S,AH,Z,K
P,R,AY,S
S,T,AE,N
S,UW,M,ER
R,T,ER,Z
W,IY,K,N
AA,Z,K,AH
IH,P,IH,N
AH,V,R,AH
G,Y,AH,L
W,AH,N,K
OW,K,ER,Z
Z,N,AA,T
AH,W,AO,R
CH,W,AA,Z
S,K,AH,N
R,AH,N,D
W,EH,N,T
EH,N,JH,AH
L,AE,N,AH
V,IY,EH,S
D,M,IH,N
AH,T,M,IY
S,P,EH,L
R,IH,N,S
D,ER,D,AH
S,T,OW,L
IH,T,ER,N
AH,B,AW,T
M,EY,N,L
N,IH,S,T
S,S,EH,D
IH,N,DH,AH
EH,N,D,AH
AH,N,IH,N
T,IY,IH,K
N,AY,D,EH
T,AE,B,L
V,EH,R,IY
Z,DH,EY,S
T,IH,D,AH
JH,AH,S,T
S,EH,N,T
UW,IH,K,S
P,L,AY,Z
T,R,AH,D
L,ER,N,IH
L,IH,K,S
N,IY,M,EH
AH,JH,IY,AH
AH,S,T,S
ER,CH,AH,N
G,OW,B,IH
UH,L,P,ER
JH,IY,AH,N
AH,S,T,D
ER,G,UH,D
AE,V,ER,IH
AH,L,L,IH
IH,N,K,R
R,AH,Y,EH
K,S,P,EH
G,N,AH,L
IH,L,AE,D
AA,R,K,AH
T,UW,DH,EH
N,W,AA,Z
N,D,D,IY
NG,B,AA,N
AH,N,Z,R
R,AH,N,IH
S,T,ER,L
P,AA,Z,IH
AO,R,W,ER
AH,M,DH,AH
T,EH,N,D
R,AH,P,T
AH,M,P,AH
IY,B,IH,L
N,D,IY,L
S,T,ER,N
IH,N,K,AH
N,F,R,AH
AY,S,AH,Z
AH,T,IH,R
IY,P,ER,S
D,DH,AH,AH
L,Y,AH,N
EH,N,D,AH
AH,N,D,AH
AH,CH,UH,R
V,AH,N,T
D,W,AY,D
G,Y,ER,Z
T,AH,V,D
R,AY,S,R
AO,S,IH,N
SH,UW,AO,L
V,IH,F,EH
AH,N,T,AH
EH,S,T,ER
L,IH,SH,AH
S,AH,JH,EH
UW,AH,T,EH
N,DH,AH,K
EH,T,S,K
EY,SH,AH,N
IH,N,DH,AH
DH,AH,Y,EH
IH,T,AH,N
N,F,R,AH
IH,K,JH,ER
AH,L,OW,ER
P,EH,N,D
IH,V,EH,N
L,AH,V,R
T,R,OW,L
V,IH,T,S
ER,L,D,EH
IH,N,DH,AH
AY,T,F,IH
IH,N,F,L
IH,R,AH,N
UW,SH,R,IH
AH,N,D,K
DH,AH,G,R
V,AH,P,IH
M,B,AY,N
NG,K,DH,AH
K,HH,AE,D
AH,N,T,R
EY,T,IH,D
AH,N,Z,AH
AH,M,P,AH
K,W,OW,T
AH,T,IY,Z
D,F,AO,R
EY,T,S,EH
N,Y,AH,N
AO,R,W,AH
S,EH,N,T
IH,T,B,IH
D,IH,SH,AH
R,DH,AH,IH
IH,SH,UW,D
IH,S,T,S
IY,R,UW,L
T,UW,R,IH
N,AA,T,IH
AO,R,TH,K
IH,D,AH,D
M,AH,N,T
ER,AH,K,AH
AA,Z,S,T
AH,L,IY,AH
IH,N,K,R
N,S,DH,AH
W,UH,D,R
EH,N,S,T
EY,T,IH,T
AW,ER,Z,AH
SH,UH,D,K
N,F,R,AH
D,IH,S,K
L,D,ER,Z
IH,SH,AH,N
P,R,AY,S
M,T,AE,K
B,UH,K,K
IH,T,S,IH
B,EY,S,AH
EY,K,AE,N
DH,AH,AW,T
M,AH,T,S
W,AH,N,AH
R,AA,D,AH
AH,P,AA,R
UW,AE,N,EH
N,T,AH,K
L,AH,S,D
T,S,N,EH
G,EY,V,N
V,IY,EH,S
V,EH,R,K
V,OW,T,IH
K,AE,S,T
R,B,IH,T
AH,F,EH,R
HH,AE,V,S
IH,NG,AE,Z
N,AE,N,AH
T,S,IY,N
S,AH,Z,IH
V,DH,AH,K
D,T,UW,L
M,EY,K,EH
L,AH,S,IY
F,AO,R,AH
AE,N,AH,N
N,V,EH,S
T,P,UH,T
M,AW,N,T
AA,M,AH,N
M,P,AH,N
L,IY,W,IH
T,UW,DH,AH
DH,AH,S,AH
T,AH,L,EH
K,AE,T,AH
AH,M,W,IY
AH,B,EH,N
NG,AE,K,S
M,IH,T,S
S,AY,N,D
S,ER,N,IH
AA,F,AH,T
S,N,EH,K
ER,D,AE,T
ER,EH,K,T
T,EY,K,IH
M,AY,N,AH
K,T,IH,D
V,S,IH,L
IH,L,V,ER
AA,N,D,AH
N,EY,SH,AH
G,AH,V,ER
UW,F,AO,R
T,AH,L,T
M,AH,N,T
Z,DH,AH,IH
Z,EH,N,T
P,L,AE,N
UH,R,R,IY
V,ER,DH,EH
IH,V,N,IH
OW,B,IH,N
AA,R,JH,AH
K,AH,T,T
