a_0,a_1,a_2,class
AH,N,D,N
OY,L,P,R
M,P,AH,N
S,P,EH,K
S,EH,V,AH
IH,N,S,T
IH,T,S,K
IH,N,DH,AH
IH,T,EY,L
T,UW,DH,AH
D,IH,NG,L
AH,N,AH,L
D,S,P,R
N,D,AW,T
DH,EH,R,R
T,F,AO,R
EH,D,IH,N
OW,Z,IH,Z
T,UW,K,AH
M,AA,R,K
L,TH,AH,K
V,S,EH,K
EH,SH,AH,N
ER,T,AY,T
L,IY,G,AH
P,AA,Z,AH
Z,IH,Z,T
V,S,IH,K
K,W,EH,S
T,AA,K,IH
F,ER,T,S
M,IH,L,AH
AA,N,W,AH
S,AY,D,AH
V,AH,L,AH
Z,B,IY,IH
G,R,IY,D
Z,D,UW,T
T,W,IY,N
AH,G,EY,T
AH,D,UW,S
SH,AH,N,AH
AH,V,DH,AH
T,AE,K,S
OW,Z,AH,L
Z,AH,L,Z
L,S,OW,D
D,EH,K,S
OY,L,D,IH
ER,AH,N,S
N,F,AO,R
M,AE,N,AH
IH,L,AH,K
UW,L,AY,S
AH,M,IH,Z
R,AA,F,AH
AH,N,D,S
V,OW,T,IH
AA,R,K,AH
AH,M,EY,N
N,R,EY,N
R,AO,D,L
R,AY,Z,IH
M,EY,K,IH
G,IH,V,AH
N,T,R,AH
AH,N,K,L
S,T,Y,IH
ER,F,AO,R
N,T,M,AH
AH,V,DH,AH
AH,B,AW,T
D,HH,IH,R
N,UW,IH,K
EH,N,D,IH
AH,B,AW,T
R,D,AH,N
EY,M,AH,N
D,AH,TH,R
ER,M,AH,N
M,B,IH,Z
T,Y,IH,R
ER,AH,N,T
R,IY,CH,T
AA,R,D,IH
V,ER,M,AH
EY,IH,NG,S
S,T,R,AH
B,AA,N,D
AE,N,AH,N
UH,K,P,L
T,V,AA,L
L,S,OW,K
ER,S,EH,D
L,IH,NG,AH
N,T,AE,T
S,T,ER,AH
N,D,IH,K
N,IH,T,R
ER,Z,SH,IH
M,EY,T,K
T,W,IH,L
IH,R,Z,T
ER,T,AH,N
IH,N,P,R
AH,L,K,AH
T,R,AE,K
N,DH,IY,Z
N,T,AH,T
R,EH,Z,AH
R,HH,OW,L
P,AA,T,AH
K,AO,R,D
M,P,EH,T
UW,IH,N,K
ER,M,AH,N
S,T,EY,K
F,AE,K,T
T,AH,F,IH
AH,T,DH,AH
K,IH,K,S
S,CH,EY,N
IH,R,AA,N
OW,K,AH,L
P,AE,K,T
D,L,AA,R
AH,AH,B,AH
L,AE,N,T
S,P,EH,K
S,IY,IH,Z
AH,M,AH,S
D,IH,NG,T
N,F,AO,R
NG,IH,T,IH
AH,L,IH,T
T,AH,N,D
Z,AH,N,D
V,DH,IH,S
ER,JH,IH,Z
AH,T,AH,L
IH,K,W,IH
K,SH,AH,N
M,AW,N,T
K,AW,N,T
S,P,R,AH
R,AH,S,T
AH,M,P,T
IH,K,AH,N
K,AH,T,S
AH,T,DH,IH
IY,P,AO,R
V,DH,AH,D
W,AH,N,AH
Z,T,R,AH
T,UW,G,R
AH,HH,EH,D
T,R,EY,D
M,AH,N,AH
Z,AH,N,D
AE,CH,AH,Z
AA,N,DH,AH
AA,R,K,AH
AE,NG,K,S
M,T,AH,D
AH,K,SH,AH
T,S,M,AH
IH,L,D,IH
S,IY,AH,T
T,UW,D,IH
IH,R,DH,AH
IH,N,D,AH
IH,K,W,IH
Z,K,AO,L
IH,D,AH,T
P,L,AE,N
K,F,AO,R
IH,K,W,IH
Y,UW,Z,IH
AH,N,IY,S
ER,M,AH,N
K,R,UW,D
N,D,ER,L
L,EH,V,AH
F,EH,K,T
R,W,IY,K
R,EH,NG,K
S,EH,SH,AH
TH,R,UW,AH
W,ER,K,IH
S,K,OW,K
T,UW,DH,AH
V,P,AH,Z
M,AO,R,K
K,S,DH,AH
AO,F,ER,Z
S,IH,K,S
F,EH,K,T
P,AA,L,AH
K,AH,T,S
HH,OW,L,D
D,AE,Z,S
DH,AH,P,L
T,AA,R,T
R,UW,P,S
IH,Z,N,AH
OW,S,IY,AH
W,ER,IH,N
N,S,ER,K
W,AA,Z,R
IH,NG,IH,T
T,AE,Z,AH
IH,NG,IH,N
T,EY,K,S
IH,SH,AH,L
IH,R,B,IH
AH,IH,K,S
AH,L,IY,AH
N,P,R,AH
S,P,R,AH
SH,EH,R,D
F,DH,EY,S
T,R,IY,Z
EY,D,IH,S
ER,L,EH,S
IH,N,T,R
N,T,R,AH
P,AO,R,T
S,AH,Z,AH
B,L,AA,K
AH,M,DH,AH
S,AO,R,S
F,M,AO,R
T,R,AY,T
K,AH,N,S
M,EY,D,K
OW,T,EH,S
IH,NG,AH,N
DH,AH,AO,L
K,T,S,AH
EH,T,S,AH
T,R,EY,D
EH,L,AH,T
AH,G,EH,N
AH,N,T,L
M,EH,N,T
T,SH,AO,R
S,T,EY,T
T,ER,Z,AH
AO,R,S,AH
D,L,IY,AH
N,K,UH,D
IH,N,DH,AH
L,W,IH,L
ER,F,AO,R
AH,N,D,IH
EY,SH,AH,N
T,R,IY,S
V,DH,AH,K
AH,T,AO,R
AH,P,AH,L
N,D,HH,IH
N,S,IH,S
AH,L,T,AH
EH,M,P,L
N,IY,EH,S
L,Z,AE,K
EY,S,EH,R
Z,F,R,AH
ER,S,T,T
D,AW,N,S
P,AH,B,L
SH,AH,V,K
L,IH,SH,IH
S,AH,L,T
IH,N,DH,AH
N,D,IH,Z
S,AH,Z,T
UW,D,IH,K
ER,Z,AA,R
B,AA,N,D
IH,L,Y,AH
AH,W,IY,K
AA,M,OY,L
T,F,AO,R
AH,M,G,AH
AH,L,IH,S
IH,NG,K,IH
IH,P,EH,R
DH,AH,S,T
N,T,S,S
EY,SH,AH,N
M,EY,D,S
R,IY,IH,N
R,IH,K,T
UW,P,OW,S
M,AH,N,D
UW,AH,P,IH
R,IH,L,IH
AH,N,AH,L
IH,L,EH,K
AH,N,AY,N
T,Y,EH,S
R,T,AH,N
AE,K,T,IH
N,D,AH,D
P,L,EY,N
Z,AE,Z,S
AH,N,IH,K
N,Z,IH,N
W,AH,N,S
SH,AH,N,Z
Y,UH,R,AH
AH,T,IY,Z
IH,R,F,AH
R,AY,T,D
K,OW,D,Z
IH,L,TH,R
M,CH,EY,N
IY,N,OW,T
AH,N,N,AH
N,IH,Z,S
EH,D,IH,T
IH,R,IY,AH
AH,N,T,IH
M,P,AH,N
T,IY,IH,N
IY,EH,S,L
S,AH,Z,AH
S,P,R,IH
EH,JH,AH,S
IY,K,AH,N
EH,D,IH,T
EH,D,AE,L
T,R,AH,L
IH,P,EH,N
R,IY,M,AH
P,R,AE,K
S,AY,N,IH
V,HH,IH,Z
T,IH,Z,AH
AH,L,AA,R
K,T,AH,S
T,IH,K,L
AH,N,S,AH
L,IH,M,AH
EY,M,AH,N
OW,V,ER,D
N,T,S,T
S,AH,B,IH
AY,T,UW,AH
EH,R,IY,AH
AH,S,EH,T
UW,M,ER,Z
D,EH,L,AH
F,ER,S,T
Z,AH,N,D
P,AO,R,T
AH,D,DH,AH
T,R,AH,S
L,IH,N,IH
B,IY,D,IH
N,IH,NG,L
V,EH,S,T
S,Y,UW,N
W,IH,L,S
AH,N,AH,L
P,IY,K,IH
W,AH,N,S
AA,B,IY,IH
N,AH,L,IH
G,Y,ER,Z
T,UW,DH,AH
AE,Z,B,IH
L,D,EH,S
T,AA,R,T
AA,R,D,AH
IH,NG,IH,T
N,IH,K,AH
W,IY,K,N
N,AW,W,IH
V,AE,N,AH
T,L,AE,S
D,IH,N,S
W,IH,L,K
D,S,EH,L
AA,K,AA,T
D,P,UH,T
W,IH,DH,IH
SH,EH,R,Z
P,EH,K,T
L,EH,V,AH
SH,AH,N,AH
AE,NG,K,IH
S,T,AO,T
K,T,EH,S
N,IH,N,T
K,AE,N,D
IY,L,AO,Z
L,Y,AH,N
AH,S,DH,AH
B,AO,R,D
S,P,OW,K
Z,HH,AY,L
AE,K,T,IH
IH,F,IH,K
AA,N,D,Z
N,T,UW,D
IY,Z,IH,N
AH,F,AH,N
D,HH,AY,R
L,EY,S,T
UW,T,AH,L
IY,K,S,T
V,ER,IY,IH
CH,HH,AE,Z
L,B,IY,IH
IH,L,Y,AH
T,OW,T,AH
R,T,S,AH
IY,OW,N,D
OY,N,T,L
S,P,ER,T
AA,L,AH,D
CH,AH,S,AH
IY,EY,T,IH
NG,DH,AE,T
L,IH,M,AH
T,IH,K,AH
T,AE,B,L
EH,K,W,AH
L,IY,S,T
DH,AH,S,K
AH,M,P,AH
D,L,AO,S
P,L,AE,N
D,HH,AE,Z
N,S,DH,AH
N,D,D,IH
IH,SH,AH,L
ZH,AH,N,AH
AH,N,AE,N
R,AE,N,T
B,JH,EH,K
AH,V,K,R
IH,R,IH,N
IY,L,AA,R
T,IH,S,AH
K,SH,AH,N
AH,P,M,AH
AH,M,P,AH
IH,V,EH,L
AE,N,SH,AH
B,R,EY,K
R,K,AH,T
IH,T,HH,IH
N,EH,S,D
P,L,IH,S
AH,T,AH,N
AH,L,P,R
P,L,AE,N
AH,R,IH,K
AH,T,G,R
T,OW,T,AH
Z,W,IY,D
NG,K,DH,AH
K,S,IH,N
W,IH,L,K
OY,N,T,S
EY,Z,P,R
AO,R,D,AH
AY,N,AO,R
AH,P,T,IH
DH,AH,K,AH
IY,Z,AA,R
AY,N,Z,AH
B,AH,T,D
AW,T,W,AH
SH,AH,N,T
IH,T,D,IH
N,D,DH,AH
EY,P,ER,Z
L,IH,M,AH
JH,AH,N,AH
D,B,AY,T
G,ER,AH,S
D,ER,N,IH
Z,T,AE,K
OW,Z,AH,L
AH,K,AH,N
ER,S,UW,IH
T,M,AH,N
K,AH,N,S
B,AO,R,S
T,ER,S,T
S,HH,AE,D
R,Z,D,R
R,B,IH,Z
Y,UW,JH,D
R,SH,AO,R
JH,EH,K,T
OW,T,AH,D
D,EH,T,IH
D,IH,D,N
M,AA,R,K
DH,M,OW,S
AH,Y,UW,R
W,AH,N,T
SH,IY,AE,D
IH,CH,AH,S
AW,N,S,T
EY,B,AY,AH
EH,D,IH,T
N,CH,AH,N
M,Y,AH,L
DH,ER,W,AH
AH,N,D,S
R,IY,CH,AH
T,UW,R,AH
AH,N,JH,IH
G,UH,D,Z
R,EY,D,IH
S,AY,N,D
T,S,F,L
OW,S,EH,D
AA,R,K,AH
L,OW,ER,S
F,L,AO,R
EH,T,S,T
IY,K,EH,N
IY,F,AO,L
IY,S,IH,N
T,AH,L,AH
AH,W,AH,L
V,AO,L,S
S,AH,N,D
AH,N,T,IH
UW,K,AH,T
AH,L,Z,S
AH,V,IH,T
DH,AH,ER,L
T,M,EH,T
AH,K,SH,AH
S,AH,N,T
AA,B,L,AH
OW,IH,NG,K
Z,AH,N,L
T,OW,T,AH
S,AH,Z,IH
V,AO,L,S
AH,D,AE,T
EH,N,IY,K
AH,K,T,S
R,EY,D,D
IY,T,AE,L
N,Z,B,AH
L,V,EH,R
AO,R,T,S
S,AY,N,D
EH,D,IH,T
L,AY,T,AH
F,IY,P,R
UW,AH,L,S
EH,S,EH,K
AY,S,P,R
B,IH,N,S
M,AH,N,D
N,UW,Z,AH
B,AH,L,IH
N,D,IH,T
D,AH,N,T
T,S,EH,T
AE,T,L,IH
AH,N,T,R
EH,S,K,L
F,IH,T,S
S,T,AH,N
IH,F,EH,K
Z,N,AH,S
UW,M,B,IH
CH,T,UW,R
AH,L,Z,T
K,L,UW,D
F,IY,L,Z
B,AY,IH,N
IY,P,EY,D
R,UW,D,IH
AH,S,T,AH
Z,K,UH,D
EH,N,IY,K
R,AH,N,S
D,S,EY,L
SH,EH,R,Z
F,IH,N,IH
IH,Z,DH,AH
N,F,ER,AH
R,T,AA,R
IH,ZH,AH,N
OW,T,AH,L
AH,K,T,S
L,IH,S,T
IY,F,AO,R
F,ER,DH,AH
AH,N,T,L
AE,N,B,R
N,AE,SH,AH
NG,AH,K,R
AH,D,IY,L
IH,NG,G,AH
ER,S,AH,S
D,EY,SH,AH
AH,T,EH,N
S,EY,L,Z
L,AY,T,L
T,AA,K,T
T,UW,B,R
IH,NG,EH,K
EY,T,IH,D
T,DH,AE,T
D,Z,AH,N
AH,N,Z,IH
AO,TH,ER,AH
AE,Z,AH,K
T,IY,DH,AH
AH,S,AH,Z
AE,V,IH,K
M,AH,N,S
B,AH,T,S
D,M,IH,N
T,IH,N,K
IY,AO,F,S
L,IY,B,IH
G,N,EY,T
P,AH,B,L
S,EH,D,IH
IH,T,AH,L
AA,F,AH,T
AO,R,T,S
AE,K,S,R
T,AH,L,Z
SH,AH,L,N
EH,R,IY,IH
B,AE,NG,K
NG,T,UW,S
AH,S,AH,Z
L,IY,S,T
N,D,R,IH
IH,DH,DH,AH
L,AW,IH,T
T,AA,N,IH
L,OW,N,L
P,OW,Z,D
M,P,AO,R
L,IH,NG,T
IY,R,AH,N
AH,S,EY,L
IY,T,DH,AH
N,AH,T,IH
L,D,ER,IH
S,L,AY,T
T,P,R,AH
T,S,G,AH
AA,Z,DH,AH
IH,Z,DH,AH
IY,P,EY,D
EH,R,IY,S
AO,R,DH,IH
AA,M,AH,N
R,AE,K,T
AH,M,P,AH
D,DH,AE,T
AH,M,P,AH
N,D,AH,L
AH,T,IH,N
EY,SH,AH,N
M,IH,N,K
M,P,AH,N
S,P,EH,K
EY,SH,AH,N
T,K,AH,N
N,S,IH,D
IH,V,AH,D
K,W,AH,Z
IH,K,S,AH
M,EH,N,T
EY,SH,AH,N
UW,OW,P,AH
D,AE,T,S
T,ER,M,Z
SH,IY,EY,T
M,EY,K,AH
T,UW,IH,K
IY,M,AH,N
AH,P,OW,Z
V,DH,AH,AH
Z,K,IY,N
P,T,DH,AH
R,AH,M,T
AH,D,EH,T
AA,M,AH,N
ER,Z,S,T
AO,R,S,AH
AA,L,OW,IH
T,EY,T,S
T,F,R,AH
HH,AE,D,N
AH,S,AY,N
G,Z,EH,K
AH,D,IH,S
N,W,AO,N
D,N,AA,T
IH,SH,AH,N
M,P,AH,N
M,P,AO,R
AH,S,AH,T
AH,N,M,AH
Z,M,EH,N
D,DH,AE,T
L,Y,AH,N
P,M,EY,N
S,AH,S,K
S,W,AA,Z
IH,K,S,IH
OY,L,AH,N
T,IH,Z,IH
AE,NG,K,S
IY,S,EH,D
K,AE,N,T
AH,P,AO,R
R,T,AH,N
T,S,AO,R
AO,R,S,AH
IY,S,T,AH
N,D,F,IH
F,AE,K,T
N,JH,D,S
S,T,K,L
AH,R,IH,Z
D,T,UW,S
N,T,R,AH
R,L,AY,K
S,AH,N,D
AH,M,IH,S
S,EH,P,T
TH,AH,V,AH
AY,R,OW,Z
S,AH,N,D
EH,S,IH,N
UW,S,AA,L
ER,P,AE,S
IH,L,Y,AH
EH,S,EH,S
M,Y,IH,R
AH,N,Z,AH
IH,G,Z,IH
IH,N,D,AH
IY,S,AW,N
D,S,EH,D
IY,AO,R,AH
F,AO,R,AH
S,EH,SH,AH
IH,K,S,T
D,IH,NG,S
R,IY,S,T
Z,AH,N,T
V,ER,M,AH
K,AO,L,D
NG,DH,AH,D
IH,N,UW,IH
L,G,AE,S
R,AY,Z,IH
EH,S,T,IH
F,AO,R,AH
T,ER,IY,Z
AH,B,AH,L
T,T,UW,AH
G,Y,ER,Z
W,AO,R,T
P,OW,Z,D
L,K,AA,N
M,AY,K,R
IH,P,P,R
D,N,AA,T
N,Z,B,AH
T,EY,K,AH
IH,R,AH,N
UW,P,AO,N
Z,F,AO,R
IH,L,Y,AH
T,R,EH,N
P,R,AY,S
ER,K,IH,L
K,S,AH,N
N,Z,W,IH
OW,V,ER,K
T,M,AH,N
D,EH,T,AH
AH,P,AH,L
M,AA,R,K
SH,UW,D,IH
T,R,AH,K
F,IH,SH,AH
S,T,Y,IH
R,F,R,AH
N,D,IH,N
IH,K,W,IH
K,S,M,AH
M,AH,N,T
D,L,AY,N
AH,DH,ER,L
D,UW,S,AH
JH,AH,S,T
Z,T,UW,AH
AH,F,ER,S
L,Y,AH,N
DH,AE,N,AH
IH,N,K,AH
EY,Z,W,IH
Z,F,R,AH
IY,V,IY,AH
Z,F,EH,L
IH,N,K,R
K,AW,N,T
S,EH,S,S
AH,S,T,R
AO,R,S,T
AY,N,D,T
OY,K,AA,T
AH,N,IY,T
HH,AE,V,T
N,S,IY,S
M,AH,N,T
AY,N,D,IH
S,D,IH,K
IH,D,IH,N
V,AH,L,AH
DH,AH,G,AH
R,K,AH,T
D,AH,F,AH
AH,M,AA,D
P,AH,Z,IH
T,W,UH,D
AH,N,T,S
N,K,ER,IH
IY,L,AO,S
SH,AH,N,Z
Z,DH,AH,S
N,AH,M,IH
AH,N,S,IH
Z,AO,L,S
K,Y,UH,R
B,AH,L,D
P,AO,R,T
Z,DH,IH,S
S,Y,IH,R
M,P,L,AH
AA,T,P,R
K,AO,R,T
R,IH,D,AH
IH,NG,IH,N
M,AH,N,S
AH,M,IH,S
B,IH,N,IH
SH,AH,N,AH
AH,N,T,K
K,AA,N,S
T,UW,S,IH
IH,L,Y,AH
P,EY,M,AH
IY,F,AO,R
D,F,AO,R
IY,S,T,S
AE,T,IH,K
G,R,EY,D
AY,S,AH,Z
IH,L,AW,T
EY,SH,AH,N
AH,S,IY,D
T,DH,EH,R
V,ER,Z,N
T,IH,D,IH
SH,AH,N,AH
P,ER,M,IH
AH,N,T,D
HH,AY,P,L
EH,D,IH,T
W,AY,ER,D
V,V,AY,S
N,T,K,AH
IH,L,IH,T
R,AW,N,D
P,EH,N,D
R,Z,IH,Z
EH,R,Z,K
EH,R,T,R
N,B,IY,D
M,P,IH,R
EH,P,IH,N
IH,D,AY,Z
SH,AH,N,Z
S,AH,N,D
S,P,EH,K
UW,W,UH,D
AH,V,R,IH
AH,L,B,AH
AW,N,T,D
T,AE,K,S
P,ER,CH,AH
F,AO,R,AH
AO,R,AE,N
AO,R,TH,K
ER,W,AA,Z
IH,S,T,R
AE,N,Z,T
DH,IH,S,IH
B,IY,D,R
ER,IY,IH,Z
K,AA,N,AH
UW,F,UH,L
K,S,EH,S
SH,AH,N,Z
R,EH,S,R
P,AO,R,T
K,AH,N,T
N,AE,N,S
IH,SH,AH,N
B,AY,F,R
M,D,EH,T
SH,EH,R,Z
AW,N,F,IH
R,M,AH,N
S,EH,P,T
IH,T,SH,IH
M,P,AO,R
N,Z,B,IH
AO,R,K,R
L,AH,N,S
K,M,AH,N
AH,N,AE,N
EY,D,AO,R
R,T,ER,AH
K,AH,N,D
IY,EH,S,N
IH,V,AY,Z
D,T,AH,D
V,AO,F,IH
DH,AE,T,K
S,IH,N,S
M,M,EY,K
EH,P,R,AH
W,IH,DH,IH
N,T,IH,N
AA,R,K,AH
V,T,AE,K
L,L,AY,AH
D,AH,D,AH
IY,Z,IH,N
R,T,AE,K
AO,R,AW,T
IH,S,Y,IH
AA,L,OW,IH
CH,ER,Z,D
N,V,ER,T
D,M,AE,N
R,AH,K,S
K,IH,T,S
IH,T,S,AH
IH,N,DH,AH
UH,R,AH,T
JH,AH,S,T
N,T,R,AH
V,AE,N,AH
M,AH,N,T
IY,P,EY,D
P,OW,Z,AH
S,AH,B,S
NG,AH,N,D
SH,AH,N,Z
UW,B,IY,D
L,IH,NG,T
IH,N,DH,AH
R,IY,CH,IH
L,D,DH,AH
AH,N,D,AH
T,UW,K,AH
S,AH,CH,K
AH,N,D,T
NG,L,OW,N
F,AH,S,AH
OW,IH,K,S
AA,N,AH,T
R,IY,S,IH
IH,Z,AH,L
L,EH,N,D
IH,L,P,L
T,ER,IH,Z
L,AO,NG,T
F,EH,K,T
P,ER,EH,R
EH,K,T,S
IH,D,IH,N
CH,EH,N,D
M,B,ER,AH
IH,F,ER,AH
AH,V,IH,N
AH,L,T,IH
IH,NG,Z,K
T,UW,G,IH
D,L,EH,T
EH,R,M,AH
N,AH,V,S
EH,N,SH,AH
AO,R,S,AH
S,P,AO,R
AH,B,AH,N
AH,AE,T,AH
AH,P,R,AH
IH,NG,N,IH
T,S,W,IH
AH,V,DH,AH
IH,L,AH,T
D,DH,AH,K
Y,IH,R,Z
AH,M,IH,N
T,Y,IH,R
M,DH,AH,S
N,AH,V,IH
T,M,AO,R
S,B,IH,K
P,R,AH,D
W,IH,L,R
S,AH,B,L
F,AO,R,S
EY,T,D,IH
AH,N,IH,K
IH,Z,TH,R
IY,L,D,Z
T,AO,L,S
N,AH,M,AH
IH,M,IY,D
EH,R,IH,N
S,T,EY,K
N,AE,F,T
AO,R,B,IH
P,L,EH,D
L,D,DH,AH
G,UH,D,Z
IH,N,F,L
T,R,EY,D
W,AA,Z,N
T,AH,N,D
K,S,W,IH
D,R,IY,K
V,EH,N,D
IH,N,K,L
AE,SH,AH,N
OW,D,AW,N
V,B,AY,N
EH,T,AH,N
W,AY,ER,Z
JH,R,EY,T
V,OY,D,IH
AE,T,P,L
IY,W,AA,Z
AH,V,DH,AH
S,T,K,L
AH,M,P,AH
EY,T,AH,AH
N,T,IH,N
R,T,S,AH
AO,R,T,S
IH,F,ER,IH
F,AO,R,S
ER,IH,K,S
S,IY,D,Z
AE,N,D,IH
AE,Z,AE,S
T,F,IY,IH
N,D,P,R
T,DH,AH,N
V,N,UW,Z
T,IH,NG,K
TH,R,IY,K
UW,CH,UW,Z
S,IH,N,S
AH,N,TH,S
W,IH,CH,T
AH,K,ER,AH
T,W,AA,Z
Z,SH,UH,R
R,V,AY,AH
M,W,EH,R
R,F,AO,R
T,K,AH,N
EH,K,T,IH
K,AH,L,T
K,AH,N,D
DH,AH,K,AH
N,D,K,AH
NG,W,AH,T
N,AH,T,S
N,Z,IH,N
F,IH,S,K
AH,F,F,IH
T,UW,K,AH
R,K,AE,S
T,R,AE,N
N,Z,AE,K
T,R,AH,K
UW,EY,SH,AH
N,ER,IY,AH
M,P,AH,N
S,K,ER,AH
S,AH,N,D
DH,AH,F,IH
IH,NG,AH,S
AH,N,D,S
D,B,AY,S
JH,AH,S,T
R,EY,T,S
AH,M,AH,S
N,T,AH,N
S,P,EH,K
D,K,AA,Z
R,AH,D,AH
AH,N,AE,N
F,EH,K,T
W,IH,L,IH
R,IY,AW,T
S,R,AY,T
EH,N,EH,K
T,AY,M,AH
T,M,AA,R
R,IH,F,L
T,IH,N,T
S,P,AO,R
AH,D,AH,K
L,Y,AH,N
IH,T,IH,Z
IH,DH,DH,AH
N,B,AY,AH
AH,S,IY,Z
T,R,IH,K
M,B,ER,Z
W,EY,JH,K
L,IH,R,AH
S,IH,N,T
AH,S,IH,Z
EH,DH,ER,R
DH,AH,S,T
R,R,EY,T
Z,W,ER,AH
N,S,AH,N
IH,N,DH,AH
L,P,IH,K
K,EY,SH,AH
P,L,AE,S
EH,V,AH,N
S,L,AY,T
AH,N,T,R
UW,R,AY,Z
Z,L,AY,K
AH,N,T,AH
M,P,AO,R
N,D,EY,T
IH,M,IY,D
IH,K,AH,T
N,S,DH,AH
AH,D,IH,S
M,EH,N,T
D,IH,T,AH
P,R,AH,D
Y,AH,T,IH
D,IH,NG,S
R,IY,S,T
AE,D,B,IH
T,HH,AE,Z
S,DH,AE,T
P,ER,EY,T
R,AH,AO,R
AH,M,EY,T
B,AH,L,T
T,W,IY,N
T,IY,AH,N
UH,SH,IH,N
N,T,W,IH
T,R,IY,AH
IY,EH,S,L
AO,R,TH,R
AH,N,IY,Z
M,AA,R,K
S,EH,D,IH
N,SH,AH,L
F,AH,T,N
F,AH,T,T
V,IY,EH,S
AH,L,IY,IH
N,AH,G,R
Z,AH,N,D
S,AY,M,AH
OW,S,AO,R
Z,IH,SH,AH
G,R,EY,N
UW,IH,N,K
IH,R,IY,AH
T,EH,S,T
S,P,EH,N
V,IH,T,S
N,IH,N,K
UH,SH,AH,L
V,ER,M,AH
F,ER,S,T
N,AA,M,IH
EH,N,S,T
T,UW,DH,AH
T,AH,M,AH
S,AH,V,K
R,EY,Z,R
W,ER,AW,T
D,M,IH,N
Z,ER,V,R
EH,R,IH,K
R,K,AH,T
AH,S,AH,T
T,IH,SH,AH
T,S,ER,L
M,AH,N,T
AH,V,IH,N
AH,L,Z,AH
AO,R,D,AH
UW,F,AY,L
UW,AH,L,R
AE,K,SH,AH
HH,IH,S,T
K,T,AH,D
AH,AO,R,D
W,AO,R,D
JH,IH,S,T
AH,M,P,AH
IH,D,F,AH
IY,EY,T,AH
AY,S,AH,N
N,F,AW,N
AY,R,AH,S
W,EH,L,IH
K,AE,N,IH
M,AH,JH,AH
AH,F,AY,D
D,W,IH,L
K,T,S,K
EH,N,D,IH
AH,N,D,D
AH,M,AW,N
UW,M,EY,K
IY,F,AO,R
S,S,IY,N
EH,K,Y,AH
SH,EH,R,Z
L,IH,SH,T
ER,D,DH,AH
K,W,AA,Z
AO,R,DH,AH
AA,Z,R,IH
OY,L,EH,K
K,ER,W,IH
HH,OW,L,D
T,AH,N,D
OW,V,ER,S
T,EH,K,AH
P,R,AE,K
AE,JH,UW,AH
L,EH,F,T
AO,R,AH,N
K,SH,AH,N
L,P,R,AH
P,R,AY,Z
L,P,ER,S
EY,DH,AE,T
UH,L,D,AH
R,S,AH,Z
P,AA,Z,IH
IH,S,T,AH
IH,S,T,S
G,OW,T,R
IH,F,AY,IH
T,UW,AE,N
N,AE,K,T
S,AH,Z,IH
IH,S,P,L
L,F,AO,R
AW,P,EY,Z
S,T,AE,N
L,OW,T,IH
V,EH,S,T
N,AA,M,AH
D,EY,EH,S
Z,L,AO,N
K,W,AH,T
IH,R,B,IH
IY,AH,P,R
EY,W,ER,D
IH,K,AO,Z
D,UW,S,IH
S,T,OW,T
T,K,ER,AH
AY,P,S,AH
AH,N,Z,AH
N,AA,R,T
SH,IY,EY,T
EH,JH,IH,S
F,IH,S,S
T,OW,T,AH
IH,NG,IH,N
S,W,UH,D
IH,Z,AH,L
NG,T,UW,S
S,T,EY,K
N,SH,AH,L
IH,L,IH,T
UW,P,R,IH
L,AE,S,T
AH,JH,ER,Z
N,DH,AH,T
N,AO,S,T
S,AH,Z,S
S,P,AO,R
S,D,IH,S
AE,S,T,T
F,AO,R,S
L,EY,Z,IH
L,AE,N,T
N,AA,T,IH
N,D,D,IH
D,DH,AH,D
V,ER,M,AH
JH,IH,NG,L
L,EH,V,AH
L,AH,T,IH
Z,AH,V,K
IY,D,AY,L
R,IH,K,AH
AE,K,S,S
AH,V,DH,AH
IH,N,DH,AH
UW,M,ER,Z
AH,P,IH,N
AH,F,ER,S
S,T,AA,K
B,AE,NG,K
B,AW,N,D
D,ER,IY,Z
N,T,UW,D
AH,D,EH,L
AA,R,JH,AH
M,AE,N,D
P,R,EH,Z
P,OW,Z,D
R,OW,HH,IH
K,AO,R,T
S,T,IH,R
S,T,S,AH
N,L,IY,IH
M,B,ER,Z
AH,F,AE,K
K,S,EH,S
R,D,IH,S
IH,NG,W,AH
AH,K,EY,T
W,AA,Z,IH
R,EY,T,S
T,AH,D,AH
L,B,IY,IH
F,ER,M,Z
EH,D,P,R
IH,L,K,AH
S,T,UW,K
D,B,AY,S
AH,V,B,IH
T,R,IY,AH
D,K,AO,R
D,IH,K,L
EY,T,OY,L
S,T,AA,R
UW,R,AH,D
Z,B,IH,N
S,EH,D,IH
AA,D,AH,K
D,AH,K,T
K,W,ER,K
Y,UW,T,IH
AH,N,T,S
S,IH,T,S
T,M,AH,N
ER,D,Z,AH
AH,N,IY,K
N,S,IY,S
NG,S,AO,R
B,IY,S,AH
EH,N,D,IH
EH,R,AH,L
R,IY,AH,L
IY,D,IH,L
EH,S,T,AH
AH,N,S,AH
AH,D,DH,AH
P,OY,N,T
K,AO,Z,AH
NG,AH,N,D
AA,Z,W,IH
AH,N,AH,N
N,Y,EH,S
S,T,IH,K
IY,N,S,AH
R,IY,S,AH
F,AO,R,AH
S,T,DH,AH
ER,T,EY,N
N,Z,AH,N
EH,S,T,AH
