buying,maint,doors,persons,lug_boot,safety,class
high,med,_3,_4,small,high,acc
high,med,_3,_4,med,low,unacc
high,med,_3,_4,med,med,unacc
high,med,_3,_4,med,high,acc
high,med,_3,_4,big,low,unacc
high,med,_3,_4,big,med,acc
high,med,_3,_4,big,high,acc
high,med,_3,more,small,low,unacc
high,med,_3,more,small,med,unacc
high,med,_3,more,small,high,acc
high,med,_3,more,med,low,unacc
high,med,_3,more,med,med,acc
high,med,_3,more,med,high,acc
high,med,_3,more,big,low,unacc
high,med,_3,more,big,med,acc
high,med,_3,more,big,high,acc
high,med,_4,_2,small,low,unacc
high,med,_4,_2,small,med,unacc
high,med,_4,_2,small,high,unacc
high,med,_4,_2,med,low,unacc
high,med,_4,_2,med,med,unacc
high,med,_4,_2,med,high,unacc
high,med,_4,_2,big,low,unacc
high,med,_4,_2,big,med,unacc
high,med,_4,_2,big,high,unacc
high,med,_4,_4,small,low,unacc
high,med,_4,_4,small,med,unacc
high,med,_4,_4,small,high,acc
high,med,_4,_4,med,low,unacc
high,med,_4,_4,med,med,acc
high,med,_4,_4,med,high,acc
high,med,_4,_4,big,low,unacc
high,med,_4,_4,big,med,acc
high,med,_4,_4,big,high,acc
high,med,_4,more,small,low,unacc
high,med,_4,more,small,med,unacc
high,med,_4,more,small,high,acc
high,med,_4,more,med,low,unacc
high,med,_4,more,med,med,acc
high,med,_4,more,med,high,acc
high,med,_4,more,big,low,unacc
high,med,_4,more,big,med,acc
high,med,_4,more,big,high,acc
high,med,5more,_2,small,low,unacc
high,med,5more,_2,small,med,unacc
high,med,5more,_2,small,high,unacc
high,med,5more,_2,med,low,unacc
high,med,5more,_2,med,med,unacc
high,med,5more,_2,med,high,unacc
high,med,5more,_2,big,low,unacc
high,med,5more,_2,big,med,unacc
high,med,5more,_2,big,high,unacc
high,med,5more,_4,small,low,unacc
high,med,5more,_4,small,med,unacc
high,med,5more,_4,small,high,acc
high,med,5more,_4,med,low,unacc
high,med,5more,_4,med,med,acc
high,med,5more,_4,med,high,acc
high,med,5more,_4,big,low,unacc
high,med,5more,_4,big,med,acc
high,med,5more,_4,big,high,acc
high,med,5more,more,small,low,unacc
high,med,5more,more,small,med,unacc
high,med,5more,more,small,high,acc
high,med,5more,more,med,low,unacc
high,med,5more,more,med,med,acc
high,med,5more,more,med,high,acc
high,med,5more,more,big,low,unacc
high,med,5more,more,big,med,acc
high,med,5more,more,big,high,acc
high,low,_2,_2,small,low,unacc
high,low,_2,_2,small,med,unacc
high,low,_2,_2,small,high,unacc
high,low,_2,_2,med,low,unacc
high,low,_2,_2,med,med,unacc
high,low,_2,_2,med,high,unacc
high,low,_2,_2,big,low,unacc
high,low,_2,_2,big,med,unacc
high,low,_2,_2,big,high,unacc
high,low,_2,_4,small,low,unacc
high,low,_2,_4,small,med,unacc
high,low,_2,_4,small,high,acc
high,low,_2,_4,med,low,unacc
high,low,_2,_4,med,med,unacc
high,low,_2,_4,med,high,acc
high,low,_2,_4,big,low,unacc
high,low,_2,_4,big,med,acc
high,low,_2,_4,big,high,acc
high,low,_2,more,small,low,unacc
high,low,_2,more,small,med,unacc
high,low,_2,more,small,high,unacc
high,low,_2,more,med,low,unacc
high,low,_2,more,med,med,unacc
high,low,_2,more,med,high,acc
high,low,_2,more,big,low,unacc
high,low,_2,more,big,med,acc
high,low,_2,more,big,high,acc
high,low,_3,_2,small,low,unacc
high,low,_3,_2,small,med,unacc
high,low,_3,_2,small,high,unacc
high,low,_3,_2,med,low,unacc
high,low,_3,_2,med,med,unacc
high,low,_3,_2,med,high,unacc
high,low,_3,_2,big,low,unacc
high,low,_3,_2,big,med,unacc
high,low,_3,_2,big,high,unacc
high,low,_3,_4,small,low,unacc
high,low,_3,_4,small,med,unacc
high,low,_3,_4,small,high,acc
high,low,_3,_4,med,low,unacc
high,low,_3,_4,med,med,unacc
high,low,_3,_4,med,high,acc
high,low,_3,_4,big,low,unacc
high,low,_3,_4,big,med,acc
high,low,_3,_4,big,high,acc
high,low,_3,more,small,low,unacc
high,low,_3,more,small,med,unacc
high,low,_3,more,small,high,acc
high,low,_3,more,med,low,unacc
high,low,_3,more,med,med,acc
high,low,_3,more,med,high,acc
high,low,_3,more,big,low,unacc
high,low,_3,more,big,med,acc
high,low,_3,more,big,high,acc
high,low,_4,_2,small,low,unacc
high,low,_4,_2,small,med,unacc
high,low,_4,_2,small,high,unacc
high,low,_4,_2,med,low,unacc
high,low,_4,_2,med,med,unacc
high,low,_4,_2,med,high,unacc
high,low,_4,_2,big,low,unacc
high,low,_4,_2,big,med,unacc
high,low,_4,_2,big,high,unacc
high,low,_4,_4,small,low,unacc
high,low,_4,_4,small,med,unacc
high,low,_4,_4,small,high,acc
high,low,_4,_4,med,low,unacc
high,low,_4,_4,med,med,acc
high,low,_4,_4,med,high,acc
high,low,_4,_4,big,low,unacc
high,low,_4,_4,big,med,acc
high,low,_4,_4,big,high,acc
high,low,_4,more,small,low,unacc
high,low,_4,more,small,med,unacc
high,low,_4,more,small,high,acc
high,low,_4,more,med,low,unacc
high,low,_4,more,med,med,acc
high,low,_4,more,med,high,acc
high,low,_4,more,big,low,unacc
high,low,_4,more,big,med,acc
high,low,_4,more,big,high,acc
high,low,5more,_2,small,low,unacc
high,low,5more,_2,small,med,unacc
high,low,5more,_2,small,high,unacc
high,low,5more,_2,med,low,unacc
high,low,5more,_2,med,med,unacc
high,low,5more,_2,med,high,unacc
high,low,5more,_2,big,low,unacc
high,low,5more,_2,big,med,unacc
high,low,5more,_2,big,high,unacc
high,low,5more,_4,small,low,unacc
high,low,5more,_4,small,med,unacc
high,low,5more,_4,small,high,acc
high,low,5more,_4,med,low,unacc
high,low,5more,_4,med,med,acc
high,low,5more,_4,med,high,acc
high,low,5more,_4,big,low,unacc
high,low,5more,_4,big,med,acc
high,low,5more,_4,big,high,acc
high,low,5more,more,small,low,unacc
high,low,5more,more,small,med,unacc
high,low,5more,more,small,high,acc
high,low,5more,more,med,low,unacc
high,low,5more,more,med,med,acc
high,low,5more,more,med,high,acc
high,low,5more,more,big,low,unacc
high,low,5more,more,big,med,acc
high,low,5more,more,big,high,acc
med,vhigh,_2,_2,small,low,unacc
med,vhigh,_2,_2,small,med,unacc
med,vhigh,_2,_2,small,high,unacc
med,vhigh,_2,_2,med,low,unacc
med,vhigh,_2,_2,med,med,unacc
med,vhigh,_2,_2,med,high,unacc
med,vhigh,_2,_2,big,low,unacc
med,vhigh,_2,_2,big,med,unacc
med,vhigh,_2,_2,big,high,unacc
med,vhigh,_2,_4,small,low,unacc
med,vhigh,_2,_4,small,med,unacc
med,vhigh,_2,_4,small,high,acc
med,vhigh,_2,_4,med,low,unacc
med,vhigh,_2,_4,med,med,unacc
med,vhigh,_2,_4,med,high,acc
med,vhigh,_2,_4,big,low,unacc
med,vhigh,_2,_4,big,med,acc
med,vhigh,_2,_4,big,high,acc
med,vhigh,_2,more,small,low,unacc
med,vhigh,_2,more,small,med,unacc
med,vhigh,_2,more,small,high,unacc
med,vhigh,_2,more,med,low,unacc
med,vhigh,_2,more,med,med,unacc
med,vhigh,_2,more,med,high,acc
med,vhigh,_2,more,big,low,unacc
med,vhigh,_2,more,big,med,acc
med,vhigh,_2,more,big,high,acc
med,vhigh,_3,_2,small,low,unacc
med,vhigh,_3,_2,small,med,unacc
med,vhigh,_3,_2,small,high,unacc
med,vhigh,_3,_2,med,low,unacc
med,vhigh,_3,_2,med,med,unacc
med,vhigh,_3,_2,med,high,unacc
med,vhigh,_3,_2,big,low,unacc
med,vhigh,_3,_2,big,med,unacc
med,vhigh,_3,_2,big,high,unacc
med,vhigh,_3,_4,small,low,unacc
med,vhigh,_3,_4,small,med,unacc
med,vhigh,_3,_4,small,high,acc
med,vhigh,_3,_4,med,low,unacc
med,vhigh,_3,_4,med,med,unacc
med,vhigh,_3,_4,med,high,acc
med,vhigh,_3,_4,big,low,unacc
med,vhigh,_3,_4,big,med,acc
med,vhigh,_3,_4,big,high,acc
med,vhigh,_3,more,small,low,unacc
med,vhigh,_3,more,small,med,unacc
med,vhigh,_3,more,small,high,acc
med,vhigh,_3,more,med,low,unacc
med,vhigh,_3,more,med,med,acc
med,vhigh,_3,more,med,high,acc
med,vhigh,_3,more,big,low,unacc
med,vhigh,_3,more,big,med,acc
med,vhigh,_3,more,big,high,acc
med,vhigh,_4,_2,small,low,unacc
med,vhigh,_4,_2,small,med,unacc
med,vhigh,_4,_2,small,high,unacc
med,vhigh,_4,_2,med,low,unacc
med,vhigh,_4,_2,med,med,unacc
med,vhigh,_4,_2,med,high,unacc
med,vhigh,_4,_2,big,low,unacc
med,vhigh,_4,_2,big,med,unacc
med,vhigh,_4,_2,big,high,unacc
med,vhigh,_4,_4,small,low,unacc
med,vhigh,_4,_4,small,med,unacc
med,vhigh,_4,_4,small,high,acc
med,vhigh,_4,_4,med,low,unacc
med,vhigh,_4,_4,med,med,acc
med,vhigh,_4,_4,med,high,acc
med,vhigh,_4,_4,big,low,unacc
med,vhigh,_4,_4,big,med,acc
med,vhigh,_4,_4,big,high,acc
med,vhigh,_4,more,small,low,unacc
med,vhigh,_4,more,small,med,unacc
med,vhigh,_4,more,small,high,acc
med,vhigh,_4,more,med,low,unacc
med,vhigh,_4,more,med,med,acc
med,vhigh,_4,more,med,high,acc
med,vhigh,_4,more,big,low,unacc
med,vhigh,_4,more,big,med,acc
med,vhigh,_4,more,big,high,acc
med,vhigh,5more,_2,small,low,unacc
med,vhigh,5more,_2,small,med,unacc
med,vhigh,5more,_2,small,high,unacc
med,vhigh,5more,_2,med,low,unacc
med,vhigh,5more,_2,med,med,unacc
med,vhigh,5more,_2,med,high,unacc
med,vhigh,5more,_2,big,low,unacc
med,vhigh,5more,_2,big,med,unacc
med,vhigh,5more,_2,big,high,unacc
med,vhigh,5more,_4,small,low,unacc
med,vhigh,5more,_4,small,med,unacc
med,vhigh,5more,_4,small,high,acc
med,vhigh,5more,_4,med,low,unacc
med,vhigh,5more,_4,med,med,acc
med,vhigh,5more,_4,med,high,acc
med,vhigh,5more,_4,big,low,unacc
med,vhigh,5more,_4,big,med,acc
med,vhigh,5more,_4,big,high,acc
med,vhigh,5more,more,small,low,unacc
med,vhigh,5more,more,small,med,unacc
med,vhigh,5more,more,small,high,acc
med,vhigh,5more,more,med,low,unacc
med,vhigh,5more,more,med,med,acc
med,vhigh,5more,more,med,high,acc
med,vhigh,5more,more,big,low,unacc
med,vhigh,5more,more,big,med,acc
med,vhigh,5more,more,big,high,acc
med,high,_2,_2,small,low,unacc
med,high,_2,_2,small,med,unacc
med,high,_2,_2,small,high,unacc
med,high,_2,_2,med,low,unacc
med,high,_2,_2,med,med,unacc
med,high,_2,_2,med,high,unacc
med,high,_2,_2,big,low,unacc
med,high,_2,_2,big,med,unacc
med,high,_2,_2,big,high,unacc
med,high,_2,_4,small,low,unacc
med,high,_2,_4,small,med,unacc
med,high,_2,_4,small,high,acc
med,high,_2,_4,med,low,unacc
med,high,_2,_4,med,med,unacc
med,high,_2,_4,med,high,acc
med,high,_2,_4,big,low,unacc
med,high,_2,_4,big,med,acc
med,high,_2,_4,big,high,acc
med,high,_2,more,small,low,unacc
med,high,_2,more,small,med,unacc
med,high,_2,more,small,high,unacc
med,high,_2,more,med,low,unacc
med,high,_2,more,med,med,unacc
med,high,_2,more,med,high,acc
med,high,_2,more,big,low,unacc
med,high,_2,more,big,med,acc
med,high,_2,more,big,high,acc
med,high,_3,_2,small,low,unacc
med,high,_3,_2,small,med,unacc
med,high,_3,_2,small,high,unacc
med,high,_3,_2,med,low,unacc
med,high,_3,_2,med,med,unacc
med,high,_3,_2,med,high,unacc
med,high,_3,_2,big,low,unacc
med,high,_3,_2,big,med,unacc
med,high,_3,_2,big,high,unacc
med,high,_3,_4,small,low,unacc
med,high,_3,_4,small,med,unacc
med,high,_3,_4,small,high,acc
med,high,_3,_4,med,low,unacc
med,high,_3,_4,med,med,unacc
med,high,_3,_4,med,high,acc
med,high,_3,_4,big,low,unacc
med,high,_3,_4,big,med,acc
med,high,_3,_4,big,high,acc
med,high,_3,more,small,low,unacc
med,high,_3,more,small,med,unacc
med,high,_3,more,small,high,acc
med,high,_3,more,med,low,unacc
med,high,_3,more,med,med,acc
med,high,_3,more,med,high,acc
med,high,_3,more,big,low,unacc
med,high,_3,more,big,med,acc
med,high,_3,more,big,high,acc
med,high,_4,_2,small,low,unacc
med,high,_4,_2,small,med,unacc
med,high,_4,_2,small,high,unacc
med,high,_4,_2,med,low,unacc
med,high,_4,_2,med,med,unacc
med,high,_4,_2,med,high,unacc
med,high,_4,_2,big,low,unacc
med,high,_4,_2,big,med,unacc
med,high,_4,_2,big,high,unacc
med,high,_4,_4,small,low,unacc
med,high,_4,_4,small,med,unacc
med,high,_4,_4,small,high,acc
med,high,_4,_4,med,low,unacc
med,high,_4,_4,med,med,acc
med,high,_4,_4,med,high,acc
med,high,_4,_4,big,low,unacc
med,high,_4,_4,big,med,acc
med,high,_4,_4,big,high,acc
med,high,_4,more,small,low,unacc
med,high,_4,more,small,med,unacc
med,high,_4,more,small,high,acc
med,high,_4,more,med,low,unacc
med,high,_4,more,med,med,acc
med,high,_4,more,med,high,acc
med,high,_4,more,big,low,unacc
med,high,_4,more,big,med,acc
med,high,_4,more,big,high,acc
med,high,5more,_2,small,low,unacc
med,high,5more,_2,small,med,unacc
med,high,5more,_2,small,high,unacc
med,high,5more,_2,med,low,unacc
med,high,5more,_2,med,med,unacc
med,high,5more,_2,med,high,unacc
med,high,5more,_2,big,low,unacc
med,high,5more,_2,big,med,unacc
med,high,5more,_2,big,high,unacc
med,high,5more,_4,small,low,unacc
med,high,5more,_4,small,med,unacc
med,high,5more,_4,small,high,acc
med,high,5more,_4,med,low,unacc
med,high,5more,_4,med,med,acc
med,high,5more,_4,med,high,acc
med,high,5more,_4,big,low,unacc
med,high,5more,_4,big,med,acc
med,high,5more,_4,big,high,acc
med,high,5more,more,small,low,unacc
med,high,5more,more,small,med,unacc
med,high,5more,more,small,high,acc
med,high,5more,more,med,low,unacc
med,high,5more,more,med,med,acc
med,high,5more,more,med,high,acc
med,high,5more,more,big,low,unacc
med,high,5more,more,big,med,acc
med,high,5more,more,big,high,acc
med,med,_2,_2,small,low,unacc
med,med,_2,_2,small,med,unacc
med,med,_2,_2,small,high,unacc
med,med,_2,_2,med,low,unacc
med,med,_2,_2,med,med,unacc
med,med,_2,_2,med,high,unacc
med,med,_2,_2,big,low,unacc
med,med,_2,_2,big,med,unacc
med,med,_2,_2,big,high,unacc
med,med,_2,_4,small,low,unacc
med,med,_2,_4,small,med,acc
med,med,_2,_4,small,high,acc
med,med,_2,_4,med,low,unacc
med,med,_2,_4,med,med,acc
med,med,_2,_4,med,high,acc
med,med,_2,_4,big,low,unacc
med,med,_2,_4,big,med,acc
med,med,_2,_4,big,high,vgood
med,med,_2,more,small,low,unacc
med,med,_2,more,small,med,unacc
med,med,_2,more,small,high,unacc
med,med,_2,more,med,low,unacc
med,med,_2,more,med,med,acc
med,med,_2,more,med,high,acc
med,med,_2,more,big,low,unacc
med,med,_2,more,big,med,acc
med,med,_2,more,big,high,vgood
med,med,_3,_2,small,low,unacc
med,med,_3,_2,small,med,unacc
med,med,_3,_2,small,high,unacc
med,med,_3,_2,med,low,unacc
med,med,_3,_2,med,med,unacc
med,med,_3,_2,med,high,unacc
med,med,_3,_2,big,low,unacc
med,med,_3,_2,big,med,unacc
med,med,_3,_2,big,high,unacc
med,med,_3,_4,small,low,unacc
med,med,_3,_4,small,med,acc
med,med,_3,_4,small,high,acc
med,med,_3,_4,med,low,unacc
med,med,_3,_4,med,med,acc
med,med,_3,_4,med,high,acc
med,med,_3,_4,big,low,unacc
med,med,_3,_4,big,med,acc
med,med,_3,_4,big,high,vgood
med,med,_3,more,small,low,unacc
med,med,_3,more,small,med,acc
med,med,_3,more,small,high,acc
med,med,_3,more,med,low,unacc
med,med,_3,more,med,med,acc
med,med,_3,more,med,high,vgood
med,med,_3,more,big,low,unacc
med,med,_3,more,big,med,acc
med,med,_3,more,big,high,vgood
med,med,_4,_2,small,low,unacc
med,med,_4,_2,small,med,unacc
med,med,_4,_2,small,high,unacc
med,med,_4,_2,med,low,unacc
med,med,_4,_2,med,med,unacc
med,med,_4,_2,med,high,unacc
med,med,_4,_2,big,low,unacc
med,med,_4,_2,big,med,unacc
med,med,_4,_2,big,high,unacc
med,med,_4,_4,small,low,unacc
med,med,_4,_4,small,med,acc
med,med,_4,_4,small,high,acc
med,med,_4,_4,med,low,unacc
med,med,_4,_4,med,med,acc
med,med,_4,_4,med,high,vgood
med,med,_4,_4,big,low,unacc
med,med,_4,_4,big,med,acc
med,med,_4,_4,big,high,vgood
med,med,_4,more,small,low,unacc
med,med,_4,more,small,med,acc
med,med,_4,more,small,high,acc
med,med,_4,more,med,low,unacc
med,med,_4,more,med,med,acc
med,med,_4,more,med,high,vgood
med,med,_4,more,big,low,unacc
med,med,_4,more,big,med,acc
med,med,_4,more,big,high,vgood
med,med,5more,_2,small,low,unacc
med,med,5more,_2,small,med,unacc
med,med,5more,_2,small,high,unacc
med,med,5more,_2,med,low,unacc
med,med,5more,_2,med,med,unacc
med,med,5more,_2,med,high,unacc
med,med,5more,_2,big,low,unacc
med,med,5more,_2,big,med,unacc
med,med,5more,_2,big,high,unacc
med,med,5more,_4,small,low,unacc
med,med,5more,_4,small,med,acc
med,med,5more,_4,small,high,acc
med,med,5more,_4,med,low,unacc
med,med,5more,_4,med,med,acc
med,med,5more,_4,med,high,vgood
med,med,5more,_4,big,low,unacc
med,med,5more,_4,big,med,acc
med,med,5more,_4,big,high,vgood
med,med,5more,more,small,low,unacc
med,med,5more,more,small,med,acc
med,med,5more,more,small,high,acc
med,med,5more,more,med,low,unacc
med,med,5more,more,med,med,acc
med,med,5more,more,med,high,vgood
med,med,5more,more,big,low,unacc
med,med,5more,more,big,med,acc
med,med,5more,more,big,high,vgood
med,low,_2,_2,small,low,unacc
med,low,_2,_2,small,med,unacc
med,low,_2,_2,small,high,unacc
med,low,_2,_2,med,low,unacc
med,low,_2,_2,med,med,unacc
med,low,_2,_2,med,high,unacc
med,low,_2,_2,big,low,unacc
med,low,_2,_2,big,med,unacc
med,low,_2,_2,big,high,unacc
med,low,_2,_4,small,low,unacc
med,low,_2,_4,small,med,acc
med,low,_2,_4,small,high,good
med,low,_2,_4,med,low,unacc
med,low,_2,_4,med,med,acc
med,low,_2,_4,med,high,good
med,low,_2,_4,big,low,unacc
med,low,_2,_4,big,med,good
med,low,_2,_4,big,high,vgood
med,low,_2,more,small,low,unacc
med,low,_2,more,small,med,unacc
med,low,_2,more,small,high,unacc
med,low,_2,more,med,low,unacc
med,low,_2,more,med,med,acc
med,low,_2,more,med,high,good
med,low,_2,more,big,low,unacc
med,low,_2,more,big,med,good
med,low,_2,more,big,high,vgood
med,low,_3,_2,small,low,unacc
med,low,_3,_2,small,med,unacc
med,low,_3,_2,small,high,unacc
med,low,_3,_2,med,low,unacc
med,low,_3,_2,med,med,unacc
med,low,_3,_2,med,high,unacc
med,low,_3,_2,big,low,unacc
med,low,_3,_2,big,med,unacc
med,low,_3,_2,big,high,unacc
med,low,_3,_4,small,low,unacc
med,low,_3,_4,small,med,acc
med,low,_3,_4,small,high,good
med,low,_3,_4,med,low,unacc
med,low,_3,_4,med,med,acc
med,low,_3,_4,med,high,good
med,low,_3,_4,big,low,unacc
med,low,_3,_4,big,med,good
med,low,_3,_4,big,high,vgood
med,low,_3,more,small,low,unacc
med,low,_3,more,small,med,acc
med,low,_3,more,small,high,good
med,low,_3,more,med,low,unacc
med,low,_3,more,med,med,good
med,low,_3,more,med,high,vgood
med,low,_3,more,big,low,unacc
med,low,_3,more,big,med,good
med,low,_3,more,big,high,vgood
med,low,_4,_2,small,low,unacc
med,low,_4,_2,small,med,unacc
med,low,_4,_2,small,high,unacc
med,low,_4,_2,med,low,unacc
med,low,_4,_2,med,med,unacc
med,low,_4,_2,med,high,unacc
med,low,_4,_2,big,low,unacc
med,low,_4,_2,big,med,unacc
med,low,_4,_2,big,high,unacc
med,low,_4,_4,small,low,unacc
med,low,_4,_4,small,med,acc
med,low,_4,_4,small,high,good
med,low,_4,_4,med,low,unacc
med,low,_4,_4,med,med,good
med,low,_4,_4,med,high,vgood
med,low,_4,_4,big,low,unacc
med,low,_4,_4,big,med,good
med,low,_4,_4,big,high,vgood
med,low,_4,more,small,low,unacc
med,low,_4,more,small,med,acc
med,low,_4,more,small,high,good
med,low,_4,more,med,low,unacc
med,low,_4,more,med,med,good
med,low,_4,more,med,high,vgood
med,low,_4,more,big,low,unacc
med,low,_4,more,big,med,good
med,low,_4,more,big,high,vgood
med,low,5more,_2,small,low,unacc
med,low,5more,_2,small,med,unacc
med,low,5more,_2,small,high,unacc
med,low,5more,_2,med,low,unacc
med,low,5more,_2,med,med,unacc
med,low,5more,_2,med,high,unacc
med,low,5more,_2,big,low,unacc
med,low,5more,_2,big,med,unacc
med,low,5more,_2,big,high,unacc
med,low,5more,_4,small,low,unacc
med,low,5more,_4,small,med,acc
med,low,5more,_4,small,high,good
med,low,5more,_4,med,low,unacc
med,low,5more,_4,med,med,good
med,low,5more,_4,med,high,vgood
med,low,5more,_4,big,low,unacc
med,low,5more,_4,big,med,good
med,low,5more,_4,big,high,vgood
med,low,5more,more,small,low,unacc
med,low,5more,more,small,med,acc
med,low,5more,more,small,high,good
med,low,5more,more,med,low,unacc
med,low,5more,more,med,med,good
med,low,5more,more,med,high,vgood
med,low,5more,more,big,low,unacc
med,low,5more,more,big,med,good
med,low,5more,more,big,high,vgood
low,vhigh,_2,_2,small,low,unacc
low,vhigh,_2,_2,small,med,unacc
low,vhigh,_2,_2,small,high,unacc
low,vhigh,_2,_2,med,low,unacc
low,vhigh,_2,_2,med,med,unacc
low,vhigh,_2,_2,med,high,unacc
low,vhigh,_2,_2,big,low,unacc
low,vhigh,_2,_2,big,med,unacc
low,vhigh,_2,_2,big,high,unacc
low,vhigh,_2,_4,small,low,unacc
low,vhigh,_2,_4,small,med,unacc
low,vhigh,_2,_4,small,high,acc
low,vhigh,_2,_4,med,low,unacc
low,vhigh,_2,_4,med,med,unacc
low,vhigh,_2,_4,med,high,acc
low,vhigh,_2,_4,big,low,unacc
low,vhigh,_2,_4,big,med,acc
low,vhigh,_2,_4,big,high,acc
low,vhigh,_2,more,small,low,unacc
low,vhigh,_2,more,small,med,unacc
low,vhigh,_2,more,small,high,unacc
low,vhigh,_2,more,med,low,unacc
low,vhigh,_2,more,med,med,unacc
low,vhigh,_2,more,med,high,acc
low,vhigh,_2,more,big,low,unacc
low,vhigh,_2,more,big,med,acc
low,vhigh,_2,more,big,high,acc
low,vhigh,_3,_2,small,low,unacc
low,vhigh,_3,_2,small,med,unacc
low,vhigh,_3,_2,small,high,unacc
low,vhigh,_3,_2,med,low,unacc
low,vhigh,_3,_2,med,med,unacc
low,vhigh,_3,_2,med,high,unacc
low,vhigh,_3,_2,big,low,unacc
low,vhigh,_3,_2,big,med,unacc
low,vhigh,_3,_2,big,high,unacc
low,vhigh,_3,_4,small,low,unacc
low,vhigh,_3,_4,small,med,unacc
low,vhigh,_3,_4,small,high,acc
low,vhigh,_3,_4,med,low,unacc
low,vhigh,_3,_4,med,med,unacc
low,vhigh,_3,_4,med,high,acc
low,vhigh,_3,_4,big,low,unacc
low,vhigh,_3,_4,big,med,acc
low,vhigh,_3,_4,big,high,acc
low,vhigh,_3,more,small,low,unacc
low,vhigh,_3,more,small,med,unacc
low,vhigh,_3,more,small,high,acc
low,vhigh,_3,more,med,low,unacc
low,vhigh,_3,more,med,med,acc
low,vhigh,_3,more,med,high,acc
low,vhigh,_3,more,big,low,unacc
low,vhigh,_3,more,big,med,acc
low,vhigh,_3,more,big,high,acc
low,vhigh,_4,_2,small,low,unacc
low,vhigh,_4,_2,small,med,unacc
low,vhigh,_4,_2,small,high,unacc
low,vhigh,_4,_2,med,low,unacc
low,vhigh,_4,_2,med,med,unacc
low,vhigh,_4,_2,med,high,unacc
low,vhigh,_4,_2,big,low,unacc
low,vhigh,_4,_2,big,med,unacc
low,vhigh,_4,_2,big,high,unacc
low,vhigh,_4,_4,small,low,unacc
low,vhigh,_4,_4,small,med,unacc
low,vhigh,_4,_4,small,high,acc
low,vhigh,_4,_4,med,low,unacc
low,vhigh,_4,_4,med,med,acc
low,vhigh,_4,_4,med,high,acc
low,vhigh,_4,_4,big,low,unacc
low,vhigh,_4,_4,big,med,acc
low,vhigh,_4,_4,big,high,acc
low,vhigh,_4,more,small,low,unacc
low,vhigh,_4,more,small,med,unacc
low,vhigh,_4,more,small,high,acc
low,vhigh,_4,more,med,low,unacc
low,vhigh,_4,more,med,med,acc
low,vhigh,_4,more,med,high,acc
low,vhigh,_4,more,big,low,unacc
low,vhigh,_4,more,big,med,acc
low,vhigh,_4,more,big,high,acc
low,vhigh,5more,_2,small,low,unacc
low,vhigh,5more,_2,small,med,unacc
low,vhigh,5more,_2,small,high,unacc
low,vhigh,5more,_2,med,low,unacc
low,vhigh,5more,_2,med,med,unacc
low,vhigh,5more,_2,med,high,unacc
low,vhigh,5more,_2,big,low,unacc
low,vhigh,5more,_2,big,med,unacc
low,vhigh,5more,_2,big,high,unacc
low,vhigh,5more,_4,small,low,unacc
low,vhigh,5more,_4,small,med,unacc
low,vhigh,5more,_4,small,high,acc
low,vhigh,5more,_4,med,low,unacc
low,vhigh,5more,_4,med,med,acc
low,vhigh,5more,_4,med,high,acc
low,vhigh,5more,_4,big,low,unacc
low,vhigh,5more,_4,big,med,acc
low,vhigh,5more,_4,big,high,acc
low,vhigh,5more,more,small,low,unacc
low,vhigh,5more,more,small,med,unacc
low,vhigh,5more,more,small,high,acc
low,vhigh,5more,more,med,low,unacc
low,vhigh,5more,more,med,med,acc
low,vhigh,5more,more,med,high,acc
low,vhigh,5more,more,big,low,unacc
low,vhigh,5more,more,big,med,acc
low,vhigh,5more,more,big,high,acc
low,high,_2,_2,small,low,unacc
low,high,_2,_2,small,med,unacc
low,high,_2,_2,small,high,unacc
low,high,_2,_2,med,low,unacc
low,high,_2,_2,med,med,unacc
low,high,_2,_2,med,high,unacc
low,high,_2,_2,big,low,unacc
low,high,_2,_2,big,med,unacc
low,high,_2,_2,big,high,unacc
low,high,_2,_4,small,low,unacc
low,high,_2,_4,small,med,acc
low,high,_2,_4,small,high,acc
low,high,_2,_4,med,low,unacc
low,high,_2,_4,med,med,acc
low,high,_2,_4,med,high,acc
low,high,_2,_4,big,low,unacc
low,high,_2,_4,big,med,acc
low,high,_2,_4,big,high,vgood
low,high,_2,more,small,low,unacc
low,high,_2,more,small,med,unacc
low,high,_2,more,small,high,unacc
low,high,_2,more,med,low,unacc
low,high,_2,more,med,med,acc
low,high,_2,more,med,high,acc
low,high,_2,more,big,low,unacc
low,high,_2,more,big,med,acc
low,high,_2,more,big,high,vgood
low,high,_3,_2,small,low,unacc
low,high,_3,_2,small,med,unacc
low,high,_3,_2,small,high,unacc
low,high,_3,_2,med,low,unacc
low,high,_3,_2,med,med,unacc
low,high,_3,_2,med,high,unacc
low,high,_3,_2,big,low,unacc
low,high,_3,_2,big,med,unacc
low,high,_3,_2,big,high,unacc
low,high,_3,_4,small,low,unacc
low,high,_3,_4,small,med,acc
low,high,_3,_4,small,high,acc
low,high,_3,_4,med,low,unacc
low,high,_3,_4,med,med,acc
low,high,_3,_4,med,high,acc
low,high,_3,_4,big,low,unacc
low,high,_3,_4,big,med,acc
low,high,_3,_4,big,high,vgood
low,high,_3,more,small,low,unacc
low,high,_3,more,small,med,acc
low,high,_3,more,small,high,acc
low,high,_3,more,med,low,unacc
low,high,_3,more,med,med,acc
low,high,_3,more,med,high,vgood
low,high,_3,more,big,low,unacc
